,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
FP,NaN,-0.593845419372573,0.637428864871389,-0.129028463384002,-1.21335494568911,-0.751819024725655,0.179631734572619,-0.675524736242149,-0.0337762683514143,0.0514672478887132,-1.50642712152274,1.59335127499854,2.15720013713424,2.69895031628857,0.723132908056066,-0.445701883371339,0.88283367250279,-0.233910927063513,1.28157324480229,-2.73488328800513,0.28999682428945,0.429855190889799,-0.998556004853227,1.52600407482249,1.58138228493787,-0.277178974812783,0.134891173192775,-1.29602684606909,-0.657733213506713,-1.2222938063159,0.323826309807974,0.29992029301896,0.666756299078597,-0.160972923821191,-1.3458092529676,-1.4230300208637,0.41860692768202,0.492404454541238,1.31117715195277,1.00328071717608,0.843176126487033,3.02781179519423,1.94185054365492,1.31333130907821,1.14778940662531,1.26792636973364,1.5013175819909,1.50004497037703,1.25819817426096,-0.370524047902359,-2.37489693551069,-0.711984210119517
OF,-0.593845419372573,NaN,1.16846364369014,1.20541823461808,0.0122751577435047,0.0586229294185555,0.374325181751051,-0.343144950125621,-0.0522805026977587,-1.56934564959161,-1.43685850077358,1.8653110554214,0.0394262963220678,0.365118958901689,-1.37588365756412,1.22968191315394,0.216290544856004,-1.74778398848252,0.107652189556678,-0.431456215005184,-1.53792709639172,1.639187275881,-0.0288224590052798,-1.00026677898243,0.204738211435639,0.439364973472019,-0.187756990459124,-1.62423220409613,0.545781523301725,-1.61149895242403,0.391396866941835,0.80386240830413,1.25220266440318,1.20313438609708,-1.44594138051984,-1.78522021573263,0.308753187071032,1.85276666763048,0.688003726751278,1.09370911519799,1.45371141974817,0.714232144252381,2.19637056993308,0.983705402934338,1.57150362755537,1.16240204730787,0.950101462401441,-0.00934545243702413,-0.938977150253816,-0.00171172896237642,-0.730052210769359,-1.10086307430635
PL,0.637428864871389,1.16846364369014,NaN,1.24709085047294,0.902338953812422,0.68181577465592,0.733548358480276,-0.0250172721776432,1.00095255610308,-1.03059938593043,-1.10722140526294,1.82217665729224,0.524621858347523,0.602472292234999,-0.878234200401087,1.78412642196021,2.18097071504069,-1.4461550870894,0.742468161351684,-0.806979422214918,-0.889210892980762,1.29352151325283,-0.0369076499747246,-0.701367685211209,0.513926142868158,0.54011272015817,0.208424526793788,-1.40922351967786,0.0806130927230451,-1.11703533790174,1.08760911622627,1.0538852160592,0.631695299848542,1.88494025227858,-0.970301393615304,-0.405725537549035,1.40395593523221,1.94372940428432,0.751443468391508,0.824222958455869,0.857600445583699,0.862428791782327,1.96097841379879,0.95587000637032,1.27839782566287,0.423675564762167,-0.157355191784779,-0.0946671143020074,-0.413290989322324,0.420972415760225,0.896078267675818,-0.422611903885009
IL,-0.129028463384002,1.20541823461808,1.24709085047294,NaN,1.86847541439791,0.597772087528949,0.351421152149326,-0.341351327040544,0.386099945825135,-2.02080692298631,-1.49557879546909,2.16256184882024,0.313433330900002,-0.209443082848049,-1.55907568794856,2.02439638164966,2.26168867615753,-1.63318687724174,0.450875493565787,-0.365310111520489,-1.39810164634571,1.33479737997338,-0.447396787423483,-1.55449636868264,-0.4015364012892,-0.0999121884572958,-0.692892357768147,-1.59062901890526,-0.210700627028818,-1.52258581065853,0.269899453304077,0.104811977220114,-0.239127162826385,1.03769093791994,-1.10783941377942,-0.441854510618982,0.733462822795081,3.05685976891931,1.03282820609813,1.48733104320571,1.31682433323249,0.584181019053285,2.04941723911771,1.10811169515716,2.11814827937672,1.47799262608334,0.4551510781712,-0.268490336181098,-1.20270224406641,-0.00132936292591496,0.742519849743041,-0.293374149107222
Cing,-1.21335494568911,0.0122751577435047,0.902338953812422,1.86847541439791,NaN,-0.156048049572579,-0.344737666956608,0.671369262299242,-0.392064266879661,-0.894156535312079,0.0469428423389742,1.87691212566421,0.308603378416136,0.155117653956573,-1.39124148111547,0.980427382083669,1.12469164935556,-0.875153571898233,0.847191069307841,-0.535724063976198,-0.275096893021654,2.13402897895651,-0.0686420327284275,-1.84521043761053,-0.258300544380603,0.806058475176292,0.317723249765703,-1.47571605064367,0.650006151376802,-0.642658924139675,0.804445867067388,0.92465450367706,0.647326885858822,1.83311268482773,-0.630528500778875,-0.889546292491486,1.23650659751966,2.52151839270741,1.32976166087908,1.9565271266873,1.65253632266342,1.08810132921879,1.59601817017903,0.201030143809756,1.81676581626287,0.585002563086988,0.282206345960179,-0.865054734983674,-0.883511221904119,0.797183999204679,1.29056920727093,0.46201754985891
Th_PM,-0.751819024725655,0.0586229294185555,0.68181577465592,0.597772087528949,-0.156048049572579,NaN,-0.437045112927573,-0.155698286684985,-1.17769487153188,-0.538254524403591,-0.0421663853570233,1.5965607863836,0.244328349368181,0.0355456164848517,0.102811044867463,-0.0880814893592153,-0.134015686761161,1.13822662518757,0.896966437930012,-1.07105681579656,1.91157287951812,2.3559242789219,-1.0578984122426,0.0772587573636405,-0.199391344884772,-0.00263293463838376,0.249154636224596,-1.88981571797245,-0.283632984036314,-0.708391505906661,0.427528666906873,0.167509268015812,0.369967513542465,1.01198374131133,0.799357529808694,0.454964069130927,1.38647035767032,1.75268672805154,1.49942436796989,2.39573017104338,1.33150715242035,0.853411122610719,2.22562010380731,-0.386544431616165,0.151811345934595,0.0391223747188894,-0.582478686098665,0.203135191944614,0.873370860992424,1.49379941671185,1.33709026450603,1.57540084283589
Th_SM,0.179631734572619,0.374325181751051,0.733548358480276,0.351421152149326,-0.344737666956608,-0.437045112927573,NaN,-0.362073012992743,-1.01336827914516,0.217244956329362,1.10630267679694,0.968481614512517,-0.594041637716361,0.605680213721124,0.75764970548883,0.122946607849788,-1.00610377877414,0.949499419283994,1.08016636092522,-0.0759166963182497,1.96645480679918,3.41131612986107,-0.456650001753005,0.516340451521244,-0.431538783145476,0.545738940084909,0.7527140101904,-1.58488304494812,0.00236806340485795,0.0483944946373473,0.726023522598776,0.177038843791212,0.230417361191502,1.46114591598402,0.477874325772917,0.449566903597857,1.07539610623074,1.39545542775008,0.626676780868302,1.236700324747,0.737781046946979,1.73121213791585,2.44824291297457,-0.718611885303103,-0.412870247886386,-0.288379493176826,-0.933778748114222,1.13428178772551,2.00046776132596,0.791155432987684,0.311091574108965,1.25497858806742
M1,-0.675524736242149,-0.343144950125621,-0.0250172721776432,-0.341351327040544,0.671369262299242,-0.155698286684985,-0.362073012992743,NaN,-1.12581625707732,0.483670675618109,-0.619827673541231,0.740452203576913,0.206884087711861,-1.79277475474941,-4.79599769504566,-0.466894199275322,-0.350623115249198,-0.439248740463634,-1.0339410083967,-0.0220130397443303,0.202256706804674,-0.76688915702684,-3.15763342397409,-2.64808055613711,-0.612636707843601,-1.13269912205957,-1.03280699917531,-4.11451961070978,-2.79156659470564,-2.69506053752813,-2.76957863113095,-3.05975316570091,-1.53021701946944,-1.25799954945862,1.34728330727504,-0.520551713486384,-0.369955492501739,0.122504519322375,1.02850076631111,0.531684573875733,1.08259163164851,-1.21119201179519,-0.992998783148191,-1.23364792039297,0.24960753010622,-0.151966977023605,0.791039358638251,0.966694488715526,-1.93391824334458,0.961248132587053,0.311383561844013,-2.07065084604737
M2,-0.0337762683514143,-0.0522805026977587,1.00095255610308,0.386099945825135,-0.392064266879661,-1.17769487153188,-1.01336827914516,-1.12581625707732,NaN,-1.8099872792316,-1.67258671681215,1.35349968371777,1.48721201803888,-0.755108849510866,-3.19664623241778,0.177902742296248,0.961851065739551,-1.37407070062295,-0.505785316170735,-2.01988971173918,-0.538776737505252,-0.554943346753733,-1.77744664870535,-2.1182103256685,-0.597025562081249,-0.458075655867833,-0.708066598490368,-3.49651911500973,-2.15684179678694,-2.23504723250227,-1.64073726888453,-1.69164097258712,0.173787058796144,-0.723626909440011,-1.21656612675271,-2.37221204685734,-0.214132173365818,1.00134428804442,0.977322655518742,1.14943309992563,1.50297921059159,0.239828506248108,0.193328576061786,-0.810450108857502,0.610680445475139,-0.776043416039288,-0.281379565083121,1.01574690625946,-1.26591588284528,-0.547050930805693,-0.570401694375394,-0.45995271753155
S1,0.0514672478887132,-1.56934564959161,-1.03059938593043,-2.02080692298631,-0.894156535312079,-0.538254524403591,0.217244956329362,0.483670675618109,-1.8099872792316,NaN,1.12514799192132,-0.422794861750735,-1.24537417125551,-1.13001416004404,-2.01648276970502,-1.42345871893242,-1.68558057286766,-0.590323369023154,-2.03389323613575,0.387146209407452,1.192741872272,0.246035536756524,-1.08360848805061,-1.04412810419549,0.661312339989107,-0.159273082686316,-0.448357707817017,-0.73265015470596,-0.688009626062722,-1.1615094759938,-1.19225733981879,-1.54829343741305,-1.68841038642261,-0.816094332450048,1.75493738743472,-0.556644753276049,0.057278457023582,0.81493085215909,0.350890776126111,0.675135212145462,-0.00861357504296237,-0.090362583216105,0.82068741410325,-0.35960817446041,0.393018643949791,-0.348045947000918,-0.00257621981600227,-0.0293272884691261,0.112356291505124,1.15420426291132,0.963522671117457,-0.387408876197951
