Figure,Analysis,N_Control,N_Conditioning,NBS_PrimaryProbability,T_Threshold,F_Threshold,NBS_ContrastDisplayed,Control_Pre_File,Control_Test_File,Conditioning_Pre_File,Conditioning_Test_File
Figure S5,Odor,24,24,0.975,2.01289559891943,5.36919418889955,no significant NBS component,cormat_v6_Odor11to40.mat,cormat_v6_Odor81to120.mat,cormat_v11_Odor11to40.mat,cormat_v11_Odor81to120.mat
