Figure,Analysis,N_Control,N_Conditioning,NBS_PrimaryProbability,T_Threshold,F_Threshold,NBS_ContrastDisplayed,Control_Pre_File,Control_Test_File,Conditioning_Pre_File,Conditioning_Test_File,ROIDataFile,NBS_UI_File,NBS_COG_File
Figure S5B,Odor,24,24,0.975,2.01289559891943,5.36919418889955,no significant NBS component,cormat_v6_Odor11to40.mat,cormat_v6_Odor81to120.mat,cormat_v11_Odor11to40.mat,cormat_v11_Odor81to120.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_3\control\roidata_v6_Odor11to40.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\src\matlab\helpers\NBS1.2\input_files\UI.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\src\matlab\helpers\NBS1.2\input_files\COG.txt
