,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
FP,NaN,0.277876910458861,0.263479873807199,0.448763313750995,0.115566502725619,0.228089797085529,0.429166733584498,0.251369961071677,0.486710403626092,0.479575045760355,0.0693879390524189,0.0589485414775485,0.0181120803912104,0.00485382542853541,0.236517989299768,0.329024057204286,0.191047536713649,0.408204586935748,0.103220174728912,0.00442080910940412,0.386749821921049,0.334782266079584,0.161630330673379,0.0668662652110177,0.0603080208929168,0.391319781207869,0.446796992687918,0.100634895276215,0.257068106625372,0.113872776875588,0.373891384952345,0.382953843262865,0.254210386602909,0.436594994371493,0.0925294938971613,0.080669480542874,0.338764548713362,0.312354245332889,0.0980987021170866,0.160434706024374,0.201656956156849,0.00201608575219847,0.0291687835516236,0.097764229371238,0.128554096611427,0.105677747462865,0.0700300369669753,0.0701590213937057,0.107280531123366,0.356355312715054,0.0109002135774644,0.240183592626961
OF,0.277876910458861,NaN,0.124312693237955,0.117087492551493,0.495040379670316,0.476801879020249,0.354876645306008,0.36639371003182,0.479178813307858,0.0616927329905252,0.0788134112886707,0.0342481848151824,0.484331345896764,0.358206786183764,0.0878190253111032,0.112568118536884,0.41477765245949,0.0436119083240533,0.457429914585378,0.334060255275746,0.0655108712114915,0.0539656644510628,0.488693328697305,0.1611513627476,0.419432467163192,0.331178573516902,0.426046617415157,0.0555512667348955,0.294022631994644,0.056955992419451,0.348617707914745,0.212909214010075,0.108359066197257,0.117470019031604,0.0775481351820543,0.040387014250723,0.379547349755889,0.0351883143605034,0.247297903360248,0.139933872084808,0.0764368689402262,0.239264204029888,0.0165671325638876,0.165253115159647,0.0614601829777564,0.125514079342707,0.173412882879804,0.496230646186243,0.176444691829424,0.499404829952886,0.234394487801809,0.13842002086181
PL,0.263479873807199,0.124312693237955,NaN,0.109263984608507,0.18574649441899,0.249486012614259,0.23348776174461,0.489883225567196,0.1611513627476,0.154081673542693,0.136917734992543,0.0374415620203065,0.301224683936062,0.274900056452109,0.192119138877847,0.0404692455089253,0.0171862890598192,0.0774085377780216,0.23077967462099,0.212052376302033,0.189181363880625,0.101148011066383,0.485520808220903,0.243262538196296,0.305029667784779,0.29572993620565,0.417879532724488,0.0827062670963262,0.468094406104328,0.134791636000437,0.141240677903398,0.148807165384659,0.265419721423976,0.0329125593304803,0.168436442949883,0.343494964903333,0.0835913196499207,0.0290443402242777,0.228089797085529,0.206955241992728,0.19780715989845,0.196443419803071,0.0280048499824336,0.17215979660798,0.103743156962369,0.336952077617587,0.437770063905486,0.462561212304654,0.340580884259724,0.338039094437593,0.187326826148192,0.337314260879174
IL,0.448763313750995,0.117087492551493,0.109263984608507,NaN,0.0340342854535434,0.276551859222865,0.363409137710301,0.367141167608437,0.350454252290628,0.0245879449230036,0.0708067766455491,0.0179071669473516,0.377658998363691,0.41749150465309,0.0628661451347255,0.024373573267251,0.0142499687394952,0.0545954091062519,0.327233093793074,0.358206786183764,0.0843344633421563,0.0943042448198059,0.32830718224392,0.0634595506878006,0.344955630139439,0.460586825773536,0.24605232842678,0.0592860617676928,0.41710355955274,0.0673646566790964,0.39437509723505,0.458613442379947,0.405890932097767,0.152463029030301,0.136917734992543,0.330459755152629,0.23348776174461,0.00186108055481737,0.15361800989158,0.0718530456500726,0.0972641402878915,0.280869931160346,0.0230701282519459,0.136704065717154,0.0197824637237566,0.0731780590654291,0.325446229412901,0.394757488525046,0.117661624647547,0.499404829952886,0.23077967462099,0.385230063784779
Cing,0.115566502725619,0.495040379670316,0.18574649441899,0.0340342854535434,NaN,0.438161880296461,0.36602017725486,0.252630229386206,0.348250836668765,0.187855505914516,0.481556512681296,0.0334694269743665,0.379547349755889,0.438553759311391,0.0853834539644369,0.165984137216284,0.133317354703751,0.192925328309695,0.200552310549222,0.297441931381476,0.39208296947546,0.0190814919976906,0.472842258686765,0.0357035337663242,0.398587103337481,0.212052376302033,0.37615048632562,0.0734453648111817,0.259302653950295,0.261869061791922,0.212623369803182,0.180025308450666,0.260263481452544,0.0366016207391933,0.265743755707998,0.189181363880625,0.111274520619591,0.00760662108325516,0.0951194722407586,0.0282465139594085,0.052621585795624,0.141022285450713,0.0586125799250419,0.420598020656418,0.0379065256435053,0.280536579758583,0.389413706485434,0.195628007523785,0.190780228846896,0.214629137780848,0.101663093645913,0.322951573284271
Th_PM,0.228089797085529,0.476801879020249,0.249486012614259,0.276551859222865,0.438161880296461,NaN,0.331898035046047,0.438553759311391,0.122526225218128,0.296414173040713,0.483142027574355,0.0586125799250419,0.403965472808058,0.485917325775255,0.459402672169486,0.464931729995449,0.446796992687918,0.130403253690235,0.187326826148192,0.144767182401847,0.0310910111737627,0.0114086191609228,0.14790273076704,0.469280957296773,0.421375456662842,0.499008050597016,0.402042413938991,0.0325685373537096,0.389032819412394,0.241104966633802,0.335504908318148,0.433855429929919,0.356725329441913,0.158534150806327,0.214054905049599,0.32580327265564,0.086138892996674,0.0431756813468834,0.0702881944795232,0.0103620589752379,0.0947927402363804,0.198902395195988,0.0154950134020246,0.350454252290628,0.440121893811365,0.484331345896764,0.281537226759252,0.419820904419541,0.193463971819143,0.0710672038811584,0.0938176693482262,0.0609972045968048
Th_SM,0.429166733584498,0.354876645306008,0.23348776174461,0.363409137710301,0.36602017725486,0.331898035046047,NaN,0.359319329011231,0.15806140445131,0.414390298709348,0.137131639901277,0.168929777641498,0.277545347734811,0.273911390768407,0.226306706814962,0.451518337566116,0.159720203229464,0.173664218003683,0.142776055707722,0.470072148687057,0.0276456891524445,0.000677851649790506,0.325089351554419,0.303989759107783,0.334060255275746,0.294022631994644,0.227792049831628,0.0599657968973929,0.499008050597016,0.480763866596443,0.235606580714139,0.429947485640246,0.409362660739503,0.0753381541820701,0.317633617071728,0.327590959695791,0.143879864600516,0.0847828013559467,0.26704196115943,0.111274520619591,0.232281925333382,0.0450325848311334,0.00910867923699432,0.238041447687501,0.340944611787625,0.387130042951654,0.177718107661923,0.131231172871215,0.0256844788971363,0.216357375624359,0.37841397947696,0.107998662560844
M1,0.251369961071677,0.36639371003182,0.489883225567196,0.367141167608437,0.252630229386206,0.438553759311391,0.359319329011231,NaN,0.133107681958029,0.315517186907523,0.269321754075103,0.231379901360325,0.418655836269474,0.0398153107313126,8.70040839096031e-06,0.321529731112335,0.363781745693865,0.331178573516902,0.153386536254883,0.491073215445297,0.420209422377021,0.223647378488736,0.00140421928108292,0.00552015042777088,0.271611586651266,0.131646535705915,0.15361800989158,7.9472481615328e-05,0.00380752046754362,0.00489161812439642,0.00403424995106383,0.00184570023190433,0.0663708243904685,0.107459729780282,0.0922095713180933,0.302605759625449,0.356725329441913,0.451518337566116,0.154546292529651,0.298814884772621,0.14233619180794,0.115945384299585,0.163072979823788,0.111827567654577,0.402042413938991,0.440121893811365,0.216357375624359,0.16942407011307,0.0296711412700221,0.170663991263745,0.37841397947696,0.0220225075827258
M2,0.486710403626092,0.479178813307858,0.1611513627476,0.350454252290628,0.348250836668765,0.122526225218128,0.15806140445131,0.133107681958029,NaN,0.0384551237519841,0.0506074585533741,0.0912548774066235,0.0718530456500726,0.226900164889386,0.00125793751935788,0.429947485640246,0.170663991263745,0.0879730080838291,0.307810701659244,0.0246417924743032,0.296414173040713,0.290961400584737,0.041048803521423,0.0197824637237566,0.276551859222865,0.324376093121556,0.241104966633802,0.000528059821135463,0.0181533099014118,0.0151398369536808,0.0538612866501573,0.0487532046362826,0.431509835816821,0.236517989299768,0.114999885055252,0.0109527544149202,0.415552616406187,0.160912237828463,0.166717314511949,0.128145737610993,0.0699012410375297,0.405890932097767,0.423709652892039,0.210913171503545,0.272267659050099,0.220714203950114,0.389794703323621,0.157589614829592,0.106032367496874,0.293341030468897,0.28555750703198,0.324019713111624
S1,0.479575045760355,0.0616927329905252,0.154081673542693,0.0245879449230036,0.187855505914516,0.296414173040713,0.414390298709348,0.315517186907523,0.0384551237519841,NaN,0.133107681958029,0.337314260879174,0.109627517991019,0.132062834768613,0.0248039486769386,0.080669480542874,0.0493326044819651,0.278872795340058,0.023897154415236,0.350086652708476,0.119590256798584,0.403195958636872,0.142116615312133,0.150856078348408,0.25579588169157,0.436986620553682,0.327948989274854,0.233789780293617,0.247297903360248,0.125715121344273,0.119590256798584,0.0641775715772837,0.0490421986258123,0.209211330540735,0.0430022125753496,0.290283221333794,0.477197977904829,0.209777681091817,0.363781745693865,0.251369961071677,0.496627409934342,0.464141410247136,0.208081422189846,0.360433105191859,0.347884112029724,0.364527360650272,0.499008050597016,0.4882967189656,0.455458239837815,0.127128913575112,0.170167304557,0.350086652708476
