SparsityPercent,Animal_01,Animal_02,Animal_03,Animal_04,Animal_05,Animal_06,Animal_07,Animal_08,Animal_09,Animal_10,Animal_11,Animal_12,Animal_13,Animal_14,Animal_15,Animal_16,Animal_17,Animal_18,Animal_19,Animal_20,Animal_21,Animal_22,Animal_23,Animal_24
10,0.165100094049944,-0.0444790778013208,0.0907725330801595,-0.113042479644739,0.353244903603413,-0.190137088991209,-0.0118433964232378,-0.048974472502751,0.320757349722168,0.0399319615241581,-0.486485754499051,0.103251090338813,0.0524359439988672,0.342166569634564,0.119770474067047,-0.00824824840936061,0.101083859780337,-0.103654323422889,0.0593120835986302,0.0327675552422645,0.0623026895202003,-0.494883883456512,0.0444916826008548,-0.148024561590798
11,-0.0416087159569082,0.0331073321038319,0.0236686963080227,-0.0783882980138518,0.304269710918477,-0.16429230496766,-0.0491036851985888,-0.0623757114111449,0.335372943326146,0.0257718837421121,-0.539802109994353,0.055987069835692,0.0774947925816851,0.375347379468823,0.120450061412438,-0.00963673100248452,0.162717350171417,-0.0231374298090163,0.0899179029730393,0.0376238997160639,0.0929086910551222,-0.326385176371619,0.0826040617477362,-0.168611536999624
12,-0.104355695147839,0.00619669565981712,0.0285915010357845,-0.103735955855463,0.281827273826618,-0.0410307691177158,-0.00191263067350278,-0.0739758948292751,0.367168942498117,0.021682955663602,-0.394694042624755,0.0746638269404599,0.107881868573848,0.297964820362338,0.143050489064577,0.0888930526783688,0.19760843257715,0.00895906494611962,0.177454050981869,0.01883155921179,0.0503075274646267,-0.318214471291346,0.181867858723296,-0.189783344348125
13,-0.0808464876026863,0.00312171995112032,-0.0269466109325666,-0.225114016865797,0.200876985977466,-0.0204813776331049,-0.0524854320581007,-0.114328539677343,0.40470916555056,0.0590312308655639,-0.296457883259348,0.0991144679162865,0.181184943284243,0.235924223250732,0.133603868737412,0.137529633431545,0.230759361593731,0.0358006062820335,0.242887024741479,0.025323756817542,0.0180923538752927,-0.320806287555283,0.161104664983491,-0.134558729376265
14,-0.0907033767669613,0.0132269165186131,-0.0638598735097993,-0.312691971550249,0.0740946236880927,-0.0188767153423139,-0.0627558097548557,-0.113751803974111,0.452861913671033,0.0474146963600487,-0.302266090653799,0.0785053136333901,0.199990817029528,0.19535552588734,0.08221019669898,0.168363985060512,0.280762032406814,0.0311674542639756,0.277746664205968,0.0291906914477148,0.0312407150753033,-0.255273115751805,0.309460190017193,-0.185806591305916
15,-0.118982535659014,0.000667386132761516,-0.0419098018956239,-0.339956651995665,-0.0173266513777837,-0.0317803456965641,-0.117627952009213,-0.135863732295735,0.494537189503547,0.0532590424958304,-0.332287295474315,0.0791219539152805,0.134263692087344,0.198619653549926,0.0716875330183881,0.197550409701881,0.288399450302567,0.0541491807207547,0.301289591464928,0.0197514933953991,0.0279979360336366,-0.265271866843687,0.280803292678538,-0.176396932114035
16,-0.104911074794762,-0.017472227645854,-0.0231602774913702,-0.307218301792785,-0.069982476187177,-0.0484821153666217,-0.122825992900477,-0.163388850715364,0.541509599214682,0.0622265572509779,-0.333338624023563,0.0876500029402232,0.16066663910131,0.218693583427284,0.0454882682800897,0.21371457089589,0.292028888587866,0.0737937679617907,0.281905211167446,0.00269743240761938,-0.0159986099021058,-0.18597087551527,0.272635684591423,-0.136346895318988
17,-0.0950972888590585,-0.0106233575503747,-0.0416208492708221,-0.319319448216374,-0.0548864681243663,-0.0320242112386181,-0.138101846062657,-0.17652010150123,0.567092768649206,0.0373532284859396,-0.356737020652773,0.0355980567172808,0.157248947721336,0.211515393742583,0.0436909622791139,0.193212067280073,0.352631006134258,0.0749749782453529,0.242983842456497,-0.0087420244120413,-0.0378710335941153,-0.184756506799872,0.271947609606112,-0.0796631440337011
18,-0.113433067022365,0.00532760567460755,-0.045746729842796,-0.261279283347109,-0.0473881384531949,-0.00407983155059111,-0.118821529138182,-0.204121887967088,0.583391005316317,0.039272054420047,-0.0955801786226276,0.0421979824660327,0.144058856499267,0.219251915750739,0.0344706737910293,0.199287235901067,0.377117159859167,0.0493271920871531,0.248433081402066,-0.0249015573319177,-0.0525689789110956,-0.157523252837326,0.239711873555604,-0.0789356605752147
19,-0.0584412252339914,-0.00889652251965573,-0.0296170044516443,-0.260841041030535,-0.0768369631629384,0.0205354241755428,-0.114726344765453,-0.213572483959545,0.569625153525935,0.0504775864228182,-0.060780551152257,0.0330692091993123,0.148562097559109,0.224261396779366,0.0207945953042225,0.209101131963201,0.202330491392965,0.0791379487793293,0.233594048404514,-0.00491952627425052,-0.0576486728766734,-0.132385627262135,0.218828304698077,-0.0686137686294581
20,-0.0486583228993526,-0.0243323279108499,-0.0325405667748177,-0.144548536147325,-0.108353434139206,-0.00316821671191075,-0.117645383010662,-0.209333435206998,0.608799391223228,0.0622366299993432,-0.0298454241229023,0.0346098637198358,0.172848745609444,0.196641245724757,0.045858664500601,0.178216326131108,0.152669868220772,0.0851656098349348,0.223363537353849,0.0058814495045833,-0.0476237887794638,-0.131253906977069,0.19354670134621,-0.035831304293396
21,-0.0432969352309907,-0.0480989240423776,-0.0459209413168228,-0.145376189534023,-0.121728677820927,0.00757500782494513,-0.0993005989385861,-0.247604618640788,0.612988759057599,0.0634589618212256,-0.0263037608392314,0.033958926201752,0.153089141175283,0.202692450170174,0.0436593629715896,0.216770477274931,0.168714038541064,0.0852607450048399,0.179183596018533,0.00660224588280128,-0.0551200141694022,-0.121223884622019,0.199631655307627,-0.0280934913018476
22,-0.0151910403659467,-0.0559615725940655,-0.0365285820319968,-0.151652826313172,-0.146287248282017,0.012599620178384,-0.110214733396195,-0.272844189843781,0.637903871385215,0.0640369420838646,-0.0512534517555626,0.0546244318242389,0.159823079237573,0.174095886351564,0.0318140466633898,0.192804730793197,0.206582658051894,0.0936573441932117,0.159384369097012,-0.00329271940781084,-0.0665339750034495,-0.130809017868786,0.223130916080155,-0.0424566391468256
23,-0.0157944111167414,-0.046101928930795,-0.0335823101713653,-0.159837360132147,-0.155874891764933,0.00159041031790602,-0.114116093523946,-0.274743479971933,0.634168473707619,0.0536077423098567,-0.0198470866678845,0.0424041396051784,0.159921591984606,0.16634069709023,0.0385005325914194,0.190045896602123,0.197800569757971,0.0703729720282662,0.169123455875444,-0.00895603855341631,-0.0533040138740353,-0.15610858761,0.211850464283102,-0.0291619168340269
24,-0.0224652964815471,-0.0620884845466546,-0.0505630094271234,-0.146721383844559,-0.154587517830398,0.0193608683626503,-0.130025612085722,-0.292605974129937,0.438377117508426,0.0683365898182167,-0.0333709433585105,0.0211353472411778,0.120884074696845,0.189079515064359,0.0298420720239505,0.185612471159518,0.23870611433916,0.0637099293042721,0.164382701606097,-0.0119347843086634,-0.0668416576221006,-0.118685979271343,0.207443809633192,-0.0391233352974606
25,-0.0222090243795604,-0.0600626863739993,-0.0581930744675424,-0.149958057169316,-0.161800213890006,0.0181898153946012,-0.110357040795035,-0.289596358949588,0.447764410760228,0.0714402969410171,-0.0464695244598002,0.0243971944902806,0.131068213723178,0.176069694611207,0.0302288450072354,0.213907269838248,0.242111753375301,0.067287614075376,0.161216517314916,-0.023552099262508,-0.0821578816759829,-0.119605547964486,0.209062841842758,-0.0241691797442236
26,-0.012361225584515,-0.0660580460808912,-0.0422454214822807,-0.153944369048766,-0.144892781991794,0.0229260793098327,-0.107361625237166,-0.264178829786168,0.471572473969133,0.0673622475373896,-0.0351796356065802,0.0252920857864356,0.169254523982907,0.176556050990024,0.032298176560204,0.20623649659177,0.272150579655166,0.0543809094162881,0.163670393786573,-0.00886636675024222,-0.0370894527787284,-0.115642337534894,0.213737278149882,-0.0282619795726024
27,-0.00696048974960733,-0.071919418054357,-0.0343525411814494,-0.153037236904779,-0.126589467005453,0.011323111735666,-0.11089374930552,-0.255695737935857,0.449319961025976,0.0726149831180236,-0.0224685420556313,0.00667740954293644,0.189479393538979,0.170712952206477,0.0375575631997711,0.205182469472284,0.285884211970726,0.0578128438097714,0.129858815609984,-0.0155434000459436,-0.0344983937079154,-0.137453341219502,0.234508510376482,-0.0227948357853876
