Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
FP,0,-0,-0,-0,0,0,-0,0,0,0,0,-0,-0,0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,0,-0,-0,-0,-3.63169915840913,-0,-0,0,-0,0,0,-0,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,0,0,0,-0,-0
OF,-0,0,0,0,0,3.25987351122139,2.27313272744761,0,2.10502381319405,-0,0,0,0,-0,-0,-0,0,0,0,-0,-0,0,-0,-0,-0,0,-0,-0,0,0,0,0,0,-0,-0,2.35619192167303,0,0,0,0,0,-0,-0,-0,-0,0,0,0,0,0,0,0
PL,-0,0,0,0,0,0,3.54708036554921,0,0,-0,-0,0,0,0,0,0,-0,0,2.03064047440902,0,0,0,0,-0,0,0,-0,0,0,0,-0,0,0,-0,0,0,0,0,0,2.28561784682153,0,-0,0,0,0,2.43060394343369,0,-0,-0,0,0,0
IL,-0,0,0,0,-0,2.45946569965882,3.33464571382212,0,2.26023009937121,-0,0,-0,0,0,0,0,-0,0,0,0,0,0,-0,0,-0,0,-0,0,-0,0,-0,-0,0,0,0,0,0,0,0,2.29957910459425,0,0,-0,-0,-0,0,-0,-0,-0,0,0,0
Cing,0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,-0,-0,-0,0,0,0,-0,-0,0,-0,-0,-0,0,-0,0,-0,0,0,-0,0,0,0,0,2.70499146492952,0,0,-0,0,0,-0,0,0,-0,-0,-0,0,0
Th_PM,0,3.25987351122139,0,2.45946569965882,0,0,-0,-0,2.43183077632232,0,-0,0,0,-0,0,0,2.33829240222438,0,0,0,0,-0,-2.08171873963707,0,-0,0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,0,0,2.36014832964825,0,0,0,-0,0,-0,0,0,-0,-0,0,0,-0
Th_SM,-0,2.27313272744761,3.54708036554921,3.33464571382212,0,-0,0,-0,2.92305312024865,0,-0,0,0,0,2.0343482073262,2.03745982066854,2.37006596983838,0,0,0,0,-0,0,0,-0,-0,0,0,-0,-0,0,0,0,-0,0,0,0,0,0,0,0,-0,-0,0,-0,0,0,-0,-0,-0,0,-0
M1,0,0,0,0,-0,-0,-0,0,2.34106596400835,0,0,-0,0,-0,0,-0,0,0,-0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,-0,0,-0,0,2.73153992515238,0,-0,-0
M2,0,2.10502381319405,0,2.26023009937121,0,2.43183077632232,2.92305312024865,2.34106596400835,0,2.14475822597031,2.05909802727078,0,0,-0,-0,0,0,3.75777638889133,0,2.33887024085818,3.68167773969314,0,0,-0,-0,2.53362200558935,0,-2.06624131553802,-0,0,0,-0,-0,0,0,3.34555592399331,0,0,0,2.28953322170354,2.65634827065283,-0,-0,-0,-0,0,-0,-0,-0,0,0,0
S1,0,-0,-0,-0,0,0,0,0,2.14475822597031,0,0,-0,0,-0,0,-0,-0,0,-0,4.40312318236254,2.52149312212539,-0,-0,0,-0,0,-0,-0,0,-0,-0,0,0,0,-0,0,0,0,0,0,0,0,-0,-2.27497888540503,-0,-0,0,-0,0,0,-0,-0
S2,0,0,-0,0,0,-0,-0,0,2.05909802727078,0,0,-0,0,0,-0,0,0,-0,-0,0,0,0,-0,-0,0,-0,-0,-2.68651233996282,-0,0,-0,-0,-0,0,0,0,0,-0,-0,-0,-2.03904870291363,0,0,-0,-0,-0,-0,-0,-0,0,-0,-0
OB,-0,0,0,-0,0,0,0,-0,0,-0,-0,0,0,0,-0,-0,0,-0,0,-0,0,-0,-0,-0,-0,0,-0,0,-0,-0,0,-0,-0,-0,-0,0,0,0,0,2.34741195439357,0,-0,0,-2.06043576157272,-0,2.69607008380935,0,-0,-0,-0,0,0
AON,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,0,0,2.15789116179209,-0,-0,-0,-0,0,-0,-0,-0,-0,-2.17495302531753,-0,0,0,0
Otu,0,-0,0,0,0,-0,0,-0,-0,-0,0,0,-0,0,-0,-0,0,0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,-0
Pir,-0,-0,0,0,0,0,2.0343482073262,0,-0,0,-0,-0,0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,0,-2.0254372772215,0,-0,-0,-0,-0,-0,-0,0,0,0,-0,0,-0,0,-0
DPA,-0,-0,0,0,-0,0,2.03745982066854,-0,0,-0,0,-0,0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,0,0,-0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,-0,0,0,0
TT,-0,0,-0,-0,-0,2.33829240222438,2.37006596983838,0,0,-0,0,0,0,0,-0,-0,0,0,-0,-0,-0,0,0,0,2.10490219882648,0,-0,0,-0,0,-0,0,0,0,0,0,2.61984469068068,2.27635538349123,0,0,2.09806162495376,-0,-0,0,0,0,-0,-0,-0,-0,-0,0
Sept,-0,0,0,0,-0,0,0,0,3.75777638889133,0,-0,-0,0,0,0,0,0,0,0,-0,-0,-0,-0,0,0,0,0,-0,-0,0,0,-0,0,-0,0,0,0,2.55302201680975,0,0,0,0,0,0,0,0,0,-0,-0,-0,0,0
Nacc,0,0,2.03064047440902,0,0,0,0,-0,0,-0,-0,0,0,-0,-0,-0,-0,0,0,-0,0,-2.1359795861967,-0,0,-0,0,-0,0,-0,0,-0,-2.02552170639383,0,-0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,-0,0,0,2.33205273836104
CP,-0,-0,0,0,0,0,0,0,2.33887024085818,4.40312318236254,0,-0,-0,0,-0,-0,-0,-0,-0,0,0,0,-0,-0,0,-0,-0,-0,0,-0,-0,-0,0,0,-0,3.23463715473913,0,0,-0,0,-0,-0,-0,-0,-0,0,0,-2.19691122206985,-0,-0,0,0
Pall,0,-0,0,0,0,0,0,0,3.68167773969314,2.52149312212539,0,0,0,0,0,-0,-0,-0,0,0,0,-0,0,0,-0,0,0,0,-0,0,-0,-0,-0,0,0,0,0,0,2.16383252654387,0,0,0,-0,-0,-0,0,0,-0,0,0,0,0
