Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
S2,-0,-0,-0,-0,-0,0,0,0,-0,0,0,0,0,0,0,-0,-0,0,0,0,-0,-0,0,0,-0,0,-0,0,2.1006529457577,0,0,-0,0,-0,0,-0,0,-0,-0,-0,0,-0,-0,-0,0,-0,0,-0,0,-0,0,0
OB,-0,0,0,0,0,2.15563511300703,0,0,0,0,0,0,-0,-0,0,0,0,0,-0,0,-2.12917506135823,0,0,0,0,0,0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,0,-0,-0,-2.13396153139011,-0,0,0,0,-2.09810526357279
AON,0,0,0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,0,0,-0,0,-0,-0,-0,0,0,0,0,-0,0,-0,0,0,0,0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,0,0,-0,0,-0,-0,0,0,-0,-0,-0
Otu,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,0,0,-0,-0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,-0,-0,0
Pir,-0,0,-0,0,0,-0,-2.70110426837517,-0,-0,-0,0,0,0,0,0,0,0,-0,0,-0,-0,0,0,-0,-0,0,0,-0,0,0,-0,0,0,-0,-0,-0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,-0,-0
DPA,0,2.30468718623608,0,0,2.1275996357411,0,0,-0,-0,0,-0,0,-0,0,0,0,2.76383269666623,0,0,2.38912875122888,0,0,0,-0,-0,0,0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,0,0,-0,-0,-0,-0
TT,-0,0,0,2.27496415783387,0,0,0,-0,-0,0,-0,0,0,0,0,2.76383269666623,0,0,0,0,0,0,0,0,-0,0,2.40369535666074,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-2.7360713314569,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,0,-0
Sept,0,0,0,0,0,-0,0,-0,-0,0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,0,0,-0,0,0,-0,-0,-0,-0,-2.13096530470349,-2.41043644904461,-2.12363196441671,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,0,0,-0
Nacc,0,0,-0,0,2.58911693285178,0,0,0,-0,0,0,-0,-0,-0,0,0,0,0,0,2.14715344493058,0,0,2.87892572569901,-0,0,0,0,-0,0,0,-0,0,-0,0,-2.10260700756572,0,-0,0,0,0,0,-0,0,-0,0,0,0,-0,-0,0,-0,-0
CP,0,0,0,0,0,2.60284489545321,3.1645946185405,-0,-0,0,0,0,-0,-0,-0,2.38912875122888,0,0,2.14715344493058,0,-0,0,0,-0,0,0,2.89469879468616,-0,0,-0,0,0,0,-0,0,-0,-0,-0,-0,-0,0,0,0,-0,0,0,-0,0,-0,0,0,0
Pall,-0,0,0,0,-0,0,0,-2.58138497705458,-0,0,-0,-2.12917506135823,0,-0,-0,0,0,0,0,-0,0,0,0,-0,0,-0,-0,-0,0,-0,0,0,0,-0,-2.11820698949861,0,0,0,-0,0,-0,-0,0,-0,0,0,-0,0,0,-0,0,-0
VP,0,-0,0,-0,0,0,0,-2.23248279039807,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,-0,0,0,-0,-0,0,0,0,-0,-0,0,0,0,0,0,0,-0,0,-0,-0,0,-0
Cl,0,-0,-0,-0,0,2.35336829029819,0,-0,-0,0,0,0,0,0,0,0,0,0,2.87892572569901,0,0,0,0,-0,0,2.58096546702207,3.27336125650587,0,-0,0,0,0,0,-0,0,0,0,0,0,-0,-0,0,-0,-0,0,-0,0,-0,-0,-0,-0,-0
Amyg,0,0,0,-0,-0,-0,-0,-0,-0,-0,0,0,0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,-0,-0,0,0,0,-0,-0,-0,2.12234735012052,0,0,-0,0,-0,0,0,0,0,0,0,0,-0,-0,-0
ZI,-0,0,-0,-0,0,0,0,0,-0,0,-0,0,-0,-0,-0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,0,-0,0,-0,-0,-0,0,0,2.5793686022194,-0,-0,0,0,0,-0,-0,0,0
I_dors,0,0,-0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,-0,0,0,-0,0,2.58096546702207,-0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,0,0,-0,-0,0,-0,-0,0,-0,0,-0,-2.97521098887355,0,-0,0
I_ventr,0,0,0,0,0,0,0,0,0,0,-0,0,-0,-0,0,0,2.40369535666074,-0,0,2.89469879468616,-0,0,3.27336125650587,-0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,-0,-0,0,-0,0,-0,0,0,0,-0,0,0,-2.07382397033911,0,-0,-0
I_post,0,0,0,-0,-0,0,-0,-0,0,-0,0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,0,0,-0,0,-0,0,0,-0,0,-0,-2.12301549170284,-0,0,-0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0
Gust,2.45916291416484,-0,-0,0,0,0,0,-0,0,0,2.1006529457577,0,0,-0,0,0,0,0,0,0,0,0,-0,-0,0,0,-0,-0,0,0,0,0,0,0,-0,-0,0,0,0,-0,0,0,-0,0,0,0,-0,-0,-0,0,0,-0
Visc,0,-0,0,0,-0,0,0,-0,-0,-0,0,0,0,0,0,0,0,-0,0,-0,-0,-0,0,-0,0,0,0,0,0,0,0,-0,0,-0,-0,-0,0,-0,0,0,0,-0,-0,0,0,0,0,0,0,-0,-0,0
Perih,-0,-0,0,0,-0,-0,-0,-0,-0,0,0,-0,0,-0,-0,-0,-0,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,-0,0,0,0,0,0,-0,0,-0,-0
Ect,-0,-0,-0,-0,-0,0,-0,-0,-0,0,-0,-0,0,-0,0,-0,-0,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,-0,0,0,0,-0,0,0,-0,0,-0,-0,0,0,0,0,-0,-0,0,0,-2.12551931332403
Ent,0,-0,-0,-0,0,0,-0,-0,-0,-0,0,-0,-0,0,0,-0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,-2.35919404670862,-0,-2.64453425419641,-0,-0,-0,-0,-0,-0,-0,0,-0,0,-0,-2.11174803275459
Temp,0,-0,0,-0,0,0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,0,0,0,3.32399342885947,2.09117594245224,0,-2.22084584487678,0,-0,-0,0,-0,0,-0,-0,-0,-0,0,0,0,-0
ParAss,-0,-0,-2.3415456942414,-2.12695272505269,-0,0,0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-2.10260700756572,0,-2.11820698949861,-0,0,-0,0,-0,-0,-2.12301549170284,-0,-0,0,0,0,3.32399342885947,0,-0,0,0,-0,0,0,-0,0,0,0,0,0,0,-0,3.44500261635622,0,0
RS,-0,-0,0,-0,0,2.22843670734246,0,0,0,2.18389458400938,-0,-0,-0,0,-0,-0,-0,-0,0,-0,0,0,0,-0,-0,0,0,-0,-0,-0,-0,0,0,2.09117594245224,-0,0,-0,-0,0,-0,-0,0,0,0,0,0,0,0,-0,0,0,0
CA,0,-0,-0,-0,0,0,0,-0,-0,0,0,-0,-0,0,0,-0,-0,-2.13096530470349,-0,-0,0,0,0,2.12234735012052,0,-0,-0,0,0,0,0,-0,-0,0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,2.49964480539989,0,0,0
DG,0,-0,-0,-2.12168389460989,-0,0,0,0,0,0,-0,-0,-0,-0,0,-0,-2.7360713314569,-2.41043644904461,0,-0,0,0,0,0,-0,0,-0,-0,0,-0,0,0,-2.35919404670862,-2.22084584487678,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0
Sub,-0,-0,-0,-0,-0,0,0,-0,0,0,-0,-0,-0,0,0,0,-0,-2.12363196441671,0,-0,-0,-0,0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,0,0,2.32324559090827,-0,-0,-0,0,0,-0,0,0,0,0,0
SC,0,0,-0,-0,-0,0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,-0,0,-0,0,-0,-0,-2.64453425419641,-0,0,-0,-0,0,0,0,0,-0,0,-0,2.49631376016647,0,-0,-0,-0,-0,0,0
PAG,0,-0,-0,-0,-0,0,-0,-0,-0,0,0,-0,-0,0,0,-0,-0,-0,0,0,-0,0,-0,0,0,-0,0,0,0,0,0,0,-0,-0,0,-0,-0,0,2.32324559090827,0,0,-0,0,-0,0,-0,-0,0,-0,-0,0,0
VTA,0,-0,-0,-2.43700730499532,-0,-0,0,0,0,-0,-0,0,0,0,-0,-0,-0,-0,-0,0,-0,0,0,-0,0,0,-0,0,0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,0,-0,0,-0,0,0,0,0,-0,-0,0
SN,0,0,0,-0,0,0,0,0,-0,0,-0,0,0,0,0,-0,0,-0,0,0,0,0,-0,0,2.5793686022194,-0,0,0,-0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,0,0,-0,0,-0,-0,-0,-0,0,0,0,0,0
NclR,-0,-0,-0,-0,-0,0,0,-2.12595015730979,-0,2.11693516756177,-0,0,-0,0,0,-0,-0,-0,-0,-0,-0,0,-0,0,-0,-0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,-0,-0,0,-0,0,2.38767040427738,0,-0,0,0,-0,0,0
RN,0,0,-0,-0,0,2.40043701204781,0,0,-0,0,0,-0,0,0,0,-0,-0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,-0,0,0,-0,0,0,2.49631376016647,0,-0,-0,2.38767040427738,0,0,-0,0,-0,0,0,0
MB,-0,0,-0,-0,-0,0,0,-0,-0,0,-0,-0,-0,0,0,0,-0,0,0,0,0,0,-0,0,0,-0,-0,0,0,0,0,0,-0,-0,0,0,0,0,0,0,-0,0,-0,0,0,0,-0,0,0,0,0,0
Pons,0,-0,-0,-0,0,0,0,0,0,0,0,-2.13396153139011,-0,0,0,0,-0,-0,0,-0,-0,-0,0,0,0,0,0,0,-0,0,0,0,-0,-0,0,0,-0,0,-0,-0,-0,0,-0,-0,-0,-0,0,0,0,0,-0,0
Periv,-0,0,-0,0,0,0,0,-0,-0,0,-0,-0,0,0,0,0,-0,-0,-0,0,0,0,-0,0,0,-0,0,-0,-0,0,0,-0,0,-0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0
Hyp,-0,-0,0,-0,0,-0,0,-2.73153992515238,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,-0,-2.97521098887355,-2.07382397033911,-0,-0,0,-0,-0,-0,0,-0,-0,2.49964480539989,0,0,-0,-0,0,0,0,-0,0,0,-0,0,0,0,-0
Aud,-0,0,0,-0,0,0,0,-0,-0,0,-0,0,-0,-0,0,-0,-0,0,0,0,-0,-0,-0,-0,-0,0,0,-0,0,-0,0,0,0,0,3.44500261635622,0,0,0,0,-0,-0,-0,0,-0,0,0,0,0,0,0,-0,-0
V,0,0,-0,-0,-0,-0,-0,0,0,0,0,0,-0,-0,-0,-0,0,0,-0,0,0,0,-0,-0,0,-0,-0,-0,0,-0,-0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,-0,0,0
IC,-0,-0,-0,0,0,0,0,0,-0,0,0,-2.09810526357279,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,0,0,-0,-0,-0,0,-0,-2.12551931332403,-2.11174803275459,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0
