Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
Sept,0,0,2.33515551173089,0,0,0,-0,0,2.23031667590584,0,-0,-0,0,0,0,0,-0,0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,-0,0,0,0,0,0,-0,0,0,2.04309762980956,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0
Nacc,0,0,0,0,-0,0,0,0,-0,-0,0,0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,-0,0,0,0,-2.06572330262397,0,-0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,0
CP,0,-0,-0,-0,0,-0,0,0,2.44587146080681,2.48988621585523,0,0,0,0,-0,0,0,-0,-0,0,0,-0,-0,-0,0,-0,0,0,-0,-0,0,0,0,0,0,2.99659672352908,0,-0,0,0,0,0,0,0,-0,-0,0,-0,0,-0,0,0
Pall,0,0,0,0,0,0,0,0,2.18679649204384,0,0,0,0,-0,0,-0,0,-0,-0,0,0,-0,-0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,-0,0,-0,0,0,-0,0,-0,-0,0,0,-0,-0,-0,-0,0
VP,-0,0,0,0,-0,-0,-0,0,0,-0,0,0,0,-0,-0,0,-0,-0,-0,-0,-0,0,0,-0,0,-0,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,-0,-0,0,0,0,0,-2.09963972253666,-0,0,0,0
Cl,-0,-0,0,-0,-0,-0,0,0,-0,0,-0,-0,0,-2.06423897616134,-0,0,0,-0,-0,-0,-0,0,0,-0,0,-2.40297237351915,-0,-2.06144213962353,-0,-0,-0,-0,-0,-0,0,-0,-0,0,0,0,0,0,-0,0,0,0,0,0,-0,-0,0,0
Amyg,0,0,0,0,0,-0,-0,0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,2.3160637839918,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,2.43535031497047,0
ZI,0,0,0,0,0,-0,-0,-0,-0,-0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,0,-0,0,-0,0,-0,0,-0,-0,0,0,0,-0,-2.38182171791751,0,0,0,0,0,-0,-0,-2.06582572516446,0
I_dors,-2.24680857288091,0,0,0,-0,0,0,0,0,0,0,-0,0,-0,-0,-0,0,-0,0,-0,0,-0,-2.40297237351915,-0,0,0,-0,-0,0,-2.19706250911687,-0,-0,-0,-0,0,0,0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0
I_ventr,-0,-0,-0,-0,-2.06932182454548,-0,-2.55255693591045,0,0,-0,0,-0,0,-0,-2.36384727754986,-2.02713186338935,-0,-0,-2.06572330262397,0,0,0,-0,0,0,-0,0,-0,-0,-0,-0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,0,0
I_post,0,0,0,0,0,0,0,2.25523970334181,0,0,-2.49217224422306,0,0,-0,0,0,0,-0,0,0,0,0,-2.06144213962353,-0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0
Gust,-2.40774090364784,0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,-0,0,0,0,-0,-0,-0,-0,0,-0,-0,0,0,-0,-0,0,-0,-0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,-0,-0,0
Visc,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,-0,-0,0,-2.19706250911687,-0,-0,-0,0,-0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0
Perih,0,0,0,0,-0,0,0,0,-0,0,-2.02527060818634,0,-0,-0,-2.08206878321356,-0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,0,-0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,0,-0
Ect,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,-0,-0,0,-0,0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,0,0,-0,0,0,0,0,0,-0,-0,-0,0,0
Ent,0,-0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,0,0,0,-0,-0,-0,0,-0,0,0,0,0,0,2.98637718255029,2.54788691120067,-0,-0,0,0,2.90363590323783,0,0,0,-0,0,0
Temp,-0,0,0,-0,0,-0,0,0,-0,-0,-0,0,-0,0,0,0,0,0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,-0,-2.12931942352182,-0,-0,0,0,0,0,0,0,-0,-2.34818357940031,-0,0
ParAss,0,0,0,-0,0,-0,0,0,-0,-0,0,-0,0,0,2.0252761913081,0,0,-0,0,0,0,0,0,2.3160637839918,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,0,0,0,-0,0,0,0,0,-0,0,-0
RS,-0,0,0,0,0,0,0,0,3.19211445276426,0,-0,0,-0,0,0,2.35690763953979,-0,0,0,2.99659672352908,0,-0,-0,0,0,0,0,0,0,0,-0,-0,0,-0,0,0,-0,0,0,0,0,-2.28642506985,-0,0,-0,0,0,0,0,-0,-0,-0
CA,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,0,-0,0,0,-0,-0,0,-0,0,-0,0,0,0,0,0,-0,-0,-0,0,0,0,0,-0,-0,-0,-0
DG,-0,0,0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,2.04309762980956,0,-0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,0,-0,0,0,0,-0,-0,-0,0,0,-0,-0,-0,-0
Sub,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,-0,-0,0,0,-0,0,0,0,0,-0,0,0,0,0,-0,-0,0,-0,-0,0,0,0,0,-0,-0,0,-0,-0,-0,0,0,0,0,-0,-0,-0
SC,0,-0,0,0,-0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.98637718255029,-2.12931942352182,-0,0,0,-0,-0,0,-0,0,-0,0,-0,0,2.17912743992943,0,0,0,0,-0
PAG,0,-0,0,2.32809932843597,0,0,-0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.54788691120067,-0,-0,0,0,0,-0,-0,0,0,-0,0,-0,2.15482231564797,0,0,0,-0,-0,-0
VTA,-0,-0,-0,-0,-0,0,-0,0,-0,-0,0,-0,0,-0,0,-0,-0,0,0,0,-0,-0,0,0,-0,-0,0,0,0,0,0,-0,-0,-0,0,-2.28642506985,-0,0,0,0,0,0,-0,-0,0,0,0,0,-0,0,-0,0
SN,0,-0,0,0,0,0,0,-0,-0,-0,0,0,0,-0,-0,0,0,0,0,0,0,-0,-0,0,-2.38182171791751,0,0,0,0,0,0,0,-0,0,0,-0,-0,0,-0,-0,-0,-0,0,-0,0,-0,0,0,0,0,-0,-0
NclR,0,-0,0,0,-0,0,-0,-0,-0,-0,-0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,0,0,-0,-0,0,-0,0,0,0,0,0,-0,-0
RN,0,-0,0,0,0,-0,-0,0,-0,-0,-0,0,0,0,0,0,-0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,-0,-0,0,0,-0,0,0,0,0,0,0,-0,-0
MB,0,-0,0,-0,0,-0,-0,0,0,-0,-0,-0,0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,2.90363590323783,0,0,0,0,-0,0,0,2.15482231564797,0,-0,0,0,0,0,0,0,0,-0,-0
Pons,0,0,0,-0,0,0,0,-0,-0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,2.17912743992943,0,0,0,0,0,0,0,-0,0,0,0,-0
Periv,0,0,0,-0,-0,0,0,0,-0,0,0,0,-2.30293516927058,0,-0,-0,-0,0,-0,-0,-0,-2.09963972253666,0,-0,0,0,-0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,-0,-0,0
Hyp,0,0,0,0,-0,-0,-0,0,-0,0,0,0,-0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,0,0,0,-0,0,-0,0,0,-0,-0,0,0,0,-0,0,0,0,0,0,-0,0,0,0,0
Aud,0,0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,0,-0,-0,-0,0,-0,0,-0,0,-0,-0,-0,-2.34818357940031,-0,-0,-0,-0,-0,0,-0,0,0,0,0,0,0,-0,0,0,-0,0
V,0,0,0,0,0,0,0,-0,-0,-0,0,-0,0,0,0,0,0,-0,-0,0,-0,0,0,2.43535031497047,-2.06582572516446,0,0,0,-0,0,0,0,0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,-0,0,-0,0,-0
IC,0,0,0,0,0,-0,-0,-0,0,0,-0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,0,0,0,-0,0
