Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
FP,0,-0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,-0,0,-0,-2.38227139681937,-0,-0,0,0,0,-0,-0,-0,-0,-0,-0,-0,-2.73803028023957,-0,-0,0,-0,0,0,-0,-0,0,-0,-0,0,-0,0,0,0,-0,0,0,-0,0,0,-3.23826143590973
OF,-0,0,2.45746686595219,2.19371074743156,2.1370229076166,4.76488236348751,3.79927365238553,-0,0,0,0,2.0990250559444,0,0,-0,0,0,0,0,0,0,0,-0,-0,-0,2.13020601166407,0,-0,0,0,-0,-0,-0,-0,-0,3.25086077714094,0,0,0,0,0,-0,-0,-0,-0,0,0,0,0,2.21943275570975,0,0
PL,-0,2.45746686595219,0,2.26338576313269,0,4.22357120865308,4.38539128792295,-0,0,0,-0,0,0,0,0,0,0,2.6204814460334,2.18167199541401,0,3.53086335938505,0,-0,-0,-0,-0,-0,0,0,0,-0,-0,0,0,-0,0,0,0,0,0,0,-0,0,-0,0,2.71519692452057,0,-0,-0,2.60413962675409,0,0
IL,-0,2.19371074743156,2.26338576313269,0,0,4.26043946528414,4.50965410284388,-0,0,0,0,0,0,0,0,0,0,0,2.85330610016555,0,2.22741897846712,-0,-0,-0,-0,0,0,0,0,0,-0,-0,0,-0,-0,0,0,0,0,0,0,-0,-0,-0,-0,0,-0,-0,-0,0,-0,0
Cing,-0,2.1370229076166,0,0,0,4.40747106357802,3.790433029721,-0,3.00647488276978,0,0,0,0,0,0,0,0,0,3.03897762817266,2.55732494752932,2.76780698174322,-0,-0,0,0,0,0,0,0,0,-2.09847116738697,-0,0,-0,-0,3.50827807046002,0,0,2.51470515065403,2.2478690049955,0,-0,0,-0,0,0,0,-0,-0,0,0,2.13168806154988
Th_PM,0,4.76488236348751,4.22357120865308,4.26043946528414,4.40747106357802,0,3.22268784999207,-0,5.25673455924699,4.37055054633911,0,4.55159134299341,0,0,-0,3.14782399713141,4.07460312285889,0,3.27706051265593,3.14130065210636,2.85620690630078,-0,-0,-0,-0,0,0,-0,0,0,-0,-0,0,-0,-0,3.05868729345443,0,0,2.8374484123469,2.57754137715678,2.09438280968969,2.23168988840572,0,0,0,3.00401445004616,0,0,-0,0,0,-0
Th_SM,-0,3.79927365238553,4.38539128792295,4.50965410284388,3.790433029721,3.22268784999207,0,-0,3.98723731506943,4.03870527738242,0,2.46122696414216,2.22628366436611,-0,-0,3.81928742220772,3.04375485773849,0,2.96715219090801,3.2154646928866,0,-0,0,-0,-0,0,0,-0,0,0,-0,-0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,2.24519191721893,0,0,-0,0,-0,-0
M1,-0,-0,-0,-0,-0,-0,-0,0,3.12062907431097,0,0,0,0,-0,-0,-0,-0,-0,-0,0,0,-0,0,-0,-0,0,0,0,0,-0,0,-0,0,-0,-0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,0,0,-0,-0,-0
M2,-0,0,0,0,3.00647488276978,5.25673455924699,3.98723731506943,3.12062907431097,0,2.76947931970286,0,0,0,-0,-0,0,0,4.57487791452897,0,2.65488019346139,4.16029442144875,-0,-0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,4.72374769840628,0,2.50347744683169,0,2.11927403538166,2.42927238579385,-0,-0,-0,-0,0,0,-0,-0,0,0,0
S1,-0,0,0,0,0,4.37055054633911,4.03870527738242,0,2.76947931970286,0,2.55208729755469,0,-0,0,-0,0,0,0,0,6.45631934324059,4.18448262785976,-0,0,-0,0,0,0,-0,0,-0,-0,0,0,0,-0,3.55849532721611,0,0,0,2.22320052229545,0,0,-0,-0,-0,0,0,-0,0,2.99088500754411,0,0
S2,0,0,-0,0,0,0,0,0,0,2.55208729755469,0,-0,0,0,-0,0,0,0,0,0,0,-0,0,-2.14464528896427,-0,-0,-0,-2.31516465660823,2.14729298856705,0,-0,-0,-0,0,0,0,0,-0,-2.06914988238291,-0,-0,0,-0,-0,-0,-0,0,-0,-0,0,0,-0
OB,-0,2.0990250559444,0,0,0,4.55159134299341,2.46122696414216,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,0,-0,-0,-0,-0,-0,2.33414124415225,0,0,0,2.34272281833106,0,-0,0,-0,-0,2.69962698037993,-0,-2.10325452812542,-0,0,0,0
AON,-0,0,0,0,0,0,2.22628366436611,0,0,-0,0,0,0,-0,0,-0,0,0,-0,-0,0,-0,0,0,-0,2.42488069584925,2.13614152486939,0,0,0,-0,-0,0,-0,-0,-0,0,0,-0,-0,-0,-0,0,-0,-0,-0,-0,-2.40131339003425,-0,0,0,0
Otu,0,0,0,0,0,0,-0,-0,-0,0,0,0,-0,0,0,0,0,0,-0,0,0,-0,-0,-2.25431032576931,-0,-2.29321771693862,-0,-0,-2.57845561018689,-0,-0,-0,-0,-0,-0,-0,0,0,0,0,0,0,-0,0,0,0,0,-0,-0,-0,0,-0
Pir,-0,-0,0,0,0,-0,-0,-0,-0,-0,-0,0,0,0,0,-0,0,0,-0,-0,0,-0,-0,-2.40186599868667,-0,-0,-0,-0,-0,-0,-2.74411503719596,-0,-0,-2.45120599601155,0,-0,-0,0,0,0,0,-0,-0,-0,0,0,0,0,-0,-0,-0,-2.39519125809468
