Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
TT,0,0,0,2.37673670728019,0,0,0,-0,-0,-0,0,0,-0,0,0,2.23551795138766,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,-0,0,-0,0,0,-0,0,0,-0,-0,0,0,-0,0,-0,0,0,0,0,0,-0
Sept,0,0,0,0,0,0,0,-0,-0,-0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,0,-0,-0,-0,0,0,-0,-0,0,-0,-0,-0,0,0
Nacc,0,0,0,0,0,0,0,-0,0,0,-0,-0,0,-0,0,0,-0,0,0,2.17791588836171,0,0,0,0,0,-0,0,-0,-0,0,0,0,0,0,-0,-0,-0,0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,-0
CP,0,0,0,0,0,3.41592421068504,0,-0,-0,0,-0,0,0,0,-0,0,0,0,2.17791588836171,0,-0,0,0,-0,0,2.5067468520699,0,-0,0,-0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,0,0,0,0,-0,0,0,0
Pall,-0,-0,2.12563683474138,0,0,0,-0,0,-0,-0,0,-0,-0,0,-0,0,0,0,0,-0,0,0,0,-0,-0,-0,-0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0
VP,0,0,0,0,0,0,-0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0
Cl,0,-0,0,0,0,0,0,-0,-0,-0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,2.43774374956386,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0
Amyg,-0,0,0,-0,0,0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,0,0,0,-0,-0,-0,0,0,0,0,-0,-0,0,0,-0,0,0,-0,-0,-0,0,0,0,0,0,-0,-0,0,0,0,0,-0,0,0,-2.22093416164439,-0
ZI,-0,0,0,-0,-0,0,0,0,-0,0,0,0,0,-0,-0,-0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,-0,0,-0,0,-0,-0,0,2.38182171791751,0,-0,0,0,0,0,0,0,0
I_dors,0,-0,-0,-0,0,0,-0,-0,-0,0,-0,0,0,0,0,0,-0,-0,-0,2.5067468520699,-0,-0,2.43774374956386,0,0,0,0,0,-0,0,0,0,0,-0,-0,-0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,-0,-0,-0,0
I_ventr,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,0,-0,0,0,-0,0,0,0,0,-0,0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0
I_post,-0,0,0,0,-0,-0,-0,-2.25523970334181,0,-0,0,-0,0,0,-0,0,0,0,-0,-0,-0,-0,0,-0,0,0,0,0,-0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0
Gust,0,-0,0,0,0,0,0,-0,0,-0,0,0,0,-0,-0,0,0,0,-0,0,0,-0,0,0,0,-0,-0,-0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,-0
Visc,-0,0,0,0,0,0,0,-0,-0,-0,-0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0
Perih,-0,0,0,0,0,-0,-0,-0,-0,0,0,-0,0,-0,-0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,-0,0,-0,-0
Ect,-0,0,0,0,0,0,-0,0,-0,-0,0,-0,0,-0,0,-0,-0,0,0,0,0,0,0,0,-0,0,0,-0,0,-0,0,0,-0,0,0,0,-0,0,0,-0,0,-0,-0,0,0,0,0,0,-0,2.07417441178431,0,0
Ent,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,-0,-0,-2.98637718255029,-2.54788691120067,-0,-0,-0,-0,-3.31859181075062,-2.19185763534756,0,0,0,-0,-0
Temp,0,-0,-0,0,-0,0,-0,-0,-0,0,-0,-0,0,0,-2.13770779305766,0,-0,0,0,0,0,0,-0,-0,-0,-0,0,0,0,-0,0,0,0,0,0,0,-0,-0,0,0,0,0,-0,0,0,0,0,-0,-0,2.95339400066541,0,-0
ParAss,0,-0,-0,-0,-0,-0,-0,-0,0,0,0,0,0,-0,-0,0,0,-0,-0,0,-0,0,0,-0,-0,-0,-0,0,-0,0,0,0,0,0,0,-0,0,-0,0,0,-0,-0,0,0,0,0,0,-0,-0,3.09994114853823,-0,0
RS,0,-0,-0,-0,0,0,0,-0,-0,-0,0,-0,0,-0,-0,-0,0,-0,-0,0,0,0,-0,-0,-0,-0,-0,-0,-0,0,0,0,0,0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,-0,-0,0,0,0
CA,0,0,-0,-0,-0,-0,0,-0,-0,0,0,0,-0,-0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,-0,0,0,0,-0,-0,-0,-0,0,-0,0,-0,-0,0,0,0,0,-0,0
DG,0,0,-0,-0,-0,0,0,0,0,0,-0,-0,0,0,0,-0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,-0,-0,0,-0,0,0,-0,-0,-0,-0,0,0,0,-0,0,0,0,0,-0
Sub,-0,0,0,0,0,0,0,-0,-0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0,0
SC,0,0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,-2.98637718255029,0,0,-0,-0,-0,0,0,0,-0,0,-0,0,0,-2.17912743992943,0,-0,-0,0,0
PAG,0,-0,-0,-0,-0,0,-0,0,0,-0,0,-0,0,0,0,-0,-0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-2.54788691120067,0,-0,-0,-0,-0,0,0,0,-0,0,-0,-0,-0,-2.65535926011677,0,0,-0,0,0
VTA,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,-0,0,0,0,0,0,-0,-0,-0,-0,0,-0,0,0,-0,0,-0,-0,0,-0,0,-0,-0,0,0,0,-0,0,0
SN,0,0,0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,2.38182171791751,0,0,0,0,0,0,-0,-0,-0,0,0,-0,-0,0,0,0,-0,0,-0,-0,-0,-0,0,0,0,0,0
NclR,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,-0,0,-0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,-0,0,-0,0,0,-0,-0,0,0,0,0,0
RN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,-0,-0,0,0,0,-0,0,-0,0,0,0
MB,0,0,0,0,-0,2.73619832015688,0,-0,-0,0,0,-0,-0,0,0,0,-0,-0,0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,-3.31859181075062,0,0,0,-0,0,0,0,-0,-0,-0,-0,0,0,-0,0,0,0,0,0
Pons,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.19185763534756,0,0,0,0,-0,-0,-2.17912743992943,-2.65535926011677,0,-0,-0,-0,-0,0,0,0,0,-0,-0
Periv,-0,0,-0,0,-0,0,-0,-0,0,0,-0,-0,0,-0,0,0,0,-0,0,0,0,0,-0,-0,0,-0,0,0,-0,0,0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hyp,0,0,0,0,0,0,0,-0,-0,-0,0,-0,0,-0,-0,0,0,-0,-0,-0,0,-0,0,0,0,-0,-0,0,0,0,-0,-0,0,-0,-0,-0,0,0,0,-0,0,0,0,0,-0,0,0,0,0,-0,-0,0
Aud,0,-0,0,-0,0,0,2.37319386741155,0,0,0,0,-0,0,-0,-0,-0,0,-0,0,0,0,-0,-0,0,0,-0,0,-0,-0,0,0,2.07417441178431,0,2.95339400066541,3.09994114853823,0,0,0,0,-0,-0,-0,0,0,0,0,0,0,-0,0,-0,0
V,-0,0,0,0,0,0,-0,0,0,0,-0,0,0,-0,-0,0,0,0,0,0,0,-0,0,-2.22093416164439,0,-0,-0,-0,0,-0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,-0,0,-0,-0,0,0
IC,-0,-0,0,0,0,-0,0,0,-0,0,0,-0,0,0,-0,0,-0,0,-0,0,-0,-0,-0,-0,0,0,0,0,-0,0,-0,0,-0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,0
