Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
CP,0,0,0,0,-0,2.31589248046399,0,-0,-0,0,0,0,0,-0,-0,2.45843722732066,2.52309980057586,0,2.41332123900329,0,-0,0,0,-0,-0,2.14977397871118,2.40496601544055,-0,0,-0,0,-0,0,-0,0,0,-0,-0,-0,0,-0,0,0,-0,0,0,0,0,-0,-0,0,0
Pall,-0,0,0,-0,0,2.36271784176659,2.39953453767102,-3.31050450997388,0,0,-0,0,0,-0,0,0,0,0,0,-0,0,0,0,-0,0,-0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,0,0,-0,-0,-0,0,0,0,0,0,-0,0,0,-0,0,-0
VP,0,0,0,0,0,0,0,-0,-0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,-0,-0,-0,0,-0,-0,0,0,0,-0,-0,-0,0,0,0,0,0,-0,0,0,0,0,0
Cl,0,0,0,0,0,2.27311031405095,0,-0,-0,-0,0,0,-0,0,0,0,0,0,0,0,0,0,0,-0,2.10317283435595,0,3.17104411412932,0,-0,-0,-0,0,0,-0,-0,0,0,0,-0,-0,0,0,-0,-0,0,-0,0,-0,-0,-0,-0,0
Amyg,-0,0,-0,-0,0,-0,-0,-2.3881473476271,0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,-2.48622750561086,-0,-0,0,-0,0,0,0,-0,2.1908039902645,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,-0
ZI,-0,-0,-0,-0,0,0,0,0,0,0,0,-0,-0,0,-0,0,-0,-0,0,-0,0,0,2.10317283435595,-0,0,0,-0,0,0,0,-0,-0,0,0,0,0,0,-0,-0,-0,0,0,0,-0,0,0,-0,0,-0,0,0,0
I_dors,0,0,0,0,0,0,0,0,-0,2.20255566085115,2.17190431896918,0,0,0,0,0,0,-0,0,2.14977397871118,-0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,0,0,-0,-0,0,0,0,-0,-2.08803425130992,0,-0,-0
I_ventr,2.15115269232429,0,0,0,0,-0,0,0,0,0,0,0,0,-0,0,0,2.28557553541473,-0,0,2.40496601544055,-0,0,3.17104411412932,-0,-0,0,0,-0,0,0,0,0,-0,0,-0,0,-0,-0,0,-0,-0,-0,0,-0,-0,0,0,0,-0,-0,-0,-0
I_post,0,0,-0,-0,0,0,-0,-0,-0,-0,0,-0,-0,-2.86138683234242,-0,0,-0,0,-0,-0,0,0,0,-2.48622750561086,0,-0,-0,0,-0,0,-0,-0,0,-0,-2.96129235862488,-0,0,-0,0,-0,-0,-0,0,0,0,0,0,-0,-0,0,-0,-0
Gust,0,-0,0,0,0,0,0,0,0,0,2.76209029141877,0,0,-0,-0,0,0,-0,0,0,-0,-0,-0,-0,0,0,0,-0,0,0,0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,0,-0,-0
Visc,-0,0,-0,0,-0,0,-0,-3.0169491313223,-2.71961188866233,-0,0,0,0,-0,0,0,0,0,-0,-0,-0,-0,-0,-0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,0,-0,0,0,-0,-0,0,0,0,0,0,-0,-0,0
Perih,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,0,-0,0,0,-0,0,0,0,0,-0,0,0,0,0,-0,0,-0,0,-0,-0,0,0,0,0,-0,-0,2.39004783063979,0,-0
Ect,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,0,-0,-0,0,0,-0,0,0,0,0,-0,0,0,0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,-0
Ent,-0,-2.10927449132833,-0,-0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,0,0,0,0,0,-0,0,-0,0,-0,-0,0,-0,0,0,-0,-2.14152090126897,-2.08880209326888,-2.19747089066609,-0,-0,-0,-0,-0,-0,-0,0,-0,0,-0,-0
Temp,-0,-0,0,-0,-0,-0,0,0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,0,-0,-0,-0,-0,0,0,0,0,-0,0,-0,0,0,-0,0,3.81638519982011,0,0,-0,0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,2.31330355958872,-0,-0
ParAss,-2.29759646504786,0,-0,-2.4081943922956,-0,0,0,-0,-0,2.58222475981227,0,-0,0,-2.21680936288403,0,-0,-0,-2.44323657682495,-0,0,-0,-0,-0,0,0,0,-0,-2.96129235862488,-0,-0,0,0,0,3.81638519982011,0,-0,0,0,0,-0,-0,-0,0,-0,0,0,-0,-0,-0,3.03889345319668,0,0
RS,0,0,0,-0,0,2.12647348049529,0,0,0,0,-0,-0,-0,-0,-0,0,-0,-0,0,0,-0,0,0,-0,0,0,0,-0,-0,-0,0,0,0,0,-0,0,-0,-0,-0,-0,-0,0,0,0,0,-0,0,-0,-0,0,0,0
CA,-0,-2.75367299228486,-0,-0,-0,0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,-0,-0,0,0,0,2.1908039902645,0,-0,-0,0,-0,-0,0,-0,-0,0,0,-0,0,-0,-0,-0,-0,-0,-0,0,-0,0,-0,0,0,0,0,-0
DG,0,-0,-0,-0,-0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,-3.12202559055121,-0,0,-0,0,0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-2.14152090126897,-0,0,-0,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,0,2.28663304420677,-0
Sub,0,0,-0,-0,-0,0,0,-0,0,0,-0,-0,-0,0,0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,-0,0,0,-0,0,0,0,-2.08880209326888,0,0,-0,-0,0,0,0,0,0,-0,-0,0,0,-0,-0,-0,0,0,0
SC,0,-0,-0,-0,-0,0,0,-0,-0,2.19318097038858,-0,-0,-0,-0,0,-0,-0,-0,0,0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-2.19747089066609,-0,-0,-0,-0,0,0,0,0,-0,-0,-0,2.30822939731586,0,0,-0,-0,-0,0,0
PAG,0,-0,-0,-0,-0,0,0,-0,-0,0,0,-0,-0,-0,0,-0,-0,-0,0,-0,-0,-0,0,-0,0,0,-0,-0,-0,0,0,0,-0,-0,-0,-0,-0,0,0,0,0,-0,-0,0,0,0,-0,-0,-0,-0,0,0
VTA,0,-0,-0,-2.82782898328631,-0,0,0,0,0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,0,0,0,0,-0,0,0,-0,-0,-0,0,-0,-0,-0,0,-0,0,-0,-0,0,-0,-0,0,0,-0,-0,-0,-0,0,0,-0,0,0
SN,0,-0,-0,-0,-0,0,0,-0,-0,0,-2.40829434162175,0,0,0,0,-0,0,-0,0,0,0,0,-0,0,0,-0,0,0,-0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,-0,-0,0,0,-0,-0,0,-0,0,0,0,0,0
NclR,-0,-0,-2.12605203334818,-2.12376812877486,-0,0,0,-0,-0,0,-0,-0,-0,0,0,-0,-0,-0,-0,-0,0,0,-0,0,-0,-0,-0,0,-0,-0,0,-0,-0,0,-0,0,0,0,-0,-0,0,-0,-0,0,0,0,-0,0,0,-0,0,0
RN,0,0,-0,-0,0,0,0,0,-0,0,0,-0,0,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,-0,-0,0,0,-0,0,0,2.30822939731586,0,-0,-0,0,0,0,-0,-0,0,0,0,0
MB,-0,0,-0,-0,0,2.41429190395646,0,-0,-0,2.13849039216084,-0,-0,-0,0,0,0,-0,-0,0,0,0,0,-0,0,0,0,0,0,0,0,0,-0,-0,-0,0,-0,0,0,0,0,0,-0,0,0,0,0,-0,0,0,0,0,0
Pons,0,-0,-0,-0,-0,0,0,0,-0,0,0,-0,-0,-0,0,0,-2.43753514013038,-0,0,0,-0,-0,0,0,-0,0,0,0,-0,0,0,-0,-0,-0,-0,0,-0,0,-0,0,-0,-0,-0,-0,-0,-0,0,-0,0,0,-0,0
Periv,-0,-0,-0,-0,-2.20054754883073,0,0,-0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,-0,0,0,0,-0,0,0,-0,0,-0,-0,0,-0,-0,0,-0,-0,-0,0,0,-0,-0,-0,0,0,0,-0,0,-0,0,-0,-0,0,0
Hyp,-0,0,0,-0,0,0,0,-2.37922804632917,-0,-0,-0,-0,0,0,0,0,-0,-0,0,-0,0,0,-0,0,-0,-2.08803425130992,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,0,-0,-0,-0,0,0,0,0,0,0,-0,0,0,0,0
Aud,-0,-0,-0,0,0,-0,0,-0,-0,0,0,0,0,-0,0,-0,-0,-0,0,-0,-0,0,-0,0,0,0,-0,0,0,-0,2.39004783063979,0,0,2.31330355958872,3.03889345319668,0,0,0,0,-0,-0,-0,0,-0,0,0,0,-0,0,0,0,-0
V,0,-0,-0,-0,-0,-0,0,-0,2.09986361349702,2.36595441680265,-0,-0,0,-0,-0,-0,0,0,-0,0,0,0,-0,0,0,-0,-0,-0,-0,-0,0,0,-0,-0,0,0,0,2.28663304420677,0,0,0,0,0,0,0,0,-0,0,0,0,0,0
IC,-0,-0,-2.10663868448258,-0,0,0,0,-0,0,2.30858186228248,0,-2.16785163966658,-0,0,0,-2.12845475105998,-2.66206993364225,-0,-0,0,-0,0,0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,-0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0
