Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
FP,0,0,-0,-0,0,0,0,-0,0,0,0,-0,-0,0,-0,-0,-0,0,-0,-0,0,-0,-0,-0,0,-2.21969744973504,-2.60550073857625,-0,-3.49805878703899,-0,-0,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,0,-0,0,-0,-0
OF,0,0,0,0,0,3.06120647717881,2.893838458997,0,0,0,-0,-0,0,-0,-2.71284171104643,-0,-0,0,0,-0,0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,0,-0,-0,0,2.6089897818917,3.00779581020986,0,0,0,-0,-0,-0,-0,-0,0,0,0,0,0,0
PL,-0,0,0,0,0,3.07984910698007,3.85416911655022,0,0,0,0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,0,0,-0,-0,-0,-0,0,-0,0,0,-0,0,0,0,0,3.32201460379999,2.43783107521282,2.39479178680646,-0,-0,0,0,2.23861050191736,0,-0,-0,0,2.02949431419315,2.55426816027303
IL,-0,0,0,0,0,2.52012326476443,2.35179775794959,0,0,0,0,-0,0,0,-0,0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-0,-0,0,-0,0,-0,0,2.08666298489645,0,2.67550863874991,2.59155118469899,2.50091769972293,2.01889867488179,0,-0,-0,-0,0,-0,-0,-0,0,0,0
Cing,0,0,0,0,0,0,0,0,0,2.25899321092924,0,-0,-0,0,0,-0,-0,0,0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,-0,0,2.0665484775776,0,2.50574077507698,2.3424026229698,2.86058151622999,0,0,-0,0,0,0,0,0,-0,0,0,2.21639516502141
Th_PM,0,3.06120647717881,3.07984910698007,2.52012326476443,0,0,-0,-0,3.036150811146,0,-0,0,2.21728023716139,-0,0,0,0,2.33939945998043,0,0,0,-0,-0,0,-0,-0,0,-0,-0,-0,-0,-0,2.37665446880019,-0,-0,-0,0,0,2.63379121421832,0,0,0,-0,-0,-0,0,0,-0,-0,0,-0,-0
Th_SM,0,2.893838458997,3.85416911655022,2.35179775794959,0,-0,0,-0,2.58413104318905,0,-0,0,0,-0,0,0,2.52584831081912,0,0,0,-0,-0,-0,-0,-0,0,0,-0,-0,0,0,0,2.29278920143197,-0,0,0,0,0,2.26462511066781,0,0,-0,-0,0,0,0,0,-0,-0,0,-0,-0
M1,-0,0,0,0,0,-0,-0,0,0,0,0,-0,0,-0,0,-0,0,0,-0,0,2.29738224434951,0,0,0,-0,0,-0,0,0,0,0,0,0,-0,0,0,0,-0,0,0,0,0,-0,-0,-0,0,-0,0,2.20055891210551,0,-0,-0
M2,0,0,0,0,0,3.036150811146,2.58413104318905,0,0,0,2.05475308002382,0,0,-0,-0,0,0,2.40306708262143,2.1913826699193,2.63713107131131,2.90732641345901,-0,0,-0,0,0,0,-0,-0,0,0,0,-0,0,0,2.74262352359741,0,2.40598150160069,2.11177145912709,2.55938977711301,2.37320924969895,-0,0,-0,-0,2.27326277753465,-0,-0,0,0,0,0
S1,0,0,0,0,2.25899321092924,0,0,0,0,0,0,0,-0,-0,-0,-0,0,0,-0,3.45588220044238,2.18730467537398,0,0,-0,-0,0,0,-0,0,0,0,0,0,0,-0,0,0,0,0,0,0,0,-2.58784389849328,-0,-0,-0,0,-0,0,0,-0,-0
S2,0,-0,0,0,0,-0,-0,0,2.05475308002382,0,0,-0,0,-0,-0,-0,-0,0,0,0,0,-0,0,-0,0,-0,0,-2.41305557783579,0,0,-0,0,-0,0,0,2.61422096064435,0,0,-0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0
OB,-0,-0,0,-0,-0,0,0,-0,0,0,-0,0,-0,-0,-0,-0,-0,0,2.3133089910015,0,0,-0,-0,0,0,0,-0,0,-0,-0,0,-0,0,-0,-0,0,0,0,2.17319384704418,2.67878820363783,2.47105049337094,-0,-0,-0,-0,0,0,-0,-0,-0,-0,0
AON,-0,0,0,0,-0,2.21728023716139,0,0,0,-0,0,-0,0,-0,0,0,0,0,0,-0,0,-0,0,-0,0,0,0,0,-0,0,0,-0,0,-0,-0,0,0,2.40479031182942,-0,-0,-0,-0,-0,0,-0,0,-0,-0,-0,0,-0,0
Otu,0,-0,0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,0,0,-0,0,0,-0,-0,-0,-2.26411461206492,-0,-0,0,-0,-0,-0,-0,-0,-0,0,0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,-2.12450938244429,-0,0,-2.29289545403066
Pir,-0,-2.71284171104643,0,-0,0,0,0,0,-0,-0,-0,-0,0,-0,0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2.3454689350914,-0,0,-0,-0,-0,0,-0,0,-0,-0,-0,-2.02255257042324,0,-0,-0,-3.0159253718538,0,-0
