Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
FP,0,-0,0,-0,-0,0,-0,-2.13284557267115,0,0,0,-0,-0,0,-2.11792908979981,-0,-0,0,-0,-0,0,0,-0,-0,-0,-2.44917771725363,-0,-0,-0,-0,-2.80505827751912,0,-0,0,0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,0,-0
OF,-0,0,2.45746686595219,2.19371074743156,0,4.5129598495557,4.62673571526048,0,2.08957728454595,3.69477942890613,-0,0,0,-0,-0,0,0,2.54719470803662,2.67215330101477,0,2.78276921679875,-0,-0,-0,0,0,0,-0,-2.14192405267008,-0,-2.14501154044699,-0,-0,-0,-0,3.68390634256284,0,3.07296407602057,2.98406416486435,2.76215164354083,2.84832116793664,-0,-0,-0,-0,0,-0,0,0,0,0,0
PL,0,2.45746686595219,0,2.26338576313269,2.23599119813694,5.69486163964666,5.80848879099895,0,0,3.72565844487229,-0,2.25510636191862,2.47236868668732,0,-0,0,2.10920819899006,3.42097674764586,2.95298234407203,2.75658907266236,3.13502504320652,-0,-0,-0,0,0,0,-0,-0,0,-0,-0,-0,-0,0,3.49614535909887,0,3.32608808409374,3.00271680479899,3.75296311379299,2.8983484168602,0,-0,-0,-0,3.02181720913995,-0,0,0,0,2.60717094669719,2.82546272134821
IL,-0,2.19371074743156,2.26338576313269,0,2.14399809212765,3.81293098053088,4.27440063282594,0,2.56182463718885,3.4748208659482,0,0,0,0,-0,0,0,2.70046587260967,4.04110040423793,0,0,0,-0,-0,0,2.13027496559535,0,-0,-0,0,-0,-0,0,-0,0,4.02609013310443,0,2.60532472383564,4.2324201470679,4.31479450388694,3.2722952942262,0,-0,-0,0,0,-0,0,-0,0,2.8388703980774,0
Cing,-0,0,2.23599119813694,2.14399809212765,0,6.07161122498917,4.87309317971279,0,2.9458657987861,5.21541663432827,0,0,0,-0,-0,0,2.41609505434578,2.57701336269165,3.9718461183431,3.48462093726783,2.56432166762472,0,-0,-0,0,0,0,-2.41626587013222,-0,0,-0,-0,0,0,0,4.71087292284252,0,2.47304122535471,3.8339997257891,4.88276378493771,2.74011917842127,0,-0,-0,0,0,0,-0,-0,2.42924087440023,2.63979554112691,0
Th_PM,0,4.5129598495557,5.69486163964666,3.81293098053088,6.07161122498917,0,3.22268784999207,0,5.79567294336378,4.69997637580319,0,3.41187089943044,3.14360771720178,-0,-0,3.50191044289959,4.59607284646603,3.206742600801,4.11811445030356,4.24261204592226,3.59260891462408,-0,0,-0,-0,0,0,-0,-0,-0,-0,-0,0,-0,0,3.08523780904859,0,0,2.79319964545247,2.98075785148634,2.43246506527969,0,-0,0,0,3.03111691925281,0,-0,-0,0,-0,0
Th_SM,-0,4.62673571526048,5.80848879099895,4.27440063282594,4.87309317971279,3.22268784999207,0,0,4.89864541715123,4.81898109262537,2.21447349773038,3.66166359165479,4.10222749498986,-0,-0,4.10378758017457,3.94847295571799,2.28347776939326,3.29781474658246,4.07440708362058,2.22648798092601,-0,0,-0,0,2.0720768109445,0,-0,-0,-0,-0,0,0,-0,2.35856423877652,0,0,0,2.42092105273839,0,0,0,-2.22702048326274,-0,0,2.33323199160883,0,-0,-0,2.09069809287013,-0,-0
M1,-2.13284557267115,0,0,0,0,0,0,0,3.26275934669411,0,0,0,-0,-0,0,-0,-0,0,0,0,0,-0,0,-0,-0,2.13680197873482,0,-0,0,-0,0,-0,-0,0,0,2.47237346535916,0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,0,0,0,-0
M2,0,2.08957728454595,0,2.56182463718885,2.9458657987861,5.79567294336378,4.89864541715123,3.26275934669411,0,3.31080798858029,0,3.0757339896703,0,-0,-2.86937991808889,0,0,4.56381681910618,2.43781013654682,4.69200920188868,6.19725079194043,-0,0,-0,0,2.12689374331827,0,-2.51374741915756,0,-0,-0,-0,-0,-0,0,4.90272691806996,2.47956632866996,3.18492789194684,3.16641049271535,2.84490328993415,2.66896985552817,0,-0,-0,0,0,0,-0,-0,2.35684419246084,2.56844170518979,0
S1,0,3.69477942890613,3.72565844487229,3.4748208659482,5.21541663432827,4.69997637580319,4.81898109262537,0,3.31080798858029,0,2.55208729755469,2.20226308201689,2.1122256071248,0,0,3.16113735126615,2.13989295545916,3.89651550621048,3.99498683462325,6.294710011644,5.67474799680903,3.4942225211403,0,-0,0,4.71140209687009,2.78975700271882,-0,0,0,-0,0,0,0,0,4.26910246532192,0,0,0,2.08196129786713,2.24937598174545,2.14942474993401,-2.45062104009816,0,0,0,0,-0,0,2.1130239352396,0,-0
