Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
FP,0,-0,-0,0,-0,-0,0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,-0,-0,0,0,0,2.26346889479499,-0,-0,-0,-0,-0,-0,-0,0,0,0,-0,0,0,-0,-0,0,0,0,-0,-0,-2.2202963290389,0,-0
OF,-0,0,0,0,0,0,0,0,-0,2.17633054877095,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,2.29495540849981,0,2.22170379351263,-0,-0,-0,-0,-2.69177893473683,-0,-0,0,-0,-0,0,0,-0,-0,-0,-0,0,0,-0,0,0,0,0,-0
PL,-0,0,0,0,0,-0,-0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,-0,-0,-0,0,-2.55404946767721,-0,-0,-0,-0,-0,-0,-0,-0,-2.13399527219108,-0,0,-0,-0,0,0,-0,-2.73161043863682
IL,0,0,0,0,0,0,0,-0,-0,0,0,0,-0,-0,-0,0,2.27496415783387,0,0,0,0,0,0,-0,-0,0,0,0,-0,0,-0,-0,-0,-0,-0,0,-2.12655436477294,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,0,0,-2.63038296095948
Cing,-0,0,0,0,0,0,0,-0,-0,0,-0,2.61808333278209,0,0,-0,2.08628120077584,2.39036194354358,0,0,0,0,0,0,-0,0,0,0,0,0,-0,0,-0,-0,0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,0,-0,-0,0,0,0,-0
Th_PM,-0,0,-0,0,0,0,2.24595901718624,0,0,3.97202045741363,2.56996652308962,0,0,-0,0,0,0,0,2.62802124396813,2.39840258437612,0,0,0,0,0,0,-0,-0,0,0,-0,-0,-0,-0,0,2.85056082049506,0,0,0,0,0,0,0,0,2.37802713761052,0,0,0,0,0,0,-0
Th_SM,0,0,-0,0,0,2.24595901718624,0,0,0,2.47811742409471,2.78657216234584,0,-0,-0,-0,0,0,0,2.6887257536945,2.55887106548328,0,0,0,-0,0,0,-0,0,0,0,-0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0
M1,0,0,0,-0,-0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,0,-0,-2.87503291397295,-0,-0,-0,0,0,0,-0,0,-2.27056898823899,-0,-0,-0,0,-0,0,0,0,-0,-0,0,0,-0,-0,-0,-0,0,-2.3958805065526,-2.27006521108335,-0,-0,-0
M2,-0,-0,-0,-0,-0,0,0,0,0,-0,-0,0,0,0,-0,-0,-0,-0,0,-0,-0,-0,-0,0,0,-0,0,-0,0,-2.47620789017146,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0
S1,0,2.17633054877095,0,0,0,3.97202045741363,2.47811742409471,0,-0,0,0,0,0,2.50840920728854,0,2.28954326077685,0,0,2.77514215079511,0,0,0,-0,0,0,2.07791184224505,0,-0,0,-0,-0,-0,-0,0,2.6010362588437,0,0,0,0,0,0,0,0,0,2.9068254100803,0,0,-0,-0,0,0,2.08456272591138
S2,0,0,-0,0,-0,2.56996652308962,2.78657216234584,0,-0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,-0,0,2.72152772631905,0,0,2.46207938183105,0,0,0,0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,0,0,0,-0,-0,0,-0,0
OB,-0,0,0,0,2.61808333278209,0,0,0,0,0,0,0,-0,-0,0,0,0,0,-0,0,0,0,0,-0,-0,0,0,0,0,-0,0,-0,-0,-2.15295912681472,-0,0,-2.62529861701427,-0,-0,-0,-0,0,-0,-0,-0,0,-0,-3.22059711382996,-0,0,-0,-3.37291890836828
AON,0,0,-0,-0,0,0,-0,0,0,0,0,-0,0,0,0,-0,-0,0,-0,0,0,0,-0,-0,-0,0,-0,0,0,0,0,-0,-0,0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,0,-0,-0,0,-0,-0,-0,-0
Otu,0,0,0,-0,0,-0,-0,0,0,2.50840920728854,0,-0,0,0,0,0,0,-2.67210451326055,-0,0,-0,-0,0,-0,0,0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,0,0,0,0,0,-0,-0,0,0
Pir,0,0,-0,-0,-0,0,-0,-0,-0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0,-0,0,0,-0,-0,0,-0,0,0,0,0,0,0,-0,0,0,0,-0,0,0,0,0,0,0,0,2.10438314728989,-0,0
DPA,0,0,0,0,2.08628120077584,0,0,-0,-0,2.28954326077685,0,0,-0,0,0,0,2.76383269666623,0,0,0,0,2.77569366825559,0,-0,-0,0,2.07975110498804,0,0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,0,0,0,-0,0,0,-0,-0
TT,0,0,0,2.27496415783387,2.39036194354358,0,0,-0,-0,0,0,0,-0,0,0,2.76383269666623,0,0,0,3.02646531325732,2.21603095937481,0,0,-0,-0,0,2.73097951507997,0,0,-0,-0,-0,-2.09900804323786,-0,-0,-0,-0,-3.13510650074723,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-2.14461924393979
Sept,0,0,0,0,0,0,0,-0,-0,0,0,0,0,-2.67210451326055,0,0,0,0,0,0,0,0,0,-0,-0,0,0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-2.48933558157556,-0,-0,-0,-0,-0,-0,0,0,0,-0
Nacc,0,0,0,0,0,2.62802124396813,2.6887257536945,0,0,2.77514215079511,0,-0,-0,-0,0,0,0,0,0,0,0,0,2.6974483793503,-0,0,0,0,0,0,0,0,0,-0,0,0,0,-0,-0,0,0,0,-0,-0,-0,0,0,0,0,-0,-0,-0,-0
CP,0,0,0,0,0,2.39840258437612,2.55887106548328,-0,-0,0,0,0,0,0,0,0,3.02646531325732,0,0,0,-0,0,0,-0,0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,-0,-0,0,0,0,0,-0,0,0,0,0,0,0,0,0
Pall,-0,0,0,0,0,0,0,-2.87503291397295,-0,0,-0,0,0,-0,0,0,2.21603095937481,0,0,-0,0,0,0,0,0,-0,-0,-0,-0,-0,-0,0,-0,-0,-0,0,0,0,-0,0,-0,0,2.09537848577535,0,0,0,-0,0,0,0,0,0
