Figure,PRE,TEST,DensityThresholdsPercent,N_Conditioning,N_Control,WithinCohortTest,BetweenCohortTest,UncorrectedAlpha,Conditioning_Pre_File,Conditioning_Test_File,Control_Pre_File,Control_Test_File,ROI_File
Figure S19,TPnoPuff11to40,TPnoPuff81to120,"10,20,30,40,50",24,24,paired edge-wise test within conditioning/control,lei_ttest2 unpaired edge-wise test for conditioning-vs-control change,0.05,data/processed/fMRI/Figure_4/conditioning/gstruc_TPnoPuff11to40_p.mat,data/processed/fMRI/Figure_4/conditioning/gstruc_TPnoPuff81to120_p.mat,data/processed/fMRI/Figure_4/control/gstruc_TPnoPuff11to40_p.mat,data/processed/fMRI/Figure_4/control/gstruc_TPnoPuff81to120_p.mat,data/processed/fMRI/Figure_3/conditioning/roidata_v11_Odor11to40.mat
