Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
FP,0,-0,-0,-0,-0,0,-0,-0,0,0,0,-0,-0,0,-0,-0,-0,0,-0,-0,0,0,-0,-0,-0,-0,-0,-0,-3.3312798697737,-0,-0,0,0,0,-0,0,0,-0,-0,-0,0,-0,-0,-0,-0,-0,0,0,-0,0,0,-2.92603432424048
OF,-0,0,2.45746686595219,2.19371074743156,0,4.73811122575468,4.96671650598901,0,0,2.97466295032059,-0,0,0,-0,-0,0,0,2.49257281048711,2.94482114319484,0,0,-0,-0,-0,-0,0,0,-0,-0,0,-0,-0,-0,-0,-0,3.27336742863401,0,2.23754610137753,2.09386961323295,0,0,-0,-0,-0,-0,0,-0,0,0,0,0,0
PL,-0,2.45746686595219,0,2.26338576313269,2.23599119813694,5.03721877242883,5.88737206056865,0,0,0,0,2.25510636191862,0,0,0,0,0,2.6423514620282,3.57244111044491,2.53660839995427,4.24137049384982,-0,-0,-0,0,0,0,-0,-0,0,-0,-0,-0,-0,-0,2.71189371495797,0,0,3.29478402075083,0,2.97595452810006,-0,-0,-0,0,2.34881789193544,-0,-0,-0,2.54876285247613,0,0
IL,-0,2.19371074743156,2.26338576313269,0,2.14399809212765,3.87840181296511,3.77687351354336,0,0,2.33555328261842,0,0,-0,0,-0,0,0,2.64049121502505,2.78456773802206,0,0,-0,-0,-0,0,2.4580416610398,0,-0,0,0,-0,-0,0,-0,-0,3.13523051182319,0,0,2.54942747960701,3.17097309419759,2.40801494624367,0,-0,-0,-0,0,-0,-0,-0,0,0,0
Cing,-0,0,2.23599119813694,2.14399809212765,0,4.8920582857434,4.87309317971279,0,2.9458657987861,4.30647205025319,-0,2.16453217598386,0,-0,-0,0,2.40227536069557,0,2.49624913167224,2.19094284477108,3.25209141031078,-0,0,0,0,0,0,-0,-0,0,-0,-0,0,-0,0,4.50440562342656,0,2.16786934494827,2.41174157711861,4.3174378320423,2.33025517657245,-0,-0,-0,0,0,-0,-0,-0,0,2.24294263862847,2.65913741108406
Th_PM,0,4.73811122575468,5.03721877242883,3.87840181296511,4.8920582857434,0,3.22268784999207,-0,6.09984803589804,3.44267637981658,0,3.92478035892527,2.19626411527661,0,-0,2.80418779991003,3.73718142110498,3.37639202393951,3.1126656177803,4.24261204592226,3.21717147943918,-0,0,-0,-0,0,0,-0,-0,0,-0,-0,2.17342465035951,-0,0,2.72655967890177,0,0,3.47014266018371,2.6306721509829,2.20281728169453,0,0,-0,0,3.03636903907774,0,-0,-0,0,-0,-0
Th_SM,-0,4.96671650598901,5.88737206056865,3.77687351354336,4.87309317971279,3.22268784999207,0,-0,5.15252673185002,4.7568007120815,0,3.32928003369854,2.40322907621675,-0,-0,3.47243433982783,5.38160677128317,0,2.82389131394043,4.57795047649312,2.42072500580596,-0,0,-0,0,0,0,-2.13926207314273,-0,0,-0,-0,0,-0,0,2.59184790121933,0,0,2.81745225674811,0,0,0,-0,0,0,2.26352944284794,0,0,-0,0,-0,-0
M1,-0,0,0,0,0,-0,-0,0,3.26275934669411,0,0,-0,0,-0,0,-0,-0,0,0,0,0,-0,0,0,-0,0,0,-0,0,-0,0,-0,0,-0,0,0,0,0,0,0,0,0,-0,-0,-0,0,-0,-0,-0,0,-0,-0
M2,0,0,0,0,2.9458657987861,6.09984803589804,5.15252673185002,3.26275934669411,0,2.55205055402462,0,2.5136535656484,0,-0,-0,0,0,3.7951680816031,2.69698864733016,3.07411960206436,4.73325618172044,-0,0,-0,0,0,0,-0,0,-0,-0,-0,-0,-0,-0,4.22904487223654,0,4.31035186738641,2.79537112571237,3.03023600602101,2.39947582823297,-0,-0,-0,-0,0,-0,-0,0,0,2.23491811873935,2.27603158290718
S1,0,2.97466295032059,0,2.33555328261842,4.30647205025319,3.44267637981658,4.7568007120815,0,2.55205055402462,0,2.55208729755469,2.08541444003905,0,0,-0,2.53664395152001,2.14773669163637,0,0,6.13538847250345,3.81088261825421,0,0,-0,0,2.84122824992847,2.51833114678997,-0,0,-0,-0,0,-0,0,0,4.37797722855344,0,0,0,0,0,0,-2.38995129251949,-0,0,0,0,-0,0,2.41716412667534,0,0
S2,0,-0,0,0,-0,0,0,0,0,2.55208729755469,0,0,0,-0,-0,-0,0,-0,0,2.31884828882622,0,-0,0,-0,0,0,0,-0,3.04596116546155,0,-0,0,0,0,0,2.65851106593821,0,-0,-0,-0,-0,0,-0,-0,-0,-0,0,-0,-0,0,-0,-0
OB,-0,0,2.25510636191862,0,2.16453217598386,3.92478035892527,3.32928003369854,-0,2.5136535656484,2.08541444003905,0,0,-0,0,-0,2.11478466917322,0,2.29995701047861,2.68418693818064,2.55885452435498,2.75413432798125,-2.14977266172535,0,0,0,0,0,0,-0,0,0,-0,-0,-0,-0,2.80007974873669,0,0,0,3.19843586264757,2.26427679261773,-0,-0,-0,-0,2.11591944049979,-0,-0,-0,-0,-0,0
AON,-0,0,0,-0,0,2.19626411527661,2.40322907621675,0,0,0,0,-0,0,-0,0,0,0,0,0,-0,0,-0,0,0,0,0,0,0,0,0,0,-0,-0,-0,-0,-0,2.8998482062813,0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,-0
Otu,0,-0,0,0,-0,0,-0,-0,-0,0,-0,0,-0,0,0,0,0,-0,-2.46925172036777,-0,-0,-0,-0,-2.56338242512473,-2.64584640640192,-0,-0,-0,-0,-2.13718263437145,-2.39533627824254,-0,-0,-0,-0,0,-0,-0,0,0,0,-0,-0,0,0,0,0,-0,-3.70427033244517,-0,-0,-0
Pir,-0,-0,0,-0,-0,-0,-0,0,-0,-0,-0,-0,0,0,0,-0,-0,0,0,-0,-0,0,-0,-2.50511109520135,-0,-0,-0,-0,-0,0,-2.48486334250489,-0,-0,-3.28349448720799,0,0,-2.14352409213466,-2.07303609034099,0,0,-0,-0,-0,-0,0,-0,0,-0,-0,-2.46863004501432,0,-0
DPA,-0,0,0,0,0,2.80418779991003,3.47243433982783,-0,0,2.53664395152001,-0,2.11478466917322,0,0,-0,0,0,2.08697578884289,0,0,0,-0,0,-0,0,0,-0,-0,0,0,-0,-0,0,-0,-0,0,0,0,2.71361741151386,2.44232377766052,3.02895621222224,0,0,-0,0,0,-0,-0,-0,0,0,-0
TT,-0,0,0,0,2.40227536069557,3.73718142110498,5.38160677128317,-0,0,2.14773669163637,0,0,0,0,-0,0,0,0,0,0,0,-0,0,-0,0,2.11400236672194,0,0,0,0,-0,-0,-0,-2.4306409593507,-0,0,0,0,0,0,0,0,0,-0,0,0,-2.27033413373234,-0,-0,-0,-0,-0
Sept,0,2.49257281048711,2.6423514620282,2.64049121502505,0,3.37639202393951,0,0,3.7951680816031,0,-0,2.29995701047861,0,-0,0,2.08697578884289,0,0,2.87489818871657,-0,0,-0,0,0,-0,0,0,-0,-0,-0,-0,0,0,0,-0,3.24335124142168,0,2.23865793364722,2.51945877323924,0,0,-0,0,0,0,0,-0,-0,-0,-0,0,0
Nacc,-0,2.94482114319484,3.57244111044491,2.78456773802206,2.49624913167224,3.1126656177803,2.82389131394043,0,2.69698864733016,0,0,2.68418693818064,0,-2.46925172036777,0,0,0,2.87489818871657,0,2.13482964799812,2.29090956733345,-0,0,-0,0,0,-0,-0,-0,-0,0,-0,-0,-0,0,2.3609893080195,0,0,0,2.58905104976111,2.37125398892871,0,-0,0,0,0,-0,-0,-0,0,0,0
