Row,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
ZI,-0,0,0,0,0,-0,-0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,0,-0,-0,-0,0,-0,-0,-2.72821151855663,-0,-0,0,0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,-2.90422920841286,-0,-0,0,0,-0,0,-0,-2.98567804030825,-0
I_dors,-2.2090785300856,0,0,0,0,0,0,0,2.71285623160788,0,-0,2.11731583530465,0,-0,-0,0,-0,-0,0,0,2.1588195988137,0,-0,0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,0,0,0,2.49569523899645,0,0,-0,0,0,-0,-0,-0,0,0,0,0,0
I_ventr,-0,-0,0,0,0,0,0,0,0,0,-0,0,0,-0,-0,-0,-0,0,-0,0,2.03652290821558,0,-2.03797977139546,-2.03096922299077,-0,-0,0,-0,-0,-0,-0,0,0,-0,-0,0,0,0,0,0,0,-2.24267456454887,0,0,-0,-0,-0,-0,-0,0,0,0
I_post,-0,-2.57124209033427,-0,-0,-0,-0,0,0,0,0,-2.25752185213518,-0,-0,0,0,-0,-0,-0,0,0,0,-0,-0,0,-2.72821151855663,-0,-0,0,0,-0,-0,-0,0,-0,0,0,0,-0,0,0,0,-2.50477801944595,-0,-0,-2.53919607644089,-0,-2.05323684389508,0,-0,-0,0,0
Gust,-2.04428337083588,-0,-0,-0,-0,-0,-0,0,0,0,0,-0,0,-0,0,-0,0,-0,-0,-0,2.07634048242429,0,0,-0,-0,-0,-0,0,0,0,-0,-0,-0,0,-0,-0,0,-0,-0,0,0,-0,0,-0,-0,-0,-0,0,0,-0,0,0
Visc,-0,-0,0,-0,-0,-0,-0,0,0,2.20226415385153,0,-0,-0,-0,0,-0,-0,-0,0,0,0,-0,-0,0,-0,-0,-0,-0,0,0,-0,0,0,0,-0,0,0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0
Perih,-0,-0,-0,-0,-0,0,0,0,0,-0,-0,0,0,-0,-0,-0,0,0,-0,-0,0,0,-0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-2.26662291743868,-0,-0,-0,-0,-2.18177731854142,-0,-0,0,-0,-0,-0,-0,0,-0,0,-0,-0,-0
Ect,0,0,0,0,0,0,0,0,0,0,-0,0,0,-0,-0,-0,0,0,-0,0,0,-0,0,-0,0,0,0,-0,-0,0,-0,0,-0,-0,0,0,0,-0,-2.24504892139417,-0,-0,0,-0,-0,0,0,0,0,0,-0,0,-0
Ent,-0,0,0,0,0,2.27719936254679,0,0,0,0,0,0,0,0,-0,0,2.50704546983945,0,0,0,0,0,-0,-0,0,-0,0,0,-0,0,-0,-0,0,0,0,0,0,0,0,0,0,0,-0,2.30901824173248,-0,0,0,-0,-0,0,0,0
Temp,0,0,-0,-0,-0,0,0,0,0,0,0,0,0,-0,-0,-0,0,0,0,2.2745893368524,0,-0,0,-0,-0,-0,-0,-0,0,0,-2.26662291743868,-0,0,0,-0,-0,-0,-0,0,0,0,-0,-0,-0,0,0,2.04601051985876,0,0,-0,0,-0
ParAss,0,0,2.03621012467175,0,0,-0,0,0,0,-0,0,-0,-0,0,-0,0,0,0,0,0,0,0,-0,-0,0,-0,-0,0,-0,-0,-0,0,0,-0,0,0,0,0,0,0,0,-0,-0,0,-0,0,0,-0,0,-0,0,-0
RS,0,2.19147432630485,2.45079872715297,2.84778152108421,2.43533254502039,0,0,0,2.87776588289424,0,2.11515691666422,0,0,0,-0,0,0,2.27696260622131,0,2.3738108473602,2.62639858395952,0,-0,-0,-0,0,0,0,-0,0,-0,0,0,-0,0,0,0,0,2.97083319715747,2.41751679145647,0,-0,-0,0,-0,3.25132945729338,0,-0,-0,0,-0,0
CA,-0,2.86862161448634,2.39826506170073,2.59646810113046,2.43976928101414,0,0,0,0,0,2.17885840285991,2.56303510032122,0,-0,-0,0,0,0,0,2.09442974352497,0,-0,-0,-0,-0,0,0,0,0,0,-0,0,0,-0,0,0,0,0,0,0,0,0,-0,0,0,0,0,-0,-0,0,-0,0
DG,-0,3.17685343785271,3.76699241781727,3.60954786746086,2.95208098225987,0,0,0,2.21789589961308,0,0,2.80652583711602,2.65728797866864,0,-0,2.95535366320035,3.93124706935203,2.80305541758475,0,0,0,-0,-0,-0,-0,0,0,-0,-0,0,-0,-0,0,-0,0,0,0,0,0,0,0,-0,-0,-0,0,0,-0,0,-0,0,-0,0
Sub,-0,2.79343423640558,3.07869627483054,3.84426508478858,4.65590523252116,0,2.1097291580201,0,2.4502674375011,0,0,0,0,0,-0,3.2742857024889,2.26310376947367,4.05357677567629,0,0,3.52044285875615,0,-0,-0,-0,2.49569523899645,0,0,-0,-0,-2.18177731854142,-2.24504892139417,0,0,0,2.97083319715747,0,0,0,0,-0,0,-0,0,0,0,0,-0,-0,2.09340912176237,0,0
SC,-0,2.39656892767229,3.49781879849518,3.46327333826441,3.28266177699605,0,0,0,3.03637309785517,0,-0,0,0,0,0,3.27654831581633,0,2.73949521957357,0,2.56516604714437,2.88902507490466,0,0,-0,-0,0,0,0,0,-0,-0,-0,0,0,0,2.41751679145647,0,0,0,0,0,0,-0,0,-0,2.37559790543965,-0,-0,0,0,0,0
PAG,-0,0,2.57700130832376,2.39837608233065,2.27615553580144,0,0,0,3.3577575492931,0,-0,2.20143869229893,0,0,-0,2.58519113153919,0,2.49627359835298,0,2.15983245835046,2.28124476072434,0,0,-0,-0,0,0,0,0,-0,-0,-0,0,0,0,0,0,0,-0,0,0,0,-0,0,-0,0,-0,-2.05172354278325,0,0,0,0
VTA,-0,-0,0,0,0,-0,-0,0,0,0,0,0,0,-0,-0,0,0,0,0,0,0,-0,-2.39130691121537,0,-0,-0,-2.24267456454887,-2.50477801944595,-0,-0,0,0,0,-0,-0,-0,0,-0,0,0,0,0,-0,-0,0,0,3.10110357572017,-0,-0,2.37987523718481,-0,-0
SN,-0,0,0,-0,0,-0,-2.09483065589102,-0,-0,-2.39059531387599,-0,-0,0,-0,-0,0,0,0,0,-0,-2.09902269089423,-0,-0,-0,-2.90422920841286,0,0,-0,0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,-0,0,-0,0,-0,0,-0,-0,-0,-0,-0
NclR,0,0,0,-0,0,-0,-0,-0,0,-0,-0,0,0,-0,-2.24872205358845,0,0,0,0,0,0,0,0,-0,-0,0,0,-0,-0,-0,-0,-0,2.30901824173248,-0,0,0,0,-0,0,0,0,-0,-0,0,-0,0,2.38834431198036,-0,-2.61380561565058,0,-0,-0
RN,-0,-0,0,0,0,-0,-0,0,0,0,-0,0,-0,0,-0,-0,0,-0,0,0,-0,-0,-0,0,-0,-0,-0,-2.53919607644089,-0,-0,-0,0,-0,0,-0,-0,0,0,0,-0,-0,0,0,-0,0,0,0,-0,-0,-0,-0,-0
MB,-0,0,2.50636481841915,0,0,0,0,0,3.19055599093133,0,-0,0,-0,0,-0,0,0,0,-0,0,2.20344176159547,0,-0,-0,0,-0,-0,-0,-0,-0,-0,0,0,0,0,3.25132945729338,0,0,0,2.37559790543965,0,0,-0,0,0,0,0,-2.61882421492865,-0,0,0,0
Pons,-0,0,0,0,0,0,2.637801038257,-0,0,-0,-2.23427582056209,-0,-0,0,-0,-0,-0,0,-0,-0,0,0,-2.31337931204426,0,0,-0,-0,-2.05323684389508,-0,-0,0,0,0,2.04601051985876,0,0,0,-0,0,-0,-0,3.10110357572017,0,2.38834431198036,0,0,0,-0,-0,0,0,0
Periv,0,0,0,0,0,-0,-0,0,0,0,-0,0,0,-0,-0,0,0,-0,-0,-0,-0,-0,0,-0,-0,0,-0,0,0,-0,-0,0,-0,0,-0,-0,-0,0,-0,-0,-2.05172354278325,-0,-0,-0,-0,-2.61882421492865,-0,0,0,-0,-0,-2.66413864763244
Hyp,-0,0,-0,-0,-0,-0,-0,2.29872027636564,0,0,0,-0,0,-0,-0,-0,-0,-0,0,-0,-0,-0,-0,-0,0,0,-0,-0,0,-0,0,0,-0,0,0,-0,-0,-0,-0,0,0,-0,-0,-2.61380561565058,-0,-0,-0,0,0,-0,0,-0
Aud,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.2857694937865,0,0,0,0,0,0,0,-0,-0,-0,0,0,-0,-0,-0,-0,-0,0,-0,-0,0,0,0,2.09340912176237,0,0,2.37987523718481,-0,0,-0,0,0,-0,-0,0,0,0
V,-0,0,2.78589957221965,2.4052122063519,0,-0,-0,0,2.4036933656248,-0,0,0,0,0,0,2.08338139299682,0,0,2.24134083540527,0,0,-0,0,0,-2.98567804030825,0,0,0,0,0,-0,0,0,0,0,-0,-0,-0,0,0,0,-0,-0,-0,-0,0,0,-0,0,0,0,-0
IC,-0,2.90829810223972,4.03477342624935,3.57528964238208,2.61073369301378,0,0,-0,0,-0,-0,2.82291993128104,0,-0,-0,3.24631340076531,0,2.02846085334271,0,0,0,-0,0,-2.15367953215632,-0,0,0,0,0,-0,-0,-0,0,-0,-0,0,0,0,0,0,0,-0,-0,-0,-0,0,0,-2.66413864763244,-0,0,-0,0
