Figure,Analysis,N_Conditioning,N_Control,NegativeEdgesIncluded,NumberOfPermutations,RandomSeed,Conditioning_Pre_File,Conditioning_Test_File,Control_Pre_File,Control_Test_File
Figure S5,Odor,24,24,0,10000,1234,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_3\conditioning\cormat_v11_Odor11to40.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_3\conditioning\cormat_v11_Odor81to120.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_3\control\cormat_v6_Odor11to40.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_3\control\cormat_v6_Odor81to120.mat
