TimeIndex,Mean,SEM,SmoothedMean,SmoothedSEM
3981,30962.3139743929,2761.51670663525,31140.9848336328,3812.31387183038
3982,30580.5055519753,3208.29093305132,31136.6824706083,3809.85329779828
3983,31167.3113742022,3650.78895671193,31131.7001977716,3806.83961986959
3984,31157.6368353749,3762.64677412581,31126.7737494897,3803.4446108795
3985,31392.2199367481,3688.73868376135,31121.609203638,3800.18721534139
3986,31533.7690212309,3882.57786651106,31116.9530401074,3797.6909498867
3987,31805.8968161901,3985.05564526937,31112.5562706476,3794.4600835765
3988,32017.7737771964,3806.62483333467,31110.7985563644,3790.41453268816
3989,32249.7038605194,3919.3465941551,31110.0318533178,3785.84403371189
3990,32279.4553992799,4023.39869129926,31109.247134078,3781.06917477678
3991,32243.2225696489,3988.39942516075,31110.7296287729,3776.71203916295
3992,32336.711431607,4024.8223783066,31112.9541760651,3772.23910595713
3993,32283.5260262004,4034.03626396522,31116.2048714149,3769.70797481349
3994,32335.9958388792,3987.07198631183,31119.5089530435,3767.55351674134
3995,32301.7414948192,3986.38514478296,31122.0402942652,3765.78016240602
3996,31812.7622117218,4104.24373361001,31123.8703859749,3763.58885885626
3997,31741.7337903983,4062.83035918602,31126.1682621729,3761.37754490568
3998,31074.5020217035,4462.03674952374,31127.1166074015,3758.14205534653
3999,31123.3436738425,4294.36159152617,31128.6641978049,3754.06225934822
4000,30977.8905746046,3998.22708798632,31129.004156278,3749.75770511323
4001,31073.290326343,3971.27007626468,31128.7467000753,3745.16361371903
4002,29846.2788066695,3605.66633943163,31127.4947714242,3740.92109443019
4003,29887.1249346091,3610.78785244396,31126.2040987051,3736.76273946698
4004,29636.2618814995,3677.59037398322,31125.0939439224,3732.68304889327
4005,29541.5807566111,3683.53884068013,31124.039434704,3728.79682035469
4006,29354.3836462092,3897.80732076484,31123.2562924656,3725.00853913976
4007,29353.493042817,3875.08379629719,31121.8093503317,3721.74836397567
4008,29440.8972718372,3747.58850134808,31120.6017979104,3718.94316142149
4009,30497.1912425424,3489.67535972142,31118.5577652499,3716.00210222447
4010,30456.7125958343,3710.27627758944,31116.6237313888,3713.28783679447
4011,30826.3070526568,3704.69086552569,31113.675439835,3711.01200887715
4012,31057.4205399381,3626.79958713793,31110.9029876257,3708.88637699902
4013,31537.4372786058,3681.73334146285,31107.5499911608,3706.40646483269
4014,31743.8013669341,3796.67578299707,31104.5273479015,3703.8219774517
4015,32030.3453942742,3829.30591076738,31102.4400216252,3701.3761774674
4016,32175.9934152845,3881.29391106629,31100.2703862614,3698.77504561404
4017,32164.7144425958,3861.8334276816,31096.6810148124,3696.99063870119
4018,32143.8705226865,3740.89833247456,31093.0150500014,3695.40063128457
4019,32309.4011401021,3812.86831208694,31089.2040515049,3693.44958031392
4020,32414.3379062992,3819.19141891405,31085.6836266723,3691.48430951354
4021,32419.7461938341,3852.7904691368,31082.4740461325,3689.89176971047
4022,32506.1720105711,4033.62609544634,31078.7501668466,3688.16073793577
4023,32532.6499404053,4086.83282629336,31075.6881848578,3686.46146561546
4024,32631.1712451798,4127.96455412481,31072.6902389631,3684.79569701584
4025,32296.2576518534,4289.74918754215,31069.1468821334,3683.03359119114
4026,31886.8799106803,4588.74782746072,31065.5541767809,3681.38172140896
4027,31858.8199857599,4604.92639495151,31062.1505728053,3679.97547920541
4028,31838.3204110721,4583.39724628367,31061.0588039355,3678.26779261377
4029,31614.3909248945,4734.24578397397,31059.949318906,3676.71559009099
4030,31701.722757749,4631.70932332015,31059.3995592521,3675.90724617968
4031,31703.5408265289,4601.04023531131,31060.1256037581,3675.88641978172
4032,31928.4313039747,4445.02121670308,31060.8965214919,3676.66896515603
4033,32084.0763036194,4290.5588846468,31060.8774303305,3677.70664218414
4034,32181.9026112366,4302.77529234206,31060.969550919,3679.05480372735
4035,32203.8552937775,4202.27327281539,31061.8316589379,3680.39654936281
4036,31715.3814763482,4199.2160574245,31062.4083798795,3682.05950247593
4037,31468.4414542167,4302.62439253183,31063.1832343495,3683.70000231618
4038,31231.4401217272,4258.31952322813,31063.7431160256,3685.60720276649
4039,31371.2247189108,4182.47701542898,31063.796766769,3688.13701340038
4040,31382.6743045597,4085.75743114989,31059.5626673278,3692.46026345195
4041,31128.748070552,4090.94245253908,31055.2499979974,3697.35105903102
4042,31061.0212305296,4131.64876799888,31052.0792230304,3703.80585648452
4043,30750.7298239029,4084.69060944447,31048.9152987115,3710.20332422631
4044,29360.788449299,3469.26667379072,31046.3256402138,3716.20092701006
4045,29994.6486462982,3449.93383067661,31042.1720239795,3722.13955374084
4046,30204.4805016834,3360.10998060945,31041.813181952,3726.19691417917
4047,30719.4016868593,4201.69065446728,31039.383949891,3729.77566055128
4048,30923.5643129909,4105.72256035988,31035.963559993,3733.13627562127
4049,31311.239842145,3933.66471401522,31027.820322202,3737.29217420986
4050,30773.5171991953,3445.3629718183,31019.4515997971,3742.03575173435
4051,30826.477810561,3451.55460126059,31011.2040424658,3745.75177042407
4052,30690.9967493961,3254.53621332737,31001.7969910203,3747.67298383242
4053,30845.5499718212,3279.5803723564,30991.3940929461,3749.8316578975
4054,30654.0708840004,3422.54053334041,30980.8829952482,3752.16866045755
4055,30653.910476784,3409.50523042352,30970.388022154,3753.67856095373
4056,30046.3719286195,3590.54647801953,30959.549276767,3755.43311547513
4057,30164.7794337459,3502.60233046693,30948.7416926175,3756.76964014465
4058,30255.8559060623,3461.27169669758,30938.5322348223,3758.29755120539
4059,30248.6783698065,3559.24676451747,30928.7928103021,3760.37734265622
4060,29707.8732148048,3656.37690148662,30918.3601652751,3762.0906421171
4061,29711.6621322971,3658.2923427682,30908.1768757178,3764.16561035617
4062,29700.8681782223,3617.04077397217,30898.4556152086,3766.14436905201
4063,30113.5692354454,3501.96121864112,30888.9327179587,3767.93519890677
4064,30378.2454351044,3386.81128439786,30880.2553114202,3770.24179655317
4065,30426.7201776062,3397.35347153656,30871.4943714188,3772.57712997633
4066,30627.4739100009,3343.2808343009,30863.613586557,3775.77074048189
4067,30799.2414249066,3233.94065670017,30855.2958747933,3778.90918083451
4068,30917.4291125266,3259.15847823339,30847.5189239414,3781.92412809212
4069,30914.1407537816,2991.29492394258,30838.9532606926,3785.64390778229
4070,30771.3716777842,2941.64507226703,30832.1338139386,3789.19256649528
4071,30891.4933590355,3007.94606296903,30825.6702731958,3792.52824489908
4072,31182.7130917455,2970.60175340095,30818.9805356332,3795.52520491808
4073,31393.2687336472,2944.97311932067,30812.5384287901,3799.21822823929
4074,31620.7090443736,2886.12151778217,30805.2335755032,3803.18357841909
4075,31435.0296551945,2964.74947515967,30797.2901633214,3807.42599408196
4076,31161.3536669553,3028.25883665358,30790.4671182119,3811.22488663683
4077,31036.8879198537,3014.18745399778,30783.8459179935,3815.19375802208
4078,30966.557740265,3024.33325483859,30779.5247751041,3819.814654487
4079,30936.4671518244,3024.90715013099,30777.0926352423,3827.18964289286
4080,30790.9348092304,3042.2619391491,30774.8055970147,3834.82546320153
4081,30760.9751414678,3096.02822151348,30772.2231366997,3841.78684825707
4082,30660.1474041771,3239.78971769961,30769.1146429451,3848.79049045083
4083,30498.2414298865,3212.22968795748,30764.9452903279,3855.96537996797
4084,30435.7037793594,3201.27553076713,30760.585757796,3863.19280731763
4085,30419.9753250006,3288.63271986935,30756.9734125024,3870.74328421574
4086,30431.4157301933,3297.76612363926,30753.9374042043,3878.10165013215
4087,30490.8545350947,3350.70597913505,30751.1473168223,3885.39894374297
4088,30575.7735672141,3304.30049719543,30748.6269599109,3892.86489508397
4089,30536.2389634934,3266.75004053419,30746.16349736,3900.18323749534
4090,30540.3450885653,3188.75668155998,30743.0102488761,3907.85496537842
4091,30484.9696398329,3193.13428085543,30740.3282576884,3915.5210154871
4092,30342.9742548815,3222.24318744082,30737.6211380514,3922.99309590542
4093,30304.7226561908,3156.60398605306,30733.4260684673,3929.60020127118
4094,30305.3089443601,3136.06846698194,30729.4455318828,3936.70976120098
4095,29979.7296414967,3082.28395835919,30724.8337541378,3943.59008478346
4096,30025.6284690596,3137.04304850747,30719.7611586941,3950.73587341706
4097,30238.5607862678,3280.71783107309,30714.1836793653,3958.01324289334
4098,30484.0430895236,3414.26243667594,30707.9799269429,3965.92938506653
4099,30533.696999573,3408.28442437826,30702.8862985719,3973.90074094315
4100,30606.0717861505,3478.46061239285,30695.921394375,3981.18026035395
4101,30861.1485542046,3565.9373899189,30688.7155837053,3988.41650827794
4102,30936.6146459614,3546.23857252594,30681.0856452498,3995.46258543556
4103,31162.44273808,3712.96711592422,30673.4587364811,4002.5796220877
4104,31301.9841917231,3738.28648961484,30665.7374973876,4009.03672192342
4105,31402.6657357575,3769.18660187835,30657.9139381946,4015.62338136449
4106,31333.8285319823,3896.42772777165,30652.5535112902,4021.78108546738
4107,31005.0377827854,3672.13666586997,30649.4206643671,4027.01976017557
4108,30907.1250358964,3602.23266961731,30645.9652978055,4031.97946876895
4109,30962.3768299251,3516.66874384828,30642.1031301372,4037.41734062207
4110,31071.7797412101,3521.08603131039,30637.755803029,4043.4909527311
4111,31164.9312478451,3497.80831279834,30633.2901757142,4049.49593273254
4112,31104.5058882093,3537.09020526391,30629.0594908037,4056.4991419472
4113,31152.5336542386,3558.10638106357,30624.4489904535,4063.61287421967
4114,31186.4000150104,3640.41058709378,30619.7226988614,4070.79542701289
4115,31205.7384833172,3627.98699520356,30614.3872010114,4078.2022213557
4116,31100.5071214041,3639.67156470288,30608.8378241414,4085.7320666355
4117,31000.0305576563,3586.58292436283,30603.3424220373,4093.45822223106
4118,31020.8042369202,3579.16881359724,30598.3440816217,4100.68614519616
4119,31010.9768917973,3566.28255197118,30593.3182914532,4107.75098939019
4120,30972.4013544577,3587.5688605354,30588.5504246244,4114.50737957851
4121,30851.6327945394,3617.85202162356,30584.3014779909,4120.99244218687
4122,30831.7374948175,3582.24457447282,30580.197752604,4127.16872487234
4123,31033.2407887324,3629.10881788647,30576.4041043507,4133.60211912117
4124,30834.2517571348,3616.6660207794,30573.3392308488,4139.87066130139
4125,30559.9767791842,3640.48804400124,30571.1227840929,4146.34483132988
4126,30642.0084402514,3548.68948188182,30570.4443931938,4152.23291308756
4127,30330.6175568299,3599.476700693,30571.1705994534,4157.58358580222
4128,30242.0027600458,3675.11941853986,30571.9876623664,4162.50553866955
4129,30303.0803441733,3678.52739263533,30572.9720268163,4168.6368752427
4130,30088.3729023787,3864.31896249842,30572.781764717,4176.48280396847
4131,29941.3707826636,3963.37255457759,30572.2097140837,4184.6128489736
4132,29924.1788672445,3952.36477169092,30572.4032742263,4192.6214261311
4133,29888.1473652887,3970.19874896875,30572.3189372543,4200.7723034407
4134,30016.4136291508,3841.6817433199,30573.9782067643,4207.55860142801
4135,30098.9076833957,3832.94440544634,30575.970366596,4214.43149805362
4136,30036.7186867164,3741.17627803741,30578.629988613,4220.53494628785
4137,30047.3155586245,3725.29929511115,30580.7194928632,4226.7804631392
4138,30138.2391961857,3667.59210802564,30579.6042206782,4233.48743567897
4139,30162.7125220192,3728.51350436544,30578.7275977643,4241.1215873329
4140,30267.4613960055,3709.09107114434,30578.1934100053,4248.668810053
4141,30309.1146297877,3726.43199892171,30577.359414606,4256.17962743121
4142,30386.7091094777,3727.03102519456,30576.8878077525,4263.6895257111
4143,30420.7957067583,3738.0662975281,30576.467071215,4271.13515987845
4144,30330.1109760638,3760.46969899162,30575.8863117146,4278.52650276797
4145,30284.2684259961,3782.05028016827,30575.3395621013,4285.93081738304
4146,30241.3029605043,3792.9750504567,30574.6238379538,4292.84093748719
4147,30248.8814901108,3714.69057700652,30573.9983775416,4299.21453705131
4148,30213.1764645155,3733.91414076501,30572.3503017848,4306.16825833955
4149,30305.951015454,3671.45413374603,30570.5850826951,4313.25697137705
4150,30340.4934413882,3671.03432443624,30568.3281858244,4320.70638434496
4151,30337.646046295,3677.82153780297,30564.4378895116,4329.07433006853
4152,30197.2558353313,3586.80135041884,30561.0259022924,4336.90710857797
4153,30269.5599348036,3608.24958775112,30557.76226639,4344.72459507758
4154,29966.6668143773,3800.98989509483,30555.3877905582,4352.05141241562
4155,29931.4906990886,3878.6377541706,30553.0011431055,4359.46073337075
4156,29826.4522485441,4038.06201603398,30549.2285293007,4367.48313983205
4157,29624.9290241439,4171.49924226857,30545.1265311165,4375.02998045414
4158,29822.5568555726,3998.58507544687,30542.1352295041,4382.32569489766
4159,29930.0374056996,4026.72439223249,30540.1156201654,4389.32289804351
4160,30356.534058876,4089.67222677955,30539.2566494419,4395.71700050488
4161,30411.4638220115,4041.20697333287,30539.6734818411,4400.89221133159
4162,30521.8883755737,4003.68222369032,30538.7955662318,4404.76527496743
4163,30594.0040899515,3955.95218070304,30538.5981410626,4408.78340789082
4164,30739.2367925242,4134.69312761333,30538.0893459364,4413.36375228137
4165,30694.4669024103,3971.25391632726,30537.1157252116,4417.40822888313
4166,30811.0305322947,3480.14599492545,30535.2582139208,4420.74615383967
4167,30978.8615303661,3483.82538015454,30532.3744129705,4424.35029231281
4168,31046.6153432517,3428.63572370985,30528.9420967067,4427.59382279056
4169,31166.8648934995,3439.5753361423,30525.1155884663,4430.44268501387
4170,31294.8145196234,3453.19535093829,30521.5823364082,4433.83120070982
4171,31239.9475357443,3473.58211511566,30517.6440299611,4437.02495681286
4172,31219.9422250587,3519.37263894757,30513.9634196114,4440.164214764
4173,31123.1774284461,3529.03803542963,30509.3080579971,4443.58558087876
4174,31031.5174293397,3557.54849904723,30504.7551506604,4447.08642539004
4175,31035.679939774,3574.00065467661,30501.6874900899,4450.22858779427
4176,30461.3497976989,3359.20217491414,30498.7648409271,4453.22921370027
4177,30377.8539887778,3315.55348114662,30497.5156916764,4455.35712815336
4178,29966.5954651259,3227.0618972021,30496.2820485343,4457.91110951902
4179,29842.0157807134,3185.9173485872,30498.4084587071,4462.22123004387
4180,29625.3149992323,3152.57163134673,30500.5276030713,4466.56758178638
4181,29700.4247404383,3108.0556206496,30506.094125714,4471.61588464445
4182,29708.788184556,3101.86558111962,30512.0494104458,4476.45495371322
4183,29597.3831803252,3111.53024124115,30518.7814237657,4481.18938593919
4184,29617.3809792041,3131.49840998881,30525.9395450775,4485.78841947818
4185,29354.8698404536,3415.51396628345,30533.6834885445,4489.78487237141
4186,29332.628087473,3579.77083787534,30539.9061310872,4495.2187356317
4187,29185.3433188411,3540.08885170498,30546.1912481773,4501.10229023814
4188,29252.0494222318,3504.63318115467,30549.7183554876,4507.66099229695
4189,29195.534523622,3507.94076771162,30551.7633085798,4512.07277762429
4190,29453.5955438159,3565.40395625288,30553.1019522334,4515.9650635203
4191,29558.9575910962,3541.69054538318,30553.9512571192,4519.88498403291
4192,29973.4396643171,3550.06432815386,30554.353627236,4523.17470184044
4193,30388.9058431817,3585.56365392729,30554.5579087288,4525.94022661564
4194,30429.0370197328,3565.10420416899,30553.2627299745,4528.83858952321
4195,29937.5009829518,3811.60380372897,30551.9350950161,4531.69742513523
4196,29927.733303607,3840.47206353628,30549.2948986044,4534.40542316768
4197,29754.6539091693,3730.92175150575,30545.3924947602,4535.28491272423
4198,29725.7416988363,3743.94504936707,30541.1578637795,4535.62916686778
4199,29760.9051443991,3866.85310629805,30536.7206136027,4535.90403914725
4200,29582.1004731071,3848.75232773164,30532.1168242525,4536.79193760677
4201,29577.2352360829,3936.26307051372,30528.1823757124,4537.52273684785
4202,29646.9271560706,3890.12701870121,30524.1666044916,4538.06684264876
4203,29413.6727427789,3920.51095577058,30519.9791043092,4538.50844196844
4204,29454.7932319902,3945.31066742011,30516.6070337481,4538.58783670015
4205,29512.0244791276,4013.75475170194,30514.2783459605,4537.82549948465
4206,30277.8951847769,3904.32628647907,30512.4155169827,4537.04513882382
4207,30265.0716248194,3948.87610726907,30510.9878432874,4536.49576338137
4208,30506.3776779072,4134.62375626854,30510.2618891779,4535.60117268093
4209,30853.2574368992,4416.83235979343,30508.5558334823,4535.13595867148
4210,30951.2331908852,4578.25623737124,30506.1717958503,4534.87300099516
4211,30865.598452894,4526.39337568107,30502.0770830669,4535.34730201482
4212,31030.9655162326,4579.88065729487,30497.5511597664,4536.24191678688
4213,31044.4525642954,4747.88210983162,30492.5860958149,4537.45945149678
4214,31078.258570743,4812.6099053634,30487.6814282337,4538.8286053832
4215,31142.1348896875,4860.10292492077,30483.9789385842,4540.1789051882
4216,31228.6672552463,4877.63433489464,30480.9391451127,4541.22387931175
4217,31227.2403135315,5120.47619029675,30478.4368527738,4542.33296175489
4218,31157.8536906809,5046.25829246115,30475.4271227985,4543.68014886564
4219,31355.4738549336,5124.2324947794,30472.37995897,4545.323815881
4220,30739.3622877552,5835.90155446504,30469.9783440765,4546.99325737024
4221,30733.7116355248,5813.28079174883,30467.7094024367,4548.59676329839
4222,30880.743892012,5827.53511281747,30466.1628917966,4550.55560063418
4223,30944.3224529777,5852.15207499376,30468.4116578693,4554.29160700425
4224,30877.577317632,5931.73405361133,30468.7278151123,4557.95252871216
4225,30891.2573612594,5957.53081713846,30468.3976054449,4561.94603519496
4226,30804.3191855526,5885.33960178725,30467.4394520894,4562.59354453582
4227,29125.5310631915,5991.7652419545,30465.7273529672,4563.40305488493
4228,29154.5549658059,6008.45487484175,30463.1161810216,4565.18151126527
4229,29062.943599446,5617.50101470206,30461.6940874592,4568.89529528657
4230,28882.4737946332,5301.80873379353,30460.2684644212,4572.34489250591
4231,28958.3088780836,5381.29480087421,30458.9560131358,4576.32503077314
4232,28911.5208069496,5392.50154619371,30456.8982503423,4580.11416839935
4233,28819.658433244,5235.68552865401,30455.2944361979,4583.5714463893
4234,28769.7977806916,5351.7439767801,30453.643999561,4587.07721813482
4235,28813.1531212082,5313.7431620523,30454.1818817629,4590.37118874329
4236,28987.4926467549,5505.4505935931,30454.082919896,4594.27853809365
4237,29134.9516012392,5725.98319793781,30453.7362515247,4598.20392972247
4238,29047.7526548376,5719.21487685249,30453.1236638136,4601.89794327338
4239,29111.4529674991,5819.50504531728,30453.9024631329,4605.27267723674
4240,29397.08766671,5964.12775891017,30454.6255885136,4608.60495174441
4241,29424.3429197957,5895.4881491137,30455.707011337,4612.11724067372
4242,29546.8561747318,5981.16558105425,30456.0393094378,4616.17790039871
4243,29601.6652727983,5976.55746801353,30456.3110063701,4621.0644979371
4244,29912.5815892224,6255.07429912493,30456.3950556386,4625.85593621155
4245,29901.3759362586,6276.21708465276,30455.8933755604,4630.84004125264
4246,30014.513022845,6265.68090296277,30454.8536758213,4636.01101890159
4247,29628.0191837509,6452.71437058757,30453.4312278192,4641.00829651221
4248,29808.2343470453,6464.16209438091,30452.9406916779,4647.23780353501
4249,29812.2399292624,6203.4899642327,30453.2185660895,4654.0703224634
4250,29487.9320966438,6031.49324343995,30454.099087706,4660.92054531581
4251,29313.7288018775,6197.63592077761,30454.5999040512,4668.1083889203
4252,28925.8772390562,6224.29239774904,30455.5467976293,4675.25654601872
4253,29014.5930696761,6250.32874579804,30457.0559617311,4681.86476933918
4254,29316.8955450512,6144.44862578135,30458.5661524468,4688.15517602078
4255,29438.1898001555,6229.9824497341,30461.1753041933,4693.96311158526
4256,29805.9702599662,6319.50175370433,30463.6109132988,4699.36878739487
4257,29954.1659158707,6589.87904845686,30465.8927974035,4704.74218044096
4258,30074.1566840271,6630.63368131804,30467.8510537462,4709.12779834197
4259,30007.6969491353,6529.27637593579,30469.5249386765,4713.10469312762
4260,29754.729021905,6583.19267998349,30470.5303940093,4717.22533845789
4261,29375.3111476063,6639.59131736386,30471.6313494086,4720.89957321455
4262,29483.35585024,6562.48568395651,30472.851314167,4725.04595884416
4263,29721.2967322648,6651.67351247152,30474.3706136678,4729.64961858275
4264,29992.2019278565,6530.47066533675,30474.9793086247,4734.67454532701
4265,30068.2941739493,6509.36933610101,30475.7426817597,4739.85576229065
4266,30105.5402128416,6476.76501935807,30475.3661382422,4745.77320664987
4267,30172.2894347177,6378.63425962588,30475.0507041598,4751.85776759543
4268,30036.614435626,6499.71383488185,30474.455401264,4758.26390843847
4269,29925.1193089847,6419.87153854958,30473.9929908588,4764.67902899587
4270,29787.9437372712,6435.26674437269,30474.3043058441,4770.56666223212
4271,29765.8331619637,5990.41714804634,30474.9303604506,4776.39548900062
4272,29889.5503598557,6057.99127031757,30476.3908156989,4781.9574705298
4273,29890.6998184119,6013.20180070963,30477.637351101,4787.40286884843
4274,29779.2156775085,6081.00823552569,30479.6582628075,4792.97343465538
4275,29786.0166265851,6098.10294643013,30481.9023003508,4798.24676541881
4276,29832.7961585348,6100.74077759836,30483.3474815952,4802.90105593975
4277,30027.394898881,5842.93337302419,30484.6408514169,4807.0197436267
4278,29924.7893790798,5859.41587929025,30486.4284745228,4810.9301763409
4279,29852.6531388562,5771.69289991226,30487.8590582377,4814.45894235857
4280,29809.1038883267,5787.16204318511,30489.4034975721,4817.70810366177
4281,29872.4322649934,5830.89902182002,30491.1414044088,4821.05612936014
4282,29909.1448487162,5818.36516387419,30492.8825413862,4824.06564631228
4283,29936.4137784738,5773.05317754731,30494.8427923445,4827.11612576066
4284,29922.4869079163,5692.18218682628,30496.6682416963,4830.13658210531
4285,30049.457534677,5437.81464454584,30498.8356047808,4832.8740148722
4286,29896.7462214276,5310.64542963092,30501.8700572365,4836.20001380637
4287,29996.2513073822,5286.87130104782,30505.1591575628,4839.43076084409
4288,30070.2191934996,5310.918244305,30508.0047726213,4842.72936827979
4289,30078.8962624112,5291.91428510063,30510.6512979731,4846.19784299532
4290,30360.6906355279,5500.33639384877,30512.8814538002,4850.05358274713
4291,30398.3078964036,5453.88263459012,30515.4194527208,4853.86056275504
4292,30361.158764322,5461.76470790633,30516.9655723612,4858.61230855081
4293,30145.5013697759,5533.8142157599,30518.165298835,4863.37807243107
4294,30172.4642105694,5549.7198846276,30518.9616617214,4867.95369443022
4295,29995.3479566102,5645.30464621696,30520.0882965576,4872.49778153328
4296,30142.3489908461,5476.56289327557,30521.029738506,4876.44874315549
4297,30086.4860182321,5473.53717399837,30523.4452163775,4880.51909456886
4298,30096.1492495315,5412.33236822141,30525.7184450089,4884.53931505744
4299,30194.3328774126,5330.28429096432,30528.9784563016,4888.59975537185
4300,30300.3151761089,5263.08126629558,30532.5373939092,4892.60195816303
4301,30311.9627416118,5303.8806263565,30536.0947275459,4896.56123449682
4302,30457.7820969687,5230.87322869095,30538.9754697582,4900.419439811
4303,30564.3010494245,5173.90765935826,30542.68242821,4904.20187294763
4304,30936.7293097075,5056.16655309568,30547.092104031,4907.83326658989
4305,30905.6549627449,5110.98191563462,30551.301098066,4911.65170600737
4306,31092.4405201178,4783.4533501267,30555.9799904894,4914.95840328024
4307,31555.1420960242,5177.10152281659,30560.5852722691,4917.92332742298
4308,31342.7807443962,5645.78937994801,30564.9499094917,4920.96958694361
4309,31443.1264896822,5699.68258266274,30570.3459723632,4922.9405544977
4310,31849.3150044287,5634.61879484518,30576.4054679349,4924.55523681656
4311,32051.6980895052,5643.18658670682,30582.5604756393,4926.2982395631
4312,32341.2937932378,5294.3681081441,30588.913096495,4927.90792030496
4313,32412.6945076398,5285.91776689942,30594.8394144907,4929.6224301593
4314,32377.3299720315,5261.1878717708,30600.4547048406,4931.24714982792
4315,32230.0767646313,5187.39096759239,30605.6421791464,4933.04624835207
4316,30891.9751641576,5328.78378607898,30610.3891961186,4935.29480703576
4317,31050.2194354241,5455.58197072608,30614.2671649316,4938.34840483799
4318,30986.501017261,5407.5766130234,30618.4977239716,4941.29190298222
4319,30929.2329375872,5431.73276412911,30621.500491354,4944.91271950745
4320,31013.0215991113,5378.08230889434,30624.5061707477,4949.00969159497
4321,30981.237820207,5420.45956580429,30627.3370530922,4952.92745826757
4322,30956.669704355,5401.42596045911,30630.3022889252,4956.93263744912
4323,30977.4103621022,5443.31586179362,30634.1258149138,4960.69652237843
4324,30786.3796845963,5470.45505651615,30638.2239705615,4963.99480191811
4325,30643.2206672425,5397.13936830845,30642.2792300859,4967.20531516441
4326,30636.9678864469,5371.93529877461,30646.5021595497,4970.46547032646
4327,30583.8057211184,5380.61928745102,30650.0883112878,4973.58634903886
4328,30476.0353438323,5365.56791993675,30653.4239893808,4976.8235158195
4329,29956.6227769331,5636.77719195161,30656.7253876074,4979.59613376176
4330,30082.0946736399,5452.12277219272,30655.1963585092,4981.05464545771
4331,30217.5351463078,5395.96489082595,30654.1911278121,4982.84261841447
4332,30394.3187889901,5296.37505257621,30652.836865008,4984.74756102709
4333,30491.5715273227,5297.02726934261,30652.3552058985,4986.19420281453
4334,30280.3074476224,5407.80069957061,30652.2915480204,4987.74912059653
4335,30180.2996791929,5250.30540907854,30652.2484125543,4988.60211188535
4336,30262.6234779079,5261.65115822251,30653.0621133172,4989.01431718256
4337,30332.9082479176,5177.15546027601,30656.6264492986,4989.80520041486
4338,30655.6614261107,5044.21128534408,30660.026735817,4990.3650098345
4339,30729.3147184876,5055.84119818678,30662.6761267146,4990.75151895596
4340,30853.895501658,5033.47267470608,30664.9095261849,4991.1571766874
4341,31087.1560499756,5197.12022777788,30666.5317435418,4991.9594193685
4342,31210.5800767002,5323.92163118758,30667.9288961886,4992.94866651208
4343,31186.1864224807,5326.45601333778,30668.6024433127,4993.916771612
4344,31142.7652853612,5176.69485475371,30669.3875962897,4995.27574433967
4345,30988.2568379368,5093.30226824706,30672.4569336177,4996.20172833739
4346,31024.3669543383,5077.28697471184,30675.4917770617,4997.1673943089
4347,30913.3919574785,5040.44250501952,30678.2741548204,4998.36840805063
4348,30981.8515848973,5198.09952861588,30680.6329978843,4999.65014685316
4349,30930.7360299903,5164.99330709114,30682.5795810598,5000.6919725508
4350,30969.5481313534,5154.75135252312,30684.3457359923,5001.74439160393
4351,30674.0317425943,5208.49968928271,30685.9870575044,5002.63949629094
4352,30676.353575617,5236.18663530813,30687.5889067094,5003.6129164738
4353,30717.6073880617,5225.99571192153,30689.5895159598,5004.48805893508
4354,30698.3480392586,5134.05380762632,30691.2436387149,5005.408439059
4355,30628.5557392209,5221.70220927891,30694.8182725729,5006.90738297814
4356,30682.933072084,5206.13293906617,30698.613618194,5008.44198678148
4357,31737.0190063273,5536.94011535633,30703.0374517437,5010.20764859078
4358,31829.8248643385,5522.91764834242,30706.6686059246,5011.8947490465
4359,31833.5273901104,5407.9104597626,30710.739017907,5013.25258121276
4360,32013.1615838744,5338.33550999307,30714.1702903182,5015.30914485801
4361,32039.5906367114,5367.78267865479,30717.5812924854,5015.64067016168
4362,32097.0300649109,5325.3938141006,30721.3307060046,5016.15974077144
4363,32118.9714639306,5324.54100364686,30725.0308773641,5015.95565862833
4364,31574.9764305476,5814.97298022193,30729.5779204558,5014.66108868377
4365,31684.6840730298,5848.01749584816,30735.1367280805,5012.94323594819
4366,31756.3685523181,5831.13199471556,30741.4595704679,5012.01701453493
4367,31186.7608497391,5285.28363944763,30748.0234876157,5010.99505626429
4368,31304.2028369737,5094.23693040293,30754.496069848,5009.59040411483
4369,31360.6223841718,5026.21121014088,30760.5383122289,5008.34504303535
4370,31681.0834103131,4856.16259875069,30767.401720702,5007.24300919485
4371,31816.7298598778,4783.96812774085,30773.7848070632,5006.18862177552
4372,31567.9665789726,4864.02146877132,30779.483967785,5005.55932399865
4373,31702.0277351523,4901.89822455872,30785.1953760898,5004.99201177438
4374,31222.1643236192,4828.58872526648,30792.2363085986,5003.90101219922
4375,30750.7123502999,4054.87610416209,30799.1499441454,5002.60736890651
4376,30797.6378799891,3935.76704133212,30806.5075482652,5001.35046059022
4377,30830.2395931876,3917.32082268771,30814.010810541,4999.77390190508
4378,30776.1933958009,4169.77021918415,30821.2199093353,4997.83282533882
4379,31101.5738817634,4294.52142451167,30828.8808337076,4995.76995051141
4380,31099.0196145899,4281.07859721659,30836.0588018836,4993.63402973206
4381,31136.2336800547,4285.61551125326,30843.0451425838,4991.64109302408
