Row,timebin_1,timebin_2,timebin_3,timebin_4,timebin_5,timebin_6,timebin_7,timebin_8,timebin_9,timebin_10,timebin_11,timebin_12,timebin_13,timebin_14,timebin_15,timebin_16,timebin_17,timebin_18,timebin_19,timebin_20,timebin_21,timebin_22,timebin_23,timebin_24,timebin_25,timebin_26,timebin_27,timebin_28,timebin_29,timebin_30,timebin_31,timebin_32,timebin_33,timebin_34,timebin_35,timebin_36,timebin_37,timebin_38,timebin_39,timebin_40,timebin_41,timebin_42,timebin_43,timebin_44,timebin_45,timebin_46,timebin_47,timebin_48,timebin_49,timebin_50,timebin_51,timebin_52,timebin_53,timebin_54,timebin_55,timebin_56,timebin_57,timebin_58,timebin_59,timebin_60,timebin_61,timebin_62,timebin_63,timebin_64,timebin_65,timebin_66,timebin_67,timebin_68,timebin_69,timebin_70,timebin_71,timebin_72,timebin_73,timebin_74,timebin_75,timebin_76,timebin_77,timebin_78,timebin_79,timebin_80,timebin_81,timebin_82,timebin_83,timebin_84,timebin_85,timebin_86,timebin_87,timebin_88,timebin_89,timebin_90,timebin_91,timebin_92,timebin_93,timebin_94,timebin_95,timebin_96,timebin_97,timebin_98,timebin_99,timebin_100,timebin_101,timebin_102,timebin_103,timebin_104,timebin_105,timebin_106,timebin_107,timebin_108,timebin_109,timebin_110,timebin_111,timebin_112,timebin_113,timebin_114,timebin_115,timebin_116,timebin_117,timebin_118,timebin_119
An1_Tr81,0.923512013388608,0.92334153231195,0.935492934308001,0.971632457589336,0.993517883051485,0.991883508450232,1.00408213448184,1.01042571997637,1.00432182011251,1.0032591044951,1.00684317170912,1.0068273030406,1.02017375626329,1.02111775429909,1.01922839642277,1.02178432192746,1.03381498012179,1.04963180519611,1.05910940285434,1.08437922003399,1.07967303819936,1.07967303819936,1.10574330207093,1.06009238992615,1.01660287182003,1.01660287182003,0.986177303647756,0.989001221324305,0.988872382343927,0.975530337699413,0.976938342311663,0.974174431882154,0.947689520675772,0.923139990789862,0.924942408691548,0.92566408697489,0.916747610285308,0.910040438193389,0.910846506474891,0.902010468267303,0.908924920678052,0.898812498526988,0.898096138694303,0.960192034269386,0.972482064348162,0.973718498005124,1.00887754444112,1.02592326964226,1.03035727929115,1.05094870044452,1.04781462239882,1.05295557422687,1.05390618321815,1.03915067891426,1.03807640364401,1.04082453896447,1.03470834234292,1.02717105614749,1.02748089941137,1.02735606215225,1.02034704124337,1.02165308565258,1.020979672493,1.02120136493309,1.02127392222244,1.02016099937481,1.02150010026861,1.02851943023781,1.03110798706332,1.0383243245717,1.01843122259818,1.01824558320446,1.02214222355033,1.01540810471692,1.01293834852088,1.01271914266917,1.02629387777328,0.953243525405514,0.827619310168395,0.825697909489637,0.558129415872266,0.35431886714417,0.339305809097682,0.345316483261913,0.380734117560743,0.38025216828955,0.399901395710543,0.427587429314133,0.483228814236302,0.483228814236302,0.509493018015475,0.526031804387345,0.524619771490655,0.528652130051672,0.53272568977488,0.532769182902216,0.531316273353807,0.532550504727768,0.541205917699158,0.540951555117898,0.538934495528177,0.545055825021024,0.545055825021024,0.594270533973017,0.735984765902273,0.720870538277631,0.720870538277631,0.745487572181778,0.780898732184793,0.780141988325604,0.821852220548302,0.856387437958977,0.865729752658596,0.863969711998214,0.857550126164721,0.870985901703829,0.870986801507511,0.86609938532531,0.860660962078342
An1_Tr82,0.961852929358094,0.96783826245621,0.96388264422892,0.947158456684033,0.947158456684033,0.940634794368046,0.944436404659457,0.944000454317988,0.946640008268847,0.963380105374464,0.983275372424667,0.981125901314623,1.01990198618985,1.07056370354509,1.07209231363417,1.08562793203883,1.08679062400428,1.08335127910123,1.09028837134716,1.08282341687244,1.08356906632943,1.08588923801499,1.09866266692403,1.05476983658404,1.06126655542813,0.9942749030989,1.00597929600625,1.00445064725124,0.99928576786449,0.968343173847663,0.956257835800725,0.957705999780917,0.947798728619256,0.964995250472715,0.965572176913253,0.962872531468591,0.970070512388351,0.978093768386575,0.978093768386575,0.967253545414862,0.974468165100061,0.974468165100061,0.981697617802763,0.995487243463451,0.995053035294873,1.00246359752921,1.00434330497224,1.02574387312518,1.0175163019027,1.02203250285347,1.04174370517011,1.03931737422746,1.04589646785304,1.05283610534015,1.050225618679,1.04768920529078,1.0357413061075,1.04162930539812,1.0392868429146,1.0282922903989,1.02560868518254,1.02571503299551,1.02359278496853,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.26259681094851,1.25307339894893,1.2846992453592,1.29279106104659,1.3271839874049,1.34409792857133,1.34319165270488,1.33800192032899,1.33376375945102,1.28841566504448,1.29192126011869,1.28544385608231,1.23759953190031,1.23825980615461,1.2475388489775,1.26172437085554,1.26404097425279,1.14088474547395,1.17664736173806,1.17563073521333,1.03255877386513,1.00797668138374,0.98285568998367,0.98285568998367,1.01410689205314,1.01213306349127,1.01498456514877,1.018411813818,1.0296776448673,1.02812151383166,1.0284531903095,1.02710740197994,1.02789841773411,1.02789841773411,1.02475744127858,1.02068279330789,1.02105013060342,1.02354670853946,1.02694652619315,1.08070512726626,1.08070512726626,1.11645867419921,1.13594596230361,1.14323469201262,1.06940734459028,0.981953829949381,1.02454526740453
An1_Tr83,1.03413241819107,1.0351721862232,1.02928922946151,1.02928922946151,1.02353470033211,1.00461864071725,0.912558680947901,0.912588706053202,0.951617653382162,0.973589257682167,0.974848761141618,0.97888689312403,1.00426912817189,1.00365988803455,1.01780839527324,1.0221731536205,1.0324219660142,1.03579313995931,1.02374797220859,1.01847183059254,1.01847183059254,1.01520255770274,0.996799694830666,0.995004383653079,0.977034526248021,0.980342654094387,0.992598155383697,0.99439350646834,1.00724062757244,1.00610055630509,1.00491055464978,0.996343630731725,0.995573091102145,0.983789726207509,0.985532596235123,0.981861802771658,0.98124830501771,0.980030851820918,0.999791632639188,1.01000441416351,1.0359524267683,1.03536822659081,1.0367258750105,1.0257879970372,1.02526924994316,1.02242289383176,1.0261942194231,1.02534129065865,1.02032173725967,1.03035006266241,1.03132021030732,1.04596728596226,1.03865259879461,1.04800661845183,1.04749462544456,1.03472822586089,1.01948122486913,1.0237894207831,1.0207182185173,1.02719927980488,1.05559889160903,1.05423537545593,1.05169194465618,1.06469519453171,1.05670132305705,1.07885041037828,1.10993562460357,1.11004622653927,1.11838586602883,1.13683556335438,1.16053322998922,1.15763486852722,1.15319076569016,1.17550496158115,1.17515176813782,1.17236499436031,1.18684178822623,1.15539309884839,1.15770123328085,1.12080405409293,1.02961936412679,1.03496983268683,0.899330403880433,0.922150210241576,0.922355397949038,0.995463722369993,1.02778579877375,1.02569009961274,1.04673992269582,1.08668566639529,1.13082215609061,1.13003097084498,1.13957412094756,1.15049668882565,1.14631479900834,1.15317937386848,1.14413531058984,1.15128567447929,1.15128567447929,1.15366221584754,1.16559391985474,1.16516328102094,1.1474677515129,1.12128990005592,1.12566270439727,1.12566270439727,1.11020908634316,1.10908739898505,1.10859310595048,1.10542562488833,1.0987514889793,1.0987514889793,1.09482046088196,1.08805287218905,1.09715155904639,1.09461958671459,1.09288113138494,1.09049061563829,1.09049398579134
An1_Tr84,1.00943228889452,1.02299186763519,1.02353498219023,1.00370391775431,1.00445930202111,0.998671981296669,1.01434372969256,1.00668007134039,1.00485892995288,1.01312367325216,1.00049101855402,0.99656350670014,0.996234116053188,0.989463296129745,0.98108235104874,0.981567298643527,0.979022338111826,0.985509494784193,0.988265835944609,0.988265835944609,0.993490503296653,0.979558469028131,0.982595237562504,0.981163016472532,0.985314484462397,0.986160025650706,0.986040760191965,1.00047987358265,1.0063395908341,1.0063395908341,1.00135268941588,0.990247637630968,0.990276609149949,0.98271157999672,0.979193242180447,0.972545668320673,0.972378110848294,0.968748377794227,0.967457831595409,0.966866958349416,0.961147070520955,0.941906433449004,0.941620102229358,0.852296380541282,0.799113484716329,0.789736694825278,0.776471755321301,0.79910751471718,0.830830660647132,0.830830660647132,0.871871699546119,0.891010982462333,0.892201289894826,0.898648685020624,0.907680742874012,0.917821972171709,0.911964585352224,0.922271321726371,0.929011934535798,0.928835425397389,0.925561285219833,0.926304037572756,0.923351042296167,0.922691379484431,0.922240241367227,0.920896050867339,0.921757303016167,0.917899958749737,0.922551809797558,0.924748396384616,0.916761971804426,0.919109788390529,0.918181070462822,0.918181070462822,0.92060253826664,0.928100379526886,0.92721928696074,0.950694733863024,0.964239854267365,0.966612221304153,0.969387742098179,1.0066111690364,0.956111361000903,0.956111361000903,0.920652905444647,0.833499609696811,0.83257002720028,0.847803181515072,0.849665208489219,0.85026777510758,0.85338907166693,0.853577650397164,0.847978596102422,0.847703279348784,0.831902178909344,0.834285465031913,0.834102942648559,0.831193699662678,0.831254387455956,0.819369484788766,0.818935963638129,0.82434283548345,0.814446864115104,0.814863598219339,0.771120054248099,0.772429368667043,0.784062227199365,0.783556863829422,0.807577752451607,0.879668510784953,0.884459809840513,0.917551398108502,0.938227335642045,0.938161130644237,0.957177953305284,0.964998789022595,0.970878885316741,0.971759693350755,0.97321745273533
An1_Tr85,0.980109894473915,0.986008111416331,0.986296330385435,0.997380313502559,0.991161534891408,0.990014758636929,1.06402149528907,1.06987512918627,0.995700892651519,0.993869636100078,0.960356165348659,0.952559038704068,0.950309602004353,0.984611518802744,1.0082729846969,1.01794007957556,1.01604547250597,1.02541924651713,1.0300477953111,1.02837172862427,1.02263796720197,1.13470547475501,1.21625254034422,1.21588489628979,1.18778522297478,1.25295814170062,1.25225904858599,1.29433083179588,1.28039554197578,1.28383881405932,1.29712258262599,1.27882926941479,1.27975000239289,1.27553099025751,1.27618971383318,1.28169481097778,1.28169481097778,1.28586765116956,1.28104397961468,1.27889193944085,1.27278768651268,1.27226650699002,1.2717850585618,1.26420201331859,1.25365113865574,1.25968296599382,1.2598057657631,1.25843245109457,1.22414108554371,1.22305179000208,1.28530256668975,1.28537569180096,1.28630356761118,1.28470966074948,1.28180083637914,1.29751539232175,1.29751539232175,1.30940599801695,1.29778110368574,1.30514829182226,1.30909480180666,1.32356679087028,1.33877488436098,1.33881488197299,1.32653966456749,1.32323981312563,1.32395338345917,1.32787490485863,1.32008962834294,1.32084558798017,1.32084558798017,1.29651644711416,1.29822335555253,1.29778511100027,1.17639844176664,1.07878779192149,1.07800600942746,1.03602569779594,0.981151462379299,0.979339918278438,0.979695168316707,0.964039424386951,0.964781605735609,0.966072931650616,0.960679349284147,0.953425519756965,0.941419807439971,0.940908963949586,0.934520284234846,0.940765696387345,0.93888919479936,0.947145710625887,0.95403275964015,0.95403275964015,0.97072947330581,0.970006008096434,0.97573580963134,0.9756174391682,0.992452388044787,0.991414194735137,0.991414194735137,0.986509036635802,0.974625461643158,0.975198448607875,0.975198448607875,0.981039132184191,1.01570351418101,1.01632390144953,1.03276959608342,1.04397059951786,1.04020602076715,1.03545807487311,1.02886040077112,1.02909814861409,1.02206904771226,1.01846896261795,1.02053600608052,1.02053600608052,1.0442963015481
An1_Tr86,0.766504509663213,0.822768017820695,0.947317848136671,0.938628602444802,0.938628602444802,0.999963090973581,1.01589315788678,1.00893989224535,1.02605858912456,1.03730291293318,1.03753808213792,1.03099753404387,1.0487653607311,1.04366931620837,1.04351321190967,1.06294894996805,1.06742107823973,1.07185468020222,1.09128656288543,1.09984583074163,1.10025514385101,1.11914362342542,1.19404569903894,1.25001666267767,1.25001666267767,1.27365951191345,1.29008161032036,1.29101756882195,1.27946385687936,1.26831117453158,1.24064701245423,1.23971758263864,1.22526875516741,1.20163683630753,1.20259124131505,1.18717776866142,1.17383358009407,1.1659439184508,1.15309474939811,1.13920751366638,1.13384761635767,1.13384761635767,1.13482662796861,1.13915775441039,1.135775422671,1.11789422476184,1.10909219662365,1.10987732138044,1.13533727893351,1.15715257356505,1.16296330053912,1.15586701447309,1.18254118248186,1.21373741274616,1.21392918346591,1.21233984268002,1.21814212240694,1.22731319829601,1.22636910680106,1.21877695838601,1.2018133338244,1.19833557600848,1.20061675713776,1.19191164774725,1.19445494954673,1.17875405322704,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.40305328753087,1.32068736645621,1.32256036738423,1.29155285572921,1.28811958718177,1.28780637699894,1.28993914616945,1.26194187703547,1.26159985980996,1.24167576248087,1.22626544967381,1.21819047697749,1.22092669518402,1.20410150316959,1.19744155092035,1.1889395303115,1.1906505754575,1.18843810731574,1.1805278101334,1.1805278101334,1.18745876127744,1.17901926643817,1.18149922202509,1.17773402547153,1.17496111525434,1.17601702431367,1.17542947089823,1.16700165775506,1.15038671025479,1.1506704972243,1.14649549128154,1.15700056598174,1.15790561836938,1.15098258740593,1.16930989561931,1.15905829423548,1.15643539366353,1.14687469404242,1.14101468727575,1.14304520278933,1.15075397260943,1.14845024624757,1.15725416519374
An1_Tr87,0.884832588420141,0.975409737126063,0.970178029391791,0.961498351095923,0.925557789631045,0.926859789783744,0.860893547849721,0.956671931107896,0.997047289739924,0.99672360268579,1.04528715371022,1.05539165915148,1.05650791900314,1.07257460567987,1.07108856960798,1.07118967857953,1.0654374189858,1.05756473851171,1.04928559993824,1.04927532000462,1.03803748644546,1.04921737589336,1.04799232132074,1.08246110778017,1.09504371853451,1.11961258303425,1.11977185506284,1.15275693399044,1.17175947611118,1.16939786097643,1.17194490782932,1.17275117350608,1.17233096183526,1.1578695685232,1.14344399366161,1.12550407105794,1.12550430444832,1.11456781219888,1.11560032450685,1.11565676193844,1.10857355275507,1.13113205251829,1.1310791034284,1.13532697936626,1.13593465651834,1.13501312984738,1.1327296168646,1.10306741597393,1.08984640374748,1.08984640374748,1.06124970284223,1.05215174504335,1.05355791225328,1.06546833260933,1.06846338279482,1.06726477772132,1.06726477772132,1.05659400195561,1.05899228970019,1.05824460796414,1.05008953983214,1.04424005028244,1.04098241978606,1.04200304482129,1.03618876791399,1.03696053122444,1.03717590861061,1.03020585701544,1.02324762386418,1.03006539383039,1.03084720618288,1.01172815030307,0.939775470818218,0.940547213292753,0.923392218115915,0.869059427032985,0.869370326060304,0.86927262684637,0.871869490484286,0.86991502025136,0.864119394693149,0.860944010585053,0.866355927079098,0.866675816689615,0.889292695547857,0.909586170508887,0.9103371457671,0.922271619257717,0.933597641792707,0.960999332562049,0.959728362484157,0.977292435121731,0.984339643931066,0.985882055329695,0.980511852881869,0.974797688944707,0.97443680909817,0.971037786035526,0.965749290092893,0.9650848214975,0.965171791510486,0.959067820501935,0.963274523084337,0.963270267170658,0.951549691508981,0.956166466125303,0.956653341364462,0.952193438644739,0.951757300009157,0.960130698978008,0.95986624952714,0.985297527204979,1.00410353908006,1.00311223486763,1.00618482669866,0.992142211090191,0.938455788425767,0.938499556231505,0.91821960488518
An1_Tr88,0.952953324707164,0.952097556303138,0.947931475801408,0.952944702117168,0.946567658993429,0.94046026896654,0.958770393560534,0.971356318568992,0.987773971289011,0.992370451506734,1.0045828232398,1.03444826741706,1.04041653805382,1.07023472105286,1.05957385617133,1.06160185305851,1.05486419054423,1.04425001863783,1.02680161001044,1.0230992742089,1.01262576271857,1.00555651219328,1.00058983096847,0.983342473340316,0.936462591702003,0.934542164426394,0.883633746947031,0.881223393485784,0.887150238941088,0.886582392476901,0.96318152889692,1.06284987572979,1.05625745562736,1.05875546933985,1.07625524810663,1.09118550131573,1.09118550131573,1.10725204172743,1.12046136393799,1.1208772300758,1.14367342967938,1.18128921518559,1.19491604124044,1.18803326379364,1.1865697713046,1.1711556823589,1.17038337916211,1.15667975706421,1.14442864187385,1.14357483532355,1.1455545653469,1.14486429741168,1.14563498460537,1.14161252352615,1.08680904497568,1.01508399831546,1.01597616360714,1.04097272495657,1.04982668622762,1.05108798459326,1.01858059218669,0.92507737804672,0.963327948517138,0.963336129982816,0.960689033972564,0.980322810505029,0.972864776984808,0.955371798235594,0.957906268133722,0.957906268133722,0.953706650133434,0.947434842971774,0.936796659991186,0.936670269465877,0.927205966299169,0.932824285511784,0.931925858100847,0.934406877218687,0.921910253312672,0.92099940655348,0.918894211105422,0.916216706056946,0.923324817628312,0.918777913138475,0.909574244409112,0.902634588305049,0.902634588305049,0.843412795333078,0.808131769817376,0.793289829515532,0.721297760403939,0.702599500720273,0.728857969269198,0.727506130751695,0.781250144152811,0.818110109219419,0.81743105152177,0.842613943649209,0.846669398726109,0.852347746415469,0.844020478686222,0.846547838562131,0.853223270554778,0.847159691941458,0.853447929739106,0.841177470286946,0.848606787109687,0.848606787109687,0.841839030369643,0.840605745912777,0.840157816649314,0.842287703893635,0.841498333798411,0.83567713842647,0.848417325450335,0.889952416399511,0.922731342233256,0.921076816721618,0.941566781636406
An1_Tr89,1.06849865354427,1.06931247343745,1.06179773247997,1.04802141655151,1.02476593091184,1.0226492986587,0.99889367211649,0.997889605319983,0.997941748953065,0.978027440382511,0.973962406557844,0.975108699399311,0.964415631293497,0.959868666779028,0.961253561374628,0.953648127472428,0.963598844367411,0.989994027838029,0.990352062562032,1.0183744085801,1.06102098808444,1.0590009258536,1.13281606893344,1.09254819127891,1.09610682421399,1.09610682421399,1.09137041347111,1.09999402866607,1.09999402866607,1.08662252339923,1.07051375716063,1.0686129322056,1.04120581146899,1.01383368500109,0.99396665548116,0.993463111583093,0.989686740143276,0.961931142364339,0.961931182060859,0.959417862280678,0.961594899785369,0.951662332750553,0.951662332750553,0.952462537598592,0.966485082752296,0.965185614497806,1.01006659138622,1.02745692098364,1.02739743873392,0.976041187857251,0.942993396021799,0.9448054084258,0.933498189612499,0.943746854899539,0.933466363940994,0.932608139573508,0.932726455406958,0.921577328751884,0.920486243003111,0.925250555512615,0.915188260989972,0.900692837180536,0.901223371544399,0.905116620168064,0.915441441369553,0.914765786276129,0.919435572567412,0.915797125151298,0.938464016693635,0.938464016693635,0.972398098356848,0.986020335172894,0.984406370120231,0.974439852239878,0.964030823067037,0.964926692245964,0.973020513902811,1.01719222265712,1.05052576571853,1.04943386865083,1.11025704330408,1.16276540814731,1.16200136272752,1.22936322782856,1.27823363199162,1.28477221832156,1.27234888235303,1.27131282900344,1.25826992945579,1.25826992945579,1.23800776458343,1.23093933187133,1.23353560209079,1.22906846446563,1.21873621901513,1.21611298094518,1.20248422724587,1.19934965494991,1.19963913114642,1.20103403755647,1.19036098333576,1.19748544681794,1.19556524542761,1.18847044014918,1.21180766051089,1.21598691803577,1.21625518201938,1.22345228471948,1.23137225505269,1.23190536494505,1.22086155185195,1.21440942741505,1.20583737310279,1.20093312855326,1.19682870142331,1.211594298826,1.20248078994925,1.09230604968921,0.991194941056194
An1_Tr90,1.07967454311294,1.06514549035047,1.06955358912982,1.07065410319892,1.07948324498618,1.02534827373578,1.02519500489084,1.01166181879636,0.98487197168222,0.986499257910739,0.977179112273879,0.967612377789637,0.967612377789637,0.968492707606233,0.947236216462131,0.946012751506356,0.944404362639797,0.941398032726582,0.941964763411472,0.941332920622911,0.939612782987958,0.953856976809699,1.05995730674853,1.05993036697219,1.07767123586341,1.11974783795229,1.12124777972492,1.17136511668618,1.19601169840309,1.18584310167675,1.18399304673512,1.18437341648501,1.15971371651589,1.15980851554634,1.14105168134409,1.12559855701742,1.12264922828849,1.11141442033637,1.11186042597884,1.20071867790741,1.20071867790741,1.26755405640575,1.34189456330568,1.33923493674726,1.41028691479978,1.46993783548244,1.4694257504981,1.51137545397163,1.51337197798951,1.50890030218056,1.50890030218056,1.51174268757101,1.51356150944683,1.51522668117837,1.49130647684232,1.48330557154533,1.47476372986441,1.47435554351416,1.46819592151111,1.45397078698653,1.45656221442792,1.43873267262573,1.43934553160604,1.43872790313097,1.44348943452481,1.44855310357067,1.44356261685902,1.45565620211645,1.45889462018334,1.48528603179014,1.48499939414834,1.49928129060209,1.49176274971833,1.49293707383962,1.49752634677764,1.43810787153865,1.38406254298165,1.38406254298165,1.36321716260837,1.32921321961619,1.32826732897254,1.30463864949931,1.30227545649869,1.30227508033653,1.31155762008902,1.29456682196616,1.29779250580246,1.29904605455154,1.29693557436341,1.2957087559918,1.29908381456262,1.29212755990862,1.29783383489652,1.30712987449524,1.30712987449524,1.30562327832761,1.29573940501662,1.29558975479188,1.29471929534885,1.31695356024418,1.31703889325642,1.30903352928461,1.30596035939303,1.31696214631081,1.31580014847926,1.32751364197002,1.35804773236208,1.36148740367301,1.37245229110831,1.36491684811051,1.36245333792803,1.35369140361918,1.35017025984696,1.34141317420318,1.3413361979057,1.32730154199064,1.32837453301092,1.32882412236648,1.31740901538479
An1_Tr91,1.01190289618565,1.00591440576258,1.00790810503009,0.998445357251779,0.992399933305893,0.999847780160247,1.00145479388963,0.998609676202468,1.0107153401267,1.01154070053389,0.998126245101719,1.00144389647837,1.00081076905041,0.993748839984429,0.993349627714303,0.993303832213641,0.993549528548798,0.991612726329368,0.995315546130032,0.995114935487856,0.99531491076806,0.983392611805808,0.981801956034285,1.00412137697047,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.02654351953346,1.03090899190011,1.04719998458249,1.06097351111071,1.08851406036836,1.0897678136481,1.10858927680389,1.11866807928169,1.12314871024344,1.11783970517725,1.10132511131122,1.10372549311208,1.10016618589616,1.10645648312002,1.12051256058588,1.12401769501234,1.13299610850509,1.1282976893603,1.1282976893603,1.12584861014746,1.14743042757295,1.13787783816692,1.137747688528,1.14751725519599,1.14247618617446,1.14468501979624,1.13844416472063,1.12778984813883,1.12778984813883,1.12583023543355,1.12016490701332,1.11656612852797,1.11668603626165,1.11915013983941,1.11414196981564,1.11028198329733,1.11250346366545,1.11560437021682,1.10958606155468,1.11123625120572,1.11424475473283,1.11623763058803,1.11688072699283,1.11089706486634,1.11366143936238,1.1174743225528,1.1090663321488,1.11024169122668,1.11024169122668,1.06616621814871,NaN,NaN,NaN,NaN,NaN,NaN,0.689061044819026,0.762046222775708,0.791401063756046,0.789569360687988,0.79286139198776,0.801538507776197,0.802392701042259,0.804290366430691,0.80791291791971,0.810630231120764,0.806634752025571,0.804285862154374,0.803377836952005,0.813596335786843,0.812779280086915,0.810707199150756,0.810707199150756,0.807622965884565,0.807734098181634,0.807040515826933,0.803918555644483,0.806314914793603,0.808960999283884,0.808960999283884,0.818629874208649,0.826153314356648,0.825201162667659,0.784892061771248,0.642936304242375,0.526172411837291,0.526342607620461,0.487327314007786
