TimeIndex,Animal_1,Animal_2,Animal_3,Animal_4,Animal_5,Animal_6,Animal_7,Animal_8,Animal_9
11054,19814.2219095581,33419.0555226196,33891.9148108314,16850.6237987433,13464.1668590097,20195.3969056061,30886.1732648378,26427.7251134368,42503.5007799171
11055,19983.2723093914,33078.2764926976,33929.6398450154,16858.5226610784,13539.2343707095,20172.6732565654,30681.2145212948,26591.493015471,42445.8181360224
11056,19967.6606377893,32625.0202816836,34005.8951389164,17020.8601591926,13386.8250350486,20267.6654641426,30949.7438613465,26659.1367492126,42085.3067608384
11057,21084.2929143736,32577.2114885776,34310.5852128637,16971.5946762136,13429.2418695928,20134.5249409493,30817.5487633842,26646.6001976235,42179.5547694696
11058,24336.7039770341,32434.9562248209,34310.5852128637,16886.7184312306,14021.6247465029,19928.266886383,30670.4074282154,26650.0766023225,42189.737291602
11059,24436.5501015149,32098.5400365248,34264.8012816592,17207.7998880741,14375.5659494407,19782.5198059946,30289.7727158809,26797.7712122333,42493.2662342928
11060,24903.2066834686,32283.2756082813,34240.8507594443,17346.4295242348,14367.5105329589,19806.4899073192,30465.950990679,26845.1410644231,42435.437073314
11061,24797.1412766908,32283.2756082813,34111.1824614432,17364.262194158,14024.5934918618,19871.5421941459,30435.2982510028,27008.0286835092,42435.1465827445
11062,24848.2814428256,32107.5688313689,34106.5277579714,17384.5314338366,13168.6356574809,19804.4900103649,30920.3642728601,27189.961342784,42287.8209387631
11063,24850.1349601444,32042.5699394681,34224.1442327099,17478.6014577859,13172.6042741237,19821.4135954816,31634.8834517425,27016.7953390477,41921.3788326369
11064,25291.4673869877,32042.5699394681,33994.1935714432,17653.3584415395,13844.5238897207,19818.3744308863,31646.5643626779,27407.6713794403,41918.3576853938
11065,25137.8653501231,31934.2355657742,33991.3422168298,17653.3584415395,14506.8547070317,19753.3987874845,31934.4542354584,27612.8662548392,41791.8273693302
11066,24961.5855901706,31943.6105698787,34163.9226608561,18035.4567882754,14499.6160686305,19860.9462421691,32080.3970678196,28429.5479313286,41671.0747999086
11067,22859.7059620398,32118.1243497365,33946.6666460896,18196.5299878947,15065.9438813733,19697.5665847842,31929.3098304353,28605.6998402703,41573.377682158
11068,20086.5483616851,31802.4999179562,33880.7073236072,17783.0301358658,15960.3405664273,21081.5915029243,30667.4368282367,33757.4861633896,41978.1978815345
11069,20054.55690488,31770.0519817192,33985.3710194614,17543.6990385896,15922.8511802502,20918.8953672091,31220.0360171719,34055.9347727004,42067.0880399392
11070,19998.0466191641,31781.1504795877,34041.4893511086,17444.8459008211,16023.5725795733,21004.7355683961,31209.4182783815,33801.6349080406,42168.4833260177
11071,20125.9339754833,31904.5215865379,34184.6529169295,17879.1741058877,16080.7817164795,20735.1783722183,31324.9590682308,33765.9842971008,42160.918095231
11072,19667.3331421029,31504.4769890705,34207.7577869069,20167.4568799363,16048.2326727141,20505.3366158107,31864.0491706068,33312.9433185879,42220.7351815448
11073,19656.1038841295,31489.6618351546,34195.9800212774,20197.3572171314,15915.1330342957,20487.1195040093,31888.9897868013,32257.9388000568,42362.4538690284
11074,19791.5510156578,31337.5368040736,33867.8268087124,21389.56265599,15983.0488678729,20491.3702282419,31850.6712476008,32272.6009939971,42391.3806017856
11075,20085.4834940308,31401.5330019301,33921.9505607467,21408.6979972182,15983.0488678729,20648.2945975312,32021.8965016334,31098.1519313793,42212.8558434425
11076,20082.1385207902,31247.6124961901,33925.7737516663,21715.4577110911,16081.1632080722,20772.9223733935,32138.7286827058,32079.7059044127,38117.5269276948
11077,20475.9501461842,31247.6124961901,34031.2649166435,21715.4577110911,16375.75548843,20785.0068034863,32139.4947724245,32003.7362504864,37395.2278303998
11078,20846.579180617,31641.1243374217,33990.0553913301,21702.0821525362,16379.3618735044,21344.457680978,32154.8530222081,32117.5296973705,37450.2907209192
11079,20702.3573554906,31508.1718206664,33836.5731799752,21659.4583471557,16594.6824649603,21390.8177644462,32076.2738479799,32876.9426774115,38878.8334912761
11080,20655.3795246823,31600.9345587093,33867.7986439196,21657.3159049409,16958.2435477143,21356.8861854887,32095.5472385581,33586.9997264387,39177.0969182273
11081,19041.1131229992,31775.7673368798,33735.4549021737,21400.6453561219,16923.0487795466,21156.6244806805,32025.0266901532,33586.9997264387,39178.6863402154
11082,18852.2108304081,31691.1658348217,33501.5588240995,20986.5431060336,17227.4805547227,21012.1824439459,31955.8261617107,34186.757173519,39699.1851783859
11083,18005.5687774767,31617.5484294688,33534.8793876708,20986.5431060336,17345.5769022468,20977.5492051504,31924.1107674217,34250.4295522838,40121.3107209362
11084,18139.1611291037,31617.5484294688,33596.3383776684,20829.2609839313,17107.5270199112,20883.2168361505,31541.3097559105,34237.4188865649,40103.7595672564
11085,19206.3756523086,31590.7590272736,33534.4439453002,20773.080004658,17115.4324188151,20635.8667899083,31749.2723397764,33083.8972534987,40376.9341967407
11086,19206.3756523086,31514.0896187039,33226.6260111111,20618.8333843528,17004.7392548256,20589.238960138,31390.1783590086,32705.0912318371,40333.6079136843
11087,19477.9645507698,31536.7301759539,33262.8838935392,20618.8333843528,17180.6593937402,20566.1767674376,31390.1783590086,32704.9506249425,40185.607231902
11088,19609.6934084171,31203.9217819653,33161.6984943761,20661.1252304123,17184.6548950102,20528.1151983627,NaN,32185.2122418606,40092.9760067709
11089,19589.0042140185,31912.9511548697,33093.3148796697,21489.2515077371,17150.1377263767,20455.0087321967,NaN,31809.585605563,39990.9009883782
11090,21034.8985023604,32395.4705122992,33121.6732010382,21446.2385751993,17155.8055870692,20437.7652901249,NaN,31592.1289410593,38468.7232448731
11091,22051.9983590246,32451.5542559691,33096.4636778017,21853.8571067032,17190.6336555204,21008.9266767038,NaN,31574.6953999595,37577.4821518554
11092,22450.8458870223,32991.6335833812,33244.6172909908,21841.0774118757,17184.2349516427,20945.5814518577,NaN,31681.9696203323,37552.6585759198
11093,22469.3481661095,33995.4246333353,33244.6172909908,22744.6231611098,19241.5870439593,20941.6099729537,NaN,31837.9894704531,38391.6554145966
11094,22900.0716666213,33998.8893381067,33603.2279704009,22749.7965318189,20385.9299905467,21479.7146640021,NaN,31851.7403241324,39962.4324132806
11095,23170.4144987768,34493.9715193599,33647.1351884615,23619.697407285,20379.0668309667,21644.2112759683,31075.2835393964,31895.4579642724,39932.8977764003
11096,23154.319630245,34475.1039454345,33855.9980538226,23611.065402064,20681.2228583059,21637.220351815,31306.8917971464,31181.5863014878,40496.1853555404
11097,23274.1006565846,34467.0569712336,33855.9980538226,23631.1796703689,NaN,21637.220351815,31311.5511372333,31283.1784163151,40256.222072517
11098,23202.2191274029,34282.3733535223,33641.7774381545,23620.0929869829,NaN,21424.7576964407,30889.5208985828,30596.5763761172,40408.3345544728
11099,23202.2191274029,33682.4852164475,33420.0608843588,23447.9917524309,NaN,21072.5336129846,30906.2074062978,30748.8516362915,40347.4071091689
11100,22746.5967057357,33682.4852164475,33420.0608843588,23457.4284512051,NaN,21078.8487598477,30883.2571341745,30983.8806350623,40060.5637569842
11101,22647.6679497777,33078.7974651255,33386.4073742038,23226.7192103223,NaN,20746.0946872677,31228.2089805611,31094.4634422434,39920.7085167618
11102,22451.9172371442,32789.6917406814,33213.4552561076,23396.1450444075,NaN,20714.7737287379,31325.1147286511,30898.4264072303,39920.7085167618
11103,22451.9172371442,32806.2240148787,33204.1305745517,23433.1468804399,NaN,20681.7624913939,31266.1964850578,30760.342393564,39801.3946567194
11104,22596.2344831375,32914.93544992,33204.1305745517,23433.9943325024,NaN,20568.0332881375,30962.8417238164,30774.1749977609,39654.9655170966
11105,22458.0758059875,32705.9847392864,33105.0966415071,22865.4816562082,NaN,20604.0725878337,30734.7546605037,30570.0063978269,39656.9567330755
11106,22486.6474841252,32703.2407114143,32795.1837724118,22166.6553786124,NaN,20486.4243199718,30395.1525090524,30057.4976987266,39788.6391928729
11107,22056.094825617,32672.0480532103,32810.824594192,22166.6553786124,NaN,20450.0037415243,30403.4031429826,29817.0904841244,39548.1216332689
11108,22010.7620591281,32813.3671329856,32826.0945641768,22217.0855478578,NaN,20468.9293459672,30193.8971424305,29921.02764419,39770.2819283561
11109,22019.0902920872,32889.7067606411,32869.5730885262,22339.3803867346,NaN,20473.0547855669,30252.5075157517,29499.1378541542,39961.1679307617
11110,21926.8115804292,32727.1390559898,32866.3780717148,22390.3857141302,NaN,20446.1603734171,30260.3479451291,29637.7032286744,39640.4600008413
11111,22005.8461805632,32796.0177484637,32711.7948614162,22266.3290853472,23778.7748675748,20409.5285756734,30139.9037000283,29640.2998370901,39492.5954554697
11112,21623.3242131734,32576.6854906882,32675.478460021,21926.5265116949,23767.0293550665,20351.292879766,30059.7108506365,29978.3389649332,39489.6205857224
11113,21625.2792159012,32579.2397201963,32536.2751662467,19245.8339784116,24930.4394916707,19989.8219523721,30059.1087808451,29895.5034120891,37092.8560213016
11114,22032.4969750469,32518.1469487328,32539.9310282942,19230.3450863978,25805.8489656771,19998.3292652207,30045.3906432677,29867.5043063487,34120.1774897149
11115,21989.8482396416,32610.3642126659,32508.1470700233,17704.0581500336,25768.959979195,19751.4999335004,29817.4053133472,29870.7432406084,34142.0865946661
11116,21994.0926936294,32476.6055544486,32339.8798198285,18609.4551329519,25895.3844650662,19917.8225795824,28999.5508001773,30064.9488503938,35362.3023766707
11117,21358.9062242991,32522.0802118575,32452.9903861018,18644.2398234115,25831.7443109565,19918.0427215777,28978.3974316707,30170.8163612745,37058.0582041735
11118,18791.9039664422,32388.7737676216,32602.554329667,20946.7456002392,25841.8001270659,20888.7882416407,29130.079655811,30234.0259062268,37075.8773382182
11119,18534.4326781749,32402.5569274423,32564.5000286951,23430.1462915875,26017.5037031488,21015.8668873173,28996.5018912901,28524.1815318406,37829.8341019668
11120,16963.3611248506,32620.707875647,32461.7290547787,25911.6039147617,26063.5506101262,21023.1947238578,29055.4757433158,27749.4185079441,37597.7868137724
11121,16108.2835579672,32648.4450778403,32461.7290547787,25911.1962374883,26561.5200713431,21099.8870504879,29195.6457533733,27706.0931494924,37425.6814468358
11122,16253.5433053853,32649.8223018761,32301.3723339453,27905.0382766317,26561.5200713431,20812.7123423665,30148.0566719004,28853.8769701821,37425.6814468358
11123,16183.1186647976,32641.8543048334,32454.1131233698,29237.0632901136,26946.2545199187,20034.8348584748,29225.8956208421,29670.9764033585,37551.1759575432
11124,16572.384547196,32604.3761362128,32454.1131233698,29237.0632901136,27149.7979422858,20009.6463366564,29228.0022297796,29662.7546908676,37554.6573550961
11125,16922.0298544349,32625.3109563935,32510.5536660789,28609.1550376015,27156.3320466392,20555.1492108082,29541.1317465384,31149.0985550839,37585.3416210956
11126,16922.0298544349,32577.9300049355,32496.426716443,28553.8737480016,26703.343395139,21457.354942087,29377.5029733308,32339.8283153497,37508.5577379516
11127,17536.3610977649,32555.3606016844,32532.0130070946,28600.9287935951,25967.9111968052,21574.1979571225,29380.4043148417,33559.4464031802,37460.6822904606
11128,18465.7896980279,32559.5710089514,32481.3678070548,26606.4676815553,26205.4836133483,23797.7856434467,29491.2314376407,33559.4464031802,37648.7359043555
11129,19258.9234815574,32967.0636861174,32545.5596289308,27418.284455888,26212.6363488846,24715.4568478654,29392.978357975,33623.4206584938,37622.6417332729
11130,19258.9234815574,32896.0758187651,32482.4982159016,27215.4079133558,26223.0432789958,24878.1327377106,29240.79864096,33258.8735299718,37389.8582068344
11131,20135.2259620251,32894.1644214168,32695.9412148431,27256.0765309828,26002.8133234383,26146.2613114943,29197.7378240675,33209.5754999656,37396.7042442977
11132,19792.9226478106,32855.0146876199,32687.8171755335,27527.3027654952,25994.6690089589,27409.9425043434,28992.8408092657,32122.2290891318,37551.6901523884
11133,19771.0552852291,33069.3675447128,32419.4855932096,29432.1767298007,26535.0614272839,27959.2958297666,28872.8051386946,31630.7085547893,37736.0415272146
11134,20091.0139942163,33071.1239856041,32403.7295907667,29425.7960524493,26679.9615002254,28082.7691349656,28852.2029777055,31032.7320738546,37944.330301051
11135,20084.5662251022,33862.1007707032,32524.3340999532,30020.0511488763,26823.5836761728,28486.2835694097,28851.4273851618,31027.6087026427,37938.3351847743
11136,20080.3226003274,34269.0601154429,32350.7968805477,29187.8674951643,26822.6919380056,28375.3166046121,28795.7449652601,30036.7167110286,38016.7007508683
11137,20057.4556703182,34443.1319174827,32363.720907591,29171.0019782234,26489.4378771925,28397.8440411826,28828.7843753273,28245.3506881878,37946.1579586005
11138,19848.113706288,34435.007678212,32162.1243275644,29705.6045491,26487.0421848635,28141.0501432306,28711.6955235827,28235.5801618959,38096.7458049325
11139,19609.1254819914,34744.6302477086,32266.098399978,30444.7716919422,26445.3699719466,27765.7821982456,28616.4039732113,26764.5128341858,38021.8849167793
11140,19587.3832770839,34502.8365555598,32480.8478985406,30727.919475454,26538.6890892919,27749.1368762427,28404.4245131786,31583.5778179432,38009.1141396703
11141,19722.3711828177,34502.8365555598,32478.8530595562,30713.852226105,26409.4477810785,27014.8654079681,28404.4245131786,32163.4900094917,37714.6426672001
11142,19584.388789086,34441.8112720751,32738.5250926198,32025.4192056757,26441.3149578341,26704.3560522589,28414.4306075739,32236.5739751943,37610.1033037707
11143,19584.388789086,34020.9180065481,33049.1329420217,32446.5018737675,26397.990764401,26185.2203460553,28477.9974703153,30703.5896049231,37448.7575895216
11144,19709.6930011108,33986.3367602929,33082.1017105427,32595.9840308819,26600.7882400203,26345.3850636997,28421.023467279,31338.8107871645,37588.1544919001
11145,19832.2540421848,33832.3520814851,33033.4458907091,32497.2291614163,26310.1191558525,26093.9180071339,28627.1634194649,31439.8713523757,37588.1544919001
11146,20194.2093112517,33960.0313744096,32869.8654989324,33046.744041911,26390.6642861859,26175.978954136,28752.4416141734,32177.5834832803,37904.7571478897
11147,20190.0402798758,33785.6807982442,32873.0611112523,32943.5923209217,26366.112006301,26172.5737781736,28689.1376963344,32003.2928633535,37800.2651473437
11148,20320.6836240575,33785.6807982442,32913.6062762101,32943.5923209217,26372.8907907133,26132.8062379888,28767.4276732223,31926.4009501904,37908.0342697603
11149,20490.8741551283,33604.2998022784,32915.7298889322,33453.7780872257,26441.8784160058,26272.0500009606,28984.5787046886,31705.1180766566,37925.2658461824
11150,20459.3606286075,33453.0617659525,32769.8571160007,33836.9883855039,26521.3878011188,26052.7361692507,29089.6112504254,31035.3938821817,37587.1993648959
11151,20934.1150262978,33427.4202937598,32808.4871851387,33824.6528945719,26331.9273461553,25976.7085786456,29273.2884355957,30502.1876817927,37707.0953475303
11152,20447.7179416612,33336.4056603531,32618.0276967961,33922.5193806,26358.8624987549,25709.2953042687,29285.9966236557,30493.0867119041,37578.4331933688
11153,20447.6126463401,33115.6343713455,32542.6722361115,33228.4140637795,26542.0872904456,25511.3488204709,29073.0228538754,29589.0953636962,37780.7519870546
11154,19353.1590502573,33057.9218575467,32652.5704284637,33227.9678927978,26884.9294793769,25528.8399073584,29057.0837469512,28865.3304443396,38226.3444460806
11155,19126.0794438156,33123.0352963967,32373.3544408126,32380.1173241325,27098.66913685,24937.5086448733,28832.1024361576,28863.6872414226,38113.5888240509
11156,19174.3641112624,33193.0399093175,32550.5904387676,32356.5308362969,27098.66913685,24860.6150841146,28683.8023233314,28610.3472912594,38347.473031119
11157,19117.2669497512,33218.692973801,32327.4036082614,32858.3534297824,27011.7582329951,24416.0198089506,28682.1103401148,28321.6735132942,38147.1282620985
11158,19286.4557739286,33184.0486171032,32406.7178591056,32794.6003052603,25924.6133270241,24504.4621669713,29165.0627889756,28344.4704487686,38468.8026037599
11159,19752.4141160794,33288.7817702952,32467.05242806,33050.8448900442,25849.3544626141,26194.720521963,29011.7141094671,28161.79729571,38456.8528488853
11160,19752.4141160794,33464.4087799997,32484.5790618088,32775.2435588341,26206.461823581,26984.7607740937,28975.9736414825,27925.4748601889,38670.6440492648
11161,19572.7595954305,33425.2093910966,32467.8058523814,32591.3799507686,27401.4662138628,27004.7496795648,29021.1255620258,27958.9919957328,38657.2679498412
11162,19544.1151143373,33656.7938731595,32661.3051154052,33642.1553761158,27404.0295521029,27203.6729426945,29256.020744651,27794.0598330678,38692.539842465
11163,19507.9019401412,33891.9267540112,32906.6592028906,33064.1955662835,28448.318119675,28443.5414318852,29171.6238451922,27653.4546315919,38401.247107175
11164,19327.5146677401,33883.0168377743,32909.0512642169,33054.1067813019,28706.3785042828,28503.1604369004,29238.4347248308,27428.8586658194,38139.2696316169
11165,19259.3029255957,33883.0168377743,32926.3872426155,31786.4959888582,28669.4086641728,29750.7240741411,29247.6247995267,27428.8586658194,38241.4113001048
11166,19184.4235954826,33628.6163111786,32945.7595729956,31243.0176388191,28695.2694483665,30381.9151998652,29110.0891941394,27447.7468818286,38272.6124748194
11167,19216.8192537085,33635.5034121338,32833.0197290799,30806.6116551585,28466.6811234494,30459.6342481217,28924.0501617947,27212.2846966158,37864.9106335994
11168,19120.7276957403,33634.8164698368,32843.0117619413,30789.8089440937,28031.069831095,30413.7464466133,28942.5116065516,27206.2709922027,37977.9818080866
11169,18880.0408723947,33152.0764762417,32642.7537097948,30663.3782076267,27985.4899370702,29794.4899012574,29064.8448139216,27276.4259652215,37890.9387233999
11170,18924.9345141005,33058.1727610594,32563.4858089163,30695.2449884881,27849.9280985654,29720.733717622,NaN,27006.6302925251,37573.5092732381
11171,19059.0861572595,33077.0600374058,32524.5681256811,30580.0545143728,27664.855197469,29683.8595929629,NaN,26832.8756084393,38208.7142334713
11172,18827.9480001653,32758.4304723458,32549.7287910938,30371.5968886007,27588.1134044253,29558.5419747176,NaN,26845.9224083556,38208.7142334713
11173,18865.8453243058,32938.8065829371,32670.4118647617,30125.7772524019,27576.1914675303,29087.2384088304,NaN,26807.8635607032,38856.7874233423
11174,18843.5128201251,32904.562121917,32656.8070011553,30089.722986959,27435.5072484362,29106.9635116502,NaN,26965.9288000892,38982.9979577911
11175,18882.0788162868,32904.562121917,33026.7119764841,29880.6372590783,27573.8940849752,28804.4114470812,NaN,26955.7038735488,39085.5202316038
11176,18962.4344877437,34440.8564305898,32975.7063418589,29939.8749861298,27574.9822416421,28708.6655992075,28651.1612654664,27014.7326057357,39052.497542034
11177,18980.4870370145,34966.8295143064,32704.7875071746,29890.4688416064,27446.0146673664,28377.4177666855,29266.4463129673,27104.997130101,38994.8457165826
11178,19293.1638496555,34942.3768119392,32835.5034836245,29887.6430120298,27165.9271167943,28391.9623015234,29308.0681520464,27355.1665036925,38832.3983243448
11179,19291.8637368869,35191.5135724127,32738.6313259613,29858.1751621444,27083.1828492639,28331.2052161671,30030.5901275983,27355.1665036925,38832.3983243448
11180,19301.9263448445,35416.6030742714,32599.7454905885,29899.4791551341,24416.8980466467,28040.5263570565,30683.6790973131,27391.002606502,38572.4857935812
11181,19486.2572232713,35416.6030742714,32599.7454905885,29855.6067303412,23796.3608211324,28038.851820378,30676.8146357153,27327.899085847,38607.949158966
11182,19433.9830917677,36072.27901273,32406.5272644806,30035.7996175505,25294.6819768855,27772.4900988647,31141.4059270568,27325.423839359,38455.4172126381
11183,19717.1938254808,36262.6174524943,32438.3908390171,29923.3129817578,25253.3894747795,26984.2163165442,31329.1356836875,27191.1645423918,38574.3501648258
11184,19708.7354526317,36398.0868059052,32286.8601031696,29982.097262388,26638.1577670448,26989.6519807574,31321.629447797,27754.6357218089,38574.4918689452
11185,19197.1192225203,36398.0868059052,32286.8601031696,29960.2796215488,27139.8095955424,27736.8635178924,31264.8711237219,27717.8190955547,38074.5804308547
11186,20796.6269173983,35881.9749977085,32389.8355384722,29699.5966860472,27139.2494793854,28053.1297851471,31401.6894312758,28371.3077531046,38061.1220937603
11187,28308.0987455395,34246.0412648625,33587.4702636469,28079.8129467142,20603.1840302785,27695.7028807582,27301.855001984,35033.4258807484,40068.6846002601
11188,28493.0964217188,33436.477589661,33496.9422425566,26345.0575260197,20641.5178851206,27724.275865458,27160.8212581018,34562.1701580219,40512.2629281436
11189,28459.3462374195,33479.4452923373,33335.7909681506,NaN,19121.9964016689,27647.3058307798,27484.1131142835,34435.0298118023,40877.0648503904
11190,28549.5792127098,32917.2223154279,33376.4681511629,NaN,19099.6565412143,27595.109027705,27546.6892624114,34435.0298118023,40864.934325756
11191,28627.5415139537,32821.8317494052,33539.6973837984,NaN,19236.1454459236,27443.6602026047,27530.2580295234,34487.4363553985,41293.7849604391
11192,28647.6252034254,34126.5363034468,33411.8950970265,NaN,19247.59281454,27199.9708071312,27704.0133148366,34388.4690257997,40981.7836192586
11193,28454.45961587,34126.5363034468,33519.4551052501,NaN,20706.5024976177,27200.1273595824,27670.5077678785,34364.8890284615,40843.1065745351
11194,28119.0025889377,34314.3179533965,33342.8200458945,NaN,20939.9605641081,26971.9492899821,27620.8469276525,34411.0348484939,40784.7246218826
11195,28097.5403945557,35161.1161981026,33203.7206213494,NaN,20938.4232554196,26894.7945969755,27675.5001155865,34050.7868552977,40089.5653381044
11196,28215.3777029189,35161.1161981026,33233.4114585506,24815.6968047467,20771.7589722053,26848.8830072043,27609.5119964807,34033.9771323949,39876.551078733
11197,NaN,35775.433050172,33117.3214377814,24825.2455767385,20709.5236597525,26844.4795656848,27543.2250541552,33804.1884472516,39863.9597875944
11198,NaN,36240.9302653616,32953.6595552226,25193.5159973548,21169.9271930343,26985.9272378942,27730.0427229921,33898.5433010205,39627.8347218322
11199,NaN,36336.0304349245,33011.3699855571,25256.7116647088,21163.7856637777,26985.9272378942,27581.0828692789,33813.3675032638,39578.6155874831
11200,NaN,36336.0304349245,33012.9569324804,25696.2748492146,21538.5492255312,26990.5332031747,27565.6980308077,33813.3675032638,39449.0106965846
11201,NaN,36117.4033908972,33434.9146713251,25681.9468912492,21530.9885427459,26936.2518647728,27477.9305293445,33643.115636833,39310.3619886812
11202,NaN,35772.6937040499,33548.3628180308,26075.9226052821,21530.9885427459,27123.5883123814,27381.1884281342,33801.2109352731,39179.7554675366
11203,26470.4510417644,35714.4108344478,33400.4033744624,26446.0054663558,21530.9958891549,27015.0454737854,27367.5337824963,33707.077254775,39294.1295457309
11204,27573.9338598634,35654.9583302879,34353.0256142341,26404.4530040696,21478.9507463463,27374.4781391954,27521.6562888296,33650.4085705967,39294.6981824715
11205,27524.6923982089,34931.1944297727,34545.4345715154,26100.2958458195,21463.9271337993,27570.9517682049,27469.0868967403,33627.0203178326,39196.4857345393
11206,28414.5132899199,34914.760679472,34238.5967788829,25813.8893728679,21726.1629398888,27732.9132600064,26764.6214537997,33706.5076566417,39447.9367557339
11207,29100.0870053616,34944.2949151709,34246.9336697629,25698.8113278982,21612.7876774684,27839.6138566743,26761.2605234965,34213.9921573189,39594.8017869321
11208,30858.1180657345,34065.5412498325,34057.1184627472,25827.7918112124,21610.2553882888,26460.2696207817,26042.7908717862,34087.1572141005,40477.1244798419
11209,30861.3439679262,34252.3050062052,33919.6515296214,26631.828690201,21346.0571824468,24455.7011828005,25496.6382179872,34289.5923691204,39568.5862599071
11210,33402.6879657876,34144.4134875314,33916.766775699,26779.9472323699,19261.7708501779,24455.7011828005,25499.9690715272,34128.9549065048,39597.7481120129
11211,34665.1645223412,34386.9359614655,34011.0634074704,26820.5193964219,19953.0717837024,24824.7522519073,24578.9511112552,33875.5946979856,39608.1428213702
11212,34709.9829833019,34981.7181147232,33845.8254679709,27523.1907137285,19961.869921061,24714.6565083082,24956.2603496095,33649.2126915615,40596.4990540987
11213,35818.5610655563,34998.3922150391,34136.7084561434,28871.8539953147,20989.0224372034,24714.6565083082,25152.9182428035,33473.0209936809,41063.6034547806
11214,35779.1759197148,35556.9051899614,34062.0739435508,28877.6840232783,21139.5091687586,25086.5983554667,25149.9383055582,33586.7667860293,41078.8905922529
11215,36625.1336757922,35446.8771683619,33903.8019238571,29777.6849331029,21150.4515351925,24966.776445829,25034.5228715624,32404.34632517,41725.5709866072
11216,36625.1336757922,35225.470888592,33869.4411162273,29816.2286237533,21120.3652552776,24527.013689915,24963.2843817128,31611.5303305669,41353.6860347841
11217,36771.1115985408,35250.113155397,33888.825564414,29816.031171723,20592.1109470923,24481.8198076132,24985.8451493462,31606.8672918131,41172.6845190474
11218,37359.7106423053,34860.157855338,33459.8318201562,29734.5602339867,20373.9768947773,24048.1779183907,24825.359265771,32280.8111542884,40941.9045704616
11219,37401.4997595274,35001.1727431472,33378.9169853678,29557.1240899653,20441.6094096101,23546.1239254025,24561.6097751486,33064.9198306112,40847.0611955221
11220,37069.5717654322,34819.5520212615,33512.0301185595,29164.4162624007,20384.2748216863,23575.6105366008,24519.1842165858,33076.640186076,40211.2248055572
11221,36895.5928652315,34589.0570967783,33429.1467567543,29061.3644156934,20124.3915905992,17321.7555926521,24187.1403724894,33428.7987112342,40221.6978601216
11222,36845.777861361,34242.7811332454,33478.1482653464,27936.5920146289,20120.9562940598,16880.2100927137,24059.3552739858,33363.6420847422,40060.7174933239
11223,37363.9939589906,34264.6150992452,33364.0968539824,27328.0213463264,18602.0612205893,16882.6042269709,24035.5010534576,33560.7790099701,39888.6825631074
11224,36651.3698685668,34430.1656236994,33095.7462849019,27324.0090090682,17603.0143993592,16817.5964042945,24019.0763355626,33567.4114561792,39763.9742366598
11225,35779.4475478378,34337.8860245681,33139.9347096113,27578.4250340221,16440.3338265715,17163.2621991287,23896.5120723027,33710.7424218363,39705.4432834616
11226,35737.6706663625,34414.6968573439,32973.4496543391,27840.2031263414,16443.0350860051,17189.5022407509,23650.8138678862,33971.3258866453,39648.4667548971
11227,35580.7783478694,34338.9079349281,32988.5602398871,27970.142139966,15665.02834135,17189.5022407509,23669.8139503781,33953.586243031,39666.733128559
11228,35728.4633520436,33662.9015997661,32888.315781239,27967.9814989988,15879.2391618452,17332.6954337335,24067.976668106,34126.0081593936,39511.9169887607
11229,35715.5949723427,33357.2622393699,32830.0887678389,28035.4136716719,15862.3073250569,17523.1035882419,24644.4466441506,33656.845608316,39738.5136872437
11230,35991.9667108309,33392.4896826798,32845.924626191,27964.9122552774,15941.2337982868,17580.998934271,24662.3965541257,33644.211284095,39539.08813061
11231,36229.9199294654,33675.3429187641,32967.3568704368,27968.9564372934,15907.4677905895,17698.4517160924,24692.8750647176,33358.9561737719,39568.5762658471
11232,36228.3533641886,33002.290086981,32988.6363767879,27932.3700601532,15662.1264645745,17527.9705044291,24340.8739577677,32986.4537102383,39536.6154120244
11233,36516.1152102669,33071.2357733809,32917.3561568501,27683.0910002812,15638.6861800908,17569.6168084003,24306.701796002,32840.5304936027,39260.0590012216
11234,36638.1616147731,33073.7971278574,32917.3561568501,27758.0826524643,15593.8587337643,17569.6168084003,24281.6157526993,32856.6122379878,39263.3224060739
11235,36729.899889374,33071.8858727227,32790.3980789575,27867.1818570283,15343.2270046059,17538.2046528128,24275.2456297805,32362.7314551576,39055.2788395212
11236,36776.6675611692,33332.1011902979,32791.1346429666,27759.5366782898,15249.8017853097,17770.4543247516,24402.8826933667,32314.5314390975,38852.7526861234
11237,37479.1773254745,33238.0182526523,32803.3753211262,27624.989562425,15733.7161278217,17832.4295748065,24377.1292746993,32307.5518674231,38977.4850711166
11238,37304.3535945556,33624.1736005316,32637.4572404197,27604.42027548,17631.2648415567,17784.8810268717,24395.4549222021,32274.5691011881,38918.0299267692
11239,37297.1887057374,34679.9465201016,32752.8488152342,27388.8053074817,17688.0769075325,18124.4815381217,24151.8584843214,32600.3963769952,39115.2651245317
11240,37399.9553697191,34552.395344371,32769.1502695428,27399.0800407125,19419.1397344911,18138.6070388773,24214.5489797652,32584.5916990674,39352.2170888517
11241,37664.4473598635,35020.2429788595,32708.6216938769,27399.0800407125,19880.7544629474,18109.6752569881,24344.1327970204,32808.4625340041,39357.4424280904
11242,37847.0742180047,35198.3103844266,32550.7462747234,27407.6745320881,19880.7544629474,18300.9895631235,24333.2178868034,32961.1971239801,39336.3390950587
