TimeBin,Block1Mean,Block1SEM,Block3Mean,Block3SEM
1,0.995553717490085,0.00566145201005804,0.998719260121399,0.00681832634348129
2,0.996382764959383,0.00557154992508682,0.999349778031282,0.00637286682770375
3,0.998092512729562,0.00521137162927492,1.00091508341022,0.00604468316973776
4,0.997547261819164,0.00443039508692261,1.00007459229087,0.00552781875810834
5,0.999611177756326,0.00417959831947687,1.0010112213951,0.00516547742029034
6,1.00040287557288,0.00377677983688644,1.0003224065681,0.00493095496273655
7,1.00154705666931,0.00342140950937978,0.999857889667446,0.0046495464135424
8,1.00163244363562,0.00296961044550522,0.999703601064559,0.00428728950494515
9,1.00138078159594,0.00323477882297003,0.99995210232459,0.00420504598656714
10,1.00167059667856,0.0035376926697334,1.00026760954313,0.00404162102874908
11,1.00146134958204,0.00350042331199891,0.999117927762283,0.00391471444182635
12,1.00216578292519,0.00325368403105207,0.999584811420344,0.00432911549059048
13,1.00055690678782,0.00341057401361723,0.999913585008486,0.00541226529832833
14,0.998997555566219,0.00375274158384404,0.999678393235325,0.00589337016081195
15,0.998972401850344,0.0040313296591988,0.99913906489328,0.00613047059621836
16,0.998583597804293,0.00455481492510647,0.999467617081926,0.0060997724196054
17,0.999726893071282,0.00451146308531243,1.00049290404546,0.00642880717439341
18,1.00211815887077,0.00488525601184758,1.00211228172687,0.00668495375488545
19,1.0035961646352,0.00530966631029752,1.00331289376096,0.00687867964790456
20,1.00275644595098,0.00588218311592067,1.00383294719432,0.0069720187032229
21,1.00225584759892,0.00631402818750326,1.00303473349623,0.00738679179603802
22,1.00095936759216,0.00683499685084409,1.00205816519505,0.00822738433871359
23,1.00319371511522,0.00695469143261798,0.995561046063984,0.00976211944247696
24,1.00517232705534,0.00713728880168478,0.988837029351892,0.0112289681674267
25,1.01223601390931,0.00766896572755304,0.988564975366761,0.0121563051711001
26,1.0211719528583,0.00796658627028962,0.995503144126089,0.0126833061529641
27,1.03034619489454,0.00826658041551548,1.00564914018272,0.0131465920176084
28,1.03783723544931,0.00872839230639727,1.01412495549091,0.0138695585071178
29,1.0384184909534,0.00883685771899192,1.01563483754954,0.0144206793404165
30,1.03687130368293,0.00906569414341503,1.01398055468466,0.0152582667134743
31,1.03362493821932,0.00913008854571615,1.01007650473031,0.0161895552735629
32,1.03006601675972,0.00923441819967542,1.0064022779827,0.0164266597219798
33,1.02661910082445,0.00946022466917627,1.0028455221548,0.0170056006391425
34,1.023449573691,0.00934217470439646,1.00009677565124,0.0173361177545857
35,1.02061215216273,0.00954399729726191,0.997044465772743,0.0173653731419815
36,1.01754176047052,0.00938290278977335,0.994442081176138,0.0174200604634354
37,1.01563242290327,0.00954499629414223,0.99201148792942,0.0177014475943456
38,1.01282776254091,0.00967901667317357,0.988699807070196,0.0178518813570046
39,1.01016074306298,0.00964930497119147,0.986556966913299,0.017607743110229
40,1.00949851716841,0.00949302304960287,0.985162164393688,0.0174327600451321
41,1.00940135015601,0.00963911080176644,0.983060022113775,0.0173127201560188
42,1.0108022985149,0.00958891499014445,0.981366550414321,0.0174537768125851
43,1.0098230921972,0.00971049898852759,0.981551117106588,0.0172157690757855
44,1.00965007070923,0.00995970444353642,0.982381983675617,0.0176984623895683
45,1.00841144964999,0.0100293821065209,0.98102073135077,0.0179122470500551
46,1.00964002225799,0.0100361131063971,0.978413076160243,0.0181468187404395
47,1.00991818893779,0.0102301703002071,0.972763698678832,0.0179634114063447
48,1.0091489347395,0.0102370647529875,0.971378428059794,0.0182038471079103
49,1.00766006381711,0.0106537908842874,0.971516090096049,0.0184849163994499
50,1.00779557229923,0.0112248426264788,0.97118287810266,0.0186262754655376
51,1.00747127518058,0.0115148314169224,0.971588079761882,0.0178510340572082
52,1.00872041786925,0.012119388752885,0.974108809117494,0.0182987797789852
53,1.01109494290252,0.0125694849840089,0.975784207248239,0.0185221320100795
54,1.01244987268904,0.0126673516938184,0.979303843820772,0.0186576458061699
55,1.01253063011665,0.0134051654388516,0.982375154664816,0.0183522276496098
56,1.01438382837824,0.0136339504533927,0.984152933237241,0.0184178231980732
57,1.01508053014586,0.0135946424513452,0.987592390272123,0.0186999334871596
58,1.020563912949,0.0138264175203859,0.990831250182687,0.0190286764585913
59,1.02206469018687,0.0139881684270392,0.99104238772677,0.0193152896315892
60,1.02383155485018,0.014202980036435,0.991325110889274,0.0193203321393695
61,1.02552732928903,0.0143189881608103,0.997334801513877,0.0215539395232532
62,1.02416496965426,0.0149599204114642,0.999067527963376,0.021724480767029
63,1.02222346021802,0.0152729798960867,0.994107906405971,0.0198996150724157
64,1.02102312917621,0.0152344174576678,0.996358087780996,0.0202550225129237
65,1.02061257366897,0.0151976206134634,0.998826814486082,0.0198697824808092
66,1.02080327273011,0.0154479008076693,1.00076065011499,0.0200497289248912
67,1.02085078821448,0.015383054750578,0.999294578632119,0.0200893942659033
68,1.02163228137792,0.0152997211144925,0.996796807397181,0.0202550795895019
69,1.02273476039037,0.015348692512375,0.995878143529977,0.0204017517899348
70,1.02205236343182,0.015175070105891,0.998609142887666,0.0225417067667729
71,1.01920149576722,0.0151097327520793,0.999012620200564,0.0226339975511984
72,1.0187159616936,0.0149165769230614,0.999176181342596,0.0230277211249376
73,1.01778946004665,0.0150990507594458,1.00081590405113,0.0228920922674307
74,1.01786542728509,0.0151301166065696,1.00077196985081,0.0228198734574779
75,1.01732238683309,0.0151486038991696,0.999232102539268,0.0227740322174397
76,1.01604702978238,0.0152978514548954,1.00051919428597,0.022492433924351
77,1.01541749135021,0.0153851394951929,1.00212523544162,0.0226761969924469
78,1.01355055479852,0.0154639056658923,1.00208821521938,0.0226640372589437
79,1.01051374577267,0.0160727341958688,1.00097092865023,0.0229359809711106
80,1.0092735916727,0.0163977709471601,1.00092210130322,0.0231199475045049
81,1.00733979682111,0.0167581885786765,0.999480490591021,0.0231029332403665
82,1.0037664969145,0.0166738033614908,0.999440176271653,0.0232054242872964
83,1.00366461682447,0.0168885230272538,0.999591312074835,0.0231783770939348
84,1.00235108385394,0.0169096143700177,0.999177006610105,0.0228551534213867
85,1.00328082038349,0.0171127062058245,0.999591965764425,0.0229402791163913
86,1.00533230788655,0.0172018377650531,0.999126616238048,0.022679469404669
87,1.00538516126051,0.0173947743748959,1.00037511989139,0.0225703369475745
88,1.00649085920138,0.0172406789761799,0.999700002074503,0.0225218874097513
89,1.00843033003498,0.0169792921650439,1.00063578053612,0.0224341605500427
90,1.00848854776352,0.0171859597186983,0.999979855930761,0.0224811522770359
91,1.00633979945419,0.0170490312272492,0.998862751726889,0.0223004720555855
92,1.00647272233525,0.0169506241961659,1.0000476059197,0.0222905402245448
93,1.00620819902567,0.0171213324245516,0.995829426901629,0.0221775539476754
94,1.00497894744094,0.0172114281443182,0.995476048205827,0.022432853911419
95,1.00497192845868,0.0172229992303601,0.995723526887283,0.0228642986878099
96,1.00244204252258,0.0173350211351662,0.995975288891894,0.0230176244029738
97,1.00315341605487,0.0171745610900748,0.997867024741689,0.023093601809449
98,1.00313217515043,0.017251665826356,0.998260142623492,0.0228726990546247
99,1.00311015933815,0.017279208125612,0.998199358874931,0.0228912684291571
100,1.00286764498503,0.0174466839744151,1.00116167985596,0.0228764300677342
101,1.00321182735702,0.0172776998677341,1.0017383639583,0.0229247699804418
102,1.0028142816847,0.0170516997335674,1.00173489850508,0.0227042336626999
103,1.00092476701673,0.0170335805297129,1.00027014635163,0.0227570743314466
104,0.999378788962493,0.0167975709525094,0.999939471650555,0.0226661625746184
105,0.999118673801929,0.0168334369287401,0.996881126516809,0.0210140598162703
106,1.00080930840203,0.0169580646158623,0.998911000251788,0.02097293425244
107,1.00146072318934,0.0167919830864654,0.999702379287871,0.0207759275034187
108,1.00235209309551,0.0166967986701738,0.998669443410992,0.0206725689502415
109,1.0030137809116,0.0167887858943088,0.997882784659565,0.020775993016763
110,1.00348064110332,0.0167729544808527,0.997662712290812,0.0210134538349003
111,1.00663233379735,0.0168338922902301,0.998136849172815,0.0209926173023905
112,1.0060702221474,0.0169882068285354,0.999444925799064,0.0214418027013289
113,1.00726374379865,0.0170141418224512,1.00092219324805,0.021448972103112
114,1.01047608908696,0.0172702055225793,1.00345468721192,0.0215999950758025
115,1.01177272243231,0.0171568306276906,1.00124829643781,0.0214857490275754
116,1.01079851790531,0.0170701291907383,1.00259610205416,0.0212511574785796
117,1.00830773636357,0.0172617970332705,1.00393144663883,0.0215567864299712
118,1.00951875225159,0.0171830700979816,1.00762931452252,0.0224848881099405
119,1.00984988349228,0.0168781147595497,1.00821707164794,0.022395311725603
