"Panel","IV_Source_Column","Mediator_Source_Column","DV_Source_Column","N","Bootstrap_Simulations","Random_Seed","Standardized_IV","Standardized_Mediator","Standardized_DV"
"Figure_S14A_B","fraction_losses","deltaL_change","vHC_BOLD_fraction_losses_T01",24,1000,123,TRUE,TRUE,TRUE
