SparsityPercent,Animal_01,Animal_02,Animal_03,Animal_04,Animal_05,Animal_06,Animal_07,Animal_08,Animal_09,Animal_10,Animal_11,Animal_12,Animal_13,Animal_14,Animal_15,Animal_16,Animal_17,Animal_18,Animal_19,Animal_20,Animal_21,Animal_22,Animal_23,Animal_24
10,-0.224610623432831,-0.141683112703468,-0.115936877728195,-0.072170077938045,-0.154705457586603,0.158197385114448,-0.0523028913477037,-0.251790871038695,0.0889708838365803,-0.12748846749804,0.0453891119158057,-0.0654092080195023,0.318138972355352,-0.128856758052401,-0.00660426370243748,0.310786112930607,-0.061829766449621,0.138947442891194,-0.219975070910212,-0.170750989797275,-0.152903547606967,0.0515366897316973,0.131257309235198,0.0783448020532065
11,-0.0297693374134561,-0.0866371827574876,-0.0918780201754051,-0.0215972066215068,-0.15172489669809,0.104334074983528,-0.0533753884765091,-0.126584105157812,-0.0110839594679561,-0.155643257210827,0.0546424398552336,-0.0735708620435552,0.219055303315298,-0.210974570871438,-0.0388390215404839,0.185862068920749,-0.168642578622585,0.115608906282445,-0.223438236076781,-0.0848584020340072,-0.100464284031029,0.145837484607675,0.0976107872124238,0.0439930059747004
12,0.0420544171293334,-0.107288066152887,-0.0683657317854895,-0.172997584380605,-0.0951655200065285,0.0755682366446262,-0.148749824665012,-0.135479776026663,-0.0182160368351382,-0.154135386996561,0.0763318939225863,-0.143110152153698,0.0533472147337909,-0.169049679055622,-0.151180737888507,0.127478870959586,-0.221203466820373,0.11822839783528,-0.214315701083505,-0.0577311408030957,-0.0742795049238442,0.174527965353686,0.023259869203456,0.102686738875021
13,0.0151287596196591,-0.236210354777299,-0.0863534046777115,-0.107759736017653,-0.202539390254835,0.0772097929740177,-0.0338260548538195,-0.134790285491235,-0.0913847897188714,-0.179422677322251,0.090454208317613,-0.168616084271361,-0.0245584494577305,-0.0822787795325143,-0.104126442352873,0.131111852388563,-0.189836648416047,0.0567663875732152,-0.166412376982493,0.0173952115105656,-0.142184708266425,0.165258785511286,-0.0490884588780639,0.0694134699487348
14,0.0308459657790634,-0.183699732873181,-0.0443798265819817,-0.0127754480515908,-0.181742787550139,0.0544469826772107,-0.0898293336772186,-0.155315434163368,-0.017709669406471,-0.14512398479495,0.0497732555518891,-0.0786928310557632,-0.0942711414030479,-0.0499378957282415,-0.115258278737654,0.0766062514046962,-0.154546172845738,0.0908510014462824,-0.125632455899206,0.0455221973865305,-0.111354680839881,0.106299955198117,-0.13525614549009,0.116857588743877
15,0.121349145408054,-0.13899404094438,-0.025119435352226,0.0164959005884505,-0.131248683393441,0.0102011826746145,-0.0576511990176529,-0.175020889880274,0.0207759842404458,-0.129349421633621,0.127113714994778,-0.078249055983569,-0.119285257289561,-0.0452418926174834,-0.0594646345647705,0.0806147395689327,-0.127301112711779,0.0464871875321601,-0.089539777466049,-0.0493135579221293,-0.120918856149107,0.0703851873109363,-0.0779271734243429,0.0794510050513819
16,0.0280502175520749,-0.103595821096651,-0.0513593124291369,0.02230509345371,-0.0828674638498781,0.0410822134241981,-0.109547480556747,-0.170801947010989,-0.0321681837801734,-0.194927272828886,0.15703430223516,-0.0981836835343412,-0.144508601937963,-0.0746078499071046,-0.0542971091313033,0.0586654099541826,-0.101434618916892,-0.0165036793066368,-0.224049709210597,-0.119737216638329,-0.148568814559521,-0.00111577750202613,-0.0811818825034792,0.0670895479155539
17,0.0582009577283016,-0.0552149561515561,-0.0800820054126378,0.0540427745325889,-0.0870927636288946,-0.0442486268362464,-0.136955716755107,-0.21141433957976,-0.118760942598688,-0.127599861100211,0.196356956592946,-0.0323682111290891,-0.145882912308336,-0.0548805078553963,0.00207473355148952,-0.00886596156145528,-0.120671752553522,-0.0281022648051703,-0.19559303954404,-0.163352545203644,-0.083774282862214,0.0120684072955872,0.0533271237985752,0.0555011721350695
18,0.0615081776637792,-0.0221176330431238,-0.070257863526251,-0.00817963012218509,-0.0473838777403343,-0.0715951271574403,-0.105238508075322,-0.187369621502294,-0.115405900154402,-0.182687826787187,0.140848391312823,-0.08240091802417,-0.240622143584342,-0.0875889971722124,-0.0179879540501951,-0.0279258083978944,-0.106981243551056,-0.075999509662487,-0.167695809300981,-0.084136570664915,-0.122161580881863,-0.0591212996809774,0.0148951814377013,0.00785581503571914
19,0.0468446592121234,-0.0523113948872743,-0.0196853322501428,0.0146178787036367,-0.0449736909581677,-0.0606030687946335,-0.150644233654904,-0.184881136645436,-0.129462946721375,-0.218067751241954,0.156567579684306,0.0139928455223227,-0.171011157832668,-0.123808904299722,-0.000341335069170667,-0.0167352578118194,-0.0807049778918836,-0.0761316197840648,-0.0696917065408644,-0.0828333265612275,-0.123323858676752,-0.0361877570747853,0.0597232995239363,0.0358027491895497
