Panel,Metric,GraphField,MinSparsityPercent,MaxSparsityPercent,SelectedGstrucRows,NumberOfPermutations,PermutationSeedBase,N_Conditioning,N_Control,Conditioning_PRE_File,Conditioning_TEST_File,Control_PRE_File,Control_TEST_File,GeneralOverview_File,AnimalMap_File
Figure_S6B,deltaC,g_delta_C,10,50,1:41,10000,1234,24,24,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\conditioning\gstruc_TPnoPuff11to40_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\conditioning\gstruc_TPnoPuff81to120_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\control\gstruc_TPnoPuff11to40_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\control\gstruc_TPnoPuff81to120_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\NoSeMaze\01_General_Overview.xlsx,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\NoSeMaze\AnimalNumb_to_ID.mat
