SparsityPercent,Animal_01,Animal_02,Animal_03,Animal_04,Animal_05,Animal_06,Animal_07,Animal_08,Animal_09,Animal_10,Animal_11,Animal_12,Animal_13,Animal_14,Animal_15,Animal_16,Animal_17,Animal_18,Animal_19,Animal_20,Animal_21,Animal_22,Animal_23,Animal_24
10,0.283825866563338,0.378114199048906,0.156976447605616,0.072170077938045,0.268554276012199,0.13344585468343,0.308623348902337,0.386700259100675,0.344746540416367,0.238469614481684,0.103242417409398,0.372210215910498,0.0505413709194201,0.168244661275712,0.121695908948072,0.0439660713866886,0.279141027441069,0.155773561268851,0.602992531539963,0.409587572726201,0.347819424230999,0.16830568096317,0.356372703001291,0.207011332362869
11,0.172052067364883,0.283262226893983,0.173057696068924,0.0950000026535731,0.294262814144729,0.183273851204314,0.313411637830967,0.359146719071649,0.290287098721819,0.22090009244836,0.0884460724001123,0.376030156487474,0.134809341508379,0.236097916445051,0.128602695723597,0.102021770472003,0.33344178598207,0.213994109587436,0.583577448755042,0.351919913924646,0.286605335597941,0.180177400467706,0.301017610994289,0.219096407899705
12,0.12401786618507,0.311350363782518,0.195803411871205,0.209731866408791,0.246237248348335,0.163693878649821,0.299577580661768,0.380769391880648,0.261636462673653,0.230445496411242,0.0532762750732552,0.359355810763639,0.18384887292494,0.249726620010956,0.154259025331765,0.18016556348682,0.366445213354632,0.210365215909841,0.547780536111723,0.3516882957964,0.289909740238884,0.0835148943561342,0.366097090702258,0.153710142249889
13,0.154186475713987,0.304529446102539,0.200920738197795,0.168396288164389,0.323892371624688,0.158672965459044,0.276073371144443,0.34742731892072,0.333559869598973,0.256189324991291,0.0674033913665775,0.397779419875448,0.205698954250911,0.189491750325173,0.210669757105845,0.146795183545473,0.360595031965327,0.230974087110126,0.56074577665079,0.373363915519153,0.33978906406009,0.108207275194924,0.421137654257965,0.188672212827532
14,0.14988812599913,0.258870249620221,0.191505318107528,0.0897644447328642,0.26394520520048,0.185984994336043,0.295120748140191,0.367731930516122,0.243635510239503,0.240281032782753,0.113734550279754,0.363683549388439,0.224279655156855,0.173945747614806,0.219063794899896,0.176800560520428,0.316433423273202,0.28087121897926,0.460686261605736,0.358358373474828,0.336605272398251,0.119275348107328,0.405066349299598,0.148832819300091
15,0.126342339026976,0.208209379116453,0.196418618168204,0.0910369795151313,0.239021058578727,0.168738444384383,0.286119422878628,0.384368327502827,0.232612016641018,0.202875302891566,0.0738128875309151,0.390083566551997,0.256430493604389,0.220161184545449,0.237009092730776,0.162392129923928,0.305694253962971,0.293610249982453,0.438789149275725,0.373788311110676,0.366189891985203,0.10287023698172,0.36523816770683,0.18848113144237
16,0.181397211252662,0.192733519633786,0.230453417619593,0.0881445559580483,0.191182174128319,0.152205728427033,0.325119267447194,0.402735092041703,0.273421956561672,0.249622096077837,0.0526813783708511,0.399411179450209,0.27069550280627,0.258658449216386,0.265859803216188,0.186296657636838,0.318196503312838,0.298893499153793,0.448568361128833,0.368537240382107,0.374357467595719,0.182086956839708,0.415474694906561,0.205366946701952
17,0.132932538668228,0.14964818925848,0.277423566969512,0.0806369226143656,0.175489319674246,0.224872542219388,0.347742373666834,0.428351041602011,0.295887538031171,0.237976946936119,0.0552927185263346,0.352679074700046,0.277402473240621,0.248270652861641,0.223982444082761,0.226495700426763,0.343076701939155,0.280606606011665,0.429801367270347,0.38295602304355,0.340731169469761,0.151798494606865,0.293653774752072,0.218781373683708
18,0.145404263963559,0.172572580923199,0.251482705262773,0.10915569201898,0.128822174455366,0.206584807542039,0.304843396852485,0.418426412864125,0.275123471558056,0.254608166364115,0.106777628435457,0.379842309628797,0.287202454190141,0.258336614638721,0.269616832676291,0.238393441434784,0.335662963521091,0.301084299433873,0.41738401493457,0.331547939625436,0.336859277503057,0.179555244327663,0.294023368308293,0.241914889944871
19,0.175742145405644,0.186924794125032,0.240275744084549,0.120056703400228,0.130537297007477,0.180755941567385,0.335852724452898,0.440602881537362,0.275818887958206,0.257862100255237,0.0898433928012328,0.305906127373268,0.262736341875995,0.286470364708365,0.283285135446199,0.211451293388741,0.331573680329951,0.297737290598656,0.327507612065094,0.304968609311554,0.343495493753088,0.181274008306693,0.271748464175192,0.224948385225154
