Pre_Conditioning,Test_Conditioning,Pre_Control,Test_Control,Delta_Conditioning,Delta_Control
0.249560612047178,0.0127330530419693,0.211660306517065,0.234475677167755,-0.236827559005208,0.0228153706506905
0.246577985417667,0.108813654323455,0.179590887971943,0.0661316152709504,-0.137764331094211,-0.113459272700993
0.298180198016989,0.0709239305825368,0.253974106362214,0.169527957874077,-0.227256267434452,-0.0844461484881368
0.310287389935034,0.143134872561759,0.0389560169581035,0.265078157418976,-0.167152517373276,0.226122140460872
0.0577108644780462,0.0557306805662767,0,0,-0.00198018391176946,0
0.268794868816165,0.0026173842311696,0.132556255583531,0.198709865163848,-0.266177484584996,0.0661536095803169
0.144386652804539,0.00109042455132201,0.180065176349991,0.129752038766649,-0.143296228253217,-0.0503131375833415
0.0857045003703627,0.0919680904481006,0,0.0526346349256224,0.00626359007773789,0.0526346349256224
0.0903786098818213,0.00612081297706279,0.177737621659967,0,-0.0842577969047585,-0.177737621659967
0.00103570315400687,0.0268632090279709,0.155380875468557,0.133933066970738,0.025827505873964,-0.021447808497819
0,0.0537142831187975,0.220880689146772,0.194082244871632,0.0537142831187975,-0.0267984442751404
0.128142234392018,0.0442115142188314,0.312947431979627,0.300644739107236,-0.0839307201731863,-0.0123026928723914
0.210488724933285,0,0.173834983387021,0.00636479086178853,-0.210488724933285,-0.167470192525233
0.359201862921123,0.149034601506876,0.284407673604299,0.149330467045289,-0.210167261414247,-0.13507720655901
0.322162437751796,0.188956550787102,0.197250526891966,0.289470321936354,-0.133205886964694,0.0922197950443879
0.219139732490358,0.0860858945658581,0.298317802047641,0.0151437946749214,-0.1330538379245,-0.28317400737272
0.24225762322032,0.178693598903145,0.213999170169117,0,-0.0635640243171749,-0.213999170169117
0.0635269027647331,0,0.38375949919328,0.165373901215547,-0.0635269027647331,-0.218385597977733
0.230956553422393,0.0621003123675833,0.038370144684036,0.0443453336343879,-0.16885624105481,0.00597518895035194
0.20454666981012,0.136509118343911,0.0316381224641963,0.236658833201766,-0.0680375514662095,0.205020710737569
0.138333550177439,0.0134569442713679,0.100408799911721,0.0809887710945406,-0.124876605906071,-0.0194200288171809
0.131507811059698,0.0797565988373033,0.0754384046771196,0.111009433128476,-0.0517512122223947,0.0355710284513564
0.138009429012619,0.000629861623007208,0.107212073850609,0.00340463521562439,-0.137379567389612,-0.103807438634985
0.0151453057581502,0.0718508665155686,0.204347694551829,0.112095024846414,0.0567055607574184,-0.0922526697054146
