Time_s,Mouse_HRF,Human_HRF
20.1,-3.30369203016231e-08,-0.00100103730338981
20.2,-2.97081346796153e-08,-0.000976065547895636
20.3,-2.67100033487335e-08,-0.000951351938492993
20.4,-2.40102134179217e-08,-0.000926912841682936
20.5,-2.1579550533972e-08,-0.000902763469435194
20.6,-1.93916083269281e-08,-0.000878917908608015
20.7,-1.74225243746559e-08,-0.000855389151155404
20.8,-1.56507403463638e-08,-0.000832189125019491
20.9,-1.40567841825071e-08,-0.000809328725608023
21,-1.26230723504674e-08,-0.000786817847759931
21.1,-1.13337303827591e-08,-0.000764665418104273
21.2,-1.01744300583904e-08,-0.00074287942772083
21.3,-9.13224172937125e-09,-0.000721466965014735
21.4,-8.19550042415925e-09,-0.000700434248719821
21.5,-7.35368447895134e-09,-0.000679786660950159
21.6,-6.59730555696241e-09,-0.000659528780221645
21.7,-5.91780901597213e-09,-0.000639664414370981
21.8,-5.30748367614874e-09,-0.000620196633301607
21.9,-4.75938012415312e-09,-0.000601127801491183
22,-4.26723676639785e-09,-0.000582459610198981
22.1,-3.82541291464364e-09,-0.000564193109315058
22.2,-3.42882825140246e-09,-0.000546328738797678
22.3,-3.07290808135752e-09,-0.00052886635964897
22.4,-2.75353382866644e-09,-0.000511805284382646
22.5,-2.46699828900151e-09,-0.000495144306941966
22.6,-2.20996518988202e-09,-0.000478881732029039
22.7,-1.97943265363299e-09,-0.000463015403811082
22.8,-1.77270019448226e-09,-0.000447542733972261
22.9,-1.58733891519462e-09,-0.00043246072908333
23,-1.42116459951158e-09,-0.000417766017264867
23.1,-1.27221342477788e-09,-0.000403454874122898
23.2,-1.13872004472685e-09,-0.000389523247938907
23.3,-1.01909781568303e-09,-0.000375966784099377
23.4,-9.11920960621827e-10,-0.000362780848752483
23.5,-8.15908484786044e-10,-0.000349960551682868
23.6,-7.2990967406463e-10,-0.000337500768397481
23.7,-6.52891023245481e-10,-0.00032539616141826
23.8,-5.83924455701494e-10,-0.00031364120077962
23.9,-5.22176709187598e-10,-0.000302230183731046
24,-4.66899774333011e-10,-0.000291157253646908
24.1,-4.17422283218156e-10,-0.000280416418147844
24.2,-3.73141755225166e-10,-0.00027000156643948
24.3,-3.33517616238733e-10,-0.000259906485876371
24.4,-2.98064915329583e-10,-0.000250124877760137
24.5,-2.66348670353924e-10,-0.000240650372382434
24.6,-2.37978780516272e-10,-0.000231476543324668
24.7,-2.12605449933325e-10,-0.000222596921027474
24.8,-1.89915071660338e-10,-0.000214005005643989
24.9,-1.69626526550853e-10,-0.000205694279192101
25,-1.51487855762985e-10,-0.000197658217021435
25.1,-1.35273269744422e-10,-0.000189890298611783
25.2,-1.20780460162885e-10,-0.000182384017720237
25.3,-1.07828184535093e-10,-0.000175132891894852
25.4,-9.62540962777152e-11,-0.000168130471373107
25.5,-8.59127955882142e-11,-0.000161370347383934
25.6,-7.66740789885405e-11,-0.000154846159872134
25.7,-6.84213675551168e-11,-0.000148551604664562
25.8,-6.1050295836367e-11,-0.000142480440097286
25.9,-5.44674452446635e-11,-0.000136626493123305
26,-4.85892073210244e-11,-0.000130983664920201
26.1,-4.3340763725036e-11,-0.00012554593601726
26.2,-3.8655171114203e-11,-0.000120307370961401
26.3,-3.4472540259988e-11,-0.000115262122541158
26.4,-3.07392998145483e-11,-0.000110404435587809
26.5,-2.74075361038011e-11,-0.000105728650372476
26.6,-2.44344011891743e-11,-0.000101229205617829
26.7,-2.17815822213382e-11,-9.69006411426661e-05
26.8,-1.94148258127848e-11,-9.27376001574134e-05
26.9,-1.73035117897806e-11,-8.87348312281201e-05
27,-1.54202712548499e-11,-8.488718992628e-05
27.1,-1.37406444046675e-11,-8.11896401813195e-05
27.2,-1.22427740106509e-11,-7.76372553522214e-05
27.3,-1.09071308856884e-11,-7.42252190343308e-05
27.4,-9.71626803485049e-12,-7.09488256169023e-05
27.5,-8.65460052475139e-12,-6.78034806065436e-05
27.6,-7.70820840915444e-12,-6.47847007312204e-05
27.7,-6.86466032080889e-12,-6.18881138390136e-05
27.8,-6.11285558440074e-12,-5.91094586053449e-05
27.9,-5.44288292562913e-12,-5.64445840619124e-05
28,-4.84589404924709e-12,-5.38894489601092e-05
28.1,-4.31399053666007e-12,-5.14401209811611e-05
28.2,-3.84012267336596e-12,-4.90927758048213e-05
28.3,-3.41799895995197e-12,-4.68436960479028e-05
28.4,-3.04200518917435e-12,-4.4689270083512e-05
28.5,-2.70713208729982e-12,-4.2625990751349e-05
28.6,-2.40891062171667e-12,-4.06504539689709e-05
28.7,-2.14335417001255e-12,-3.87593572535022e-05
28.8,-1.90690682934896e-12,-3.69494981627671e-05
28.9,-1.69639722000049e-12,-3.52177726644266e-05
29,-1.50899720424656e-12,-3.356117344125e-05
29.1,-1.34218500218456e-12,-3.19767881402423e-05
29.2,-1.19371224018608e-12,-3.04617975729237e-05
29.3,-1.0615745162734e-12,-2.90134738736725e-05
29.4,-9.43985110226145e-13,-2.76291786226489e-05
29.5,-8.39351505248729e-13,-2.63063609394353e-05
29.6,-7.4625442300224e-13,-2.50425555531746e-05
29.7,-6.63429105143446e-13,-2.38353808546223e-05
29.8,-5.89748602592204e-13,-2.26825369351909e-05
29.9,-5.24208858902607e-13,-2.1581803617745e-05
30,-4.65915396642943e-13,-2.05310384835678e-05
30.1,-4.14071435866916e-13,-1.95281748996316e-05
30.2,-3.67967291825511e-13,-1.8571220050008e-05
30.3,-3.26970915244345e-13,-1.76582529749607e-05
30.4,-2.90519452971161e-13,-1.67874226210087e-05
30.5,-2.58111719757935e-13,-1.59569459049759e-05
30.6,-2.29301483540311e-13,-1.51651057948128e-05
30.7,-2.03691476954497e-13,-1.44102494097202e-05
30.8,-1.8092805711674e-13,-1.36907861418941e-05
30.9,-1.60696443995613e-13,-1.30051858019968e-05
31,-1.42716475136139e-13,-1.23519767902509e-05
31.1,-1.26738821137882e-13,-1.17297442948598e-05
31.2,-1.12541612229637e-13,-1.11371285192865e-05
31.3,-9.99274315941711e-14,-1.05728229397321e-05
31.4,-8.87206358443222e-14,-1.00355725940114e-05
31.5,-7.8764967295263e-14,-9.52417240285425e-06
31.6,-6.99214264704414e-14,-9.03746552452511e-06
31.7,-6.2066376667636e-14,-8.57434174351302e-06
31.8,-5.50898554396781e-14,-8.13373589391771e-06
31.9,-4.88940705495449e-14,-7.71462631803793e-06
32,-4.33920603759643e-14,-7.31603336055768e-06
