Time_s,Mouse_HRF,Human_HRF
0,0,0
0.1,0.000102184519343286,9.04721293103749e-09
0.2,0.000647937916728963,2.61960217246129e-07
0.3,0.00179978349850761,1.7999572438773e-06
0.4,0.00356569330605777,6.86319635015661e-06
0.5,0.00587012234757271,1.8951650588835e-05
0.6,0.00859565484302553,4.26701159267913e-05
0.7,0.0116091422577427,8.34503807870778e-05
0.8,0.0147780281439796,0.000147217218988194
0.9,0.0179801360058018,0.000240044507617238
1,0.021109042561951,0.00036783222829164
1.1,0.0240764845991603,0.000536023408038122
1.2,0.026812810648539,0.000749371396220438
1.3,0.0292661892542055,0.00101176160607221
1.4,0.0314010740206991,0.00132608744564303
1.5,0.033196273720587,0.00169417719708484
1.6,0.0346428659132724,0.00211676673270573
1.7,0.0357421130490067,0.00259351190752305
1.8,0.036503482750865,0.00312303402406771
1.9,0.0369428330329152,0.00370299175498156
2,0.0370807943477126,0.0043301731990905
2.1,0.0369413603929827,0.00500060223410606
2.2,0.0365506861822787,0.00570965393536914
2.3,0.0359360832271722,0.00645217449618049
2.4,0.0351251964620564,0.00722260176795264
2.5,0.0341453447736722,0.00801508320668942
2.6,0.0330230059355028,0.0088235886448246
2.7,0.0317834268433892,0.00964201589038918
2.8,0.030450340799713,0.0104642876807014
2.9,0.0290457749060035,0.0112844389814691
3,0.0275899321877742,0.0120966940237275
3.1,0.0261011347430692,0.0128955328120477
3.2,0.024595815876542,0.0136757471211688
3.3,0.0230885507872184,0.0144324862288827
3.4,0.0215921168789883,0.0151612928154873
3.5,0.0201175761350109,0.0158581295995766
3.6,0.0186743732301771,0.0165193973815369
3.7,0.0172704441480019,0.0171419452349425
3.8,0.0159123310241523,0.0177230736269157
3.9,0.0146052997663775,0.0182605312659229
4,0.013353457710144,0.0187525064735617
4.1,0.012159869172104,0.0191976138593544
4.2,0.0110266672712128,0.0195948770477477
4.3,0.00995516081115994,0.0199437081673141
4.4,0.00894593536849918,0.0202438847661295
4.5,0.00799894801834295,0.0204955247666028
4.6,0.0071136153627438,0.0206990600195396
4.7,0.00628889471395481,0.0208552089624308
4.8,0.00552335843279223,0.0209649488321722
4.9,0.00481526153756336,0.0210294878286256
5,0.00416260278690604,0.0210502375734594
5.1,0.00356317950510099,0.0210287861591502
5.2,0.00301463646498207,0.0209668720363523
5.3,0.0025145091749025,0.0208663589443543
5.4,0.0020602619352166,0.0207292120492468
5.5,0.00164932103884702,0.0205574754178055
5.6,0.00127910349177441,0.0203532509219919
5.7,0.000947041624420285,0.0201186786393148
5.8,0.000650603955308681,0.0198559187880051
5.9,0.000387312655264955,0.0195671352128858
6,0.00015475794470048,0.0192544804177981
6.1,-4.93902609702412e-05,0.0189200821232991
6.2,-0.000227373161391154,0.0185660313138597
6.3,-0.000381336059709682,0.0181943717267625
6.4,-0.00051332327183122,0.0178070907251227
6.5,-0.000625274718329115,0.0174061114897013
6.6,-0.000719023979919089,0.0169932864582687
6.7,-0.000796297615920595,0.0165703919369907
6.8,-0.000858715562939774,0.0161391238054694
6.9,-0.000907792448016272,0.0157010942354952
7,-0.000944939666602478,0.0152578293430897
7.1,-0.000971468090942332,0.0148107676938851
7.2,-0.000988591288661468,0.0143612595831529
7.3,-0.000997429144663078,0.0139105670137284
7.4,-0.000999011791749888,0.0134598642975648
7.5,-0.000994283766779404,0.0130102392095838
7.6,-0.000984108319632357,0.0125626946257604
7.7,-0.000969271811864958,0.0121181505809281
7.8,-0.000950488150661735,0.0116774466855113
7.9,-0.000928403211647755,0.0112413448442416
8,-0.00090359921130074,0.0108105322238269
8.1,-0.000876598996167814,0.0103856244204646
8.2,-0.000847870221885967,0.00996716878198864
8.3,-0.000817829400173047,0.00955564784327062
8.4,-0.000786845796543073,0.00915148283723578
8.5,-0.000755245165549062,0.00875503724747323
8.6,-0.000723313313911674,0.00836662037190492
8.7,-0.00069129948499282,0.0079864908703068
8.8,-0.000659419560760339,0.00761486027164432
8.9,-0.00062785907969963,0.00725189642017713
9,-0.000596776071096112,0.00689772684210637
9.1,-0.000566303707772988,0.00655244201717576
9.2,-0.00053655278075175,0.00621609854209225
9.3,-0.00050761400043921,0.00588872217491216
9.4,-0.000479560129860213,0.00557031075163677
9.5,-0.000452447956176213,0.00526083696819077
9.6,-0.000426320107278513,0.0049602510227171
9.7,-0.000401206720643672,0.00466848311471918
9.8,-0.000377126971906175,0.00438544579902603
9.9,-0.000354090470757997,0.00411103619384992
10,-0.000332098531842389,0.0038451380433611
10.1,-0.000311145328284637,0.00358762363622412
10.2,-0.0002912189354086,0.00333835558243666
10.3,-0.000272302272036756,0.0030971884515889
10.4,-0.000254373946573339,0.00286397027632949
10.5,-0.000237409014834412,0.00263854392538979
10.6,-0.000221379656323718,0.00242074835098868
10.7,-0.000206255775365894,0.00221041971582392
10.8,-0.000192005533205609,0.00200739240515903
10.9,-0.000178595816867688,0.00181149992974444
11,-0.00016599265025419,0.00162257572547511
11.1,-0.000154161552633592,0.00144045385578861
11.2,-0.000143067849358037,0.00126496962285615
11.3,-0.000132676939330177,0.00109596009361889
11.4,-0.0001229545234333,0.000933264546676231
11.5,-0.000113866797839652,0.00077672484595262
11.6,-0.000105380615823108,0.000626185746951577
11.7,-9.74636214252353e-05,0.000481495141262424
11.8,-9.00843580588427e-05,0.000342504244814174
11.9,-8.32123548811094e-05,0.000209067735181511
12,-7.68181935297003e-05,8.1043843039117e-05
12.1,-7.08735575899668e-05,-4.17055973615816e-05
12.2,-6.53512669495832e-05,-0.00015931513405193
12.3,-6.02252989985414e-05,-0.000271915715142167
12.4,-5.54707984471377e-05,-0.000379634734401607
12.5,-5.10640773621393e-05,-0.000482596100720633
12.6,-4.69826068612294e-05,-0.000580920327804351
12.7,-4.32050017577649e-05,-0.000674724640698545
12.8,-3.97109993112243e-05,-0.000764123095998256
12.9,-3.64814331130163e-05,-0.000849226712833856
13,-3.34982030219796e-05,-0.000930143611970259
13.1,-3.07442419583732e-05,-0.00100697916058947
13.2,-2.82034802688617e-05,-0.00107983612055254
13.3,-2.58608082873658e-05,-0.0011488147981577
13.4,-2.37020376371421e-05,-0.00121401319362072
13.5,-2.17138617474759e-05,-0.00127552714870609
13.6,-1.98838159934527e-05,-0.00133345049112833
13.7,-1.82002378088291e-05,-0.00138787517452517
13.8,-1.66522270696236e-05,-0.00143889141297642
13.9,-1.52296069991652e-05,-0.00148658780920288
14,-1.39228858035616e-05,-0.00153105147573118
14.1,-1.27232192094331e-05,-0.00157236814845093
14.2,-1.16223740429037e-05,-0.00161062229212117
14.3,-1.0612692959881e-05,-0.00164589719750282
14.4,-9.68706041221812e-06,-0.00167827506990432
14.5,-8.83886991213073e-06,-0.0017078371090288
14.6,-8.06199263790068e-06,-0.00173466358010113
14.7,-7.3507474071853e-06,-0.00175883387633581
14.8,-6.69987202987379e-06,-0.00178042657288003
14.9,-6.10449604016807e-06,-0.00179951947243072
15,-5.56011479717888e-06,-0.00181618964278101
15.1,-5.06256493462124e-06,-0.00183051344660127
15.2,-4.60800113297424e-06,-0.00184256656380098
15.3,-4.19287418157048e-06,-0.00185242400685331
15.4,-3.81391029334329e-06,-0.00186016012949347
15.5,-3.46809163124315e-06,-0.00186584862922292
15.6,-3.15263800251254e-06,-0.0018695625440713
15.7,-2.86498967496241e-06,-0.00187137424407753
15.8,-2.60279126802158e-06,-0.00187135541796091
15.9,-2.36387667053833e-06,-0.00186957705545488
16,-2.1462549370164e-06,-0.00186610942577575
16.1,-1.94809711409332e-06,-0.00186102205269476
16.2,-1.76772394954745e-06,-0.0018543836866732
16.3,-1.60359443689501e-06,-0.00184626227451132
16.4,-1.45429514965596e-06,-0.0018367249269478
16.5,-1.31853032058125e-06,-0.00182583788463265
16.6,-1.19511262250534e-06,-0.00181366648287799
16.7,-1.08295460897848e-06,-0.001800275115575
16.8,-9.81060774414928e-07,-0.00178572719864349
16.9,-8.88520195137926e-07,-0.00177008513336112
17,-8.0449971438656e-07,-0.00175341026989732
17.1,-7.28237636055319e-07,-0.0017357628713549
17.2,-6.59037893645586e-07,-0.00171720207859989
17.3,-5.96264662607055e-07,-0.00169778587613744
17.4,-5.39337385922799e-07,-0.00167757105926902
17.5,-4.87726184435968e-07,-0.00165661320274307
17.6,-4.40947625020003e-07,-0.00163496663109029
17.7,-3.98560821251692e-07,-0.00161268439081083
17.8,-3.60163842752919e-07,-0.00158981822456124
17.9,-3.25390410817704e-07,-0.00156641854746717
18,-2.93906859334711e-07,-0.00154253442566788
18.1,-2.65409341348748e-07,-0.00151821355717944
18.2,-2.39621262877917e-07,-0.00149350225514541
18.3,-2.16290926814784e-07,-0.00146844543352486
18.4,-1.95189370891065e-07,-0.00144308659525288
18.5,-1.76108384775924e-07,-0.00141746782289126
18.6,-1.58858692409669e-07,-0.00139162977177278
18.7,-1.43268286648182e-07,-0.0013656116656296
18.8,-1.29180904210927e-07,-0.0013394512946821
18.9,-1.16454629788253e-07,-0.00131318501615352
19,-1.04960618974143e-07,-0.00128684775716478
19.1,-9.45819304505171e-08,-0.00126047301995446
19.2,-8.52124585607634e-08,-0.00123409288935837
19.3,-7.67559580756753e-08,-0.00120773804247792
19.4,-6.91251535764239e-08,-0.00118143776045659
19.5,-6.22409264589523e-08,-0.00115521994227976
19.6,-5.60315731043442e-08,-0.00112911112050671
19.7,-5.04321282624231e-08,-0.00110313647883934
19.8,-4.53837481632699e-08,-0.00107731987142896
19.9,-4.08331483054055e-08,-0.0010516838438182
20,-3.67320912722247e-08,-0.00102624965541471
