Pre_Conditioning,Test_Conditioning,Pre_Control,Test_Control,Delta_Conditioning,Delta_Control
0.612416763807136,0.476560551030258,0.303487367671362,0.370750157066334,-0.135856212776877,0.0672627893949719
0.380356051087591,0.411488215389552,0.31147058939865,0.33177958209425,0.0311321643019609,0.0203089926956003
0.601165575260599,0.641574459650338,0.348896476455701,0.448207904654731,0.0404088843897393,0.0993114281990301
0.474416559992899,0.502283612083166,0.544528767293257,0.361814487990506,0.0278670520902669,-0.182714279302751
0.518690565574134,0.725213735636131,0.26374670239754,0.448236829862703,0.206523170061997,0.184490127465163
0.318258390967972,0.489096468764592,0.35437285977413,0.419663595646187,0.170838077796619,0.0652907358720571
0.356601315500101,0.579856157739704,0.37294082956373,0.618504128940392,0.223254842239604,0.245563299376661
0.904820417465936,0.680435924508398,0.391428223545236,0.369766373747364,-0.224384492957538,-0.0216618497978724
0.514969240545175,0.53109634576556,0.533499445912478,0.418321095026591,0.0161271052203845,-0.115178350885888
0.622473428634289,0.289548182529107,0.541509065562904,0.335649595648572,-0.332925246105182,-0.205859469914332
0.564310305104331,0.668635246052088,0.381220742226953,0.293365844593788,0.104324940947757,-0.087854897633165
0.459412454675162,0.532210782587929,0.333820111354289,0.302172137629776,0.0727983279127662,-0.0316479737245131
0.743930208938425,0.58839661211311,0.355154042084036,0.480608494696122,-0.155533596825315,0.125454452612086
0.512295869202945,0.685041571271157,0.315034656312729,0.419320492323514,0.172745702068212,0.104285836010785
0.335703668536641,0.48603515598154,0.313139934723939,0.412101429697173,0.150331487444899,0.0989614949732345
0.442766562673316,0.473345065687003,0.333751496584583,0.517628612071177,0.0305785030136876,0.183877115486594
0.480971437715009,0.390032718531623,0.601645854584949,0.521635549294755,-0.0909387191833864,-0.0800103052901945
0.41268964590001,0.445383338619887,0.3588874558289,0.356609026192028,0.032693692719877,-0.00227842963687186
0.280392267406526,0.496929458964068,0.507870091602239,0.968840083496738,0.216537191557542,0.460969991894499
0.367792173772727,0.601299832625995,0.423950789376406,0.428032696888666,0.233507658853268,0.00408190751226006
0.589370111056093,0.582804908178402,0.527499830822788,0.536160997731956,-0.00656520287769136,0.00866116690916763
0.415270823159438,0.713456023927795,0.308287903537597,0.46804448627245,0.298185200768357,0.159756582734853
0.532643761703929,0.614739251411999,0.690692678029004,0.735584437434892,0.0820954897080698,0.0448917594058881
0.592842112441463,0.607313406020393,0.471349389716499,0.461887199505761,0.01447129357893,-0.00946219021073796
