Statistic,Estimate,P
Rank_vs_PRE_Pearson,-0.784384669476925,5.72012343989318e-06
Rank_vs_PRE_Spearman,-0.808741335454997,1.72913016615436e-06
Rank_vs_TEST_Pearson,0.380934032585579,0.0662820325693872
Rank_vs_TEST_Spearman,0.37904291532124,0.0677533002549841
Rank_vs_Delta_Pearson,0.791786358836022,4.04314397764265e-06
Rank_vs_Delta_Spearman,0.797824200797127,3.01511766888972e-06
PRE_vs_TEST_PairedTTest,-0.654274509769075,0.519424295026867
PRE_vs_TEST_Permutation,NaN,1
