"block","animal_ID","lid_TP1","block_label"
"3","8",0.842,"TEST_81_100"
"4","8",0.978,"TEST_101_120"
"4","8",0.988,"TEST_101_120"
"4","8",1.006,"TEST_101_120"
"4","8",0.961,"TEST_101_120"
"4","8",1.004,"TEST_101_120"
"4","8",1.038,"TEST_101_120"
"4","8",0.976,"TEST_101_120"
"4","8",1.009,"TEST_101_120"
"4","8",0.996,"TEST_101_120"
"4","8",0.979,"TEST_101_120"
"4","8",0.96,"TEST_101_120"
"4","8",0.99,"TEST_101_120"
"4","8",1.018,"TEST_101_120"
"4","8",1.084,"TEST_101_120"
"4","8",0.977,"TEST_101_120"
"4","8",1.019,"TEST_101_120"
"4","8",0.98,"TEST_101_120"
"4","8",0.994,"TEST_101_120"
"4","8",0.928,"TEST_101_120"
"4","8",0.954,"TEST_101_120"
"5","8",1.035,"TEST_121_140"
"5","8",1.006,"TEST_121_140"
"5","8",0.984,"TEST_121_140"
"5","8",1.022,"TEST_121_140"
"5","8",0.973,"TEST_121_140"
"5","8",0.995,"TEST_121_140"
"5","8",0.985,"TEST_121_140"
"5","8",0.975,"TEST_121_140"
"5","8",0.986,"TEST_121_140"
"5","8",0.984,"TEST_121_140"
"5","8",1.007,"TEST_121_140"
"5","8",1.17,"TEST_121_140"
"5","8",1.091,"TEST_121_140"
"5","8",0.95,"TEST_121_140"
"5","8",0.995,"TEST_121_140"
"5","8",0.979,"TEST_121_140"
"5","8",1.073,"TEST_121_140"
"5","8",1.148,"TEST_121_140"
"5","8",0.974,"TEST_121_140"
"5","8",1.031,"TEST_121_140"
"6","8",0.994,"TEST_141_160"
"6","8",1.034,"TEST_141_160"
"6","8",0.981,"TEST_141_160"
"6","8",0.95,"TEST_141_160"
"6","8",0.987,"TEST_141_160"
"6","8",1.04,"TEST_141_160"
"6","8",0.986,"TEST_141_160"
"6","8",0.993,"TEST_141_160"
"6","8",0.997,"TEST_141_160"
"6","8",0.868,"TEST_141_160"
"6","8",0.984,"TEST_141_160"
"6","8",1.005,"TEST_141_160"
"6","8",0.998,"TEST_141_160"
"6","8",1.001,"TEST_141_160"
"6","8",1.069,"TEST_141_160"
"6","8",1.036,"TEST_141_160"
"6","8",1.004,"TEST_141_160"
"6","8",0.971,"TEST_141_160"
"1","9",0.88,"PRE"
"1","9",1.179,"PRE"
"1","9",1.153,"PRE"
"1","9",0.994,"PRE"
"1","9",1.047,"PRE"
"1","9",1,"PRE"
"1","9",1.02,"PRE"
"1","9",1.056,"PRE"
"1","9",1.02,"PRE"
"1","9",0.961,"PRE"
"1","9",0.94,"PRE"
"1","9",1.087,"PRE"
"1","9",1.072,"PRE"
"1","9",1.026,"PRE"
"1","9",0.995,"PRE"
"1","9",1.058,"PRE"
"1","9",0.993,"PRE"
"1","9",1.034,"PRE"
"1","9",1.014,"PRE"
"1","9",0.928,"PRE"
"1","9",1.089,"PRE"
"1","9",0.97,"PRE"
"1","9",0.911,"PRE"
"1","9",0.972,"PRE"
"1","9",0.944,"PRE"
"1","9",1.019,"PRE"
"1","9",1.109,"PRE"
"1","9",0.995,"PRE"
"1","9",1.092,"PRE"
"3","9",0.751,"TEST_81_100"
"3","9",0.596,"TEST_81_100"
"3","9",0.965,"TEST_81_100"
"3","9",0.962,"TEST_81_100"
"3","9",0.656,"TEST_81_100"
"3","9",0.864,"TEST_81_100"
"3","9",0.868,"TEST_81_100"
"3","9",0.984,"TEST_81_100"
"3","9",0.829,"TEST_81_100"
"3","9",0.911,"TEST_81_100"
"3","9",0.976,"TEST_81_100"
"3","9",0.922,"TEST_81_100"
"3","9",0.972,"TEST_81_100"
"3","9",1.014,"TEST_81_100"
"3","9",1.005,"TEST_81_100"
"3","9",0.944,"TEST_81_100"
"3","9",0.934,"TEST_81_100"
"3","9",1.057,"TEST_81_100"
"3","9",1.067,"TEST_81_100"
"4","9",0.74,"TEST_101_120"
"4","9",0.969,"TEST_101_120"
"4","9",0.998,"TEST_101_120"
"4","9",1.075,"TEST_101_120"
"4","9",1.019,"TEST_101_120"
"4","9",0.924,"TEST_101_120"
