TimeBin,Mean,SEM,Condition
44,1.00965007070923,0.00995970444353642,PRE
45,1.00841144964999,0.0100293821065209,PRE
46,1.00964002225799,0.0100361131063971,PRE
47,1.00991818893779,0.0102301703002071,PRE
48,1.0091489347395,0.0102370647529875,PRE
49,1.00766006381711,0.0106537908842874,PRE
50,1.00779557229923,0.0112248426264788,PRE
51,1.00747127518058,0.0115148314169224,PRE
52,1.00872041786925,0.012119388752885,PRE
53,1.01109494290252,0.0125694849840089,PRE
54,1.01244987268904,0.0126673516938184,PRE
55,1.01253063011665,0.0134051654388516,PRE
56,1.01438382837824,0.0136339504533927,PRE
57,1.01508053014586,0.0135946424513452,PRE
58,1.020563912949,0.0138264175203859,PRE
59,1.02206469018687,0.0139881684270392,PRE
60,1.02383155485018,0.014202980036435,PRE
61,1.02552732928903,0.0143189881608103,PRE
62,1.02416496965426,0.0149599204114642,PRE
63,1.02222346021802,0.0152729798960867,PRE
64,1.02102312917621,0.0152344174576678,PRE
65,1.02061257366897,0.0151976206134634,PRE
66,1.02080327273011,0.0154479008076693,PRE
67,1.02085078821448,0.015383054750578,PRE
68,1.02163228137792,0.0152997211144925,PRE
69,1.02273476039037,0.015348692512375,PRE
70,1.02205236343182,0.015175070105891,PRE
71,1.01920149576722,0.0151097327520793,PRE
72,1.0187159616936,0.0149165769230614,PRE
73,1.01778946004665,0.0150990507594458,PRE
74,1.01786542728509,0.0151301166065696,PRE
75,1.01732238683309,0.0151486038991696,PRE
76,1.01604702978238,0.0152978514548954,PRE
77,1.01541749135021,0.0153851394951929,PRE
78,1.01355055479852,0.0154639056658923,PRE
79,1.01051374577267,0.0160727341958688,PRE
80,1.0092735916727,0.0163977709471601,PRE
81,1.00733979682111,0.0167581885786765,PRE
82,1.0037664969145,0.0166738033614908,PRE
83,1.00366461682447,0.0168885230272538,PRE
84,1.00235108385394,0.0169096143700177,PRE
85,1.00328082038349,0.0171127062058245,PRE
86,1.00533230788655,0.0172018377650531,PRE
87,1.00538516126051,0.0173947743748959,PRE
88,1.00649085920138,0.0172406789761799,PRE
89,1.00843033003498,0.0169792921650439,PRE
90,1.00848854776352,0.0171859597186983,PRE
91,1.00633979945419,0.0170490312272492,PRE
92,1.00647272233525,0.0169506241961659,PRE
93,1.00620819902567,0.0171213324245516,PRE
94,1.00497894744094,0.0172114281443182,PRE
95,1.00497192845868,0.0172229992303601,PRE
96,1.00244204252258,0.0173350211351662,PRE
97,1.00315341605487,0.0171745610900748,PRE
98,1.00313217515043,0.017251665826356,PRE
99,1.00311015933815,0.017279208125612,PRE
100,1.00286764498503,0.0174466839744151,PRE
101,1.00321182735702,0.0172776998677341,PRE
102,1.0028142816847,0.0170516997335674,PRE
103,1.00092476701673,0.0170335805297129,PRE
104,0.999378788962493,0.0167975709525094,PRE
105,0.999118673801929,0.0168334369287401,PRE
106,1.00080930840203,0.0169580646158623,PRE
107,1.00146072318934,0.0167919830864654,PRE
108,1.00235209309551,0.0166967986701738,PRE
109,1.0030137809116,0.0167887858943088,PRE
110,1.00348064110332,0.0167729544808527,PRE
111,1.00663233379735,0.0168338922902301,PRE
112,1.0060702221474,0.0169882068285354,PRE
113,1.00726374379865,0.0170141418224512,PRE
114,1.01047608908696,0.0172702055225793,PRE
115,1.01177272243231,0.0171568306276906,PRE
116,1.01079851790531,0.0170701291907383,PRE
117,1.00830773636357,0.0172617970332705,PRE
118,1.00951875225159,0.0171830700979816,PRE
119,1.00984988349228,0.0168781147595497,PRE
1,0.995139756257393,0.00821635739297106,TEST 81-100
2,0.995810998820662,0.00737160410929792,TEST 81-100
3,0.997553507622691,0.00683191408760277,TEST 81-100
4,0.996916118054336,0.00652732461860569,TEST 81-100
5,0.998328952914235,0.00594156652764564,TEST 81-100
6,0.997726420092724,0.00567198215793282,TEST 81-100
7,0.998842890568566,0.00578245434331175,TEST 81-100
8,0.999495013572203,0.00502563242214758,TEST 81-100
9,0.999903573023607,0.00418963490363461,TEST 81-100
10,1.00057513452407,0.00433373982027558,TEST 81-100
11,1.00249680765292,0.004440970680578,TEST 81-100
12,1.00146589247037,0.00527782202928997,TEST 81-100
13,1.002670562237,0.00591728288150584,TEST 81-100
14,1.00148480148618,0.00700301758713653,TEST 81-100
15,0.999942185584151,0.00809518639251628,TEST 81-100
16,1.00204954620322,0.00766921896472636,TEST 81-100
17,1.00253299935484,0.00872863780231527,TEST 81-100
18,1.00428839108275,0.0092206516310479,TEST 81-100
19,1.00665187433899,0.00995947818569548,TEST 81-100
20,1.00731443069926,0.010499467193936,TEST 81-100
21,1.00743351059117,0.0114881657565145,TEST 81-100
22,1.00737352636027,0.0137320639071687,TEST 81-100
23,0.996175391908209,0.0169117096613626,TEST 81-100
24,0.984754676857751,0.0195694846983971,TEST 81-100
25,0.982197975733295,0.0212294307482115,TEST 81-100
26,0.987868838356553,0.0224396565332351,TEST 81-100
27,0.998135323306248,0.0231498443706767,TEST 81-100
28,1.00569983821999,0.0248201885440835,TEST 81-100
29,1.00570714429551,0.0259048165979937,TEST 81-100
30,1.00500312114593,0.0275708293266459,TEST 81-100
31,1.00242729992346,0.0296841879011624,TEST 81-100
32,1.00101450481834,0.029914089550351,TEST 81-100
33,0.999549058769463,0.0306895458092483,TEST 81-100
34,0.996064050320632,0.031363553220243,TEST 81-100
35,0.991879120040639,0.0314683302916662,TEST 81-100
36,0.989048470411448,0.0314019354234411,TEST 81-100
37,0.985569159119088,0.0318884269029055,TEST 81-100
38,0.981035050955998,0.0321122501906297,TEST 81-100
39,0.978808468777585,0.0313432798965518,TEST 81-100
40,0.977516975444615,0.0307004508876017,TEST 81-100
41,0.975916438817517,0.0300486316067495,TEST 81-100
42,0.977220162593999,0.0297748265512544,TEST 81-100
43,0.977259844877205,0.0287224523324328,TEST 81-100
44,0.979444543970353,0.0289935150177966,TEST 81-100
45,0.978075360705904,0.0294344266821403,TEST 81-100
46,0.975184051894425,0.0295778838615445,TEST 81-100
47,0.97080739451751,0.0289974191887734,TEST 81-100
48,0.96842227906823,0.0295705433625467,TEST 81-100
49,0.969902965165742,0.0300228808551082,TEST 81-100
50,0.969128154555832,0.0299739752074511,TEST 81-100
51,0.973331154957128,0.0291859944946364,TEST 81-100
52,0.977225346205155,0.0294703868336486,TEST 81-100
53,0.978190948892751,0.0290269294914082,TEST 81-100
54,0.978859664672227,0.0290809797272252,TEST 81-100
55,0.980260777693405,0.0278979758755059,TEST 81-100
56,0.98003704112413,0.0277953215615682,TEST 81-100
57,0.984593464914808,0.0282179949149825,TEST 81-100
58,0.986726794090498,0.0289796755078276,TEST 81-100
59,0.990866169357072,0.0289783703940058,TEST 81-100
60,0.988629541303276,0.0289623343646217,TEST 81-100
61,0.992559769922093,0.0294063164548644,TEST 81-100
62,0.994128166712571,0.0302506648576428,TEST 81-100
63,0.992711632621551,0.0301503055387206,TEST 81-100
64,0.993873550702246,0.0307620998162735,TEST 81-100
65,0.995331452779876,0.0300560804879006,TEST 81-100
66,0.999965029237157,0.0301795277877739,TEST 81-100
67,1.00052804127526,0.030381315585042,TEST 81-100
68,0.996490049355583,0.03065311326978,TEST 81-100
69,0.993426725808193,0.0307151898417117,TEST 81-100
70,0.991989978720567,0.0311948276641824,TEST 81-100
71,0.992304626348314,0.0311644245159001,TEST 81-100
72,0.992251868271621,0.0320142788847928,TEST 81-100
73,0.99483371921789,0.0319441593109808,TEST 81-100
74,0.99425426290536,0.0318498220891304,TEST 81-100
75,0.992497156123828,0.0320200164046313,TEST 81-100
76,0.99183889985329,0.0315160850778343,TEST 81-100
77,0.995691946432848,0.0316943156553901,TEST 81-100
78,0.995282531568564,0.0313723725614232,TEST 81-100
79,0.993684830176701,0.0319971562536114,TEST 81-100
80,0.99342378667231,0.0318935215685997,TEST 81-100
81,0.990728764476645,0.0322935845006641,TEST 81-100
82,0.989904152912787,0.0326163333093059,TEST 81-100
83,0.988569976138052,0.0329416407877021,TEST 81-100
84,0.988309917275856,0.0326862518597571,TEST 81-100
85,0.989539665754801,0.0329406946651825,TEST 81-100
86,0.989323367182919,0.0328005481347117,TEST 81-100
87,0.99035865109105,0.0324897061660667,TEST 81-100
88,0.988979857349621,0.0322995677173352,TEST 81-100
89,0.990209565313258,0.0314832396359158,TEST 81-100
90,0.9885880623044,0.0317850901575082,TEST 81-100
91,0.988308514901019,0.0317615226580633,TEST 81-100
92,0.991105311371068,0.0322032993110028,TEST 81-100
93,0.989444624164516,0.0322815661086665,TEST 81-100
94,0.988333484303262,0.0328448840256677,TEST 81-100
95,0.989044523452585,0.0337573617869598,TEST 81-100
96,0.990876055998298,0.0341785627314812,TEST 81-100
97,0.992539876568733,0.034329841765196,TEST 81-100
98,0.989238477463991,0.0338305730814332,TEST 81-100
99,0.990837623983518,0.0338861821848876,TEST 81-100
100,0.992017811284299,0.0335069443471154,TEST 81-100
101,0.992756140221628,0.0334645567480789,TEST 81-100
102,0.993472205469709,0.0329119275942352,TEST 81-100
103,0.993545185139478,0.0330447662763408,TEST 81-100
104,0.995429120202308,0.0326188599702713,TEST 81-100
105,0.996824647483921,0.0323116343429859,TEST 81-100
106,0.997686674097102,0.0322657964859885,TEST 81-100
107,0.996983994198205,0.0322008160133355,TEST 81-100
108,0.995291399843073,0.0321452595476435,TEST 81-100
109,0.995916251954039,0.0323203706205237,TEST 81-100
110,0.997271123008236,0.0331406462069353,TEST 81-100
111,0.99716313836792,0.0332345012094574,TEST 81-100
112,0.998081671899188,0.0342954637179711,TEST 81-100
113,0.996816521676457,0.0341979981063435,TEST 81-100
114,0.997120072192826,0.0346258005687022,TEST 81-100
115,0.99871304071077,0.0348265547020069,TEST 81-100
116,1.00160195779783,0.0343821802920755,TEST 81-100
117,1.00405673172521,0.0348620356359559,TEST 81-100
118,1.00409454654449,0.0343713190870471,TEST 81-100
119,1.00672383351222,0.0340476480922142,TEST 81-100
1,1.00229876398541,0.0108819948267892,TEST 101-120
2,1.0028885572419,0.0103935326621946,TEST 101-120
3,1.00427665919774,0.0099698218060612,TEST 101-120
4,1.00323306652741,0.008917976994678,TEST 101-120
5,1.00369348987597,0.00845075311466282,TEST 101-120
6,1.00291839304348,0.00806644080331471,TEST 101-120
7,1.00087288876633,0.00729677364489059,TEST 101-120
8,0.999912188556916,0.00696271856247468,TEST 101-120
9,1.00000063162557,0.00730638846404126,TEST 101-120
10,0.9999600845622,0.00683698041994834,TEST 101-120
11,0.995739047871642,0.00642214965619208,TEST 101-120
12,0.99770373037032,0.00686802499701124,TEST 101-120
13,0.997156607779966,0.00906406711049457,TEST 101-120
14,0.997871984984475,0.00949445086850464,TEST 101-120
15,0.99833594420241,0.00923088397524646,TEST 101-120
16,0.996885687960634,0.0094946100956679,TEST 101-120
17,0.998452808736081,0.00945650639754781,TEST 101-120
18,0.999936172370977,0.00969762422031259,TEST 101-120
19,0.999973913182931,0.0094934824499762,TEST 101-120
20,1.00033110413672,0.00916861164631424,TEST 101-120
21,0.998610081241904,0.00926113990611757,TEST 101-120
22,0.9966799003474,0.00896691641320386,TEST 101-120
23,0.994935729758255,0.00963560262767413,TEST 101-120
24,0.993017162744096,0.0107563905229617,TEST 101-120
25,0.99504635223915,0.0116014923305518,TEST 101-120
26,1.00318316430143,0.0117026792513927,TEST 101-120
27,1.0131629570592,0.0124454264324264,TEST 101-120
28,1.02255007276183,0.0123474952037615,TEST 101-120
29,1.02544573441234,0.0128361108917748,TEST 101-120
30,1.02285237135823,0.0133088144665349,TEST 101-120
31,1.01754678076974,0.0135705062712656,TEST 101-120
32,1.01166475409673,0.014232933969625,TEST 101-120
33,1.00604615811614,0.0154408050710511,TEST 101-120
34,1.00403516822558,0.0154548397847328,TEST 101-120
35,1.00208898470409,0.015365463655721,TEST 101-120
36,0.999740510574392,0.0155959062427466,TEST 101-120
37,0.998340128584275,0.0158720888869772,TEST 101-120
38,0.99622930278238,0.0160753547281977,TEST 101-120
39,0.994214306247416,0.0163447947112668,TEST 101-120
40,0.992717409943359,0.0167887349452338,TEST 101-120
41,0.990078279387291,0.0175425890015006,TEST 101-120
42,0.985488690352652,0.0183856656904609,TEST 101-120
43,0.985817294176735,0.0191287475207704,TEST 101-120
44,0.985371567280972,0.0201960990998172,TEST 101-120
45,0.983983530224304,0.0204390164747447,TEST 101-120
46,0.98168054119113,0.0209908118832828,TEST 101-120
47,0.974743292175407,0.0211861366127723,TEST 101-120
48,0.974352173176309,0.0212633799734044,TEST 101-120
49,0.97314865026648,0.0215427032859887,TEST 101-120
50,0.97327496025943,0.0220393920880041,TEST 101-120
51,0.969802490537483,0.0203914127704244,TEST 101-120
52,0.970935262205059,0.0216119800933464,TEST 101-120
53,0.973303183454204,0.0228820552560109,TEST 101-120
54,0.979753406958996,0.0233940288882109,TEST 101-120
55,0.984515160448001,0.0238794488029172,TEST 101-120
56,0.988293770151037,0.0242171987092783,TEST 101-120
57,0.990609381444843,0.0245995237424158,TEST 101-120
58,0.994960431913986,0.0247130781354482,TEST 101-120
59,0.991219661296287,0.0256113581531663,TEST 101-120
60,0.994020680475273,0.0256596997943871,TEST 101-120
61,1.00210983310566,0.0315918604831886,TEST 101-120
62,1.00403629017401,0.0312661818124636,TEST 101-120
63,0.995520902032121,0.0260146001413835,TEST 101-120
64,0.998857502327283,0.0264177267098129,TEST 101-120
65,1.00234310650191,0.0260515010083857,TEST 101-120
66,1.00157555877168,0.0263931395659892,TEST 101-120
67,0.998031031534263,0.0262729689764101,TEST 101-120
68,0.997107283718071,0.0265238569706623,TEST 101-120
69,0.998419797486919,0.0267866111542601,TEST 101-120
70,1.00551432032124,0.0326570552013679,TEST 101-120
71,1.00601046563902,0.0329537203472916,TEST 101-120
72,1.0061844254811,0.0331843626216013,TEST 101-120
73,1.00690685588133,0.0328836226061466,TEST 101-120
74,1.00736867930469,0.0327646678778745,TEST 101-120
75,1.00600762092107,0.0324599141206517,TEST 101-120
76,1.0091478202994,0.03213628655051,TEST 101-120
77,1.00855852445038,0.0325048317773871,TEST 101-120
78,1.00893440889193,0.0327860679262248,TEST 101-120
79,1.00830039675753,0.0329331698674634,TEST 101-120
80,1.00855592764433,0.0335633907929434,TEST 101-120
81,1.00844310167201,0.033103626451797,TEST 101-120
82,1.00914853740206,0.0330557461447614,TEST 101-120
83,1.01081182878156,0.0326188619299,TEST 101-120
84,1.01030754053428,0.0319418055027103,TEST 101-120
85,1.00976465260051,0.0319482405866932,TEST 101-120
86,1.00898821796612,0.0313479114774389,TEST 101-120
87,1.01027443700986,0.031374977074429,TEST 101-120
88,1.01042014679939,0.0314079244281298,TEST 101-120
89,1.01112332643676,0.0319863146952196,TEST 101-120
90,1.01143866010787,0.0318017615677996,TEST 101-120
91,1.00947907229879,0.0313218543872123,TEST 101-120
92,1.00898990046834,0.0308650567872861,TEST 101-120
93,1.00228978943445,0.0304598797921821,TEST 101-120
94,1.00270313949185,0.0305941010211097,TEST 101-120
95,1.00244205105236,0.0308964604817239,TEST 101-120
96,1.00110487436224,0.0309015858868292,TEST 101-120
97,1.00322588212996,0.0309588309996915,TEST 101-120
98,1.00728180778299,0.0308329338104807,TEST 101-120
99,1.00560544156689,0.0308278664656267,TEST 101-120
100,1.01041638319818,0.0311625283226081,TEST 101-120
101,1.01082946313421,0.0313551020092843,TEST 101-120
102,1.01024950291348,0.0312739994300029,TEST 101-120
103,1.00715913100798,0.0313162867573155,TEST 101-120
104,1.00458650041541,0.0315224854221973,TEST 101-120
105,0.996940016240127,0.0267016196859815,TEST 101-120
106,1.00017984735755,0.0266681729636014,TEST 101-120
107,1.0025026434465,0.0261452149943331,TEST 101-120
108,1.00217032492684,0.025826529206818,TEST 101-120
109,0.999920396860471,0.0259450338055012,TEST 101-120
110,0.998063680957401,0.0257413525747524,TEST 101-120
111,0.999127947670653,0.0255988549392771,TEST 101-120
112,1.00083252351858,0.025668420874474,TEST 101-120
113,1.00512620425849,0.0257514903365613,TEST 101-120
114,1.00994194355678,0.0256476572724203,TEST 101-120
115,1.00386037809597,0.0249150730611295,TEST 101-120
116,1.00362639701073,0.024668867987194,TEST 101-120
117,1.00380236503467,0.0251215600632239,TEST 101-120
118,1.01124925763254,0.0289459465006563,TEST 101-120
119,1.00973713442083,0.029105125520566,TEST 101-120
1,0.995085545496989,0.00794681880740773,TEST 121-140
2,0.994816187549154,0.00707418393108916,TEST 121-140
3,0.995015501459667,0.00606952431877448,TEST 121-140
4,0.994909589738512,0.00564605345652704,TEST 121-140
5,0.993273058053387,0.00573028188099816,TEST 121-140
6,0.993470229747131,0.0057890289231025,TEST 121-140
7,0.993442214490297,0.00503560100297604,TEST 121-140
8,0.996213354106975,0.00398387986036121,TEST 121-140
9,0.997175759226019,0.00372342294864055,TEST 121-140
10,0.998398297706852,0.00461450014014188,TEST 121-140
11,0.999020572218169,0.00483531656700743,TEST 121-140
12,1.00098428895109,0.0048469679769587,TEST 121-140
13,1.00443841033344,0.0047474938558396,TEST 121-140
14,1.00509932626563,0.00466883525426844,TEST 121-140
15,1.00693224760874,0.00535826997428969,TEST 121-140
16,1.00748378615953,0.00584324940024916,TEST 121-140
17,1.00818090203624,0.00632862382195224,TEST 121-140
18,1.00755881935543,0.00705969700839546,TEST 121-140
19,1.0090028571274,0.00755428801074743,TEST 121-140
20,1.00801441882673,0.00819521923752293,TEST 121-140
21,1.00397718817996,0.00852956522985205,TEST 121-140
22,0.999685928285853,0.0100522779283342,TEST 121-140
23,0.996062295337498,0.0118727561262121,TEST 121-140
24,1.00030516674015,0.0151646389509801,TEST 121-140
25,1.00774640342824,0.015897661063883,TEST 121-140
26,1.01676868620352,0.0161779093834891,TEST 121-140
27,1.02708538630096,0.0161931499545297,TEST 121-140
28,1.03524732209352,0.0173563312174366,TEST 121-140
29,1.03440132725898,0.0171738049620277,TEST 121-140
30,1.03427504715584,0.017887364772804,TEST 121-140
31,1.02803955348725,0.0187838775546618,TEST 121-140
32,1.02606975373846,0.0185899678902491,TEST 121-140
33,1.02292287963316,0.0183565341379073,TEST 121-140
34,1.02024996631118,0.0182380106028068,TEST 121-140
35,1.01554111659555,0.0182475953334918,TEST 121-140
36,1.01275731516287,0.0181723974839613,TEST 121-140
37,1.01110377961362,0.0178569425700852,TEST 121-140
38,1.00803640625961,0.0180061484782592,TEST 121-140
39,1.00490094897893,0.0179090104165931,TEST 121-140
40,1.00419138046208,0.0175567986665578,TEST 121-140
41,1.00176458378748,0.0175205275887848,TEST 121-140
42,1.00173645396888,0.017618014047784,TEST 121-140
43,1.00119580221571,0.017795094842316,TEST 121-140
44,1.00038121315896,0.0177510759438701,TEST 121-140
45,0.998946358560412,0.0175775119142339,TEST 121-140
46,0.996066541927007,0.0176021676214468,TEST 121-140
47,0.992968784086004,0.0180662905578035,TEST 121-140
48,0.988126078473369,0.0182718710623747,TEST 121-140
49,0.985866862387772,0.0185137858031467,TEST 121-140
50,0.986639782503818,0.0192994154285612,TEST 121-140
51,0.980889167062697,0.0160123158845135,TEST 121-140
52,0.981584972743169,0.0171396070459799,TEST 121-140
53,0.980961953930265,0.0186023812805337,TEST 121-140
54,0.981915598505329,0.0189828250827794,TEST 121-140
55,0.982654848021823,0.0196139422591043,TEST 121-140
56,0.983762999098177,0.0198608671452755,TEST 121-140
57,0.982768520103231,0.0215081894228831,TEST 121-140
58,0.983738443848736,0.0212794507083014,TEST 121-140
59,0.986201057497594,0.0212248414102777,TEST 121-140
60,0.988121478668065,0.0212677363849002,TEST 121-140
61,0.988999013374467,0.0209427868295972,TEST 121-140
62,0.988699392225782,0.0208031515825326,TEST 121-140
63,0.986405000966706,0.0208173066548886,TEST 121-140
64,0.988549088009811,0.0211692188971227,TEST 121-140
65,0.988860394032163,0.0208979770117923,TEST 121-140
66,0.986267657467977,0.0206730214147216,TEST 121-140
67,0.984102610845628,0.02085256682944,TEST 121-140
68,0.981803578284292,0.022081201544163,TEST 121-140
69,0.982194593532267,0.0226438485516887,TEST 121-140
70,0.982517143578647,0.0229027176327685,TEST 121-140
71,0.981965344001345,0.0225339027152637,TEST 121-140
72,0.983746425701624,0.0224972025274307,TEST 121-140
73,0.986000776091628,0.0238109225446844,TEST 121-140
74,0.986703995764872,0.0244783560339324,TEST 121-140
75,0.988152034947356,0.0243045489967488,TEST 121-140
76,0.988434184020329,0.0254618209069999,TEST 121-140
77,0.987795456432106,0.0261688867699154,TEST 121-140
78,0.988468376866555,0.0262976981329986,TEST 121-140
79,0.99154530336926,0.0270975162121321,TEST 121-140
80,0.992930790721184,0.0279600219882353,TEST 121-140
81,0.999485519707634,0.0289296419757147,TEST 121-140
82,1.00229410091915,0.0294761560195718,TEST 121-140
83,0.999806410910239,0.0301915929536513,TEST 121-140
84,0.99936443361375,0.0307605129774338,TEST 121-140
85,1.00010056682101,0.0308439955105412,TEST 121-140
86,0.999641550680695,0.0312716188968959,TEST 121-140
87,0.999562276215795,0.0308881976377179,TEST 121-140
88,0.997710857763876,0.0309266184436027,TEST 121-140
89,0.999916229236161,0.0313550670641332,TEST 121-140
90,0.989937510304136,0.0214543806925837,TEST 121-140
91,0.987426875791363,0.0224644978620463,TEST 121-140
92,0.98981830715294,0.0229670174568667,TEST 121-140
93,0.989865410578151,0.0230124398144988,TEST 121-140
94,0.988267674984021,0.0234029129945863,TEST 121-140
95,0.991675630002082,0.0235233049868983,TEST 121-140
96,0.994632085919385,0.0233481998731466,TEST 121-140
97,0.997439848599476,0.023204326971955,TEST 121-140
98,0.994993862692208,0.0242593254609014,TEST 121-140
99,0.995741769903681,0.025087244258028,TEST 121-140
100,0.995939516037347,0.0249946574268609,TEST 121-140
101,0.995793048808541,0.0249798135047398,TEST 121-140
102,0.995880458755782,0.0243510870158545,TEST 121-140
103,0.997779511230837,0.0246048899942371,TEST 121-140
104,0.997700959351565,0.0246787401608767,TEST 121-140
105,0.997627796112366,0.0243966967661371,TEST 121-140
106,0.9969151755927,0.0243089279046438,TEST 121-140
107,0.997101151284272,0.0244402807197307,TEST 121-140
108,0.997227898807619,0.0241344004275686,TEST 121-140
109,0.995657411919096,0.0236125779407522,TEST 121-140
110,0.997209092549526,0.0234982111440038,TEST 121-140
111,0.996280001462515,0.023616168366698,TEST 121-140
112,0.996786841005681,0.0234186465947209,TEST 121-140
113,0.995234366796188,0.0236617937794888,TEST 121-140
114,0.99542019138309,0.024090047591134,TEST 121-140
115,0.995720386445979,0.0242116571774822,TEST 121-140
116,0.997055490208778,0.0241466989828084,TEST 121-140
117,0.996526514831985,0.0233404322872393,TEST 121-140
118,0.995268613299696,0.0235189746301938,TEST 121-140
119,0.996517257517232,0.0234561331660589,TEST 121-140
1,1.00059499427081,0.00701396407061985,TEST 141-160
2,0.998616145971491,0.00640891169230831,TEST 141-160
3,0.99856031166629,0.00612532470346386,TEST 141-160
4,0.998945527941163,0.00533330782854118,TEST 141-160
5,0.997616058408396,0.00517031414999994,TEST 141-160
6,0.997413830551082,0.00550795028743502,TEST 141-160
7,0.997750048304274,0.00518919444204453,TEST 141-160
8,0.998445875615753,0.00536636662194113,TEST 141-160
9,0.997922127670245,0.00444940836451916,TEST 141-160
10,0.996126374773809,0.00485643969375566,TEST 141-160
11,0.997065534802805,0.00556275988585861,TEST 141-160
12,0.998238905591608,0.00540051285170102,TEST 141-160
13,1.00021666422346,0.00496998288600196,TEST 141-160
14,1.00161104178603,0.00483081036676918,TEST 141-160
15,1.00167385421544,0.00526132427855289,TEST 141-160
16,1.00418177632077,0.00598923779957501,TEST 141-160
17,1.00491586518723,0.00643140414229206,TEST 141-160
18,1.00525008004729,0.00786872209915612,TEST 141-160
19,1.00637598916428,0.00839172144878782,TEST 141-160
20,1.00682256620637,0.00873141823364521,TEST 141-160
21,1.00465666842688,0.00976098581633626,TEST 141-160
22,1.00522539401279,0.0112413335872476,TEST 141-160
23,1.0034763390321,0.012027794188144,TEST 141-160
24,1.00665661911735,0.0133729960225096,TEST 141-160
25,1.0091335576415,0.014219461987449,TEST 141-160
26,1.01659843430296,0.0143684745116454,TEST 141-160
27,1.02393202410798,0.0157609648573062,TEST 141-160
28,1.03121760544938,0.0156859556327338,TEST 141-160
29,1.0334115152772,0.0161504720134467,TEST 141-160
30,1.03433220461436,0.0165154587560545,TEST 141-160
31,1.02897965028885,0.0174848824875684,TEST 141-160
32,1.02593252173731,0.0177361630789543,TEST 141-160
33,1.02033588920865,0.0180232971082418,TEST 141-160
34,1.01851585949196,0.0184773079972956,TEST 141-160
35,1.0127391103756,0.0204572487468836,TEST 141-160
36,1.00918095531303,0.0209986778275952,TEST 141-160
37,1.0069549740182,0.0209570603078416,TEST 141-160
38,1.00414762174357,0.0208059825906179,TEST 141-160
39,1.00116984025121,0.0209261615197485,TEST 141-160
40,0.99943761742536,0.0212831189877317,TEST 141-160
41,0.998412692348019,0.0215257489784484,TEST 141-160
42,0.99631651559212,0.0214546650770906,TEST 141-160
43,0.994518418240215,0.0215381997865864,TEST 141-160
44,0.994387283404175,0.0219900790210432,TEST 141-160
45,0.991139670347201,0.0225859659432734,TEST 141-160
46,0.990361370358608,0.0232306817664889,TEST 141-160
47,0.987692485508182,0.0225180037659091,TEST 141-160
48,0.985829810326136,0.0222184478093842,TEST 141-160
49,0.987098320128043,0.0221509787101177,TEST 141-160
50,0.987197966453595,0.0223763695845845,TEST 141-160
51,0.987390898956608,0.0222283008557993,TEST 141-160
52,0.98596572090827,0.0223747003242249,TEST 141-160
53,0.989695577817025,0.0218225207905596,TEST 141-160
54,0.991147029266226,0.0217512156429392,TEST 141-160
55,0.990340152278922,0.0210091357491484,TEST 141-160
56,0.993245551125834,0.0216640535412253,TEST 141-160
57,0.995300911910233,0.0217597709646766,TEST 141-160
58,0.998371994585565,0.0222131653617031,TEST 141-160
59,0.999976809589284,0.0228225618229549,TEST 141-160
60,1.00042601861604,0.0229542668110754,TEST 141-160
