"Figure","Cohort","Timepoint","Outcome","BlockCodes","Formula","N_Observations","N_Animals","N_Permutations","Seed","InputFile"
"Figure_S1B","conditioning/reappraisal","TP2","lid_TP2","1;3;4;5;6","lid_TP2 ~ block_label + (1 | animal_ID)",936,9,10000,1234,"C:/Users/jonathan.reinwald/Dropbox/ICON_Autonomouse/reappraisal/manuscript/NoSeMaze-Connectomics/data/processed/eyelid/reappraisal/Mean_LidData_R_6blocks_TP2.xlsx"
