Figure,Cohort,N_Animals,DisplayedTrialRanges,ExcludedTrials,InputFile
Figure S1B,conditioning/reappraisal,9,11-40;81-100;101-120;121-140;141-160,41-80 excluded,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\eyelid\reappraisal\pupil_summary_all.mat
