"Term","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",1.02249999173527,0.0100058044008901,13.2656037852622,102.190683604039,1.31751030708948e-20
"block_labelTEST_81_100",-0.0246648163375371,0.00887050965288393,924.02720675339,-2.78054106276951,0.00553715208150402
"block_labelTEST_101_120",-0.0139467229573964,0.008887719668719,924.111771167239,-1.56921274266593,0.116940698309087
"block_labelTEST_121_140",-0.00640610570314008,0.00893433339215688,924.049182803433,-0.717021116400666,0.473542262475417
"block_labelTEST_141_160",-0.00441288696369051,0.00898470014469134,924.106752648549,-0.491155730589172,0.623432927595069
