Statistic,Estimate,P
Predictor_vs_PRE_Pearson,0.541841165899819,0.00624011688148612
Predictor_vs_PRE_Spearman,0.589565217391304,0.00291130791378782
Predictor_vs_TEST_Pearson,-0.618544200316287,0.00127355743104137
Predictor_vs_TEST_Spearman,-0.655652173913043,0.000681337370287399
Predictor_vs_Delta_Pearson,-0.683515851146081,0.000231497402330603
Predictor_vs_Delta_Spearman,-0.755652173913044,3.12459691968296e-05
PRE_vs_TEST_PairedTTest,-0.463114767534647,0.647634352636281
PRE_vs_TEST_Permutation,NaN,1
