Panel,Metric,DisplayName,AUC_Structure_Field,ThresholdPercentMin,ThresholdPercentMax,NumberOfPermutations,RandomSeed,FDR_Alpha,Conditioning_Pre_File,Conditioning_Test_File,Control_Pre_File,Control_Test_File
Figure_S7B,deltaC,\DeltaC,g_delta_C,45,50,10000,1234,0.05,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_S7\Figure_S7B_C\conditioning\auc_struc_Odor11to40_45to50_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_S7\Figure_S7B_C\conditioning\auc_struc_Odor81to120_45to50_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_S7\Figure_S7B_C\control\auc_struc_Odor11to40_45to50_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_S7\Figure_S7B_C\control\auc_struc_Odor81to120_45to50_p.mat
