Pre_Conditioning,Test_Conditioning,Pre_Control,Test_Control,Delta_Conditioning,Delta_Control
0.0741828568081548,0.000103563820992346,0.325459391645329,0.117734212097625,-0.0740792929871625,-0.207725179547705
0.116456574927269,0.146840520991341,0.309909709470015,0.194336468551059,0.0303839460640712,-0.115573240918956
0.0054547857931348,0.00336888165756063,0.208212009528982,0.133791487861335,-0.00208590413557418,-0.074420521667647
0.0317078775935426,0.0641781060698663,0,0.160596460614864,0.0324702284763237,0.160596460614864
0.0218129554839471,0.0790095578241374,0.309872392111009,0.114530927592805,0.0571966023401903,-0.195341464518204
0.244233286323489,0.0357477033015521,0.159210283112697,0.132734213696661,-0.208485583021937,-0.0264760694160361
0.204757220807093,0,0.178290034826867,0,-0.204757220807093,-0.178290034826867
0,0,0.162532441975779,0.156767117849028,0,-0.00576532412675126
0.00278507203223479,0.0106731540965382,0.0903189163308179,0.203704402788987,0.00788808206430344,0.113385486458169
0,0.331492233859372,0.179142272050026,0.237404331374464,0.331492233859372,0.0582620593244375
0.106559438007002,0.109802224293222,0.134850047722636,0.336728405788025,0.00324278628621992,0.201878358065389
0.0527467503280251,0.075887157765846,0.281052443657131,0.26126523180249,0.0231404074378209,-0.0197872118546408
0,0,0.164524931314771,0,0,-0.164524931314771
0.0643877267024603,0,0.211959133546024,0.0992268517112593,-0.0643877267024603,-0.112732281834765
0.237220791549006,0.141460896530229,0.275895011900716,0.107768007928014,-0.0957598950187769,-0.168127003972703
0.0974596375386945,0.12595253488187,0.223439628609024,0.0541832396708343,0.0284928973431754,-0.16925638893819
0.0127830745153581,0.157111345763651,0.089598941225727,0.000776187080769969,0.144328271248293,-0.088822754144957
0.182364131866552,0.0709865964513076,0.217745932471787,0.108861102403258,-0.111377535415244,-0.108884830068529
0.337760264098607,0.0351140268952932,0.0932201244179035,0.00208258116505642,-0.302646237203313,-0.0911375432528471
0.171599186781156,0.0688471099998844,0.201000567487328,0.106468826326374,-0.102752076781272,-0.0945317411609542
0.0782090244190429,0.0845913282876815,0.0689797783206592,0,0.00638230386863863,-0.0689797783206592
0.126089772213819,0,0.226051742976386,0.172632557638247,-0.126089772213819,-0.0534191853381387
0.084334244273062,0.0149547028226738,0.0133013423847781,0.00397464222128511,-0.0693795414503882,-0.009326700163493
0,0.0500177372905243,0.182153425505871,0.113203102059229,0.0500177372905243,-0.0689503234466421
