ID,DSz,Rank
0007CB6B2C,0.999092877159352,1
0007CB2275,0.939080624248779,2
0007CB2584,0.910185835810355,3
0007CB3395,0.604567881173178,4
0007CA3D87,0.565671050582992,5
0007CB6A8C,0.377854925733236,6
0007CB24AD,0.357850841429712,7
0007CA3BEA,-0.14447394219212,8
0007CB2144,-0.242271687676016,9
0007CB2246,-0.889070413489969,10
0007CB39B0,-1.28359540947614,11
0007CB24DA,-2.19489258330336,12
