Figure,Metric,Comparison,MinThresholdIndex,MaxThresholdIndex,MinThresholdDisplay,MaxThresholdDisplay,FDR_Alpha,FDR_P_Threshold,DisplayDegreesOfFreedom,Uncorrected_T_Critical,FDR_T_Critical,Conditioning_Input_File,Control_Input_File
Figure 4B,l_cc,TPnoPuff11to40VSTPnoPuff81to120,36,41,45,50,0.05,0.00839364779955586,46,2.01289559891943,2.75441831716878,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\Figure_4B\conditioning\res_auc_struc_local.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\Figure_4B\control\res_auc_struc_local.mat
