SubjectIndex,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60
1,0.0683909055141355,0.0755138020561966,0.0547693231711039,0.00342100138602603,-0.0920701383157696,-0.176075657886577,-0.230948136153943,-0.256955017300314,-0.257880855958109,-0.257584741229105,-0.238331384882817,-0.229133749044051,-0.219928826904404,-0.234180559022606,-0.238761991044356,-0.197631519050617,-0.13873598981759,-0.0173481213171821,0.0745426451513849,0.179094655385661,0.271074939063453,0.339564175528378,0.37681223700198,0.350881215755498,0.364514281749638,0.36687199738749,0.385950840878497,0.394096082898273,0.42881738614769,0.468066530233558,0.463774368678434,0.463719881414234,0.401284479913171,0.330283142893951,0.234571758023672,0.130177868852392,0.034530057776879,-0.0667301755488341,-0.118423933992245,-0.159215010705486,-0.170926335143835,-0.178549165216688,-0.169394222803516,-0.124763004963875,-0.0984690748225411,-0.067459578868261,-0.0597755775855186,-0.055094722073457,-0.0418988103991892,-0.069245583154739,-0.0901747853023518,-0.105948428342517,-0.104597477401572,-0.0791573377004211,-0.0918539637465832,-0.106978849488208,-0.105354545522562,-0.11149233349544,-0.141240475608397,-0.192680692831129
2,-0.00804741521287907,-0.0627547638766692,-0.112288252973057,-0.156200953075148,-0.210902885622253,-0.244754977874605,-0.258347361601427,-0.266353696541676,-0.294191110009141,-0.301261443462416,-0.301195165041763,-0.270967131672073,-0.251121576730342,-0.225764448028395,-0.162576267327037,-0.129262305079839,-0.0786297458090834,-0.045305217443635,0.0373220439195585,0.122365407194806,0.202010199295096,0.302406600048168,0.385259685142725,0.447464145873595,0.481511745352302,0.484630035365223,0.443933058678735,0.395244754927919,0.346322687121961,0.305389837248335,0.234478723564478,0.18788248816121,0.156958247312968,0.135483327247258,0.105075136322687,0.0600197609532914,0.00541781199288453,-0.0464108832939639,-0.105599272978097,-0.191852590338198,-0.255710585216199,-0.281332550215604,-0.271442965370206,-0.267462630622738,-0.214608737204084,-0.127404263564855,-0.0555940367999216,-0.0138223175181215,0.036468644380116,0.0635656992560245,0.0677212250850832,0.069862295711972,0.0663061089571264,0.0585203081247482,0.00460328118802054,-0.0148856542764258,-0.055654419361867,-0.136711069586669,-0.210894684505252,-0.241104345818396
3,-0.278196297391949,-0.264056673762179,-0.250676256465624,-0.249725120025935,-0.278887760462226,-0.326645303804072,-0.376580694350138,-0.37330404385501,-0.344861246505469,-0.295877706036697,-0.209515057634154,-0.112198897604976,-0.0071210926871795,0.0315381831603113,0.0640358268035759,0.069380560585605,0.0679671886783495,0.0327123279449546,0.00769410366497072,0.042173563153634,0.0807093098168299,0.135565159471345,0.182763909750124,0.24837600505944,0.290291479487876,0.267969904761634,0.238631927156484,0.211814562511266,0.190800975376033,0.202526274719165,0.211920555928243,0.269584880680645,0.303232873720598,0.323653325243981,0.330640260107832,0.274901498177865,0.222662053635218,0.15556745598752,0.112393126709403,0.0581465861843879,0.00982170284917277,-0.00789749793231044,-0.0252605624291034,-0.0664387231108721,-0.101676427905816,-0.0979894142016822,-0.0967483644301715,-0.0627345576176049,-0.00963147949862635,0.070434069657909,0.121627143780177,0.151947687801754,0.190045985676448,0.163432671655444,0.128170815147547,0.0730952235426505,0.0336487065731008,-0.0197964936987165,-0.062308702063584,-0.0579131815623511
4,-0.446100100142634,-0.415963675596398,-0.335346704027208,-0.270458480925327,-0.208074567554664,-0.145215644151721,-0.0698201596478088,-0.00659196078961464,0.00962336096771888,0.0249284708714363,0.0290903862763069,0.0170501710387361,-0.0124780101837534,-0.0393779596637485,-0.0208996196361874,0.0022574990845645,0.0375155425666442,0.135349123079033,0.241637500845368,0.352696476758853,0.432886097625352,0.510625602931971,0.559376106147012,0.537330468459132,0.501627691913422,0.452727062067856,0.398284002392457,0.359070990433045,0.331112657602396,0.327621906027886,0.345783984967274,0.35453983601206,0.353244250360744,0.314753208597461,0.24033193415188,0.136878583404919,0.00508981890178496,-0.0864496461950177,-0.144799971116105,-0.177360000908813,-0.153757515741156,-0.0905125220385287,-0.0139699788093067,0.017882298401739,0.0153410694778733,-0.00430984960974297,-0.0506500892670484,-0.128678653307668,-0.190121234220688,-0.228949417190116,-0.243356411884529,-0.249093771934269,-0.257761596636724,-0.229997042598892,-0.208127715018598,-0.186793030294407,-0.191411059784835,-0.178436223866419,-0.158288049320105,-0.157202269459654
5,-0.11154965645504,-0.146141166239993,-0.150948003168699,-0.156986261247754,-0.168962767298321,-0.129672892103314,-0.0897081727661268,-0.0196535711070368,0.0107677835869461,0.0263190382219738,0.0770808995797154,0.0508298859607594,0.0224701596448539,-0.0375912689256667,-0.0546347354250603,-0.044137135117818,-0.0163388683466572,0.0695907609149843,0.144070442854732,0.255472981046732,0.351340589284206,0.438634295315096,0.502828994715524,0.517599419944214,0.540879775319628,0.540255959353643,0.516247389220661,0.487915559792017,0.451369032823125,0.402134616105498,0.34557236514322,0.301945466540028,0.276247113747675,0.247310233112046,0.196644696328272,0.171496449032791,0.151023440771693,0.0914656556943375,0.0136072852203832,-0.0589321744602422,-0.105696606547023,-0.156819816680585,-0.20654554776468,-0.218599315814058,-0.22760942548444,-0.242800861382696,-0.231904615283315,-0.204349995176155,-0.167402433009165,-0.159669815479813,-0.12484947872942,-0.0781431024558101,-0.0876576593865979,-0.113786642414373,-0.151935223011112,-0.149774548625588,-0.17738266837198,-0.202994543463887,-0.180477493453384,-0.116980981705106
6,0.0175965910335799,0.109655828260539,0.143213572103347,0.131915819400613,0.0824927973582956,0.0225080485789421,-0.0865380965151892,-0.208938016955457,-0.276583253902058,-0.298839859791414,-0.336354271284843,-0.337656351564778,-0.274500744164077,-0.217004131584071,-0.163663357063023,-0.104035518166054,0.0167562701058014,0.125806845140343,0.237239588563985,0.349728871538471,0.441922169816052,0.523133144745183,0.546997516726699,0.545959973028438,0.484933399773805,0.432574158481912,0.364802516844208,0.270705385161477,0.190372011659854,0.118107986749871,0.0797763078812827,0.0132969288005123,-0.0545992248598852,-0.0857557891417146,-0.0954980928741162,-0.0676062726958787,-0.0497293016599943,-0.0247076978920145,0.0338718494143206,0.0826500419600123,0.09404842295339,0.0660807401601728,0.0505651565251615,0.0657013648333442,0.0535881983172824,0.01208315960819,0.000518505279360045,-0.00464856285692888,-0.0266952587776974,-0.0803112198245433,-0.112641329210412,-0.120244256588868,-0.142058247737048,-0.152901642204677,-0.151826446756153,-0.14583226863371,-0.167910548048517,-0.185134395862585,-0.180668173940279,-0.188996858236838
7,-0.163031799653616,-0.18860748905352,-0.206054429483229,-0.199305796276988,-0.169353160369976,-0.145459042794575,-0.140407916457636,-0.138938906759123,-0.142510065279994,-0.144949691594869,-0.176443370914442,-0.188784723829188,-0.191555529065453,-0.166339401765177,-0.171816049761909,-0.164456017146016,-0.129722230142118,-0.0733172882325095,-0.00327735633913887,0.0776417937783243,0.181957648910923,0.281272615864684,0.377520157340449,0.421864886025288,0.439205312688317,0.438100627258678,0.413933338235755,0.344037579411947,0.255479058280396,0.184802335390808,0.140804961595916,0.0517367302635507,-0.0268957928292259,-0.0858489803966699,-0.126201040841192,-0.17471456586534,-0.24144916228486,-0.239018320060758,-0.218778829195272,-0.161453540007632,-0.121069630318815,-0.0645363708106875,-0.0018983077916479,0.022629463319982,0.0346006709919176,0.0284547349618686,0.0347271732815848,0.0558686409238251,0.0738000092795045,0.0993573756846894,0.127747204887097,0.149770623788514,0.150430348274569,0.137741715817618,0.135141231487927,0.125086473519884,0.112281230658929,0.068946232149609,0.0624648085322306,0.018050514165497
8,-0.231408798668068,-0.260879381116793,-0.274373720333776,-0.269147379289494,-0.279666196032302,-0.273610555626682,-0.26750325869942,-0.255349717530456,-0.263797981270905,-0.323610177702129,-0.382577103412663,-0.436906450712195,-0.453234719740349,-0.503053406726575,-0.513493870520895,-0.458322840410202,-0.353183796634771,-0.238636522935896,-0.145803039863393,0.0509830135183718,0.231632802158857,0.359588394135797,0.452633751823707,0.536905816095703,0.634252406563079,0.627417289830812,0.6084289147997,0.568324960092575,0.507450266331332,0.419863090682814,0.284918135862595,0.17253999536811,0.0637111000395241,0.0200657292597226,-0.0325293614674411,-0.0401480139424843,-0.00766433449792554,0.0284438533322502,0.0777357659332179,0.0705047044149632,0.0982286930242352,0.103516346631013,0.108556589366116,0.109491023250012,0.0731941064830325,0.084441484076917,0.0829397531217634,0.0713786316896224,0.019629552351242,-0.00806133936168913,0.0110001967275404,0.00408183091898533,0.00667993885421621,0.00476860036774957,0.0531847847079271,0.101224710800824,0.121266745001684,0.142336040270724,0.135899680821047,0.150420416362876
9,-0.138987000516228,-0.173502527438673,-0.184208527792116,-0.166928603964006,-0.104218312349078,-0.0592197478767298,-0.00919426828446825,0.0514371446834214,0.0724701716613603,0.0618767217197568,0.0435674947201151,0.06060317422969,0.0846009498478861,0.0641609595480526,0.0705253287845031,0.0968873773403726,0.0936935860756396,0.057543731023233,0.0142966931283622,0.0358877703021366,0.0460255925343814,0.0485744452240801,0.0929823340830675,0.139650523410885,0.209937729842308,0.261935915124112,0.324691553745743,0.355052606395931,0.351254252913071,0.365938169575469,0.325323607050481,0.254963685871966,0.153383251660669,0.0856688342303396,0.00517199914717337,-0.10590479579538,-0.162110380152348,-0.211878943155988,-0.233941813353745,-0.25309597264396,-0.239638233529605,-0.188850999920015,-0.168638499792625,-0.108903374170303,-0.0594897818872666,-0.05212576329697,-0.0279509919745141,-0.0384521557157834,-0.0385658970332558,-0.0778378853134529,-0.10879945961425,-0.0836321215196535,-0.103694267139635,-0.0860199075963152,-0.0202299157815402,0.0596531264211134,0.141581923302724,0.192521734552528,0.264142441450462,0.298800581537725
10,-0.040894187892313,-0.0453044059908638,-0.0840338025737986,-0.113500221806313,-0.137417547144803,-0.120154235299311,-0.142625862925081,-0.15233485943111,-0.115806656526012,-0.0862567851149665,-0.0704944678123208,-0.0926098380304562,-0.0388425585251357,0.00250553853596986,0.00626924266245827,0.0245547031123669,0.0721829319513019,0.127923761801783,0.110921793446449,0.110873469437055,0.109627234481983,0.100825713461391,0.0562581621165694,0.0267261827926968,0.070352231729539,0.0750906076097862,0.0997659355340159,0.127460133049653,0.16324032384232,0.180668269393681,0.0860366884762286,0.0429902402378374,0.00701740267108988,-0.0397862641965867,-0.11365290907545,-0.184396561038298,-0.146207691276381,-0.151838858364703,-0.199945188967633,-0.237005717506456,-0.220775983629441,-0.196907981321315,-0.233679204343973,-0.217966227822662,-0.14117283188374,-0.0477118066715832,0.0212695433304234,0.0805534344424547,0.164220641747275,0.211455913708967,0.217819746436915,0.178270192465929,0.11904779524107,0.0679220694398384,0.0170556431435331,-0.0534038955893924,-0.117111550117789,-0.132128953818828,-0.126017995158925,-0.116730521239285
