HighResSampleIndex,ApproxTime_s,PRE_Mean,PRE_SEM,TEST_Mean,TEST_SEM
1,-2.4,-0.230991829395643,0.0259900253319836,-0.184775207166622,0.0282538928575853
2,-2.2,-0.228012515102322,0.0250687467405525,-0.187139815493506,0.0271128620708447
3,-2,-0.2342865594457,0.0235908289164469,-0.196213535107511,0.0276492154715318
4,-1.8,-0.239676864982526,0.0205189854716995,-0.202558373665232,0.0282585773104233
5,-1.6,-0.257692025270625,0.02064420843124,-0.213367617926142,0.028845180993094
6,-1.4,-0.27238166373728,0.0228367314033847,-0.226464222182815,0.030552102547514
7,-1.2,-0.295386153873087,0.0262353334899633,-0.231695530632544,0.0329138930879123
8,-1,-0.312140340995322,0.0294879147618263,-0.242383324547785,0.0350586969349484
9,-0.8,-0.319103465796699,0.0325297149601977,-0.248247266428566,0.0368199136512613
10,-0.6,-0.321213200706648,0.0342720941529405,-0.252099738797234,0.0367280108951369
11,-0.4,-0.304693392776263,0.0354185382780527,-0.241993699898023,0.0351817185075649
12,-0.2,-0.283389176751054,0.03546642842952,-0.226947901513121,0.0313005597568705
13,0,-0.245471766297859,0.0341558687638211,-0.219828850176853,0.0269539555807639
14,0.2,-0.206721140179374,0.031364582942272,-0.200776472462692,0.0259916883875676
15,0.4,-0.16085637068676,0.0285199942350468,-0.172158069905114,0.0267030970829364
16,0.6,-0.110352885515467,0.0288663092094728,-0.13295555425963,0.0280251160711358
17,0.8,-0.0490512515357419,0.0332945033301848,-0.0900705262063455,0.0297758997930269
18,1,0.0280687246470326,0.041668344366528,-0.0275933519741566,0.0351366691035695
19,1.2,0.119652864335539,0.0525592336702757,0.0647514460973826,0.0407340197555444
20,1.4,0.227129864749381,0.0616177418337021,0.166580131522119,0.0470360520624515
21,1.6,0.331746895004736,0.0693856884208876,0.272036699930628,0.0533582153046026
22,1.8,0.431335122836237,0.0749153542522781,0.369202235014546,0.0595913246300375
23,2,0.502283137293531,0.076031429278254,0.451824202834708,0.0634938227367058
24,2.2,0.544330048854186,0.0748309993405222,0.502983350202952,0.0641718824322897
25,2.4,0.557390674626788,0.0694485538338011,0.516906330932706,0.0629158574426244
26,2.6,0.540110383100187,0.0622272745510759,0.508759478925013,0.0601051438778905
27,2.8,0.50880167065398,0.0536568352523387,0.487480531189078,0.0560007194529701
28,3,0.468882153726441,0.0453627007779059,0.458713252930317,0.0508788695074332
29,3.2,0.435212904341052,0.0394504068235875,0.431640273868632,0.0460975473685252
30,3.4,0.402760299530002,0.0344533952019623,0.415590124223253,0.0424404650873084
31,3.6,0.366674152442242,0.0331264928364933,0.39692775128832,0.0385630320861105
32,3.8,0.336063744479615,0.0322954999814768,0.375126948881406,0.0362780267609836
33,4,0.29926715914237,0.0310388314080523,0.338964077382836,0.0338754512551696
34,4.2,0.257221524882625,0.0313908118787478,0.302118928557581,0.031617416063807
35,4.4,0.207219520581472,0.0328582444797365,0.255131466705256,0.0262917593308698
36,4.6,0.153286772688356,0.0342466686756475,0.197007057988224,0.0219907315833255
37,4.8,0.10537735772008,0.0366818179145453,0.151494406172158,0.0208511432847665
38,5,0.0582546069712942,0.0371467485899233,0.108910524316556,0.0219796684089267
39,5.2,0.0203910138534355,0.035821379313042,0.0788128371507846,0.0252328034416331
40,5.4,-0.00738674033473429,0.031375547746718,0.0502409633637618,0.0288740021472354
41,5.6,-0.0257498646833258,0.0259874614490018,0.0266892099872017,0.03093586687299
42,5.8,-0.030749584932627,0.0230894224368667,0.0120662643985309,0.0308089671248572
43,6,-0.0310061320066597,0.0203717952706517,-0.00179101564136411,0.0279668524916205
44,6.2,-0.0284956000044414,0.0204885102421979,-0.0117631457366882,0.0261651022381894
45,6.4,-0.0268584493159323,0.0224891501128367,-0.0274401762532457,0.0232194599448475
46,6.6,-0.0257751887467245,0.025518791430478,-0.0456580521203163,0.0214623048382725
47,6.8,-0.0257713841653324,0.0273837548536457,-0.0603132351636756,0.0203253477703407
48,7,-0.0302426835370848,0.0293437267658434,-0.0771793676395971,0.0214908854542644
49,7.2,-0.0360254887836965,0.0311881061383732,-0.100528196166182,0.0226512004995062
50,7.4,-0.0449026140621003,0.0324954578148327,-0.120838229559048,0.0226764425711075
51,7.6,-0.0519357403391699,0.0344521334938199,-0.131330747306635,0.0230664595532616
52,7.8,-0.0634735422010249,0.0359930595689788,-0.132067738529918,0.0239980308664155
53,8,-0.0726332424843498,0.0377248330034707,-0.130281557994207,0.0232704567164456
54,8.2,-0.0873075724954306,0.036786595661421,-0.124738921319074,0.0225844408255936
55,8.4,-0.106020460571215,0.034250470584222,-0.116225064818657,0.0209100725009343
56,8.6,-0.11992277704984,0.0310080722720637,-0.112322290504374,0.0201447437821194
57,8.8,-0.132865334101613,0.0294186770167104,-0.111326912096222,0.019973861637209
58,9,-0.142584517016947,0.0269871517044258,-0.120022564966428,0.0211158718459236
59,9.2,-0.15589491307587,0.0261031475790353,-0.134980034689687,0.0233251315250867
60,9.4,-0.164101567615852,0.0260866391748718,-0.151430443287917,0.0249821183865048
