,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
FP,NaN,0.264448862606833,0.0603080208929168,0.290961400584737,0.0355556806534698,0.155011867044681,0.298128036181321,0.330100587883649,0.00882296369657776,0.161390727025844,0.373139339891618,0.391319781207869,0.425267326743323,0.380681790063097,0.237736312249437,0.309554671178021,0.305029667784779,0.39782035968438,0.372012208604653,0.432682326603821,0.140368527855002,0.355246101590935,0.288929161574386,0.387890820336513,0.245430846835288,0.111274520619591,0.0799516117327678,0.322240316371998,0.0205518806461636,0.371261415909854,0.435029135342179,0.0394916842882103,0.354138155794092,0.133527262038161,0.208363549971674,0.457429914585378,0.228685969273759,0.319048004040927,0.0831478787910819,0.221884734209272,0.26704196115943,0.179254091988134,0.466908147615815,0.475217724243595,0.239876908967471,0.443261050070672,0.320819819731731,0.0709368954496616,0.397054023479274,0.0120238009177493,0.372387793740088,0.0314881820776743
OF,0.264448862606833,NaN,0.112568118536884,0.321529731112335,0.266717099931946,0.0179071669473516,0.0107439474356645,0.191582863756641,0.00372803997184501,0.0830004718490308,0.493453430480372,0.414390298709348,0.145435163830671,0.379547349755889,0.136490632016903,0.37879165010088,0.419820904419541,0.480763866596443,0.285221408124479,0.217803909643847,0.329382738620496,0.0496244268696807,0.386749821921049,0.18287147858717,0.148128482319913,0.190513158149122,0.387130042951654,0.134158392218185,0.242644991307263,0.305723845520348,0.47323810270838,0.0775481351820543,0.203320966505303,0.103046287418481,0.177208024299748,0.0383763456896653,0.0197824637237566,0.00366944096412569,0.0127286380351113,0.0112998512110575,0.0074751215304083,0.266067997014613,0.258663155583065,0.385230063784779,0.386369713136235,0.124312693237955,0.165984137216284,0.188120202332134,0.425656934585779,0.0453031996501361,0.258343722926646,0.00813376614092332
PL,0.0603080208929168,0.112568118536884,NaN,0.459797349246903,0.269648259915767,0.000371623894968032,0.000118114777575506,0.117661624647547,0.0243202342360161,0.0214904885668074,0.348984725455014,0.486313857711856,0.241104966633802,0.123516397434078,0.346784820874122,0.410521552104028,0.451518337566116,0.11406006156952,0.347517534309832,0.266067997014613,0.179510925365073,0.209211330540735,0.207799527418322,0.341672524838912,0.092369426745043,0.0168355462974091,0.0972641402878915,0.420209422377021,0.254527059272308,0.279537713731362,0.468489891180812,0.152232748920807,0.496627409934342,0.165253115159647,0.0417196514326816,0.00486639302991365,0.0114908105828573,0.000408985167804854,0.00362126152373932,0.000940439632450829,0.00197215808806162,0.0306330626749043,0.138851368820896,0.160196299116667,0.300879873729127,0.00850338905808101,0.401273872790914,0.232281925333382,0.420209422377021,0.0448529224785297,0.0213473536884218,0.0022621422569914
IL,0.290961400584737,0.321529731112335,0.459797349246903,NaN,0.312704984732832,0.0140513416140403,0.00406611711374572,0.0693879390524189,0.0105641849102152,0.0170686648199577,0.416715697800854,0.203320966505303,0.476801879020249,0.0627480014918635,0.24605232842678,0.432682326603821,0.0638177499148411,0.311653293371499,0.288253284748565,0.388271375983041,0.218674589152365,0.489089949978078,0.297784890685773,0.426436374848574,0.0429156965057901,0.0100167014279934,0.146329132003927,0.409362660739503,0.322951573284271,0.409748867516783,0.466117476584621,0.0831478787910819,0.223647378488736,0.190780228846896,0.0367531424881676,0.00554847243660872,0.0383763456896653,0.000654485433305152,0.00121246255206897,0.000726988770717307,0.00477904509186899,0.0334694269743665,0.107459729780282,0.299846547995385,0.330100587883649,0.0738477688036961,0.399737976426197,0.150627467991684,0.240797621605371,0.097764229371238,0.0749293557962926,0.000954045363510958
Cing,0.0355556806534698,0.266717099931946,0.269648259915767,0.312704984732832,NaN,0.0229685205209964,0.026419683475658,0.138851368820896,0.0224166088480312,0.00755000865772282,0.101491180718158,0.310603186486123,0.249172776275668,0.0847828013559467,0.120368124823235,0.379169440309139,0.167944066075407,0.189447248013732,0.361176303497915,0.155011867044681,0.0889012746950214,0.484331345896764,0.0949559993116577,0.402042413938991,0.230479898407908,0.0718530456500726,0.0639375099758515,0.118623080230661,0.21925619007077,0.116896571498567,0.442083424139391,0.115377402974323,0.221884734209272,0.381438673436665,0.0774085377780216,0.0235840508902231,0.0538612866501573,0.0033531911741792,0.00317069961970717,0.00940273485892529,0.0235322148815683,0.43933770365365,0.0882815973484625,0.131231172871215,0.264448862606833,0.0595119435243722,0.483538450341016,0.37615048632562,0.458218890464825,0.1611513627476,0.0936559035612561,0.0257964232620109
Th_PM,0.155011867044681,0.0179071669473516,0.000371623894968032,0.0140513416140403,0.0229685205209964,NaN,0.247609840295585,0.254210386602909,0.00144018394165935,0.231079675647581,0.337676599918876,0.0850827173775897,0.0749293557962926,0.317633617071728,0.486313857711856,0.0448529224785297,0.0554443910151103,0.0454843590686326,0.0473292494012219,0.260263481452544,0.105324013827055,0.142776055707722,0.218093906426142,0.218093906426142,0.34422499748793,0.102699172238631,0.180282858105522,0.400505725979178,0.264772274684017,0.152002707434818,0.313758253427544,0.0681177993537161,0.0664944085487709,0.39055702487212,0.337676599918876,0.395905289478671,0.31586949404134,0.205272973449465,0.106210010198322,0.199176792827407,0.135426995076901,0.445617844948699,0.101491180718158,0.436594994371493,0.365646775596013,0.165984137216284,0.169919320319489,0.339853888715584,0.319048004040927,0.158770882799402,0.338401744135763,0.357095485474979
Th_SM,0.298128036181321,0.0107439474356645,0.000118114777575506,0.00406611711374572,0.026419683475658,0.247609840295585,NaN,0.202487905789026,0.00764457685379805,0.0818285152301466,0.34021730980145,0.0889012746950214,0.00835787459872217,0.24574147867842,0.349719198165627,0.0126685217106259,0.00789551484066486,0.0785308515922071,0.0340342854535434,0.124312693237955,0.152693547791219,0.225122511479229,0.466117476584621,0.174419658859843,0.489486582403019,0.0579453146682308,0.0612283406293411,0.14790273076704,0.311303081338624,0.222765030178957,0.368263329025987,0.0527239931132842,0.0513050689006668,0.416715697800854,0.222471370002392,0.180798673500985,0.329382738620496,0.313758253427544,0.0401411608321532,0.132898243735931,0.0967659921913172,0.218384132963341,0.028428936420928,0.309205520980589,0.487900121187823,0.0914134653264352,0.0291065048224154,0.367515091741275,0.177718107661923,0.117087492551493,0.231680351631296,0.370886209027496
M1,0.330100587883649,0.191582863756641,0.117661624647547,0.0693879390524189,0.138851368820896,0.254210386602909,0.202487905789026,NaN,0.0331899995847748,0.453881713084114,0.298471367624866,0.332978428172966,0.127331813144412,0.464141410247136,0.0557655220484232,0.132480070600365,0.269648259915767,0.0223175118816733,0.15315530137673,0.00671172610118886,4.62319807648104e-05,0.0875116827787893,0.00513732764726871,0.0994452551804987,0.256749732013317,0.0316883866404913,0.172409935238897,0.0291065048224154,0.107998662560844,0.0212050519953152,0.237736312249437,0.112939747910762,0.200828119537188,0.0628661451347255,0.379925378094913,0.156648905232832,0.124312693237955,0.228685969273759,0.0485613240431294,0.0718530456500726,0.166962185887109,0.0582781725201337,0.303297394894967,0.0879730080838291,0.495833886289314,0.122526225218128,0.176698896947973,0.0344632242899948,0.0237401544420373,0.145435163830671,0.110357274112475,0.449156735641155
M2,0.00882296369657776,0.00372803997184501,0.0243202342360161,0.0105641849102152,0.0224166088480312,0.00144018394165935,0.00764457685379805,0.0331899995847748,NaN,0.00622200728537947,0.00740091077107963,0.122723798103661,0.0831478787910819,0.481556512681296,0.131438737294127,0.0128800454560044,0.0122256795344149,0.00024933014402384,0.042399645686703,0.00051267550530032,8.82029826015929e-05,0.151084927151583,0.0162275911597975,0.41594022585082,0.150399096050319,0.00951809776462342,0.0926897729092563,0.19373364857979,0.0952831591546864,0.0252959747166677,0.216068759504692,0.0684968802419478,0.321884939646252,0.162110256114674,0.132271335554787,0.0101880620558924,0.0321597587529364,0.0130947179265306,0.00437496184046648,0.00131983852669781,0.00201054506250908,0.181833167827445,0.107101555082566,0.0700300369669753,0.214916600616513,0.00339805565876883,0.321174691048306,0.107280531123366,0.338764548713362,0.0843344633421563,0.0201865986437118,0.0300527590458531
S1,0.161390727025844,0.0830004718490308,0.0214904885668074,0.0170686648199577,0.00755000865772282,0.231079675647581,0.0818285152301466,0.453881713084114,0.00622200728537947,NaN,0.155712020834699,0.114247572798347,0.0428293257511422,0.407432996886544,0.0533418715066761,0.0434369786647726,0.0235840508902231,0.00928863639340916,0.0320244748094649,0.000345774151382483,0.000105192091581219,0.0171470017450844,0.0145186885403756,0.310253504192011,0.327948989274854,0.0199163803802305,0.0504095806405006,0.184959541059198,0.173664218003683,0.0339632382499285,0.467698953550572,0.112012367149551,0.0847828013559467,0.291300776743197,0.466512795036834,0.0302451389779888,0.138635576799255,0.377658998363691,0.100634895276215,0.229881020928874,0.107280531123366,0.0925294938971613,0.0389306558912832,0.428776464663082,0.238958183038875,0.181056939184693,0.457035491417246,0.41477765245949,0.159245064493717,0.110723498564143,0.444832021724556,0.443653707653119
