Panel,Metric,AUC_Structure_Field,ThresholdDisplayMin,ThresholdDisplayMax,N,FDR_Alpha,GeneralOverviewFile,AnimalMapFile,AUC_Pre_File,AUC_Test_File
Figure_5B,deltaL,g_delta_L,45,50,24,0.05,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\NoSeMaze\01_General_Overview.xlsx,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\NoSeMaze\AnimalNumb_to_ID.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\Figure_4C_E\conditioning\auc_struc_TPnoPuff11to40_45to50_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\Figure_4C_E\conditioning\auc_struc_TPnoPuff81to120_45to50_p.mat
