,FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
FP,1,0.433734750220264,0.35406026031543,0.273496423989643,0.206419267983795,0.227699367665481,0.221880408931822,0.131545662514255,0.336779720133763,0.205377535548682,0.161461168295085,0.318224914209709,0.0608426022667159,0.201409045185246,0.243301842743156,0.233270858591793,0.237917923708463,0.140372247773727,0.197082130779479,0.236287632969911,0.19702210102314,0.249659209775981,0.245191305467999,0.232380538761578,0.180150052155877,0.234249632474297,0.261645266912488,0.229417608198513,0.198779061388732,0.201121432062044,0.158437165904666,0.186854117143009,0.074098105027487,0.161536665038194,0.0717721017236353,0.145919262491484,0.108858235051231,0.155463582654204,0.101690189227165,0.187584018591971,0.152468353037429,0.169042744720447,0.065778927020027,0.0300945780231441,0.0807222881943105,0.15004706851332,0.00799427401803577,0.0361614384150938,0.254176000240402,0.149975830997977,0.0881286835286802,0.232336201907427
OF,0.433734750220264,1,0.766225835176116,0.830270350549142,0.606588756635079,0.520127573745728,0.460803142340825,0.208321646877038,0.555586957731235,0.25914648138396,0.0754978258925119,0.707183955764434,0.471703321609527,0.0405306605188951,0.0924782669595191,0.729925525665459,0.710293522004063,0.498941961294542,0.485325362027129,0.484840112362728,0.417560438481523,0.240277213051157,0.229541884381531,0.0159475681797503,0.234955105711211,0.396209719923394,0.364431229697128,0.0723598148814118,0.130338500995785,-0.014549481430631,0.106848821375226,0.159566710764032,0.097692678940177,0.197882224813283,0.228565163674455,0.405895063211103,0.277726195687065,0.358332950451747,0.268667729611579,0.320188545989972,0.295870411903839,0.242213939292785,0.010754665212686,0.0811880712563462,0.18351836385492,0.306557081119429,0.12000677625724,0.167392571455524,0.145902729775893,0.323230322014855,0.248640543462704,0.277362637250265
PL,0.35406026031543,0.766225835176116,1,0.860957398079041,0.770495281213911,0.56626901525425,0.496558265082184,0.252379474926714,0.660759031542934,0.329578644842803,0.121407773905484,0.637527303497006,0.386441544386778,-0.0360452574652059,-0.004810144811687,0.670273760082211,0.67861048457019,0.489997372110711,0.411066031781367,0.434931750898797,0.434747296667334,0.170910050153588,0.0983063222196934,0.0292631855512999,0.282270892347897,0.14659656470565,0.135134369740295,0.0340734483733215,0.00406918906520715,-0.0221859814451008,0.124818988430524,0.197510092919226,0.093622912102508,0.244678701920286,0.256133566273851,0.447540936467086,0.299357160891337,0.365456931387537,0.264560827319291,0.342048410607399,0.318385624236994,0.241121089923564,0.00107016586822952,0.116622426674422,0.189267202723519,0.30546927913848,0.0889058227497184,0.175667217842776,0.157949684628748,0.366884382157083,0.258472763295643,0.298260087803762
IL,0.273496423989643,0.830270350549142,0.860957398079041,1,0.745373932382333,0.556066841704025,0.48638084733949,0.231204834424297,0.555356862333859,0.268931090088855,0.0420511266326334,0.667228438001813,0.49717201710115,-0.0434363275559952,-0.0439990827905525,0.806773005862275,0.779071869638212,0.581187152969506,0.481553029606969,0.443125728749013,0.459566888374946,0.194114745448557,0.122389640174207,-0.0741852902783457,0.230963486713924,0.217803732047192,0.187357462511777,0.0147681501051928,0.0162568165551947,-0.0883976606257426,0.0510136052465771,0.109442711504718,0.0518633992949672,0.180612968552152,0.230663305526873,0.447175571294999,0.284876192334514,0.377176219159926,0.295313100723364,0.355908689865755,0.341376554225406,0.238471774111078,-0.00412726644281677,0.123893708178357,0.20394278111384,0.336278781751937,0.129977965103306,0.171708653151721,0.0879257236399902,0.334702007825652,0.266313977089001,0.266438293686968
Cing,0.206419267983795,0.606588756635079,0.770495281213911,0.745373932382333,1,0.686224683467656,0.610781943110986,0.398435240720578,0.705557673902844,0.466551219328472,0.210376545187404,0.551347849787877,0.354479893552233,0.0166203312531463,0.0278917058744905,0.544331907833191,0.568133231324292,0.554069563970607,0.440759377167339,0.55178540942086,0.530697318294173,0.220121059751515,0.149175672534886,0.0383564217464484,0.36705525470683,0.274962244900579,0.242485170065479,0.0852139097082775,0.0996513362911846,0.0127216332049134,0.0992031078183517,0.197584050390392,0.0580747604126955,0.265568022754072,0.376991967589613,0.604324766012582,0.424633022849941,0.478821704976909,0.347245708816393,0.442671896078469,0.388139891982087,0.289016965514955,-0.0226926388294364,0.114621819623946,0.182981763181131,0.343328466233537,0.0576927664884422,0.152532535033486,0.224413479224533,0.455407929535391,0.375131600197696,0.320507993226884
Th_PM,0.227699367665481,0.520127573745728,0.56626901525425,0.556066841704025,0.686224683467656,1,0.883452461721902,0.349723390040024,0.52990347522259,0.528000482565242,0.275098450776513,0.514170050467888,0.321811562943809,0.106619959968425,0.186416380243303,0.443764435816616,0.477140546337489,0.570451035524171,0.458319793337322,0.607189368312662,0.630942326795268,0.30534272268905,0.20804572185525,0.191794534004486,0.580916122926541,0.35517862934073,0.307840513778442,0.152552109892841,0.143050194838641,0.101280078804334,0.203050980740543,0.258776153232416,0.0358925846876886,0.338750849753695,0.476899734608705,0.709424960433177,0.529876913584069,0.574644663444879,0.36265443719225,0.585898854764841,0.489444907159845,0.454308093172477,0.0436771794814688,0.0928214056286496,0.182898000931785,0.419057985760719,-0.052952537685641,0.225203739270819,0.417625104244127,0.56175076140421,0.473775148903639,0.465305146801032
Th_SM,0.221880408931822,0.460803142340825,0.496558265082184,0.48638084733949,0.610781943110986,0.883452461721902,1,0.327443494736126,0.505710639429989,0.508489719194153,0.27385002836811,0.406215799533828,0.270955305797194,0.16346166556082,0.246551991860846,0.379461819006218,0.394428466281891,0.488198413473747,0.400616791469678,0.561664613836473,0.571193117265649,0.295052470125474,0.210902524679698,0.301998645741111,0.67603103508203,0.330796845202079,0.293088789243124,0.162338046090753,0.152294784411099,0.109394556202874,0.276380971885507,0.31280321975125,0.0457380490779484,0.396260929090727,0.432407920402393,0.641869091891082,0.515028890442717,0.501152061222822,0.276647497842036,0.475007332506581,0.38964988929645,0.430800930352203,0.0564411667019012,0.0165890128992881,0.0806487271165231,0.307437568836683,-0.117462105409951,0.251761323497995,0.498712520284703,0.561765849296762,0.407394491250057,0.415006688892828
M1,0.131545662514255,0.208321646877038,0.252379474926714,0.231204834424297,0.398435240720578,0.349723390040024,0.327443494736126,1,0.62787393860835,0.698501270479918,0.556964169943778,0.157757871863922,0.150914757567502,0.0527734116678163,0.0784110193938597,0.154351625163162,0.154570840706217,0.291774444522382,0.145845787285721,0.436825610855356,0.356631814510443,0.146422951559708,0.175089432590849,0.111251406476025,0.180475886378428,0.301782053862204,0.188634063737295,0.101223681118456,0.431071030133281,0.233244629242548,0.0771830134880928,0.118410915144357,0.00120601723787383,0.162505527099288,0.319158914222156,0.335489881932596,0.203968970782371,0.24155215857235,0.165466733975999,0.217029962543246,0.137338842535506,0.186629089744828,-0.0262453491390352,0.0751359074120684,0.148898808194241,0.237916263933961,0.100118657179701,0.131273435424395,0.186426098827718,0.315868071168115,0.319134138505552,0.227209326229426
M2,0.336779720133763,0.555586957731235,0.660759031542934,0.555356862333859,0.705557673902844,0.52990347522259,0.505710639429989,0.62787393860835,1,0.607728327165236,0.397274880724539,0.462614584745081,0.298645026391338,0.0250907203401559,0.140381170114314,0.408472185272997,0.434271350441535,0.356889089768902,0.296136484656223,0.481890760838429,0.444932563542122,0.184583194943564,0.186041424310913,0.190793188070291,0.330073358327162,0.254589807524118,0.220446029934231,0.130583749033177,0.178248194402275,0.13260396629671,0.183075538961934,0.255132416075947,0.111276254364256,0.280011377761084,0.345332363806325,0.461668058355726,0.333807971032285,0.375437314069664,0.258328841664484,0.342666496484854,0.283495525577454,0.260721479184276,0.0166815914952651,0.0961037382927978,0.178564230366142,0.292672027100637,0.0806515742562596,0.16795783346679,0.277696510866424,0.402457248944934,0.343518563629508,0.307457421455461
S1,0.205377535548682,0.25914648138396,0.329578644842803,0.268931090088855,0.466551219328472,0.528000482565242,0.508489719194153,0.698501270479918,0.607728327165236,1,0.72408200619619,0.25247665858682,0.0970684138541198,0.0888454498832218,0.190498868532057,0.205581579324754,0.204059691757092,0.367826537639705,0.229741934674984,0.597518103660616,0.449844104515133,0.286908146456836,0.296525299937426,0.186375376954898,0.340633600975643,0.299676716940214,0.216118179185201,0.262907010021815,0.4105814144518,0.323012511996766,0.181770679467962,0.257414274270962,0.108969693714273,0.302027536062868,0.470887609592187,0.493993816509594,0.404314952494397,0.407375142801336,0.280978622426745,0.358444213246463,0.2464694516762,0.324307244927076,0.0533239596849702,0.139678400682733,0.224931846629307,0.338801618079884,0.0601447741498999,0.0985466814521795,0.319062290612766,0.492085300290444,0.375423420220922,0.293791796596153
S2,0.161461168295085,0.0754978258925119,0.121407773905484,0.0420511266326334,0.210376545187404,0.275098450776513,0.27385002836811,0.556964169943778,0.397274880724539,0.72408200619619,1,0.0687187110140068,-0.110936339087809,0.0882594043089078,0.26962824397677,0.0390854780897201,-0.0203947343445343,0.16489302172675,0.0723279685405381,0.487735877851754,0.244745273546882,0.236959702846877,0.415343976817678,0.247075951541892,0.211542913351183,0.249270023848485,0.17779813328262,0.391393878270104,0.502921738600801,0.615809315145403,0.281092740614637,0.327822635819145,0.178771193395994,0.329066356688426,0.255307235705862,0.26305612995061,0.296362813415949,0.24672418832705,0.1662539823865,0.178940231111994,0.0960873932905429,0.200966613791058,0.0528183288969018,0.0593331722885586,0.118828882956199,0.186801261893991,0.0110813181670694,-0.0257375959470262,0.250690452641295,0.36311515914968,0.223975143467341,0.217216884964694
OB,0.318224914209709,0.707183955764434,0.637527303497006,0.667228438001813,0.551347849787877,0.514170050467888,0.406215799533828,0.157757871863922,0.462614584745081,0.25247665858682,0.0687187110140068,1,0.481080345872829,-0.106063098376227,-0.0707430597216195,0.623935251825972,0.675153793409289,0.445830764782422,0.391101029120754,0.40717175048666,0.380636451758163,0.127727463395063,0.151158860514229,-0.0967656985001995,0.148484016062106,0.211601673694811,0.155210521075897,-0.0281754705838289,-0.0164018960270791,-0.0834376125004856,0.00397644917159598,0.0884334408675132,0.0777616686545266,0.121034105625355,0.193271579897393,0.4014479822641,0.260255491890253,0.355424032586804,0.340035596081844,0.3972710719568,0.391034148287999,0.252983048426961,0.0121989433113151,0.148675844817836,0.246181858595147,0.359348491351372,0.162027826734635,0.1402994449448,0.0570297940605916,0.274274368363172,0.220528974171395,0.299693686671555
AON,0.0608426022667159,0.471703321609527,0.386441544386778,0.49717201710115,0.354479893552233,0.321811562943809,0.270955305797194,0.150914757567502,0.298645026391338,0.0970684138541198,-0.110936339087809,0.481080345872829,1,-0.124194641847417,-0.189097340793521,0.477230453114598,0.684330231655773,0.381506040475095,0.222764431322344,0.114520904417208,0.274542812156453,-0.0921569496947483,-0.103541075571989,-0.203557196713447,0.0877126883791769,0.124639615068994,0.0347352296291847,-0.205280459823659,-0.164644782205934,-0.306788045672464,-0.143600740911582,-0.113607655166194,-0.0116645494960829,-0.0430424841431098,0.212915230636787,0.28482410158442,0.152521506336319,0.235273157053935,0.262917214535348,0.224960564739782,0.259897715272241,0.131227842980756,0.0167942586041302,0.168685300799411,0.186805091553092,0.281516010559755,0.214041553690605,0.200060568519356,-0.0358397760875043,0.140496799634202,0.2504732707273,0.146769627554163
Otu,0.201409045185246,0.0405306605188951,-0.0360452574652059,-0.0434363275559952,0.0166203312531463,0.106619959968425,0.16346166556082,0.0527734116678163,0.0250907203401559,0.0888454498832218,0.0882594043089078,-0.106063098376227,-0.124194641847417,1,0.612738154262526,-0.0793877274042732,-0.130342364296151,0.0749888919197724,0.338012872340153,0.141583958763083,0.153083567042268,0.50710247841238,0.308084161654121,0.445269635531283,0.260457106664201,0.448562766519899,0.543972570148199,0.344985950539751,0.379924249343809,0.244538767336429,0.19637980819822,0.166773071155,0.0208591300513696,0.159780990575007,0.135818495308677,0.0852647387036765,0.0115420721158657,-0.0674164073623764,-0.146891527081297,-0.0786261346649735,-0.111840546435718,0.0474239019588317,-0.0564087946899299,-0.215490062112286,-0.17629039421766,-0.181382880525651,-0.174844068311155,0.106525133712988,0.410498367389058,0.170271461980943,0.068507871670478,0.112137175141094
