Panel,SparsityRange,Predictor,Metric,Phase,PearsonR,RawP,FDR_Q_across_3_metrics
Figure_S9C,40-50,Rank,g_delta_C,PRE,-0.347718467047794,0.0959229099012567,0.28776872970377
Figure_S9C,40-50,Rank,g_delta_C,TEST,0.252164626788245,0.234545383305071,0.234545383305071
Figure_S9C,40-50,Rank,g_delta_C,TEST_minus_PRE,0.525477692893026,0.00836458183649287,0.0228511100616468
Figure_S9C,40-50,Rank,g_delta_L,PRE,0.20055790246296,0.347384903506698,0.521077355260046
Figure_S9C,40-50,Rank,g_delta_L,TEST,-0.343256769428982,0.100554238193765,0.165188807307744
Figure_S9C,40-50,Rank,g_delta_L,TEST_minus_PRE,-0.489323697229117,0.0152340733744312,0.0228511100616468
Figure_S9C,40-50,Rank,g_swp,PRE,-0.0902639769482668,0.674885026615153,0.674885026615153
Figure_S9C,40-50,Rank,g_swp,TEST,0.334496927727096,0.110125871538496,0.165188807307744
Figure_S9C,40-50,Rank,g_swp,TEST_minus_PRE,0.40253851711034,0.0511568147014092,0.0511568147014092
