Statistic,Estimate,P
Pearson_behavior_vs_PRE,-0.315711389496978,0.13288052168363
Pearson_behavior_vs_TEST,0.188443357830125,0.377865592034698
Pearson_behavior_vs_delta,0.484757737254462,0.016360889474204
Spearman_behavior_vs_delta,0.428825049361127,0.0365372287740783
Paired_PRE_vs_TEST_ttest,5.71655713289927,8.03456428125572e-06
Paired_PRE_vs_TEST_permutation,NaN,9.99900009999e-05
