SparsityPercent,Animal_01,Animal_02,Animal_03,Animal_04,Animal_05,Animal_06,Animal_07,Animal_08,Animal_09,Animal_10,Animal_11,Animal_12,Animal_13,Animal_14,Animal_15,Animal_16,Animal_17,Animal_18,Animal_19,Animal_20,Animal_21,Animal_22,Animal_23,Animal_24
10,0.513944877781357,0.688267061151188,0.681374506124467,0.763357674469263,0.605778044831369,0.750259292018419,0.626474303737588,0.654644136693989,0.828948403806381,0.501396774011117,0.582184902797514,0.742565987864108,0.710023702606796,0.713199324213199,0.539930270754071,0.587776685932337,0.713313821226909,0.685152230553419,0.692392253946363,0.361648811825372,0.696789858467818,0.554410681526182,0.372683002316557,0.50970985169033
11,0.538432211069596,0.651315532423184,0.667531763468505,0.756426008806905,0.624080007509835,0.736082690624001,0.60830449202629,0.657751227461447,0.799257430645694,0.496650687647705,0.643652318300164,0.776899682702284,0.711012631559833,0.704729191937852,0.516168662566337,0.581805920118696,0.701620764277258,0.71487733592845,0.681035416595524,0.371686931158122,0.635700978261038,0.567405316861979,0.418587513215637,0.539414426659971
12,0.634805256832863,0.709808284360247,0.682117867278626,0.768331122049192,0.635975152147792,0.74865783992069,0.621780201735542,0.669920589982915,0.795885455833182,0.478121978707137,0.655995248124527,0.784444863202654,0.731466321002924,0.725099137546614,0.637376825301533,0.613358007142917,0.774080881402673,0.681293230499997,0.702455235576809,0.350916380544615,0.679202436519631,0.58976190649919,0.429361035122991,0.514208957255837
13,0.658354699830455,0.724445545465772,0.678542476053029,0.758087938051117,0.652625617295216,0.711390375178293,0.609694909669805,0.697283950918559,0.783513698918125,0.456014043794488,0.632202029050826,0.757341660182047,0.722526445582402,0.745076421946411,0.654404811926199,0.608656648020586,0.785227495417778,0.715611466437604,0.698298167784591,0.441313977142877,0.677170819731314,0.59420562837699,0.553629186311202,0.527311973156619
14,0.677089719937868,0.715909338408161,0.676106255962811,0.757572470976545,0.670620639102822,0.707245188734698,0.592807174606348,0.718192933790526,0.781407464346734,0.582631671455515,0.676875028864101,0.764582139266198,0.72555705065715,0.758259901295238,0.687100939370521,0.58975075696834,0.770931374755212,0.716733878818203,0.716144819171145,0.606968866994017,0.658118660444329,0.619846482742481,0.594471295502384,0.535630399591521
15,0.691503944035433,0.728275726767658,0.677127360111822,0.74983685111154,0.688875197350638,0.715700559146964,0.613381948174232,0.722290904145996,0.773679895777371,0.584593592724761,0.672471330249588,0.75857680414004,0.741080549237693,0.736689670746128,0.72569896613883,0.568222907795271,0.778089822418374,0.720158914229746,0.725363452079167,0.647905834439921,0.670987690537332,0.645493417493072,0.6200982878321,0.493513158774506
16,0.68200070622256,0.714274993606595,0.660332155547336,0.732805382346978,0.710966905854985,0.708375937616337,0.614748804832919,0.715733904403687,0.772972426767529,0.601804600575797,0.651849376323728,0.746353729140762,0.743554620313893,0.737120393261581,0.709500903601078,0.574498084102663,0.779144069459144,0.7331759171549,0.723791248991105,0.663894149773472,0.705989386172876,0.636875333985358,0.628718093008734,0.49498481524774
17,0.675572928084711,0.722660121111731,0.639460373994311,0.738985650650631,0.713654323447795,0.701826636653477,0.59926079932771,0.690155338678488,0.762052227449201,0.623847648240833,0.65434220669964,0.76512538492528,0.736842099517586,0.738498230540966,0.694206835937478,0.569913946509678,0.777426209165105,0.731897003732329,0.700240701673643,0.676494412897119,0.737000884353707,0.624018021322404,0.649741923492443,0.479228227535355
18,0.688006434877448,0.726598175418125,0.634033917884446,0.738376148279103,0.706904301761217,0.735158290743468,0.625545131169046,0.684983759186758,0.757734615942854,0.636444027337345,0.653215865810104,0.763023533375141,0.729540188014745,0.732127849694526,0.699748967752665,0.560656476381385,0.771492813199389,0.73244914732507,0.721108351095139,0.682487481018588,0.728738077438545,0.613479926766739,0.657174438007833,0.461023208733547
19,0.692856213018334,0.724702517146103,0.63862808221884,0.737658916948426,0.69623724647037,0.726816941585303,0.661033516264775,0.675794063760043,0.757052435092268,0.618458528755728,0.648742805480831,0.765284268582438,0.737674146041619,0.729450559867668,0.694321635868282,0.605268406810239,0.752549568385974,0.729713558830893,0.722006900948408,0.697761011115519,0.71021330426517,0.633885993401401,0.660733411613139,0.470399348213091
20,0.690562780041512,0.72561938063108,0.622995119014619,0.737715699100095,0.680458572026952,0.715501489828393,0.662120484433157,0.679333689202865,0.747476146789247,0.63068471605526,0.646819808255863,0.772496867317759,0.728678886949792,0.73047783104994,0.701661271295567,0.604143819883349,0.751496282494196,0.731330747573439,0.711920320204422,0.693715003939159,0.711745485859759,0.629001408250909,0.658578184373683,0.478432674187187
