Figure,Metric,MinThresholdIndex,MaxThresholdIndex,MinThresholdDisplay,MaxThresholdDisplay,NumberOfPermutations,RandomSeed,Conditioning_Pre_File,Conditioning_Test_File,Control_Pre_File,Control_Test_File
Figure 4A,cc,36,41,45,50,10000,1234,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\conditioning\gstruc_TPnoPuff11to40_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\conditioning\gstruc_TPnoPuff81to120_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\control\gstruc_TPnoPuff11to40_p.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\control\gstruc_TPnoPuff81to120_p.mat
