Pre_Conditioning,Test_Conditioning,Pre_Control,Test_Control,Delta_Conditioning,Delta_Control
0.325791395017599,0.485636575418511,0.387726564553585,0.263284830884516,0.159845180400911,-0.124441733669069
0.246583985812899,0.493042033580519,0.393876806617738,0.257563436156007,0.24645804776762,-0.136313370461731
0.226841260549317,0.272435562874756,0.316931425563788,0.256847870589004,0.0455943023254386,-0.0600835549747845
0.308116926402407,0.403869877866718,0.296430625995518,0.227309016021437,0.0957529514643112,-0.0691216099740812
0.36839029233932,0.464784444332061,0.394526729463948,0.262136338997726,0.0963941519927412,-0.132390390466221
0.393075698769186,0.562209825213581,0.39670097332696,0.309500277390226,0.169134126444395,-0.0872006959367345
0.394019259536056,0.490661992239671,0.411579237212196,0.317353219170247,0.0966427327036147,-0.094226018041949
0.392852921869318,0.555768418587501,0.288073927780109,0.321660158656347,0.162915496718183,0.0335862308762381
0.343024334731234,0.304478175683487,0.285990140298972,0.236977348568062,-0.0385461590477472,-0.0490127917309099
0.241079511571002,0.376464411756975,0.323547616527647,0.232828274879338,0.135384900185973,-0.0907193416483086
0.260960275629286,0.222666134484365,0.33909187763328,0.310139061895889,-0.0382941411449209,-0.0289528157373913
0.360395954217448,0.525840239905988,0.445624785530468,0.331513456024486,0.16544428568854,-0.114111329505982
0.333379604476663,0.544494896069489,0.441326130130288,0.254818755945461,0.211115291592826,-0.186507374184828
0.32586151288749,0.437200688694543,0.347228222076868,0.275421728522772,0.111339175807052,-0.0718064935540957
0.220879221651526,0.432648882543321,0.273522504814593,0.255678213866439,0.211769660891795,-0.0178442909481535
0.315141030945568,0.44950506601122,0.319387971517218,0.261607587958819,0.134364035065652,-0.0577803835583982
0.281133625164299,0.352695169451004,0.258139615093554,0.275027082286714,0.0715615442867049,0.01688746719316
0.230103008304943,0.434142657753533,0.295359657784754,0.336344167371388,0.20403964944859,0.0409845095866338
0.346072624778474,0.535534597277532,0.276704889088888,0.271708030175077,0.189461972499058,-0.00499685891381058
0.247012632288953,0.319769168118225,0.344520862842018,0.278453912038182,0.0727565358292716,-0.0660669508038359
0.305715693896151,0.371908607433783,0.310174892103911,0.322424661718139,0.0661929135376321,0.0122497696142285
0.261766022133965,0.480020814568112,0.287613852921148,0.322332847350989,0.218254792434147,0.0347189944298403
0.24908922299983,0.275799404005646,0.330523634340415,0.298320574546487,0.0267101810058155,-0.0322030597939284
0.336680507078736,0.295323567716589,0.273259472234899,0.224138114795897,-0.0413569393621472,-0.0491213574390023
0.269539858293063,0.440319075273699,0.247170192727481,0.19983451546252,0.170779216980635,-0.0473356772649612
0.27676217934294,0.368655266836576,0.233359847147029,0.240186867547029,0.0918930874936354,0.0068270204000008
0.282520609291514,0.314599363417133,0.28741991030174,0.282334942386897,0.032078754125619,-0.00508496791484297
0.237268078712209,0.221479375295477,0.329235361030781,0.249564135542592,-0.0157887034167315,-0.0796712254881898
0.271963421255984,0.346651671860913,0.293924613059607,0.362789568239261,0.0746882506049288,0.0688649551796534
0.216813292435358,0.31867857966905,0.227826420403603,0.301538752662248,0.101865287233692,0.0737123322586453
0.238077119828958,0.394190975321641,0.349048161162723,0.298513894542982,0.156113855492683,-0.0505342666197411
0.239945787337051,0.387078778689444,0.270717667942019,0.28600831030739,0.147132991352394,0.0152906423653714
0.290038830902759,0.374678657947842,0.272254430866224,0.326606178966736,0.0846398270450828,0.054351748100512
0.244276426712846,0.385807393705333,0.223698725161089,0.292684706718501,0.141530966992487,0.0689859815574117
0.298179070012683,0.420385938969802,0.274510332270544,0.303542539818528,0.122206868957119,0.0290322075479838
0.332992397241628,0.422857816087096,0.276573654696773,0.317378566552026,0.0898654188454683,0.0408049118552528
0.262187861029346,0.374767860116082,0.297078738954802,0.251648078518301,0.112579999086736,-0.0454306604365009
0.310400687397604,0.403120402585041,0.279696301966747,0.285332922682924,0.0927197151874373,0.00563662071617765
0.287878760134994,0.454162844276463,0.28105089431684,0.235268447641428,0.166284084141469,-0.0457824466754118
0.213590098838757,0.506097285990506,0.33447917027145,0.284157239478809,0.292507187151749,-0.0503219307926414
0.235218339578908,0.514934726036751,0.27372361224373,0.360424803979854,0.279716386457843,0.0867011917361235
0.296477117365069,0.478318921034084,0.333642422803327,0.217069192526232,0.181841803669016,-0.116573230277096
0.292727670474439,0.464763584990531,0.266931052005372,0.26453998749815,0.172035914516092,-0.00239106450722237
0.211212015776873,0.390512817365565,0.331441386301394,0.253494993521438,0.179300801588693,-0.0779463927799551
0.248298267314834,0.521758994988614,0.37620544871975,0.249633801186622,0.27346072767378,-0.126571647533128
0.258733972657712,0.52530340492531,0.36441013694692,0.213168460887245,0.266569432267598,-0.151241676059674
0.198000742080904,0.432170948216968,0.278145556014015,0.219281567477586,0.234170206136064,-0.0588639885364289
0.254394884964138,0.406508471611972,0.251964477255421,0.296914962879532,0.152113586647835,0.044950485624111
0.289006283202679,0.465391629996926,0.397386147725994,0.247647653531186,0.176385346794247,-0.149738494194808
0.26675074639461,0.437848008153221,0.394879251124312,0.227907903753267,0.171097261758611,-0.166971347371045
0.264302232855469,0.501357873865639,0.312180281226281,0.247828805083723,0.237055641010171,-0.064351476142558
0.367674208539728,0.500114672611393,0.44843096945353,0.299287695197614,0.132440464071664,-0.149143274255916
0.330692405452339,0.487582595022597,0.390389938866618,0.256750787388321,0.156890189570258,-0.133639151478296
0.246583985812899,0.448463164046383,0.396693796965006,0.255857312562961,0.201879178233483,-0.140836484402046
0.227892450077791,0.272435562874756,0.321248722974372,0.253147213164794,0.044543112796965,-0.0681015098095779
0.297358575086925,0.403869877866718,0.30322727309054,0.229820166901859,0.106511302779794,-0.0734071061886805
0.358820939104353,0.466608065600973,0.394526729463948,0.265748120931534,0.10778712649662,-0.128778608532414
0.381434509999703,0.522932860159775,0.374649144416097,0.312495924557544,0.141498350160072,-0.0621532198585523
0.383712078320317,0.478936691966359,0.414363653298346,0.311937090550958,0.0952246136460418,-0.102426562747388
0.361650860795221,0.558119903222393,0.278504016358042,0.32758920087359,0.196469042427172,0.0490851845155481
0.314794117269662,0.304478175683487,0.293620878602214,0.239198696119734,-0.0103159415861759,-0.0544221824824793
0.24224067069931,0.355988924237124,0.308695477292206,0.230556085101675,0.113748253537813,-0.0781393921905313
0.263825460184256,0.234531998966789,0.304906146250186,0.309674881895124,-0.0292934612174674,0.00476873564493818
0.340541300410646,0.526967867425077,0.426712373951228,0.337085005243697,0.186426567014431,-0.0896273687075309
0.338832052742728,0.547750538032157,0.441326130130288,0.257886687194669,0.208918485289429,-0.18343944293562
0.328558097858726,0.44239189220593,0.333172656283202,0.270251803587824,0.113833794347204,-0.0629208526953777
0.222597991653007,0.436062115401192,0.277771743511019,0.258620369272169,0.213464123748185,-0.0191513742388509
0.318469454522164,0.453009321608777,0.312519057368611,0.266600230629065,0.134539867086613,-0.0459188267395455
0.285975009111766,0.372156618143779,0.262577609619631,0.278706728212061,0.0861816090320121,0.0161291185924301
0.233069298145735,0.436688961398247,0.291651045952628,0.340615166659918,0.203619663252512,0.0489641207072899
0.348815854150324,0.540669793861079,0.280102156013544,0.276741400309405,0.191853939710756,-0.00336075570413874
0.2504379828384,0.332086899171866,0.349558572791788,0.258415108945666,0.081648916333466,-0.0911434638461217
0.312523163993597,0.37416612205341,0.317240520692148,0.330672499769897,0.0616429580598126,0.0134319790777496
0.266439111124064,0.480362209954192,0.290861655256413,0.328070927822523,0.213923098830127,0.0372092725661107
0.242520607033934,0.273947739940035,0.322863389528634,0.303905883076533,0.0314271329061019,-0.0189575064521008
0.342457076593945,0.309162667611642,0.278424335372803,0.224138114795897,-0.0332944089823026,-0.054286220576906
0.275082501639594,0.444577520079529,0.251068293072145,0.202897821839006,0.169495018439934,-0.0481704712331386
0.268396712162627,0.373974908024889,0.230502461233566,0.245304019857427,0.105578195862261,0.014801558623861
0.282520609291514,0.338818624519619,0.292882354981024,0.284906793951232,0.0562980152281055,-0.00797556102979163
0.241817430282645,0.233301186875364,0.315147485911602,0.239152494511953,-0.00851624340728113,-0.0759949913996491
0.275311078702775,0.338807803161817,0.293924613059607,0.366258694401592,0.0634967244590414,0.0723340813419848
0.214698668023592,0.301373686169371,0.230834644946438,0.289675047688683,0.0866750181457795,0.0588404027422452
0.238077119828958,0.399706397178406,0.349048161162723,0.276888501534571,0.161629277349448,-0.0721596596281522
0.23784746066348,0.407028728531689,0.276011791454822,0.287277336613887,0.169181267868209,0.011265545159065
0.290038830902759,0.301416016469237,0.277944396639102,0.306718890700359,0.0113771855664783,0.0287744940612573
0.231260827557593,0.363760742348567,0.207581415371506,0.280459040667216,0.132499914790973,0.0728776252957109
0.303156886656605,0.425777780400668,0.279694698421771,0.281747356664906,0.122620893744062,0.00205265824313483
0.300475258709587,0.387750456910167,0.283888396551052,0.323360544628796,0.0872751982005793,0.0394721480777434
0.268858458859929,0.379030270806286,0.279186860429297,0.258145598832999,0.110171811946356,-0.021041261596298
0.317177034692351,0.408252488245083,0.280372634574317,0.290741408987955,0.0910754535527322,0.0103687744136377
0.292390594627526,0.45854168072894,0.283600458275977,0.239607477662595,0.166151086101415,-0.043992980613382
0.206841850279616,0.509653366403182,0.33447917027145,0.289791642166072,0.302811516123566,-0.0446875281053778
0.235218339578908,0.490488062447107,0.275891608454054,0.360424803979854,0.255269722868199,0.0845331955257995
0.303173604790708,0.464490346993218,0.321623076920025,0.213950084955526,0.16131674220251,-0.107672991964498
0.291335695162989,0.470101512472332,0.259239043097445,0.268645438676183,0.178765817309343,0.00940639557873862
0.215042887717747,0.393190435169928,0.335224550697792,0.253494993521438,0.178147547452181,-0.0817295571763536
0.248298267314834,0.524177558639328,0.349958451822348,0.249633801186622,0.275879291324494,-0.100324650635725
0.258733972657712,0.528011191594647,0.36441013694692,0.213168460887245,0.269277218936935,-0.151241676059674
0.201734665248747,0.437832279973446,0.279776996966687,0.221857050607911,0.236097614724699,-0.0579199463587758
0.258188820136539,0.423440848705716,0.251964477255421,0.217795265238043,0.165252028569177,-0.0341692120173783
0.289006283202679,0.461021187474564,0.374712864232785,0.247647653531186,0.172014904271885,-0.1270652107016
0.26675074639461,0.444081234550647,0.394879251124312,0.225598342418218,0.177330488156036,-0.169280908706093
0.264302232855469,0.505252664660544,0.312180281226281,0.244277701140499,0.240950431805075,-0.0679025800857823
