Trial,TimeBin_001,TimeBin_002,TimeBin_003,TimeBin_004,TimeBin_005,TimeBin_006,TimeBin_007,TimeBin_008,TimeBin_009,TimeBin_010,TimeBin_011,TimeBin_012,TimeBin_013,TimeBin_014,TimeBin_015,TimeBin_016,TimeBin_017,TimeBin_018,TimeBin_019,TimeBin_020,TimeBin_021,TimeBin_022,TimeBin_023,TimeBin_024,TimeBin_025,TimeBin_026,TimeBin_027,TimeBin_028,TimeBin_029,TimeBin_030,TimeBin_031,TimeBin_032,TimeBin_033,TimeBin_034,TimeBin_035,TimeBin_036,TimeBin_037,TimeBin_038,TimeBin_039,TimeBin_040,TimeBin_041,TimeBin_042,TimeBin_043,TimeBin_044,TimeBin_045,TimeBin_046,TimeBin_047,TimeBin_048,TimeBin_049,TimeBin_050,TimeBin_051,TimeBin_052,TimeBin_053,TimeBin_054,TimeBin_055,TimeBin_056,TimeBin_057,TimeBin_058,TimeBin_059,TimeBin_060
11,-0.298742476436884,-0.217938675818487,-0.237503692497002,-0.175982070101705,-0.165665506733797,-0.219960915192252,-0.242383534994572,-0.347964301948128,-0.44361773130321,-0.52490228126826,-0.533727928880393,-0.372366907795506,-0.35205453611184,-0.229578309358339,-0.0739067175092365,-0.076396021698306,-0.0379075924782854,0.150028679140777,0.190010279645244,0.295837101814263,0.421017612157613,0.438756032948581,0.530753070989779,0.548806311045146,0.591550565832312,0.579204437462271,0.441959077713305,0.373961931166957,0.176255850272481,0.115096938456884,0.0208763155536085,-0.0166821434721351,0.0316760091601399,0.0566821817325807,0.0596249137653019,0.0913564566274254,0.0540422609362753,-0.0291241643915065,-0.118016282755025,-0.115967767090571,-0.138016907421176,-0.1435775313391,-0.0486951045577453,0.00952527375937071,0.0231979031882825,-0.0556518830460889,-0.0232436615197656,0.00732618859082812,0.00499185646760433,-0.0377239707195154,0.00468987963327878,-0.0709949714762244,-0.277008701751568,-0.322669120656209,-0.394411203957302,-0.43238202176658,-0.409466792959977,-0.344267034669852,-0.185277413831411,-0.136280329114189
12,-0.142397690382626,-0.113103493316745,-0.137378807898123,-0.0776064373978546,-0.0910097969597568,-0.15195818499649,-0.183619896396835,-0.271968920807705,-0.339375270301698,-0.386746710201341,-0.387394283718398,-0.247231732242686,-0.248571073664163,-0.15115060760293,-0.035583673337838,-0.0715727966257269,-0.046637558684155,0.0916326151497057,0.184400507257587,0.304066015739325,0.462929042778172,0.56692899581372,0.642105564500404,0.652634492421699,0.664385082203677,0.599618517183786,0.494954673307165,0.456671967606505,0.306227670121619,0.202720276571771,0.174976033843154,0.145672427365349,0.177834274096001,0.134834692115939,0.141549006377878,0.140944477476296,0.0700192840411748,-0.0973850792335025,-0.163357220447209,-0.183832304736672,-0.155741528541069,-0.157807596060087,-0.0358967470463083,0.0464602802509557,0.0711695692221059,0.0589288088546654,0.0600113637991524,0.0163501961684668,-0.0329330988080627,-0.104177241095937,-0.096967806546081,-0.143631806606742,-0.304240596345494,-0.304538689574001,-0.360943816108763,-0.41596918659172,-0.393001322886036,-0.332056312231341,-0.197686978426317,-0.153437733992945
13,-0.0937061172956648,-0.00148002409067185,-0.0248005567578006,-0.0246436084163023,-0.103646804335626,-0.13867645822601,-0.252124725835703,-0.377302355118689,-0.402957157428718,-0.391274287365009,-0.341034570587603,-0.183300586968755,-0.12435401582901,-0.0354586995788445,0.0903266797281637,0.0883169846080861,0.0849420231593018,0.222830574477663,0.352426403321314,0.513489983546908,0.618273610390535,0.772176057232911,0.793838968225766,0.71913122067027,0.675338716607775,0.587497925548018,0.488099335536263,0.444082250755318,0.335700222572403,0.258737531170037,0.264569527811761,0.222726051001619,0.251172261123902,0.247365755243834,0.26099179913851,0.166322211208852,0.0868937763058374,-0.0820663555699231,-0.171444495533236,-0.241518683466085,-0.193796219737956,-0.151016293633232,-0.00288787282660793,0.0422410334641576,0.114654239752131,0.0880669564900663,0.0697544628418709,0.0213483471044768,-0.102661065326503,-0.174676528539449,-0.204075168816787,-0.245477122588005,-0.31538012849271,-0.26115957317087,-0.269463700019368,-0.281956205019683,-0.326747472434999,-0.234923279844525,-0.0893037948063427,-0.0865307219901572
14,-0.107332516999959,-0.0444118902764175,-0.0596308582929425,-0.0333674052282252,-0.0773421901120394,-0.118800064872876,-0.154591332487618,-0.249244435593355,-0.295163578912214,-0.248849766332929,-0.201439270607884,-0.0724670245873334,0.0164057579327323,0.0458145036148256,0.097566903121522,0.13209446468196,0.179936807177471,0.274235071750613,0.394864672675894,0.507227437203649,0.611915143056593,0.764529629272153,0.798232010295946,0.726279735428758,0.700689003842851,0.590578592519251,0.508592577036898,0.448426870889779,0.40012213095537,0.389421953377579,0.463235621533279,0.43066379847839,0.402615462573401,0.318689796735005,0.294911177339354,0.220581264015536,0.165001350470712,-0.0465803084387259,-0.0749851920999708,-0.125418665355377,-0.136015522934795,-0.0896564263162563,0.0351025287340134,0.0576094755118821,0.110139727929006,0.170606236562796,0.119383191197586,0.0655243048733525,-0.0403872183265533,-0.132000946042895,-0.237617817591547,-0.252666894816897,-0.250417589722084,-0.185464528718398,-0.218323361588579,-0.264330947031394,-0.296514919614625,-0.266578306540326,-0.226465000465085,-0.207290895449964
15,-0.256494336480034,-0.126270396970984,-0.161990001256297,-0.196777298955371,-0.234766143858581,-0.233355959509651,-0.252496024141008,-0.356089791907016,-0.427232012596274,-0.413739777751817,-0.422467875124424,-0.305180371173777,-0.130685809454191,-0.0481259736134208,0.0332009397659723,0.152085060170321,0.282265348055079,0.406100173126422,0.47006273341278,0.566247692903426,0.587306982261102,0.68475705800752,0.680368484471181,0.641104500440458,0.619304381109512,0.552627459202622,0.502299562681737,0.392635890998911,0.265831572538884,0.358602213310648,0.421150308504369,0.370221212837496,0.278600401698791,0.240014947730173,0.171262222120597,0.141657437414058,0.105427730834351,-0.00879424362082538,-0.0558718428657198,-0.0482019260223705,-0.0559530498891426,-0.0283335252536201,0.0349718897909177,0.0301787638481483,0.053570230485383,0.0861767958818824,-0.0291213563430366,-0.0288379659469175,-0.0894253812598502,-0.101223809121538,-0.127974384111006,-0.148727847179675,-0.172590885453966,-0.196310583620895,-0.222451884559332,-0.227308075933917,-0.28270483855903,-0.242397843217859,-0.281600075852422,-0.244106793776842
16,-0.351430009296857,-0.309977603036307,-0.341381218686593,-0.392872969766016,-0.357502173152351,-0.379444777377878,-0.341435029164043,-0.368114472112219,-0.386097670194282,-0.370311026531478,-0.405916019743568,-0.295098058001446,-0.155435740423618,-0.121621613621739,0.0113432357555245,0.0872284690256824,0.227630631611927,0.343835268982276,0.400736947522846,0.455595629498464,0.517987617527707,0.599971431671122,0.63268717687501,0.644960198165643,0.570268233035468,0.522134908957771,0.561721437481331,0.492306280397902,0.320549277360105,0.392439367096117,0.438466284556194,0.449093452881204,0.311196272001026,0.236893685025596,0.161638546363692,0.128036895357326,-0.00324958095493696,-0.0771297388075734,-0.112027162010058,-0.0102270001923699,-0.0379335189634493,-0.00070815985913758,-0.0148404859915007,-0.00663211508458137,0.0156924682895413,0.0487889047658578,-0.0269584522124855,-0.0630105386720852,-0.100881659909618,-0.130922365235606,-0.150742864059733,-0.167426306058278,-0.241141378875438,-0.22214108834153,-0.283618644359615,-0.375787476260701,-0.371944318121493,-0.373125289948678,-0.396346786872154,-0.330271999891534
17,-0.288497731210236,-0.288189334725533,-0.326564183049257,-0.424680919465212,-0.393311708508925,-0.416867502448238,-0.404209251230596,-0.410704551701662,-0.370584530260188,-0.307237015729698,-0.307333750609741,-0.228182565356216,-0.126531186954198,-0.0838338607025481,-0.00306985126647439,0.063360709900835,0.219904254304828,0.316277996171951,0.380142378172711,0.392807290814885,0.384579194642701,0.450314420583087,0.457294783686247,0.506279488768778,0.388868453532986,0.421188852369913,0.511204501994976,0.451135948954184,0.321667207700861,0.371236896751857,0.355855017548666,0.330791759542435,0.18344128177058,0.134830873398014,0.0852289549423551,-0.048445603587616,-0.165299247266399,-0.161174118753297,-0.22328021893211,-0.136911591935768,-0.127701216034464,-0.0975225382330318,-0.153846748919398,-0.102211673779323,-0.119271941525011,-0.0858055749191442,-0.161340485116425,-0.210685819992834,-0.183218797475967,-0.246252493987897,-0.188872212287592,-0.193685798656936,-0.235002375218504,-0.276119798174949,-0.286459355523801,-0.326977913396701,-0.284095617614311,-0.306849410069841,-0.308875732286117,-0.302258809567552
18,-0.251329151688136,-0.264248189969651,-0.219886535486031,-0.267824728827777,-0.258198858912658,-0.314997543811564,-0.33138228581012,-0.333495673637897,-0.293939279597544,-0.287845360724829,-0.179864302848465,-0.113216652388695,-0.0730636045535833,-0.0457677362116849,0.016101374430429,0.0828645572707487,0.203986818174281,0.337869357474302,0.414107674510737,0.390430090476972,0.434287213428721,0.519699355324371,0.576401246441179,0.603630925826357,0.378503225141672,0.376727444922829,0.442271995996828,0.411484232095148,0.355474208430821,0.303399114076753,0.224692552489743,0.239166522322921,0.188290330276057,0.150063189548774,0.101730323776254,-0.0372256817181343,-0.169460172808823,-0.12733904446187,-0.131939393732926,-0.0794571485670532,-0.142669308744394,-0.177793097100893,-0.209076831535699,-0.217146651407693,-0.157482061825591,-0.114388391896427,-0.10994127222656,-0.166244359889818,-0.116664626706724,-0.162636063648537,-0.190288569295389,-0.259459850735281,-0.310803269423721,-0.301858918985233,-0.275833017067897,-0.285152948815202,-0.241999623677858,-0.27290870438395,-0.204302141992232,-0.223915197912326
19,-0.294357455675896,-0.275189148118643,-0.191990113744897,-0.168512891982948,-0.174820260334429,-0.178835035217476,-0.214577520368705,-0.220532745879561,-0.217393670930941,-0.23140525827982,-0.13526545724529,-0.0766281585721734,-0.038238252457633,0.0844631247471507,0.0539784921280255,0.146077350749494,0.296555267382418,0.396732942694545,0.492871889210032,0.511258325773329,0.507872005187892,0.608666515653459,0.685014521168374,0.748554696995188,0.588362282472043,0.532179260081262,0.491346913798677,0.415923336770817,0.363788662433317,0.264166619392407,0.198824119022264,0.154817256936579,0.0910525599840601,0.0278992589155141,-0.0232166705914114,-0.0551285947871222,-0.0875751928162357,-0.118114167380997,-0.113920089220069,-0.103914164636725,-0.165346350172949,-0.172168580626056,-0.125177984961428,-0.130319805931169,-0.0810569895625194,-0.0614788851726807,-0.131887672270501,-0.160881565395666,-0.0824786940525286,-0.115097176713434,-0.107661554171892,-0.132450857153015,-0.172371460290394,-0.224055292731517,-0.17615889148878,-0.100920792605478,-0.107846333699355,-0.134032927527566,-0.101015075596161,-0.143742062247308
20,-0.29468703056045,-0.204038901849247,-0.0811760372425398,-0.0596439988174724,-0.0487601915502439,-0.07712017303471,-0.152356587781069,-0.188840326761168,-0.291104315379404,-0.409213204433425,-0.377954916234373,-0.296771680767069,-0.310229161203815,-0.156332109965266,-0.0817706600463633,0.0686354292570247,0.192053198614788,0.29825563905884,0.452962613040683,0.535640279113166,0.605666977281879,0.695591543785227,0.730076607504066,0.743478817892862,0.560998740957623,0.485411186865864,0.46819027684808,0.37419425918145,0.234052586407783,0.0800498860556594,0.0419092273065113,0.0164336225847635,-0.0117477600557051,-0.0174549006274405,-0.0745120167127535,-0.0450464205355156,-0.058238439642514,-0.112716498881955,-0.108425183736493,-0.121315357373843,-0.173392166081186,-0.233243808604206,-0.191626468367772,-0.278233185833735,-0.180081352540423,-0.125916716095883,-0.180306303003664,-0.250432546553952,-0.161908442878203,-0.114748771412153,-0.134821314888918,-0.158258624651192,-0.219859532753616,-0.202491283526509,-0.110479004831287,-0.0719418173146102,-0.182321287769319,-0.180617463449369,-0.182716329725096,-0.205371876091458
