Figure,Cohort,N_Animals,TrialRanges,Measure,InputFile
Figure S1C,conditioning/reappraisal,9,11-40;41-80;81-120;121-160,LidDiameterMatrix; non-normalized,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\eyelid\reappraisal\pupil_summary_all.mat
