Figure,Cohort,ROIs,PRE_Trials,TEST_Trials,N_OB,N_AON,OB_HighresSamplesPerTR,AON_HighresSamplesPerTR,OB_TC_File,AON_TC_File
Figure S2B,no-puff control,OB; AON,11-40,81-120,24,24,6,6,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_S2\Figure_S2B\control\OB\tc_matrsess_all_BINS6_TRsbefore2.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_S2\Figure_S2B\control\AON\tc_matrsess_all_BINS6_TRsbefore2.mat
