Trial,TimeBin_001,TimeBin_002,TimeBin_003,TimeBin_004,TimeBin_005,TimeBin_006,TimeBin_007,TimeBin_008,TimeBin_009,TimeBin_010,TimeBin_011,TimeBin_012,TimeBin_013,TimeBin_014,TimeBin_015,TimeBin_016,TimeBin_017,TimeBin_018,TimeBin_019,TimeBin_020,TimeBin_021,TimeBin_022,TimeBin_023,TimeBin_024,TimeBin_025,TimeBin_026,TimeBin_027,TimeBin_028,TimeBin_029,TimeBin_030,TimeBin_031,TimeBin_032,TimeBin_033,TimeBin_034,TimeBin_035,TimeBin_036,TimeBin_037,TimeBin_038,TimeBin_039,TimeBin_040,TimeBin_041,TimeBin_042,TimeBin_043,TimeBin_044,TimeBin_045,TimeBin_046,TimeBin_047,TimeBin_048,TimeBin_049,TimeBin_050,TimeBin_051,TimeBin_052,TimeBin_053,TimeBin_054,TimeBin_055,TimeBin_056,TimeBin_057,TimeBin_058,TimeBin_059,TimeBin_060
11,-0.0786922763840304,-0.0679454925786863,-0.0717831820214348,-0.105161320302811,-0.164364763119452,-0.136223893077762,-0.161656506727862,-0.031648999065174,-0.20264423578554,-0.201756661713434,-0.19285502381457,-0.105328402851906,-0.0894594903341349,-0.030408409812257,-0.0140184355782043,-0.153954326866182,-0.253471994912985,-0.250807709011141,-0.403533046770687,-0.451520233305897,-0.49157970921908,-0.61305685608468,-0.656753070785907,-0.592430060735986,-0.518917331585154,-0.387376234508522,-0.327628274885688,-0.211140850318086,-0.00316942415916235,-0.11008223920916,-0.0849152340386039,-0.0582058761678574,0.010454034984606,0.00205802190040832,-0.0467663197434542,0.0402373320289922,-0.0235289279528311,-0.0665971866625564,-0.0873716217532879,-0.148249853577727,-0.0325170334201186,0.163265978811367,0.124969094772336,0.200355124163437,0.200020355716248,0.172706140691847,0.186443409295231,0.162595566360954,-0.0138182245826765,-0.0539825992344867,-0.149378295820165,-0.232922906558813,-0.220668372662565,-0.182982600693099,-0.0900483692933922,-0.0348054118440816,0.11783775953581,0.129912081514652,0.0692824647131217,0.158312930384141
12,-0.00661909921368866,-0.000384498016376402,0.0286081757962564,0.0401359295091623,0.0250342766212473,-0.00170471458855722,-0.0530673415632732,0.00822891945025678,-0.110078644821809,-0.128743396173139,-0.115230507180901,-0.0333031335001837,-0.0676352866143615,-0.0052485492804653,0.0401763916717836,-0.0799138681130485,-0.196987666767589,-0.195308724865197,-0.325037698168293,-0.373705531549252,-0.423484268548574,-0.498932458716082,-0.509634672030391,-0.474362397959311,-0.461866894901568,-0.363452878118,-0.326835838097899,-0.274999627526024,-0.111944190688059,-0.13988708071622,-0.0823286576298869,-0.0583915063902094,-0.00287793338423611,0.0356447482269573,0.000766019353243117,0.0870403355895464,0.0288836394045177,-0.108874456748964,-0.15548892692123,-0.23677170280624,-0.113544247428367,-0.00190116917509009,-0.00214319553822313,0.0907399761081209,0.120501542608471,0.089805960591406,0.126914391596095,0.0693925105932903,-0.136819488146985,-0.139928724102551,-0.189552350649712,-0.197051830993542,-0.230669459076631,-0.195644223015444,-0.0538493049475698,-0.0848577347884735,0.0411387430842118,0.0395024125191978,0.0338659562325644,0.102436783998188
13,0.0255270616010947,0.112611114064922,0.147588660452426,0.143006139684465,0.0999623672314951,-0.00952303053385811,-0.0553782211768734,-0.0535180253127154,-0.114553366287997,-0.0676107388499372,-0.0679954437811924,0.0331314734742288,0.00111366585302962,0.0737070046439577,0.163200211677697,0.0488801920098581,-0.0724923328926606,-0.0546180666990269,-0.161945536275348,-0.263317848501135,-0.327413562176513,-0.443387651555625,-0.406792782343166,-0.379963007305942,-0.382647623475853,-0.351085417396724,-0.344180262320025,-0.30933813239599,-0.221632402377443,-0.190545502976147,-0.185226169349835,-0.163750087013966,-0.108883675426247,0.029167028501888,0.00268348495454783,0.104034305133975,0.138234276524803,-0.0192754308481278,-0.0977019671187491,-0.14854976348405,-0.114776172052184,-0.011399549348143,0.049377912486841,0.0559330577696622,0.0946556371269522,0.0824218035501898,0.079929635585659,-0.0454930987013722,-0.238229887926067,-0.242300430180891,-0.176582779407148,-0.123559229326125,-0.109405541501012,-0.00500794565004551,0.163850012467823,0.042440727309639,0.163382133301833,0.173627631192994,0.126629039458444,0.142692998117598
14,0.10881593009459,0.203331530119384,0.26456325539572,0.279562292834444,0.313850650062123,0.241162420395284,0.251465385591545,0.139914870384491,0.0338024276714369,0.0233958577351193,0.0266886710057734,0.113018258118313,0.0941322554067483,0.129793859665983,0.177453694813014,0.0988546444287744,0.0373616240626051,0.131054300566797,0.0499774018940977,-0.0786355438821321,-0.233629668969234,-0.356427898960552,-0.35072285966541,-0.361100724031225,-0.449014149322956,-0.433805592193094,-0.371994756303487,-0.315855183009035,-0.252664833028303,-0.0925726226864402,0.000124699870759318,0.0191703198000415,0.00115768075998001,0.0404896070839866,0.0252954694798283,0.0470965902384396,0.0891589021883787,-0.0241606306735224,-0.0355925803281941,-0.008578792907087,0.0436642766973144,0.0344950701300612,0.0775672303400108,0.0807259349263867,0.107775777934641,0.0694315105778664,0.0403196603824895,-0.0988135417298635,-0.195300239471995,-0.146603209743845,-0.0993780362166213,0.0106854589214251,-0.00234033954128506,0.080462789279591,0.127517856297025,0.0365344813868128,0.0910726379722138,0.0466550886461713,0.0059281892805246,-0.0963601604740422
15,0.170342541162778,0.283968834643981,0.270706132902521,0.218644684950466,0.202000278674991,0.117627815930359,0.137272256950841,0.0716483849347196,-0.0731566555335701,-0.0144295936431927,0.00186276533214445,0.125735293641406,0.205506198318403,0.28792252704892,0.312302788139108,0.232556796180027,0.246461551415887,0.307707788529995,0.18404910270219,0.0548288566466845,-0.173031394328333,-0.286389924049221,-0.356177731890364,-0.427043812190062,-0.480911680474378,-0.454529002439721,-0.417990454681107,-0.284374338258081,-0.174493771309746,0.0156754281564188,0.136511289543793,0.129020202923666,0.0916091053321306,0.0848612305259723,0.0948914519970708,0.120989160800414,0.209748262277953,0.169981339138413,0.197495951118092,0.234484576488182,0.234516799811989,0.227288272517876,0.294368523267798,0.257098393092579,0.280445820337447,0.219980608208143,0.15178720765939,-0.00266636053388297,-0.0111324144869157,-0.00305021974103596,0.0626869970909344,0.110856467636645,0.165139910100698,0.276659951169505,0.25163148597009,0.20713412304162,0.277413794453317,0.215655132353459,0.120697033962273,-0.000686174325023159
16,0.0374039012018357,0.0852593424919025,0.0869027918222003,0.0674757478767206,0.104606350438906,0.0864799388073806,0.112557815523073,0.104559571399421,0.0135835072467899,0.0531577273588003,0.095205752648993,0.201523984130714,0.268897539681137,0.352572820784592,0.321114394601286,0.268594000912593,0.303364073565041,0.277050481755585,0.170164003457288,0.0809357082952358,-0.0621060342284153,-0.13529290742746,-0.242095565391992,-0.307720183088262,-0.363841667298646,-0.333091875942579,-0.322277530228166,-0.204150584310603,-0.0845276126325927,0.0722921456956515,0.270469156481478,0.291436234189931,0.183030692359428,0.142853448318818,0.14420684815923,0.0819558828513272,0.166853811186973,0.0805467763640198,0.134817573571908,0.140179093267868,0.179836301057498,0.187086560284093,0.25035419275122,0.258696730596308,0.318106920538709,0.32149560147126,0.29515817471463,0.139563049470199,0.180894942980958,0.170039077469759,0.17885333620152,0.152733014223819,0.131189261664478,0.182185442584907,0.142663435607258,0.12787133262109,0.122374981062977,0.0704118002017105,0.0373254698241664,-0.0399373947396097
17,0.156320898774032,0.169366021722482,0.0402836215618055,-0.00197591390255529,0.00969766951623599,0.0578276507525109,0.0344568075936573,0.00458513663085455,0.0122332819346247,0.0414420171294437,0.111537977433845,0.197910961555895,0.251900947901392,0.307519994385152,0.23622578080841,0.182998639571004,0.196735980731021,0.0147621717113043,-0.0724592926149066,-0.0909788445737814,-0.197760992278401,-0.18279836377698,-0.275415859414385,-0.374347669984012,-0.371311891661358,-0.318158323201335,-0.280593324854659,-0.227550999772251,-0.160465367422921,-0.0601487966609333,0.113808591236639,0.114188818605667,0.0295464274792404,0.0121664051742909,0.0100058822897703,-0.00890833275684977,0.0936478275510678,-0.0134711681403038,0.0445175821986956,-0.0211318082328277,-0.0377702306902132,0.0527013023549261,0.169473086331879,0.17884120299016,0.199342649806177,0.191445556175948,0.224548701059643,0.165411466302527,0.159404830098613,0.137241012345496,0.124439320943149,0.0538439391438853,0.0263433686581809,0.0808650199314823,0.0543209684585219,0.032567972002723,0.0229261331463192,0.00663046241148687,-0.0112094462779393,0.00692139854157973
18,0.093095917349002,0.10013592848013,0.00817724565434491,-0.0616473380384733,-0.00348949970648819,0.0552928647259505,0.0919792918515244,-0.00146810575403027,0.0623825856853209,0.0355254540962394,0.16903374330638,0.203366733717342,0.229607086560813,0.219874799955796,0.16883624300111,0.120157677037404,0.0977240281465187,-0.103372232576808,-0.138280872611045,-0.174919244264165,-0.21164056683286,-0.247957778889545,-0.327378712350144,-0.393143895203316,-0.375651888798849,-0.351579558709944,-0.263416281902265,-0.223522695429456,-0.216119395536602,-0.132768290547073,-0.0520933671086175,-0.0244867439033142,-0.105508419889126,-0.137457110894738,-0.137003601710908,-0.171827176539904,-0.0686662887031606,-0.148475688027173,-0.0743331473200918,-0.119119990191952,-0.20090156851593,-0.106085649329632,-0.00246836334129647,-0.00369423469175511,-0.0102575723300813,0.0353268194452363,0.101237946556716,0.096213210398576,0.12524146840534,0.193357003201403,0.110270326475158,0.0235999594763788,-0.0780032516852264,-0.128630524697187,-0.111319886144997,-0.0820074385294454,-0.120245902872892,-0.0762414378876446,-0.0257773969293267,0.027007372151634
19,0.184709322607005,0.138903130588354,0.0334122029788952,-0.0237663619391284,0.0653706178596015,0.153359312429106,0.18803020180128,0.0661362686849764,0.114356756227769,0.0597212270258652,0.188197139130521,0.181174808010649,0.161704878199583,0.144572815051927,0.112558615138508,0.0468713097773397,0.0461634532653102,-0.140633591109829,-0.157269738271498,-0.166699376486347,-0.228614901046683,-0.332224090188845,-0.414401787003305,-0.44796470450236,-0.399522672667347,-0.408788346433315,-0.322620021811621,-0.304777848447448,-0.27238736845337,-0.124014398726457,-0.0951547349523015,-0.101400573538482,-0.0531744477642835,-0.126237846261251,-0.166550978206459,-0.148916830888577,-0.0493434044539037,-0.0768992904674469,-0.0566009763528717,-0.0381047109625238,-0.0825452393373158,-0.0771625280824702,0.0300889822281925,0.0512151795869502,-0.00991151901707604,-0.0316465323241545,0.0263330056101562,0.0772834980874456,0.0694985197589859,0.130320129962285,0.0716097619593164,-0.0213826888387997,-0.0810175167998868,-0.133605848214375,-0.0970943097165429,-0.0894997667514956,-0.0719121820657581,-0.0402479654337604,0.0610864411823701,0.125020363669759
20,0.0959781922621537,0.0794687610226518,0.0417267388707766,-0.0395756888857303,-0.0182707326741936,-0.0195381533474843,0.0130267523006627,-0.0500820854269859,-0.0864823795093167,-0.134363822647832,-0.0137045644066491,-0.0178059526705603,-0.0193699018759643,-0.023604633940568,0.00256712890388313,-0.0403534543436367,-0.00421495578100167,-0.0744099034313048,-0.0797333167774227,-0.0907995828374329,-0.178359327227049,-0.312638570748724,-0.423169815858562,-0.438156549739995,-0.365682034704201,-0.400179422349792,-0.337084692240629,-0.314809861919029,-0.2805593822389,-0.107605653377343,-0.122137578008905,-0.0742322974943005,0.0158093435517038,-0.0144388355399677,-0.0339298412792155,-0.0101348822320623,0.0601697950996522,0.111202928431202,0.0920354757173377,0.075138028291689,0.0604258596690845,0.00899530985120617,-0.000792290969335432,-0.00316890671950795,-0.0556018292657553,-0.0284862897327915,0.0311416796014704,0.0201599594219318,0.0353096315103051,0.0970324482652249,0.0614157951899073,-0.0309126367195296,-0.066049232752706,-0.0846747938241275,-0.0133393050341111,-0.0319876622239266,-0.0152597371583893,-0.0198423928358542,0.148757562332296,0.22111933201518
