"Term","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",25079.6002660794,1416.29013827289,10.0767385716531,17.7079537506792,0.00000000636299685028546
"block_labelNON_PAIRING",410.944211661529,822.959101105465,16.0000002878661,0.499349495144431,0.624329525514583
"block_labelTEST",484.207251709033,822.959101105465,16.0000002882208,0.588373408907693,0.564495649322641
