"block","animal_ID","lid_TP1","block_label"
"1","1",0.987414183235857,"PRE"
"1","1",1.08861483086143,"PRE"
"1","1",1.08779741638548,"PRE"
"1","1",1.24664995912404,"PRE"
"1","1",1.34055528584872,"PRE"
"1","1",1.21109418277689,"PRE"
"1","1",1.10709544104034,"PRE"
"1","1",1.17335721800699,"PRE"
"1","1",1.05311034991647,"PRE"
"1","1",1.64522559649527,"PRE"
"1","1",1.1152676196212,"PRE"
"1","1",0.94649925770106,"PRE"
"1","1",1.03956181128486,"PRE"
"1","1",1.03514397924447,"PRE"
"1","1",1.12919443661756,"PRE"
"1","1",1.04377836466176,"PRE"
"1","1",1.13666450162158,"PRE"
"1","1",1.06489026864197,"PRE"
"1","1",1.10354458759046,"PRE"
"1","1",1.07825420823416,"PRE"
"1","1",0.929228092980825,"PRE"
"1","1",0.990113756499322,"PRE"
"1","1",1.05164412733219,"PRE"
"1","1",1.22489278976387,"PRE"
"1","1",1.01566972737457,"PRE"
"1","1",1.03259042663337,"PRE"
"1","1",0.974801589414295,"PRE"
"1","1",1.04796336003744,"PRE"
"2","1",0.995032761499194,"NON_PAIRING"
"2","1",0.971648269993276,"NON_PAIRING"
"2","1",0.997976535029201,"NON_PAIRING"
"2","1",1.00359630121002,"NON_PAIRING"
"2","1",0.995073698788804,"NON_PAIRING"
"2","1",1.0257967329629,"NON_PAIRING"
"2","1",1.02054052706245,"NON_PAIRING"
"2","1",1.25154481584725,"NON_PAIRING"
"2","1",0.875443192691561,"NON_PAIRING"
"2","1",1.07522289569295,"NON_PAIRING"
"2","1",0.962433846872002,"NON_PAIRING"
"2","1",0.918935833243863,"NON_PAIRING"
"2","1",1.12824458142404,"NON_PAIRING"
"2","1",1.15868305391297,"NON_PAIRING"
"2","1",1.04283163544669,"NON_PAIRING"
"2","1",1.34159739116157,"NON_PAIRING"
"2","1",0.924663754698779,"NON_PAIRING"
"2","1",1.17326567095214,"NON_PAIRING"
"2","1",0.963977015356279,"NON_PAIRING"
"2","1",1.05013301061708,"NON_PAIRING"
"2","1",0.813727918121174,"NON_PAIRING"
"2","1",1.59781032133588,"NON_PAIRING"
"2","1",1.17958649397179,"NON_PAIRING"
"2","1",0.963178760112778,"NON_PAIRING"
"2","1",1.16187080961985,"NON_PAIRING"
"2","1",0.895967494748563,"NON_PAIRING"
"2","1",1.02314522616254,"NON_PAIRING"
"2","1",0.974787358040092,"NON_PAIRING"
"2","1",0.96964051750793,"NON_PAIRING"
"2","1",0.997779639455811,"NON_PAIRING"
"2","1",0.983503508983977,"NON_PAIRING"
"2","1",0.973619417525033,"NON_PAIRING"
"2","1",1.03811700471788,"NON_PAIRING"
"2","1",1.14249128808463,"NON_PAIRING"
"2","1",1.13513496839999,"NON_PAIRING"
"3","1",1.4621628093633,"TEST"
"3","1",1.06689715601401,"TEST"
"3","1",1.50763527934762,"TEST"
"3","1",1.91708320955747,"TEST"
"3","1",1.59903974034535,"TEST"
"3","1",1.10808983722126,"TEST"
"3","1",0.98574716913261,"TEST"
"3","1",1.00882797171579,"TEST"
"3","1",0.91423399503412,"TEST"
