Figure,Cohort,Analysis,N_Animals,Blocks,InputFile
Figure S1D,control/no-puff,tonic,9,1=PRE;2=NON-PAIRING;3=TEST,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\eyelid\control\Mean_LidData_R_intrasession_control.xlsx
