"Term","Estimate","Std. Error","df","t value","Pr(>|t|)"
"(Intercept)",0.999799652315648,0.0200567191120617,9.54523581245644,49.8486141591518,7.32963483352207e-13
"block_labelNON_PAIRING",0.00521976036869709,0.00915778128810362,902.005501581274,0.569980894332758,0.568832588780618
"block_labelTEST",0.0261484721264014,0.00922158607678571,902.056396274602,2.83557209233531,0.00467666606464759
