"block","animal_ID","lid_TP2","block_label"
"1","1",0.964790106304134,"PRE"
"1","1",0.992441140639231,"PRE"
"1","1",1.03784625458649,"PRE"
"1","1",1.16688471475967,"PRE"
"1","1",1.29338680039053,"PRE"
"1","1",1.20196588033941,"PRE"
"1","1",1.18993952740171,"PRE"
"1","1",1.01522171799332,"PRE"
"1","1",1.15948874782913,"PRE"
"1","1",1.81337589343167,"PRE"
"1","1",1.05398147173704,"PRE"
"1","1",0.923324957633711,"PRE"
"1","1",0.979005066204928,"PRE"
"1","1",1.02850957141446,"PRE"
"1","1",1.18418141112888,"PRE"
"1","1",1.04669157950759,"PRE"
"1","1",1.18229345166908,"PRE"
"1","1",1.10562050772628,"PRE"
"1","1",1.04895006188461,"PRE"
"1","1",1.10907215037761,"PRE"
"1","1",0.994047272264644,"PRE"
"1","1",1.09685208864177,"PRE"
"1","1",1.04366044996829,"PRE"
"1","1",1.10741400696291,"PRE"
"1","1",1.01753425990197,"PRE"
"1","1",0.975111910399369,"PRE"
"1","1",0.931169025874301,"PRE"
"1","1",0.976005096525846,"PRE"
"2","1",0.997889065345195,"NON_PAIRING"
"2","1",0.986056763787826,"NON_PAIRING"
"2","1",1.06428502418128,"NON_PAIRING"
"2","1",0.9938323243938,"NON_PAIRING"
"2","1",0.97806760122668,"NON_PAIRING"
"2","1",1.03299888969705,"NON_PAIRING"
"2","1",0.935601891022284,"NON_PAIRING"
"2","1",1.26348886287262,"NON_PAIRING"
"2","1",1.13345176525907,"NON_PAIRING"
"2","1",1.2314581756973,"NON_PAIRING"
"2","1",0.924926603251456,"NON_PAIRING"
"2","1",0.94030407787067,"NON_PAIRING"
"2","1",1.39256625475343,"NON_PAIRING"
"2","1",1.118167131859,"NON_PAIRING"
"2","1",1.30541560386125,"NON_PAIRING"
"2","1",1.44116920825202,"NON_PAIRING"
"2","1",0.90058439448467,"NON_PAIRING"
"2","1",1.23055351463809,"NON_PAIRING"
"2","1",1.04675360316112,"NON_PAIRING"
"2","1",1.03738115477455,"NON_PAIRING"
"2","1",0.963039119779948,"NON_PAIRING"
"2","1",1.63894832940985,"NON_PAIRING"
"2","1",1.67353245356101,"NON_PAIRING"
"2","1",0.876979739108334,"NON_PAIRING"
"2","1",1.21843307447687,"NON_PAIRING"
"2","1",0.863923672127946,"NON_PAIRING"
"2","1",1.0283212586693,"NON_PAIRING"
"2","1",0.924315475636732,"NON_PAIRING"
"2","1",0.963751283905177,"NON_PAIRING"
"2","1",0.967761534755497,"NON_PAIRING"
"2","1",1.02325089307978,"NON_PAIRING"
"2","1",0.958650621873734,"NON_PAIRING"
"2","1",1.01259611911173,"NON_PAIRING"
"2","1",1.23072640120171,"NON_PAIRING"
"2","1",1.28195172119817,"NON_PAIRING"
"3","1",1.56341979822448,"TEST"
"3","1",1.08077204271209,"TEST"
"3","1",0.988047552948519,"TEST"
"3","1",2.15545779732074,"TEST"
"3","1",1.55081453118009,"TEST"
"3","1",1.123702293061,"TEST"
"3","1",0.984990528930953,"TEST"
"3","1",0.989853579210868,"TEST"
"3","1",1.01995472371888,"TEST"
"3","1",1.2763720875672,"TEST"
"3","1",1.71634272890183,"TEST"
"3","1",1.21830895234294,"TEST"
"3","1",1.10118828692762,"TEST"
