Figure,Cohort,Analysis,N_Animals,HistoricalExclusion,TrialRanges,InputFile
Figure S1D,control/no-puff,phasic,9,summary_all(2) excluded,11-40;41-80;81-120,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\eyelid\control\pupil_summary_all.mat
