BetaSelection,ThresholdSelection,Preprocessing,N,NumberOfPermutations,RandomSeed,BetaFile,GeneralOverviewFile,AnimalMapFile
vHC,T01,no_scrubbing,24,10000,1234,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_6\Figure_6B\mask_positiveCorrRank_T01.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\NoSeMaze\01_General_Overview.xlsx,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\NoSeMaze\AnimalNumb_to_ID.mat
