Figure,Cohort,Metric,PRE,TEST,NumberOfSubjects,NumberOfROIs,FDR_Alpha,FDR_P_Threshold,DisplayDegreesOfFreedom,Nominal_P05_T_Critical,FDR_T_Critical,InputFile,ROIDataFile,ColormapFile
Figure S4C,conditioning cohort,l_cc,TPnoPuff11to40,TPnoPuff81to120,24,52,0.05,0.0251667574423245,23,2.06865761041905,2.39481016333954,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_4\Figure_4B\conditioning\res_auc_struc_local.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\data\processed\fMRI\Figure_3\conditioning\roidata_v11_Odor11to40.mat,C:\Users\jonathan.reinwald\Dropbox\ICON_Autonomouse\reappraisal\manuscript\NoSeMaze-Connectomics\src\matlab\helpers\colormaps\myColormap_magentablue.mat
