FP,OF,PL,IL,Cing,Th_PM,Th_SM,M1,M2,S1,S2,OB,AON,Otu,Pir,DPA,TT,Sept,Nacc,CP,Pall,VP,Cl,Amyg,ZI,I_dors,I_ventr,I_post,Gust,Visc,Perih,Ect,Ent,Temp,ParAss,RS,CA,DG,Sub,SC,PAG,VTA,SN,NclR,RN,MB,Pons,Periv,Hyp,Aud,V,IC
0.305498753189514,0.346908533642226,0.379791355552462,0.383072358093058,0.342081131096067,0.306972494762983,0.288218948335707,0.343775708536579,0.277488848148605,0.276681140124168,0.286411123797526,0.330136627715884,0.249393524417637,0.219021104309761,0.247768014852811,0.350147345050213,0.329184333291467,0.328675591721892,0.217915786040003,0.304042643950047,0.34499321777075,0.234387553670852,0.281931617535941,0.246477676375409,0.299693030443487,0.325722287686977,0.237436971503464,0.244863401321061,0.236981025536579,0.289989093411681,0.278716225103908,0.215728862175557,0.240162158400234,0.229663718075686,0.307666383170205,0.304369911255084,0.290824167865082,0.207623772671407,0.226344006731454,0.248359722637232,0.256041115670037,0.203480671063241,0.24305656611386,0.294983330036053,0.275568217903481,0.253159452386283,0.314396327661725,0.264023626004977,0.243342524732416,0.300707620458284,0.250532140438447,0.214576859574135
0.173711398056778,0.244386371984136,0.278021373034271,0.301815804256424,0.32383886150045,0.316107686970755,0.220561343258871,0.195753715644095,0.235968043864829,0.222738249052519,0.217118997584326,0.253792404626022,0.301688990991112,0.319758542177416,0.29094663277004,0.353892351308117,0.342772574003303,0.186431713471741,0.341688016903901,0.281093682202447,0.235940414110325,0.303478192370588,0.240776225097121,0.27223903534544,0.25698773363817,0.227919407222786,0.357749264377443,0.247807902392496,0.273879904366871,0.291003987891737,0.306889883944311,0.281814566654594,0.296415455613091,0.298082842717289,0.339871945189534,0.276516206391788,0.327837526637784,0.245632772723413,0.279000777715958,0.300448201912784,0.30070880736453,0.197757898067042,0.192511541506978,0.208546067562353,0.207039877179212,0.226491918762221,0.284191673872406,0.313187807500691,0.281916462891137,0.245377169694676,0.280855811292544,0.203883211386154
0.173643414471604,0.284567355717987,0.335670433506781,0.268612086141736,0.279848953299811,0.257827211100624,0.313099185996236,0.332535726794096,0.262060873227403,0.238574031264889,0.297082262532606,0.167051938678234,0.134402171291895,0.321559812919861,0.283275865716903,0.233005995012879,0.227326656882355,0.302930010642624,0.294745008946574,0.297104178485238,0.209378326300218,0.358257126251094,0.359474131514791,0.294075343079176,0.313575623173561,0.311267838455966,0.335741327896844,0.265942260576335,0.312958238805605,0.276014406599297,0.254424683041554,0.293038564331079,0.180277048739669,0.304131538838777,0.249516937157994,0.250954571718821,0.336455041001084,0.38314829326226,0.297353188069765,0.261075579470132,0.284609244689748,0.245912754469535,0.172044213002649,0.238481490169503,0.18763573994723,0.199771839210622,0.178828360876092,0.146322785933698,0.231626214357932,0.282398551485789,0.343121819293954,0.297404297626896
0.266785488854678,0.221478295341571,0.276933709276529,0.298770102390896,0.242182971980888,0.217004599490186,0.245731722235405,0.236544694445347,0.246051014057909,0.295029530896399,0.268374924213162,0.290184407035379,0.232098477023799,0.388577160031203,0.308822122426767,0.216520235887605,0.203284063585977,0.166721209895686,0.261447788543968,0.300626635349945,0.249174785491013,0.33485733288783,0.381554112786496,0.347877403595016,0.254398350510348,0.238773336991121,0.239474157264302,0.309390679688645,0.278151808356433,0.357183604866672,0.296638289945364,0.245388377053653,0.235011959894936,0.221711418724337,0.185086913997882,0.235745050646761,0.225011928227527,0.240115330404012,0.262240761453556,0.295824910961681,0.25506186904997,0.241222534856532,0.213098945960567,0.305091691158262,0.201473985366945,0.229913163354284,0.246867265053235,0.250678568468914,0.335551213912334,0.179329757143632,0.214022468577061,0.228489968615139
0.408070917919522,0.238110343711698,0.298867708431216,0.342296503577051,0.305655040640696,0.222971676789775,0.234526938670042,0.228905743344827,0.277743639998337,0.316974931945874,0.4368519957397,0.380932413890314,0.354332873887721,0.285921323367667,0.507131640516354,0.337049142481909,0.321893565163161,0.300331761711741,0.228399305662222,0.323590263267172,0.259532879907612,0.44319371161213,0.455873856971873,0.402341056366015,0.211151460224548,0.424532291272643,0.408513233869846,0.50612296506837,0.384403819119639,0.516953901321592,0.337003078923276,0.268274582675154,0.234892943992614,0.246982643034872,0.268923392357127,0.254699571828339,0.250967920539632,0.239314129563613,0.341527968149093,0.27683510171626,0.216310873007738,0.214479079797808,0.176792779667527,0.157065596049092,0.154104003110831,0.185172537535082,0.259703378229533,0.264453727547093,0.244541028274342,0.223949378524279,0.234826654270102,0.240492534279374
0.2130954408894,0.300952239762011,0.346205876235811,0.36715281532096,0.337664320308954,0.257042375796606,0.295455430952723,0.275903861383543,0.27341913417489,0.311229648104802,0.35740910084835,0.317583076953078,0.327246251970854,0.269317379124288,0.275696735049264,0.366048384535282,0.310616035355754,0.344896021817641,0.312204160698808,0.32535169253767,0.313954937614813,0.29958426153294,0.309971103804619,0.310851134776832,0.297761269195315,0.240853966202321,0.245747233600622,0.187029414551841,0.290673179984011,0.200989583492464,0.368252202724401,0.302044562629038,0.301363987248279,0.213228170709611,0.272628965114137,0.267603693397026,0.194095876789421,0.236855247191583,0.326653505333511,0.328381338083794,0.329019149300538,0.264720836428486,0.192897122786141,0.309027893330338,0.356631796777968,0.348616790174876,0.337418231005042,0.2896211693209,0.3041182054196,0.286589498067413,0.352199679237961,0.318346522627438
0.263793063112414,0.376091082616949,0.391829775477498,0.409334084245676,0.423815433696102,0.474481841302413,0.428442316288245,0.33729582586189,0.336694211913095,0.406735676756106,0.41539713084005,0.425551869301833,0.410076122983266,0.303870886918692,0.293724330093232,0.417730001597822,0.409182989199408,0.427554248502404,0.25371924795997,0.36379270929935,0.388692786691355,0.344693675215364,0.333902542320584,0.258509971840346,0.430691051072859,0.361690494158433,0.395170222519763,0.316648662767066,0.319729786676424,0.363223942504801,0.311036125104237,0.36444649800018,0.31590825298104,0.434259823556239,0.432807748322689,0.387479330517802,0.451694855645387,0.465807384633449,0.52388283281081,0.446519303122763,0.468795111900723,0.448973188236709,0.350424236152973,0.40438555342306,0.388686609937111,0.429438155643131,0.165117427764935,0.375039646135905,0.358231473207102,0.469323296573833,0.230148995460256,0.356301145776068
0.28046065266207,0.40694615726536,0.429705069404333,0.437939970020278,0.398277093265245,0.34474574178985,0.377924097817892,0.309829057347371,0.289055980681149,0.26398647015046,0.304055766452781,0.36107299739377,0.323346397545655,0.41250586477095,0.370790192705932,0.420326749989226,0.354040711319029,0.384359483671636,0.242603787107233,0.256692589708964,0.358086651489906,0.315876476949172,0.437522619511492,0.389649996645401,0.354503725624094,0.44530781347013,0.387593782371867,0.386050428121257,0.464116892809017,0.373167460593238,0.277310074560958,0.275772103116605,0.209733086844727,0.358192393131872,0.196492454969523,0.345602784916303,0.329688306994288,0.368156999862012,0.349415426905959,0.367817992619902,0.406277309158349,0.226564583863679,0.207737605067705,0.292018724712719,0.287128483395513,0.28110001027125,0.245697535161894,0.303918563845645,0.306893962736993,0.346664507409994,0.37809938565245,0.377547002591507
0.363354756392024,0.413126620106893,0.423557263584249,0.480300732569622,0.47373987513889,0.357484407302493,0.347064629336921,0.353561766942919,0.444305177420375,0.329142271806504,0.381117934494215,0.388685752982687,0.55788015557499,0.44825100549967,0.42918248138557,0.422389213987197,0.447299500411653,0.381105351959263,0.36131982907114,0.355601215569549,0.439756986768011,0.503342143979076,0.391576095105651,0.328811081369891,0.33333688034317,0.377792143276021,0.415998561295099,0.406010806308541,0.477690939117489,0.401425689295089,0.419002151148532,0.428651521435335,0.471528920278468,0.456016155651061,0.452582052064745,0.461505188577951,0.484401083128559,0.491443822747222,0.474856993981859,0.469304574241502,0.517159989892327,0.478575136053577,0.433811265971325,0.419457713983582,0.418693240084658,0.409831326651754,0.495779687685702,0.492702976516194,0.393138874375985,0.450425046663307,0.373918782436554,0.408384722306782
0.300973270359463,0.337700641814747,0.3940365320368,0.376567678366303,0.357447174718714,0.283731572429653,0.26252947453448,0.232682787776263,0.248505174266395,0.319951431945431,0.332984594659539,0.290729042932304,0.416672768576787,0.3779101485052,0.359969793883067,0.424258850691127,0.425482266913386,0.333967730658764,0.421745516174709,0.260771660550056,0.421198280781122,0.483221297827022,0.209674566061938,0.382004664969747,0.406870231531799,0.277424934698907,0.35132514130306,0.437635763034141,0.306874668287313,0.338748971943161,0.417336835252461,0.440854010775931,0.220092162632916,0.388336017203405,0.260975672661477,0.343414812702312,0.293006574925235,0.379502170488364,0.356685086147177,0.415984335557079,0.37571645936649,0.22084086284719,0.380889623039358,0.311822991021633,0.327687760484492,0.323455265089822,0.314169275487882,0.440579088973548,0.460230508473139,0.296215994075169,0.27316757569865,0.329766475448631
